study_id,author,year,verify_status,candidate_doi,oa_doi_returned,oa_title_returned,oa_author_returned,apa_title,search_openalex_web,search_openalex_api,search_scholar,correct_doi,decision,notes
S130,"Shin, Kim & Seol",2022,doi_mismatch_check,10.1080/00472778.2021.1955124,10.1080/00472778.2021.1955124,Capabilities and Performance of Early Internationalizing Firms: A Systematic Literature Review,Shuijing Jie,Capabilities and performance of early internationalizing firms,"https://openalex.org/works?filter=default.search:Capabilities%20and%20performance%20of%20early%20internationalizing%20firms,publication_year:2022","https://api.openalex.org/works?filter=title.search:Capabilities%20and%20performance%20of%20early%20internationalizing%20firms,publication_year:2022&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Capabilities+and+performance+of+early+internationalizing+firms+2022,,,
S131,Dobbs & Hamilton,2007,doi_mismatch_check,10.1016/j.gfj.2022.100753,10.1016/j.gfj.2022.100753,Internationalization and firm performance,Napaporn Likitwongkajon,Internationalization and firm performance,"https://openalex.org/works?filter=default.search:Internationalization%20and%20firm%20performance,publication_year:2007","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20firm%20performance,publication_year:2007&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+firm+performance+2007,,,
S133,"Lin, Liu & Cheng",2011,doi_mismatch_check,10.1007/s40821-024-00276-5,10.1007/s40821-024-00276-5,Internationalization and individual firm performance: a resource-based view,Antonio Arbelo,Internationalization and individual firm performance: A resource-based view,"https://openalex.org/works?filter=default.search:Internationalization%20and%20individual%20firm%20performance:%20A%20resource-based%20view,publication_year:2011","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20individual%20firm%20performance%3A%20A%20resource-based%20view,publication_year:2011&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+individual+firm+performance%3A+A+resource-based+view+2011,,,
S135,Guo et al.,2020,doi_mismatch_check,10.1007/s10668-026-07324-2,10.1007/s10668-026-07324-2,Internationalization channels and firm financial performance among Asia-Pacific Corporations. Does ESG integration in business matter?,Waleed Hussain,Internationalization channels and firm financial performance: The moderating role of ESG initiatives,"https://openalex.org/works?filter=default.search:Internationalization%20channels%20and%20firm%20financial%20performance:%20The%20moderating%20role%20of%20ESG%20initiatives,publication_year:2020","https://api.openalex.org/works?filter=title.search:Internationalization%20channels%20and%20firm%20financial%20performance%3A%20The%20moderating%20role%20of%20ESG%20initiatives,publication_year:2020&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+channels+and+firm+financial+performance%3A+The+moderating+role+of+ESG+initiatives+2020,,,
S136,"Hitt, Hoskisson & Kim",1997,doi_mismatch_check,10.2478/foli-2025-0014,10.2478/foli-2025-0014,Human Development and Corruption: Analysing Relationships and Management Opportunities Using the OODA Loop,Olena Stryzhak,Internationalisation and the financial performance of Asian food companies,"https://openalex.org/works?filter=default.search:Internationalisation%20and%20the%20financial%20performance%20of%20Asian%20food%20companies,publication_year:1997","https://api.openalex.org/works?filter=title.search:Internationalisation%20and%20the%20financial%20performance%20of%20Asian%20food%20companies,publication_year:1997&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalisation+and+the+financial+performance+of+Asian+food+companies+1997,,,
S05,Tallman & Li,1996,author_year_guess,,10.2307/2787049,Cost Equalization as a Determinant of Behavioral Allocation: The Case of Binary Choice,Louis N. Gray,,"https://openalex.org/works?filter=default.search:tallman,publication_year:1996",https://api.openalex.org/works?search=tallman&filter=publication_year:1996&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tallman+1996,,,
S09,Li,2001,author_year_guess,,10.1016/s0378-7753(01)00783-2,An accelerated calendar and cycle life study of Li-ion cells,Ira Bloom,,"https://openalex.org/works?filter=default.search:li,publication_year:2001",https://api.openalex.org/works?search=li&filter=publication_year:2001&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=li+2001,,,
S17,Lu & Beamish,2004,author_year_guess,,10.1016/s0012-821x(04)00012-3,The 176Lu decay constant determined by Lu–Hf and U–Pb isotope systematics of Precambrian mafic intrusions,Ulf Söderlund,,"https://openalex.org/works?filter=default.search:lu,publication_year:2004",https://api.openalex.org/works?search=lu&filter=publication_year:2004&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lu+2004,,,
S32,Pangarkar,2008,author_year_guess,,10.1159/000325530,Fine Needle Aspiration Cytology of a Hydatid Cyst of the Pelvis and Hip Joint,Rupesh N. Wahane,,"https://openalex.org/works?filter=default.search:pangarkar,publication_year:2008",https://api.openalex.org/works?search=pangarkar&filter=publication_year:2008&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=pangarkar+2008,,,
S33,Qian et al.,2008,author_year_guess,,10.1103/physrevlett.101.089704,Qian<i>et al.</i>Reply:,Dong Qian,,"https://openalex.org/works?filter=default.search:qian,publication_year:2008",https://api.openalex.org/works?search=qian&filter=publication_year:2008&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=qian+2008,,,
S39,Chen & Hsu,2010,author_year_guess,,10.1021/cr1001645,Semiconductor-based Photocatalytic Hydrogen Generation,Xiaobo Chen,,"https://openalex.org/works?filter=default.search:chen,publication_year:2010",https://api.openalex.org/works?search=chen&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chen+2010,,,
S44,Lin et al.,2011,author_year_guess,,10.1038/nsmb.1986,LIN-28 co-transcriptionally binds primary let-7 to regulate miRNA maturation in Caenorhabditis elegans,Priscilla M. Van Wynsberghe,,"https://openalex.org/works?filter=default.search:lin,publication_year:2011",https://api.openalex.org/works?search=lin&filter=publication_year:2011&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lin+2011,,,
S45,Zhang & Toppinen,2011,author_year_guess,,,Zhang Neural Networks and Neural-Dynamic Method,Yunong Zhang,,"https://openalex.org/works?filter=default.search:zhang,publication_year:2011",https://api.openalex.org/works?search=zhang&filter=publication_year:2011&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=zhang+2011,,,
S50,Li et al.,2012,author_year_guess,,10.1007/s11661-012-1155-z,The Evolution of Al-Li Base Products for Aerospace and Space Applications,R. J. Rioja,,"https://openalex.org/works?filter=default.search:li,publication_year:2012",https://api.openalex.org/works?search=li&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=li+2012,,,
S52,Polat & Mutlu,2012,author_year_guess,10.1108/09699981211205849,10.5751/es-04984-170340,Socioeconomic Response to Water Quality: a First Experience in Science and Policy Integration for the Izmit Bay Coastal System,Leyla Tolun,Internationalization performance of construction companies and export performance: Evidence from Turkey,"https://openalex.org/works?filter=default.search:Internationalization%20performance%20of%20construction%20companies%20and%20export%20performance:%20Evidence%20from%20Turkey,publication_year:2012","https://api.openalex.org/works?filter=title.search:Internationalization%20performance%20of%20construction%20companies%20and%20export%20performance%3A%20Evidence%20from%20Turkey,publication_year:2012&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+performance+of+construction+companies+and+export+performance%3A+Evidence+from+Turkey+2012,,,
S55,Hsu et al.,2013,author_year_guess,,10.1038/nature12289,Observation of trapped light within the radiation continuum,Chia Wei Hsu,,"https://openalex.org/works?filter=default.search:hsu,publication_year:2013",https://api.openalex.org/works?search=hsu&filter=publication_year:2013&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=hsu+2013,,,
S56,Lee,2013,author_year_guess,10.1108/ara-09-2012-0061,10.1007/s13524-013-0232-2,Extending the Lee-Carter Method to Model the Rotation of Age Patterns of Mortality Decline for Long-Term Projections,Nan Li,The effect of internationalization on business performance: The case of Korean firms,"https://openalex.org/works?filter=default.search:The%20effect%20of%20internationalization%20on%20business%20performance:%20The%20case%20of%20Korean%20firms,publication_year:2013","https://api.openalex.org/works?filter=title.search:The%20effect%20of%20internationalization%20on%20business%20performance%3A%20The%20case%20of%20Korean%20firms,publication_year:2013&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=The+effect+of+internationalization+on+business+performance%3A+The+case+of+Korean+firms+2013,,,
S58,Xiao et al.,2013,author_year_guess,,10.3109/13880209.2012.761243,Bioactivities and serum pharmacochemistry of<i>Qi-Wei-Xiao-Yan-Tang</i>,Xiao-Yan He,,"https://openalex.org/works?filter=default.search:xiao,publication_year:2013",https://api.openalex.org/works?search=xiao&filter=publication_year:2013&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=xiao+2013,,,
S59,De Jong & van Houten,2014,author_year_guess,,10.1038/nature13908,The contribution of de novo coding mutations to autism spectrum disorder,Ivan Iossifov,,"https://openalex.org/works?filter=default.search:de,publication_year:2014",https://api.openalex.org/works?search=de&filter=publication_year:2014&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=de+2014,,,
S62,Lee et al.,2014,author_year_guess,10.1108/ijchm-05-2012-0073,10.1007/s10894-014-9683-8,Plasma Focus Radiative Model: Review of the Lee Model Code,S. Lee,A synergy effect of internationalization & firm size on performance: US hotel industry,"https://openalex.org/works?filter=default.search:A%20synergy%20effect%20of%20internationalization%20%26%20firm%20size%20on%20performance:%20US%20hotel%20industry,publication_year:2014","https://api.openalex.org/works?filter=title.search:A%20synergy%20effect%20of%20internationalization%20%26%20firm%20size%20on%20performance%3A%20US%20hotel%20industry,publication_year:2014&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=A+synergy+effect+of+internationalization+%26+firm+size+on+performance%3A+US+hotel+industry+2014,,,
S64,Nguyen & Rugman,2015,author_year_guess,,10.9734/ijpss/2015/18573,"Effect of Plant Density on Growth and Yield of Tomato (Solanum lycopersicum L.) at Thai Nguyen, Vietnam",Nguyễn Minh Tuấn,,"https://openalex.org/works?filter=default.search:nguyen,publication_year:2015",https://api.openalex.org/works?search=nguyen&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=nguyen+2015,,,
S65,Ren et al.,2015,author_year_guess,,10.1007/s12275-015-5046-z,"Effects of Lactobacillus salivarius Ren on cancer prevention and intestinal microbiota in 1, 2-dimethylhydrazine-induced rat model",Ming Zhang,,"https://openalex.org/works?filter=default.search:ren,publication_year:2015",https://api.openalex.org/works?search=ren&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=ren+2015,,,
S66,Chen et al.,2015,author_year_guess,,10.1016/j.jep.2015.10.032,Three new anti-HBV active constituents from the traditional Chinese herb of Yin-Chen (Artemisia scoparia),Chang‐An Geng,,"https://openalex.org/works?filter=default.search:chen,publication_year:2015",https://api.openalex.org/works?search=chen&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chen+2015,,,
S67,Da Huo & Hung,2015,author_year_guess,,10.1590/1413-81232015203.04332013,Construção de instrumentos de medida na área da saúde,Marina Zambon Orpinelli Coluci,,"https://openalex.org/works?filter=default.search:da,publication_year:2015",https://api.openalex.org/works?search=da&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=da+2015,,,
S69,Altaf & Shah,2016,author_year_guess,,10.18632/oncotarget.6961,Tumor suppressor role of microRNA-1296 in triple-negative breast cancer,Binh Phan,Internationalization and performance relationship in Pakistan: Moderating role of innovation,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance%20relationship%20in%20Pakistan:%20Moderating%20role%20of%20innovation,publication_year:2016","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%20relationship%20in%20Pakistan%3A%20Moderating%20role%20of%20innovation,publication_year:2016&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance+relationship+in+Pakistan%3A+Moderating+role+of+innovation+2016,,,
S72,Brida et al.,2016,author_year_guess,10.1108/ijchm-10-2014-0517,,Dynamic relationship between tourism and economic growth in MERCOSUR countries: a nonlinear approach based on asymmetric time series models,Juan Gabriel Brida,Internationalization of hotels: Effects on performance,"https://openalex.org/works?filter=default.search:Internationalization%20of%20hotels:%20Effects%20on%20performance,publication_year:2016","https://api.openalex.org/works?filter=title.search:Internationalization%20of%20hotels%3A%20Effects%20on%20performance,publication_year:2016&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+of+hotels%3A+Effects+on+performance+2016,,,
S85,Cho & Lee,2018,author_year_guess,,10.1016/s1470-2045(18)30578-3,"Interleukin 2 with anti-GD2 antibody ch14.18/CHO (dinutuximab beta) in patients with high-risk neuroblastoma (HR-NBL1/SIOPEN): a multicentre, randomised, phase 3 trial",Ruth Ladenstein,,"https://openalex.org/works?filter=default.search:cho,publication_year:2018",https://api.openalex.org/works?search=cho&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=cho+2018,,,
S86,Pouresmaeili et al.,2018,author_year_guess,10.1504/ijbg.2018.095267,10.2147/tcrm.s138000,A comprehensive overview on osteoporosis and its risk factors,Farkhondeh Pouresmaeili,Internationalization of Iranian SMEs and its impact on firm performance,"https://openalex.org/works?filter=default.search:Internationalization%20of%20Iranian%20SMEs%20and%20its%20impact%20on%20firm%20performance,publication_year:2018","https://api.openalex.org/works?filter=title.search:Internationalization%20of%20Iranian%20SMEs%20and%20its%20impact%20on%20firm%20performance,publication_year:2018&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+of+Iranian+SMEs+and+its+impact+on+firm+performance+2018,,,
S88,Thi Ngoc Huynh et al.,2018,author_year_guess,,10.1155/2018/5156812,"Lead Environmental Pollution and Childhood Lead Poisoning at Ban Thi Commune, Bac Kan Province, Vietnam",Doan Ngoc Hai,,"https://openalex.org/works?filter=default.search:thi,publication_year:2018",https://api.openalex.org/works?search=thi&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=thi+2018,,,
S93,Juniati et al.,2019,author_year_guess,,10.22342/jme.10.2.7326.185-202,EXAMINING PROSPECTIVE TEACHERS’ BELIEF AND PEDAGOGICAL CONTENT KNOWLEDGE TOWARDS TEACHING PRACTICE IN MATHEMATICS CLASS: A CASE STUDY,Muhtarom Muhtarom,Internationalization and performance: Evidence from Indonesian firms,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance:%20Evidence%20from%20Indonesian%20firms,publication_year:2019","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%3A%20Evidence%20from%20Indonesian%20firms,publication_year:2019&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance%3A+Evidence+from+Indonesian+firms+2019,,,
S94,Lee et al.,2019,author_year_guess,10.18178/ijtef.2019.10.3.645,10.18653/v1/n19-1423,,Jacob Devlin,The effect of internationalization on performance of Korean firms: Moderating effect of technological capability,"https://openalex.org/works?filter=default.search:The%20effect%20of%20internationalization%20on%20performance%20of%20Korean%20firms:%20Moderating%20effect%20of%20technological%20capability,publication_year:2019","https://api.openalex.org/works?filter=title.search:The%20effect%20of%20internationalization%20on%20performance%20of%20Korean%20firms%3A%20Moderating%20effect%20of%20technological%20capability,publication_year:2019&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=The+effect+of+internationalization+on+performance+of+Korean+firms%3A+Moderating+effect+of+technological+capability+2019,,,
S103,Nath et al.,2021,author_year_guess,,10.5005/jp-journals-10071-23938,Mucormycosis in COVID-19: Is Zinc a Silent Killer in India?,Sayan Nath,,"https://openalex.org/works?filter=default.search:nath,publication_year:2021",https://api.openalex.org/works?search=nath&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=nath+2021,,,
S108,Wei & Lin,2021,author_year_guess,,10.3390/ijerph182211863,Analysis of the Spatial and Temporal Changes of NDVI and Its Driving Factors in the Wei and Jing River Basins,Chenlu Huang,,"https://openalex.org/works?filter=default.search:wei,publication_year:2021",https://api.openalex.org/works?search=wei&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wei+2021,,,
S110,Putri & Pan,2022,author_year_guess,10.1080/23311975.2022.2079802,10.14710/jnc.v11i1.31645,"ASUPAN PROTEIN, ZAT BESI DAN STATUS GIZI PADA REMAJA PUTRI",Martha Pitaloka Putri,The relationship between internationalization and performance: Evidence from Indonesian manufacturing firms,"https://openalex.org/works?filter=default.search:The%20relationship%20between%20internationalization%20and%20performance:%20Evidence%20from%20Indonesian%20manufacturing%20firms,publication_year:2022","https://api.openalex.org/works?filter=title.search:The%20relationship%20between%20internationalization%20and%20performance%3A%20Evidence%20from%20Indonesian%20manufacturing%20firms,publication_year:2022&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=The+relationship+between+internationalization+and+performance%3A+Evidence+from+Indonesian+manufacturing+firms+2022,,,
S128,Kafouros et al.,2023,author_year_guess,,10.1002/gsj.1479,The role of institutional quality and industry dynamism in explaining firm performance in emerging economies,Mario Kafouros,Internationalization effects on financial performance: The case of Portuguese industrial SMEs,"https://openalex.org/works?filter=default.search:Internationalization%20effects%20on%20financial%20performance:%20The%20case%20of%20Portuguese%20industrial%20SMEs,publication_year:2023","https://api.openalex.org/works?filter=title.search:Internationalization%20effects%20on%20financial%20performance%3A%20The%20case%20of%20Portuguese%20industrial%20SMEs,publication_year:2023&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+effects+on+financial+performance%3A+The+case+of+Portuguese+industrial+SMEs+2023,,,
S138,Tallman & Li,1996,author_year_guess,,10.2307/2787049,Cost Equalization as a Determinant of Behavioral Allocation: The Case of Binary Choice,Louis N. Gray,,"https://openalex.org/works?filter=default.search:tallman,publication_year:1996",https://api.openalex.org/works?search=tallman&filter=publication_year:1996&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tallman+1996,,,
S139,"Aulakh, Kotabe & Teegen",2000,author_year_guess,,,SO(10) theory of R-parity and neutrino mass,Alejandra Melfo,,"https://openalex.org/works?filter=default.search:aulakh,publication_year:2000",https://api.openalex.org/works?search=aulakh&filter=publication_year:2000&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=aulakh+2000,,,
S140,"Kotabe, Srinivasan & Aulakh",2002,author_year_guess,,10.4337/9781843763499,Emerging Issues in International Business Research,Masaaki Kotabe,,"https://openalex.org/works?filter=default.search:kotabe,publication_year:2002",https://api.openalex.org/works?search=kotabe&filter=publication_year:2002&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=kotabe+2002,,,
S144,Pangarkar,2008,author_year_guess,,10.1159/000325530,Fine Needle Aspiration Cytology of a Hydatid Cyst of the Pelvis and Hip Joint,Rupesh N. Wahane,,"https://openalex.org/works?filter=default.search:pangarkar,publication_year:2008",https://api.openalex.org/works?search=pangarkar&filter=publication_year:2008&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=pangarkar+2008,,,
S145,"Zahra, Ireland & Hitt",2000,author_year_guess,,10.5465/amr.2000.3363324,Introduction to Special Topic Forum Privatization and Entrepreneurial Transformation: Emerging Issues and a Future Research Agenda.,Shaker A. Zahra,,"https://openalex.org/works?filter=default.search:zahra,publication_year:2000",https://api.openalex.org/works?search=zahra&filter=publication_year:2000&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=zahra+2000,,,
S147,"Qian, Li, Li & Qian",2008,author_year_guess,,10.1103/physrevlett.101.089704,Qian<i>et al.</i>Reply:,Dong Qian,,"https://openalex.org/works?filter=default.search:qian,publication_year:2008",https://api.openalex.org/works?search=qian&filter=publication_year:2008&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=qian+2008,,,
S149,Filatotchev & Piesse,2009,author_year_guess,,10.1111/j.1467-8683.2009.00748.x,Taking Stock of Corporate Governance Research While Looking to the Future,Igor Filatotchev,,"https://openalex.org/works?filter=default.search:filatotchev,publication_year:2009",https://api.openalex.org/works?search=filatotchev&filter=publication_year:2009&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=filatotchev+2009,,,
S154,"Yiu, Lau & Bruton",2007,author_year_guess,,10.1109/tem.2007.900784,Behavioral Transition: A Framework for the Construction Conflict--Tension Relationship,Tak Wing Yiu,,"https://openalex.org/works?filter=default.search:yiu,publication_year:2007",https://api.openalex.org/works?search=yiu&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=yiu+2007,,,
S155,"Luo, Zhao & Du",2005,author_year_guess,,10.1049/ip-epa:20040870,Ultra-lift Luo-converter,F.L. Luo,,"https://openalex.org/works?filter=default.search:luo,publication_year:2005",https://api.openalex.org/works?search=luo&filter=publication_year:2005&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=luo+2005,,,
S158,Singh & Gaur,2009,author_year_guess,,10.1038/nature07976,Autophagy regulates lipid metabolism,Rajat Singh,,"https://openalex.org/works?filter=default.search:singh,publication_year:2009",https://api.openalex.org/works?search=singh&filter=publication_year:2009&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=singh+2009,,,
S160,Lu & Beamish,2006,author_year_guess,,10.1007/s00410-006-0128-x,Diffusion-limited REE uptake by eclogite garnets and its consequences for Lu–Hf and Sm–Nd geochronology,Susanne Skora,,"https://openalex.org/works?filter=default.search:lu,publication_year:2006",https://api.openalex.org/works?search=lu&filter=publication_year:2006&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lu+2006,,,
S162,Oh & Sohl,2017,author_year_guess,,10.1021/acsenergylett.7b00206,Amorphous NiFe-OH/NiFeP Electrocatalyst Fabricated at Low Temperature for Water Oxidation Applications,Hanfeng Liang,,"https://openalex.org/works?filter=default.search:oh,publication_year:2017",https://api.openalex.org/works?search=oh&filter=publication_year:2017&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=oh+2017,,,
S168,"Zhou, Wu & Luo",2007,author_year_guess,,10.4324/9781841697178,Handbook of Organizational Creativity,Jing Zhou,,"https://openalex.org/works?filter=default.search:zhou,publication_year:2007",https://api.openalex.org/works?search=zhou&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=zhou+2007,,,
S169,"Isobe, Makino & Montgomery",2000,author_year_guess,,10.1021/ja993091c,A Cage with Fullerene End Caps,Hiroyuki Isobe,,"https://openalex.org/works?filter=default.search:isobe,publication_year:2000",https://api.openalex.org/works?search=isobe&filter=publication_year:2000&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=isobe+2000,,,
S173,"Nguyen, Almodóvar & Martínez-Noya",2018,author_year_guess,,10.18653/v1/n18-2053,A Novel Embedding Model for Knowledge Base Completion Based on Convolutional Neural Network,Dai Quoc Nguyen,,"https://openalex.org/works?filter=default.search:nguyen,publication_year:2018",https://api.openalex.org/works?search=nguyen&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=nguyen+2018,,,
S175,Jo & Roth,2015,author_year_guess,,10.1097/md.0000000000001144,Clinical Spectrum Time Course in Anti Jo-1 Positive Antisynthetase Syndrome,Lorenzo Cavagna,,"https://openalex.org/works?filter=default.search:jo,publication_year:2015",https://api.openalex.org/works?search=jo&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=jo+2015,,,
S176,Khattak & Shah,2022,author_year_guess,,10.18653/v1/2022.emnlp-industry.44,Bringing the State-of-the-Art to Customers: A Neural Agent Assistant Framework for Customer Service Support,Stephen Obadinma,,"https://openalex.org/works?filter=default.search:khattak,publication_year:2022",https://api.openalex.org/works?search=khattak&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=khattak+2022,,,
S180,Wang & Xiang,2022,author_year_guess,,10.1016/j.epsc.2022.102404,Wang procedure for treatment of asphyxiating thoracic deformity,Wenlin Wang,,"https://openalex.org/works?filter=default.search:wang,publication_year:2022",https://api.openalex.org/works?search=wang&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wang+2022,,,
S181,Nguyen & Dinh,2022,author_year_guess,,10.1016/j.coal.2022.104097,"First insights into mineralogy, geochemistry, and isotopic signatures of the Upper Triassic high‑sulfur coals from the Thai Nguyen Coal field, NE Vietnam",Jing Li,,"https://openalex.org/works?filter=default.search:nguyen,publication_year:2022",https://api.openalex.org/works?search=nguyen&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=nguyen+2022,,,
S184,Borkakoti & Dua,2023,author_year_guess,,10.1016/j.sbi.2022.102526,AlphaFold2 protein structure prediction: Implications for drug discovery,Neera Borkakoti,,"https://openalex.org/works?filter=default.search:borkakoti,publication_year:2023",https://api.openalex.org/works?search=borkakoti&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=borkakoti+2023,,,
S185,Li & Li,2023,author_year_guess,,10.1038/s41586-022-05627-8,Electrolyte design for Li-ion batteries under extreme operating conditions,Feng Xu,,"https://openalex.org/works?filter=default.search:li,publication_year:2023",https://api.openalex.org/works?search=li&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=li+2023,,,
S189,Do & Phan,2026,author_year_guess,,10.66104/64qhz521,A VIABILIDADE DA DESTITUIÇÃO DO PODER FAMILIAR DECORRENTE DO ABANDONO AFETIVO,Emylly Caoany Piovesan,,"https://openalex.org/works?filter=default.search:do,publication_year:2026",https://api.openalex.org/works?search=do&filter=publication_year:2026&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=do+2026,,,
S190,"Phan, Ninh & Do",2021,author_year_guess,,10.5751/es-12625-260319,The role of Indigenous peoples and local communities in effective and equitable conservation,Neil Dawson,,"https://openalex.org/works?filter=default.search:phan,publication_year:2021",https://api.openalex.org/works?search=phan&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=phan+2021,,,
S191,Phan et al.,2021,author_year_guess,,10.5751/es-12625-260319,The role of Indigenous peoples and local communities in effective and equitable conservation,Neil Dawson,,"https://openalex.org/works?filter=default.search:phan,publication_year:2021",https://api.openalex.org/works?search=phan&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=phan+2021,,,
S197,Calabrese & Manello,2018,author_year_guess,,10.1007/s12079-018-0497-8,"EPA transparency proposal: testimony of Edward J. Calabrese, Ph.D, October 3, 2018",Edward J. Calabrese,,"https://openalex.org/works?filter=default.search:calabrese,publication_year:2018",https://api.openalex.org/works?search=calabrese&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=calabrese+2018,,,
S200,Chen & Hsu,2010,author_year_guess,,10.1021/cr1001645,Semiconductor-based Photocatalytic Hydrogen Generation,Xiaobo Chen,,"https://openalex.org/works?filter=default.search:chen,publication_year:2010",https://api.openalex.org/works?search=chen&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chen+2010,,,
S201,Cuervo-Cazurra et al.,2017,author_year_guess,,10.1016/j.jwb.2017.11.002,Home country uncertainty and the internationalization-performance relationship: Building an uncertainty management capability,Álvaro Cuervo-Cazurra,,"https://openalex.org/works?filter=default.search:cuervo-cazurra,publication_year:2017",https://api.openalex.org/works?search=cuervo-cazurra&filter=publication_year:2017&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=cuervo-cazurra+2017,,,
