seq,study_id,effect_id,authors,year,title,journal,doi,priority,l2_deep_reason,dedup_key,country,sample_start,sample_end,n,r,r_quadratic,turning_point,beta,t_value,f_value,df,icrv,cdai,cdai_source,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,extraction_status,coder,notes
534,Chin_2016,Chin_2016_e1,"Chin, Tachia; Tsai, Sang-Bing; Fang, Kai; Zhu, Wenzhong; Yang, Dongjin; Liu, Ren-huai; Tsuei, Richard Ting Chang",2016,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,PLOS ONE,10.1371/journal.pone.0162175,Medium,L2:title-I+P-confirmed,chin_2016,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
537,Jung_2016,Jung_2016_e1,"Jung, SoYeon; Lee, Seoki; Dalbor, Michael",2016,The negative synergistic effect of internationalization and corporate social responsibility on US restaurant firms' value performance,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2014-0361,Medium,L2:title-I+P-confirmed,jung_2016,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
539,Zhao_2016,Zhao_2016_e1,"Zhao, Hongxin (John); Ma, Jieqiong (Jeccy)",2016,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,Medium,L2:title-I+P-confirmed,zhao_2016,,,,,,,,,,,,2,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
541,Rahko_2016,Rahko_2016_e1,"Rahko, Jaana",2016,Internationalization of corporate R&D activities and innovation performance,INDUSTRIAL AND CORPORATE CHANGE,,Medium,L2:title-I+P-confirmed,rahko_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
543,Onkelinx_2016,Onkelinx_2016_e1,"Onkelinx, Jonas; Manolova, Tatiana S.; Edelman, Linda F.",2016,"The human factor: Investments in employee human capital, productivity, and SME internationalization",JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.05.002,Medium,L2:title-I+P-confirmed,onkelinx_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
552,Kunttu_2015,Kunttu_2015_e1,"Kunttu, Anna; Torkkeli, Lasse",2015,Service innovation and internationalization in SMEs: Implications for growth and performance,MANAGEMENT REVUE,10.5771/0935-9915-2015-2-83,Medium,L2:title-I+P-confirmed,kunttu_2015,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
554,Yuan_2015,Yuan_2015_e1,"Yuan, Lin; Pangarkar, Nitin",2015,Performance implications of internationalization strategies for Chinese MNCs,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,Medium,L2:title-I+P-confirmed,yuan_2015,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
555,Siedschlag_2015,Siedschlag_2015_e1,"Siedschlag, Iulia; Zhang, Xiaoheng",2015,Internationalisation of firms and their innovation and productivity,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,Medium,L2:title-I+P-confirmed,siedschlag_2015,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
557,Faroque_2015,Faroque_2015_e1,"Faroque, Anisur R.; Takahashi, Yoshi",2015,Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,Medium,L2:title-I+P-confirmed,faroque_2015,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
558,Urban_2015,Urban_2015_e1,"Urban, Boris; Sefalafala, Mpho R.",2015,THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,Medium,L2:title-I+P-confirmed,urban_2015,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
560,Childs_2015,Childs_2015_e1,"Childs, Michelle L.; Jin, Byoungho",2015,Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,Medium,L2:title-I+P-confirmed,childs_2015,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
562,Majocchi_2015,Majocchi_2015_e1,"Majocchi, Antonio; Dalla Valle, Luciana; D'Angelo, Alfredo",2015,"Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.720600,Medium,L2:title-I+P-confirmed,majocchi_2015,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
566,Hsu_2015,Hsu_2015_e1,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",2015,R&D internationalization and innovation performance,INTERNATIONAL BUSINESS REVIEW,,Medium,L2:title-I+P-confirmed,hsu_2015,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
567,Chen_2015,Chen_2015_e1,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao",2015,"Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,Medium,L2:title-I+P-confirmed,chen_2015,,,,,,,,,,,,2,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
571,Noni_2015,Noni_2015_e1,"De Noni, Ivan; Apa, Roberta",2015,The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,Medium,L2:title-I+P-confirmed,noni_2015,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
580,Buchelt_2015,Buchelt_2015_e1,"Buchelt, Beata",2015,Performance management in Polish companies internationalizing their market activities,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,Medium,L2:title-I+P-confirmed,buchelt_2015,,,,,,,,,,,,3,,,3,other,,,,,,,,L2:title-I+P-confirmed
590,Lu_2015,Lu_2015_e1,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",2015,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,Medium,L2:title-I+P-confirmed,lu_2015,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
597,Yeoh_2014,Yeoh_2014_e1,"Yeoh, Poh-Lin",2014,"Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,Medium,L2:title-I+P-confirmed,yeoh_2014,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
600,Chen_2014,Chen_2014_e1,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",2014,How do resources and diversification strategy explain the performance consequences of internationalization?,MANAGEMENT DECISION,10.1108/md-10-2013-0527,Medium,L2:title-I+P-confirmed,chen_2014,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
614,Buch_2014,Buch_2014_e1,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",2014,Should I stay or should I go? Bank productivity and internationalization decisions,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,Medium,L2:title-I+P-confirmed,buch_2014,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
617,Lin_2014,Lin_2014_e1,"Lin, Wen-Ting",2014,How do managers decide on internationalization processes? The role of organizational slack and performance feedback,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,Medium,L2:title-I+P-confirmed,lin_2014,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
623,Lyles_2014,Lyles_2014_e1,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",2014,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,Medium,L2:title-I+P-confirmed,lyles_2014,,,,,,,,,,,,2,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
624,Cheng_2014,Cheng_2014_e1,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",2014,Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,EMERGING MARKETS FINANCE AND TRADE,,Medium,L2:title-I+P-confirmed,cheng_2014,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
628,Hsu_2013,Hsu_2013_e1,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",2013,Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,Medium,L2:title-I+P-confirmed,hsu_2013,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
639,Xiao_2013,Xiao_2013_e1,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",2013,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,Medium,L2:title-I+P-confirmed,xiao_2013,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
641,Iona_2013,Iona_2013_e1,"Iona, Alfonsina; Leonida, Leone; Navarra, Pietro",2013,"BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,Medium,L2:title-I+P-confirmed,iona_2013,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
643,Mazur_2013,Mazur_2013_e1,"Mazur, Jolanta; Zaborek, Piotr",2013,"Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies",INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,Medium,L2:title-I+P-confirmed,mazur_2013,,,,,,,,,,,,3,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
649,Yang_2013,Yang_2013_e1,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",2013,Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,Medium,L2:title-I+P-confirmed,yang_2013,,,,,,,,,,,,,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
652,Wakasugi_2012,Wakasugi_2012_e1,"Wakasugi, Ryuhei; Tanaka, Ayumu",2012,Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,MILLENNIAL ASIA,10.1177/097639961200300103,Medium,L2:title-I+P-confirmed,wakasugi_2012,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
662,Liu_2012,Liu_2012_e1,"Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix",2012,"Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity",CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,Medium,L2:title-I+P-confirmed,liu_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
666,Assaf_2012,Assaf_2012_e1,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",2012,Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,Medium,L2:title-I+P-confirmed,assaf_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
670,LiPuma_2012,LiPuma_2012_e1,"LiPuma, Joseph A.",2012,Internationalization and the IPO performance of new ventures,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,Medium,L2:title-I+P-confirmed,lipuma_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
677,Fisch_2012,Fisch_2012_e1,"Fisch, Jan Hendrik",2012,INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,Medium,L2:title-I+P-confirmed,fisch_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
678,Ferrante_2012,Ferrante_2012_e1,"Ferrante, Maria Rosaria; Freo, Marzia",2012,The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,Medium,L2:title-I+P-confirmed,ferrante_2012,,,,,,,,,,,,,,,3,other,TFP,,,,,,,L2:title-I+P-confirmed
679,Merino_2012,Merino_2012_e1,"Merino, Fernando",2012,Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,Medium,L2:title-I+P-confirmed,merino_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
681,Li_2012,Li_2012_e1,"Li, Lee; Qian, Gongming; Qian, Zhengming",2012,"Early internationalization and performance of small high-tech ""born-globals""",INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,Medium,L2:title-I+P-confirmed,li_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
685,Buckley_2012,Buckley_2012_e1,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",2012,The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,Medium,L2:title-I+P-confirmed,buckley_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
688,Li_2011,Li_2011_e1,"Li, Lei; Li, Dan; Shi, Weilei (Stone)",2011,"Internationalization, internalization and the performance of US biopharmaceutical SMEs",MULTINATIONAL BUSINESS REVIEW,,Medium,L2:title-I+P-confirmed,li_2011,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
691,Pett_2011,Pett_2011_e1,"Pett, Timothy L.; Wolff, James A.",2011,"Examining SME performance: the role of innovation, R&D and internationalisation",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,Medium,L2:title-I+P-confirmed,pett_2011,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
692,Ho_2011,Ho_2011_e1,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",2011,REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,ACTUAL PROBLEMS OF ECONOMICS,,Medium,L2:title-I+P-confirmed,ho_2011,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
697,Hagemejer_2011,Hagemejer_2011_e1,"Hagemejer, Jan; Kolasa, Marcin",2011,Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,Medium,L2:title-I+P-confirmed,hagemejer_2011,,,,,,,,,,,,3,,,3,other,,,,,,,,L2:title-I+P-confirmed
704,Banalieva_2011,Banalieva_2011_e1,"Banalieva, Elitsa R.; Sarathy, Ravi",2011,A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,Medium,L2:title-I+P-confirmed,banalieva_2011,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
705,Chang_2011,Chang_2011_e1,"Chang, Sea-Jin; Rhee, Jay Hyuk",2011,Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Medium,L2:prescreen-Y+fp=firm_performance,chang_2011,,,,,,,,,,,,,,,3,FDI,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
708,Jean_2011,Jean_2011_e1,"Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.",2011,"Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,Medium,L2:title-I+P-confirmed,jean_2011,,,,,,,,,,,,1,,,3,FDI,firm_performance,,,,,,,L2:title-I+P-confirmed
709,Bergeijk_2011,Bergeijk_2011_e1,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",2011,Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,Medium,L2:title-I+P-confirmed,bergeijk_2011,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
715,Musteen_2010,Musteen_2010_e1,"Musteen, Martina; Francis, John; Datta, Deepak K.",2010,The influence of international networks on internationalization speed and performance: A study of Czech SMEs,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,Medium,L2:title-I+P-confirmed,musteen_2010,,,,,,,,,,,,3,,,3,other,,,,,,,,L2:title-I+P-confirmed
718,Outreville_2010,Outreville_2010_e1,"Outreville, J. Francois",2010,"Internationalization, Performance and Volatility: The World Largest Financial Groups",JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,Medium,L2:title-I+P-confirmed,outreville_2010,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
719,Pan_2010,Pan_2010_e1,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",2010,Internationalization and firm performance: Exploring the moderating effects of regional diversification,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,Medium,L2:title-I+P-confirmed,pan_2010,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
720,Vaatanen_2009,Vaatanen_2009_e1,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",2009,Internationalization and Company Performance: A Study of Emerging Russian Multinationals,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,Medium,L2:title-I+P-confirmed,vaatanen_2009,,,,,,,,,,,,2,,,2,other,,,,,,,,L2:title-I+P-confirmed
726,Zeng_2009,Zeng_2009_e1,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",2009,Relationships between business factors and performance in internationalization An empirical study in China,MANAGEMENT DECISION,,Medium,L2:title-I+P-confirmed,zeng_2009,,,,,,,,,,,,2,,,2,other,,,,,,,,L2:title-I+P-confirmed
730,Jung_2009,Jung_2009_e1,"Jung, Jae C.; Bansal, Pratima",2009,How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,Medium,L2:title-I+P-confirmed,jung_2009,,,,,,,,,,,,,,,2,other,firm_performance,,,,,,,L2:title-I+P-confirmed
736,Kafouros_2008,Kafouros_2008_e1,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",2008,The role of internationalization in explaining innovation performance,TECHNOVATION,,Medium,L2:title-I+P-confirmed,kafouros_2008,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
738,Chiao_2008,Chiao_2008_e1,"Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan",2008,"Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,Medium,L2:title-I+P-confirmed,chiao_2008,,,,,,,,,,,,2,,,2,other,,,,,,,,L2:title-I+P-confirmed
751,Fortanier_2007,Fortanier_2007_e1,"Fortanier, Fabienne; Muller, Alan; van Tulder, Rob",2007,INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,10.1016/s1064-4857(07)13008-4,Medium,L2:title-I+P-confirmed,fortanier_2007,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
753,Castellani_2007,Castellani_2007_e1,"Castellani, Davide; Zanfei, Antonello",2007,"Internationalisation, innovation and productivity: How do firms differ in Italy?",WORLD ECONOMY,10.1111/j.1467-9701.2007.00875.x,Medium,L2:title-I+P-confirmed,castellani_2007,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
757,Castellani_2006,Castellani_2006_e1,"Castellani, Davide; Zanfei, Antonello",2006,"How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,Medium,L2:title-I+P-confirmed,castellani_2006,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
758,Bloodgood_2006,Bloodgood_2006_e1,"Bloodgood, James",2006,Venture adolescence Internationalization and performance implications of maturation,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,Medium,L2:title-I+P-confirmed,bloodgood_2006,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
759,Chiao_2006,Chiao_2006_e1,"Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph",2006,"Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,Medium,L2:title-I+P-confirmed,chiao_2006,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
760,Yu_2005,Yu_2005_e1,"Yu, CMJ; Chiao, YC; Chen, CJ",2005,The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,Medium,L2:title-I+P-confirmed,yu_2005,,,,,,,,,,,,1,,,2,other,firm_performance,,,,,,,L2:title-I+P-confirmed
762,Gerpott_2005,Gerpott_2005_e1,"Gerpott, TJ; Jakopin, NM",2005,The degree of internationalization and the financial performance of European mobile network operators,TELECOMMUNICATIONS POLICY,10.1016/j.telpol.2005.06.003,Medium,L2:title-I+P-confirmed,gerpott_2005,,,,,,,,,,,,,,,2,DOI,financial_perf,,,,,,,L2:title-I+P-confirmed
763,Yeoh_2004,Yeoh_2004_e1,"Yeoh, PL",2004,International learning: antecedents and performance implications among newly internationalizing companies in an exporting context,INTERNATIONAL MARKETING REVIEW,10.1108/02651330410547171,Medium,L2:title-I+P-confirmed,yeoh_2004,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
764,Hall_2004,Hall_2004_e1,"Hall, Graham; Tu, Ciwen",2004,"Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEURSHIP,,Medium,L2:title-I+P-confirmed,hall_2004,,,,,,,,,,,,1,,,2,other,financial_perf,,,,,,,L2:title-I+P-confirmed
767,Merino_2004,Merino_2004_e1,"Merino, F",2004,Firms' productivity and internationalization: a statistical dominance test,APPLIED ECONOMICS LETTERS,10.1080/1350485042000254890,Medium,L2:title-I+P-confirmed,merino_2004,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
6,Cooper_2026,Cooper_2026_e1,"Cooper, Russell; Gong, Guan; Hu, Guanliang; Yan, Ping",2026,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",INTERNATIONAL ECONOMIC REVIEW,10.1111/iere.70042,Low,L2:exporter+fp-confirmed,cooper_2026,,,,,,,,,,,,2,,,3,,,,,,,,,L2:exporter+fp-confirmed
24,Hutzschenreuter_2026,Hutzschenreuter_2026_e1,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Sarkar Sengupta, Aditi; Verbeke, Alain",2026,"The performance effects of ""added cultural distance"" in multinational expansion paths: generalizable and contextual determinants",MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2025-0104,Low,L2:title-I+P-confirmed,hutzschenreuter_2026,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
32,Shershunovich_2025,Shershunovich_2025_e1,"Shershunovich, Yauheniya; Mirzabaev, Alisher",2025,"Clean, competitive, and productive? The impact of environment-friendly technologies on exporting and productivity of the manufacturing companies in Belarus",NATURAL RESOURCES FORUM,10.1111/1477-8947.12525,Low,L2:exporter+fp-confirmed,shershunovich_2025,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
38,Sousa_2025,Sousa_2025_e1,"Sousa, Carlos M. P.; Tsinopoulos, Christos; Yan, Ji; Benito, Gabriel R. G.",2025,Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0039,Low,L2:exporter+fp-confirmed,sousa_2025,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
54,Chiao_2025,Chiao_2025_e1,"Chiao, Yu-Ching; Chang, Yu-Chen; Lin, Chun-Chien",2025,"Bribery, local network, and local performance among multinational corporations: a moderated mediation model of informal competition",JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-04-2024-0284,Low,L2:title-I+P-confirmed,chiao_2025,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
65,GeldresWeiss_2025,GeldresWeiss_2025_e1,"Geldres-Weiss, Valeska V.; Guerrero-Stuardo, Pedro E.; Marinova, Svetla; Ortiz-Cea, Vesnia; Reveco, Roberto",2025,"Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",SUSTAINABILITY,10.3390/su17125381,Low,L2:prescreen-Y+fp=firm_performance,geldresweiss_2025,,,,,,,,,,,,,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
98,Idris_2024,Idris_2024_e1,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",2024,Exporting is a team sport: the link between management training and performance in SMEs,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,Low,L2:exporter+fp-confirmed,idris_2024,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
100,Chaudhuri_2024,Chaudhuri_2024_e1,"Chaudhuri, Ranjan; Vrontis, Demetris; Chatterjee, Sheshadri",2024,"External environment and internal dynamics of ""born global"": strategic and operational firm performance",MANAGEMENT DECISION,10.1108/md-02-2023-0168,Low,L2:prescreen-Y+fp=firm_performance,chaudhuri_2024,,,,,,,,,,,,,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
135,Wu_2024,Wu_2024_e1,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",2024,ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,Low,L2:prescreen-Y+fp=firm_performance,wu_2024,,,,,,,,,,,,,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
172,Kang_2023,Kang_2023_e1,"Kang, Che-Yung; Kim, Min-Ho",2023,Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,Low,L2:prescreen-Y+fp=firm_performance,kang_2023,,,,,,,,,,,,1,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
