seq,title,authors,year,doi,icrv,dpl,is_oa,pdf_url
840,Using export market performance to evaluate regional preferential policies in China,"Schminke, Annette; Van Biesebroeck, Johannes",2013,10.1007/s10290-012-0145-y,2,3,False,
847,Foreign Entry and Profitability of Domestic Firms: Evidence from China,"Fu, Dahai; Wu, Yanrui",2013,10.1162/asep_a_00206,2,3,False,
849,Liability of country foreignness and liability of regional foreignness: Their effects on geographic diversification and firm performance,"Qian, Gongming; Li, Lee; Rugman, Alan M.",2013,10.1057/jibs.2013.21,0,3,False,
861,Determinants of involuntary cross-listing: US restaurant companies' perspective,"Koh, Yoon; Lee, Seoki; Basu, Sudipta; Roehl, Wesley S.",2013,10.1108/ijchm-10-2012-0185,1,3,False,
866,"FDI Structure, Investment Specificity, and Multinationality Value under Host Market Uncertainty","Song, Sangcheol",2013,10.1007/s11575-013-0181-4,0,3,False,
878,Export performance: multiple predictors and multiple measures approach,"Kahiya, Eldrede Tinashe; Dean, David L.",2014,10.1108/apjml-11-2012-0119,0,3,False,
879,"Electronic commerce adoption, entrepreneurial orientation and small- and medium-sized enterprise (SME) performance","Abebe, Michael",2014,10.1108/jsbed-10-2013-0145,1,3,False,
882,Is more always better? Risk trade-offs among internationalizing new ventures,"Fernhaber, Stephanie A.; McDougall-Covin, Patricia P.",2014,10.1108/ebr-02-2013-0030,1,3,False,
889,Earliness of internationalization and performance outcomes: Exploring the moderating effects of venture age and international commitment,"Zhou, Lianxi; Wu, Aiqi",2014,10.1016/j.jwb.2013.10.001,0,3,False,
890,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,10.1111/1467-8551.12019,1,3,False,
893,How Do Local Knowledge Spillovers and Experience Affect Export Performance?,"Diez-Vial, Isabel; Fernandez-Olmos, Marta",2014,10.1080/09654313.2012.741570,0,3,False,
913,International expansion of US full-service restaurants: Positive and increasing effects on financial performance,"Rhou, Yinyoung; Koh, Yoon",2014,10.1016/j.ijhm.2014.02.001,1,3,False,
915,An Empirical Analysis of the Effect of Internationalization on the Performance of Unlisted Family and Nonfamily Firms in Australia,"Graves, Chris; Shan, Yuan George",2014,10.1177/0894486513491588,1,3,False,
918,Small and medium-sized enterprise internationalisation strategy and performance in times of market turbulence,"Hilmersson, Mikael",2014,10.1177/0266242613497744,0,3,False,
920,Spillovers through backward linkages and the export performance of business services. Evidence from a sample of Italian firms,"Conti, Giuliano; Lo Turco, Alessia; Maggioni, Daniela",2014,10.1016/j.ibusrev.2013.09.003,1,3,False,
921,Diaspora Investments and Firm Export Performance in Selected Sub-Saharan African Countries,"Boly, Amadou; Coniglio, Nicola Daniele; Prota, Francesco",2014,10.1016/j.worlddev.2014.02.006,1,3,False,
955,Standardisation and adaptation of firms' export marketing strategies in familiar European and non-familiar non-European markets,"Fuchs, Manfred; Koestner, Mariella",2015,10.1504/ejim.2015.069163,1,3,False,
956,Exploring different cultural configurations: how do they affect subsidiaries' knowledge sharing behaviors?,"Cavaliere, Vincenzo; Lombardi, Sara",2015,10.1108/jkm-04-2014-0167,1,3,False,
963,Bank Foreign Affiliate Performance in the Face of Pervasive and Arbitrary Corruption,"Petrou, Andreas P.",2014,10.1111/emre.12033,0,3,False,
984,What Determines Small Champions' Export Performance? Evidence from Korea Firm-Level Data,"Kim, Young Gui; Suh, Jeongmeen",2015,10.1162/asep_a_00356,1,3,False,
994,"Start-ups' Internationalization: The Impact of Business Owners' Management Experience, Start-up Experience and Professional Network on Export Intensity","Debrulle, Jonas; Maes, Johan",2015,10.1111/emre.12050,0,3,False,
1008,"Processing trade, export intensity, and input trade liberalization: evidence from Chinese firms","Tian, Wei; Yu, Miaojie",2015,10.1080/13547860.2015.1054169,2,3,False,
1011,NEW ANALYSIS OF MULTINATIONAL ENTERPRISES AND THEIR LINKAGES WITH MARKETS AND INSTITUTIONAL DIVERSITY,"Verbeke, Alain; Van Tulder, Rob; Lundan, Sarianna",2014,10.1108/s1745-886220140000009006,0,3,False,
1013,Innovation and export performance: do young and mature innovative firms differ?,"Gkypali, Areti; Rafailidis, Apostolos; Tsekouras, Kostas",2015,10.1007/s40821-015-0030-4,0,3,False,
1022,Offshore R&D and Taiwan-based firm's productivity - does subsidiary mandate matter?,"Chuang, Wen-Bin; Chang, To-Han; Lin, Hui-lin",2016,10.1080/14783363.2015.1075873,1,3,False,
1041,Cultural intelligence and export performance of small and medium enterprises in Thailand: Mediating roles of organizational capabilities,"Charoensukmongkol, Peerayuth",2016,10.1177/0266242614539364,2,3,False,
1044,Unpacking the relationship between young ventures' international learning effort and performance in the context of an emerging economy,"De Clercq, Dirk; Zhou, Lianxi; Wu, Aiqi",2016,10.1007/s11365-014-0328-1,0,3,False,
1052,The interactive effect of time and host country location on Chinese MNCs' performance: An empirical investigation,"Yuan, Lin; Pangarkar, Nitin; Wu, Jie",2016,10.1016/j.jwb.2015.11.006,2,3,False,
1058,Short- and long-run effects of internationalization and R&D intensity on firm performance,"Vithessonthi, Chaiporn; Racela, Olimpia C.",2016,10.1016/j.mulfin.2015.12.001,0,3,False,
1064,THE EFFECTS OF HOME COUNTRY POLITICAL AND LEGAL INSTITUTIONS ON FIRMS' GEOGRAPHIC DIVERSIFICATION PERFORMANCE,"Tan, Brian Roy; Chintakananda, Asda",2016,10.1002/gsj.1117,0,3,False,
1073,A reversal theory in internationalization: case of Korean jewelry inside China,"Hwang, Yong-Sik; Chen, Dong",2016,10.1108/cms-12-2015-0297,0,3,False,
1091,"Capital investment, internationalization, and firm performance: Evidence from Southeast Asian countries","Vithessonthi, Chaiporn",2016,10.2139/ssrn.2703930,0,3,False,
1093,Does policy reform promote FDI in developing economies? a firm-level simulation approach,"Tanaka, Kiyoyasu; Arita, Shawn",2016,10.1080/17487870.2015.1100083,3,3,False,
1110,Resource based view of internationalization: evidence from Indian commercial banks,"Panda, Debadutta; Reddy, Sriharsha",2016,10.1108/jabs-10-2014-0082,3,3,False,
1115,The effects of top management team composition on SME export performance: an upper echelons perspective,"Acar, F. Pinar",2016,10.1007/s10100-015-0408-5,1,3,False,
1135,"Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms","Qiu, Bin; Yan, Zhijun",2017,10.1111/1468-0106.12206,0,3,False,
1148,Financial dimension of internationalization: serving two masters,"Lana, Jeferson; Marcon, Rosilene; Bandeira-de-Mello, Rodrigo; Xavier, Wlamir",2017,10.1108/cg-05-2016-0110,0,3,False,
1160,Innovation strategy and export intensity of Chinese SMEs: the moderating role of the home-country business environment,"Rialp-Criado, Alex; Komochkoya, Ksenia",2017,10.1057/s41291-017-0018-2,2,3,False,
1184,Failure processes of exporting firms: evidence from France,"Lukason, Oliver; Vissak, Tiia",2017,10.1108/ribs-03-2017-0020,1,3,False,
1189,How personal and organizational drivers impact on SME international performance: The mediating role of organizational innovation,"Prange, Christiane; Pinho, Jose Carlos",2017,10.1016/j.ibusrev.2017.04.004,0,3,False,
1191,NEW FACTS ABOUT BRIC MULTINATIONALS: FROM MACRO TO MICRO EVIDENCE,"Gattai, Valeria; Natale, Piergiovanna",2017,10.1108/s1745-886220160000011007,0,3,False,
1199,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,"Abdolvand, Mohammad Ali; Keisami, Mina Khalili",2017,10.29042/2017-2141-2149,0,3,False,
1210,Export promotion programmes for assisting SMEs,"Coudounaris, Dafnis N.",2018,10.1108/ribs-06-2017-0050,0,3,False,
1219,Foreign subsidiaries' status: Distinctive determinants and implications for subsidiary performance,"Li, Anran",2018,10.1002/tie.21956,0,3,False,
1233,Does guanxi influence product performance and customer loyalty?,"Zhang, Man; Hartley, Janet",2018,10.1108/jabs-06-2016-0082,2,3,False,
1238,SMEs' marketing performance: the mediating role of market entry capability,"Nuryakin; Ardyan, Elia",2018,10.1108/jrme-03-2016-0005,3,3,False,
1239,International new ventures and firm performance: evidence from India,"Fuad, Mohammad; Akbar, Mohammad",2018,10.1108/ebr-07-2016-0099,3,3,False,
1242,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"Nyamulinda, Bideri Ishuheri; Gaju, Alice Karema",2017,10.1007/978-981-10-4536-3_12,6,3,False,
1255,Signaling good by doing good: How does environmental corporate social responsibility affect international expansion?,"Xu, Xiaodong; Zeng, Saixing; Chen, Hongquan",2018,10.1002/bse.2044,2,3,False,
1275,The Impact of Managers' Global Orientation on SME Export and Economic Performance,"Freixanet, Joan; Renart, Gemma; Rialp-Criado, Alex",2018,10.1007/s11575-018-0358-y,0,3,False,
1280,Corporate diversification and firm performance: an empirical investigation of causality,"Bhatia, Aparna; Thakur, Anu",2018,10.1108/ijoa-04-2017-1149,3,3,False,
1287,Board Gender Diversity in the STEM&F Sectors: The Critical Mass Required to Drive Firm Performance,"Wiley, Carolyn; Monllor-Tormos, Mireia",2018,10.1177/1548051817750535,0,3,False,
1288,Key drivers of SMEs export performance: the mediating effect of competitive advantage,"Rua, Orlando; Franca, Alexandra; Fernandez Ortiz, Ruben",2018,10.1108/jkm-07-2017-0267,0,3,False,
1294,"Slack, Innovation, and Export Intensity: Implications for Small- and Medium-Sized Enterprises","Kiss, Andreea N.; Fernhaber, Stephanie; McDougall-Covin, Patricia P.",2018,10.1177/1042258718795318,0,3,False,
1299,Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprises,"Li, Ran; Cheong, Kee-Cheok",2017,10.1080/00472336.2017.1346697,2,3,False,
1328,Geographic export diversification: Determinants and their link with export performance,"Cos, Pilar; Colonn, Antonio; Cabases, Angels",2019,10.1002/tie.21991,0,3,False,
1333,Role of resource slack in rapid international expansion of restaurant companies,"Vaughan, Yue; Koh, Yoon",2019,10.1108/ijchm-07-2017-0415,1,3,False,
1350,Human capital and exports: A micro-level analysis of transition countries,"Mulliqi, Arta; Adnett, Nick; Hisarciklilar, Mehtap",2019,10.1080/09638199.2019.1603319,0,3,False,
1379,Some twins are not alike: FDI premia in the former Soviet states,"Gattai, Valeria; Mechelli, Rajssa; Natale, Piergiovanna",2019,10.2139/ssrn.2795139,0,3,False,
1383,Internationalization of Chinese banking and financial institutions: a fuzzy-set analysis of the leader-TMT dynamics,"Su, Yiyi; Fan, Di; Rao-Nicholson, Rekha",2019,10.1080/09585192.2017.1359793,2,3,False,
1391,Relationship between international experience and innovation performance: The importance of organizational learning for EMNEs,"Thakur-Wernz, Pooja; Samant, Shantala",2019,10.1002/gsj.1183,0,3,False,
1397,"PERFORMANCE OF INDIAN CEMENT INDUSTRY: DRIVERS, MODELS AND EMPIRICS","Maity, Bipasha; Suresh, Vidya; Baidya, Mehir Kumar",2019,10.1142/s219456591950009x,3,3,False,
1401,African Business Groups: How Does Group Affiliation Improve SMEs' Export Intensity?,"Tajeddin, Mahdi; Carney, Michael",2019,10.1177/1042258718779586,0,3,False,
1402,The impact of OFDI on the performance of Chinese firms along the 'Belt and Road',"Liu Haiyue; Manzoor, Aqsa",2020,10.1080/00036846.2019.1659501,2,3,False,
1403,"Bank credit, public financial incentives, tax financial incentives and export performance during the global financial crisis","Okafor, Luke Emeka; Bhattacharya, Mita; Apergis, Nicholas",2020,10.1111/twec.12848,0,3,False,
1408,Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in Global Value Chains,"Jung, Ji-Eun; Hur, Jung",2019,10.35611/jkt.2019.23.3.1,1,3,False,
1454,The effect of inter- and intra-regional geographic diversification strategies on firm performance in China,"Tsai, Hueiting; Ren, Shengce; Eisingerich, Andreas B.",2020,10.1108/md-01-2018-0104,1,3,False,
1469,Foreign venture capital firms and internationalization of ventures,"Woo, Heejin",2020,10.1108/mbr-09-2019-0104,1,3,False,
1474,The Effects of International Entrepreneurial Orientation and Entrepreneurial Activities on SMEs' Export Performance,"Yoo, Sung-Joon; Kim, Hag-Min; Lee, Yea-Rim",2019,10.35611/jkt.2019.23.7.156,1,3,False,
1475,Dynamic process: international diversification and innovation performance from emerging economies,"Du, Jian; Zheng, Qiuxia; Chang, Xiaoran",2020,10.1080/19761597.2020.1726781,0,3,False,
1501,Trade liberalization and productivity of Indian manufacturing firms,"Goldar, Bishwanath; Chawla, Isha; Behera, Smruti Ranjan",2019,10.1108/igdr-10-2018-0108,3,3,False,
1505,The relationship between board diversity and firm performance in the lodging industry: The moderating role of internationalization,"Song, Hyoung Ju; Yoon, Yu Na; Kang, Kyung Ho",2020,10.1016/j.ijhm.2020.102461,0,3,False,
1506,Human capital and export performance of small and medium enterprises in Pakistan,"Mubarik, Muhammad Shujaat; Devadason, Evelyn S.; Govindaraju, Chandran",2020,10.1108/ijse-03-2019-0198,3,3,False,
1558,Innovation and firm growth in agricultural inputs industry: empirical evidence from India,"Manogna, R. L.",2021,10.1108/jadee-07-2020-0156,3,3,False,
1563,Environmental policies and financial performance: stock market reaction to firms for their proactive environmental practices recognized by governmental programs,"Chen, Yuan; Singhal, Vinod; Zhu, Qinghua",2021,10.1002/bse.2693,2,3,False,
1579,Performance implications of combining innovation and internationalization for Korean small- and medium-sized manufacturing firms: an exploration-exploitation perspective,"Lee, Youngwoo; Hemmert, Martin",2023,10.1057/s41291-020-00144-w,1,3,False,
1585,Measuring competitiveness through the global competitiveness project framework: the Brazilian experience,"De Montreuil Carmona, Linda Jessica; Gomes, Giancarlo",2021,10.1108/cr-12-2019-0164,2,3,False,
1586,Business founders and performance of family firms: evidence from developing countries in Asia,"Chow, Yee Peng",2021,10.1108/jabs-03-2019-0095,0,3,False,
1590,Modelling the effects of institutional support and international knowledge on competitive capabilities and international performance: Evidence from an emerging economy,"Falahat, Mohammad; Lee, Yan Yin; Ramayah, T.; Soto-Acosta, Pedro",2020,10.1016/j.intman.2020.100779,0,3,False,
1595,Making better foreign friendships: the effects of increased cultural diversity in alliance portfolios and portfolio configuration decisions on firm performance,"Li, Ning; Murphy, William Hoggan",2022,10.1108/jbim-08-2020-0396,0,3,False,
1603,Does investment in innovation impact firm performance in emerging economies? An empirical investigation of the Indian food and agricultural manufacturing industry,"Manogna, R. L.; Mishra, Aswini Kumar",2021,10.1108/ijis-07-2020-0104,3,3,False,
1619,The short- and long-run effects of foreign investments on firm performance: Evidence from Asia Pacific,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2021,10.1016/j.iref.2021.04.011,0,3,False,
1625,"The dynamic process of pro-market reforms and foreign affiliate performance: When to seek local, subnational, or global help?","Chan, Christine M.; Du, Jialin",2021,10.1057/s41267-021-00429-y,0,3,False,
1626,Modelling two-way relationship between innovation and internationalisation: does learning by export matter?,"Danish, Mohd Shadab; Haider, Salman; Dhanora, Madan; Sharma, Ruchi",2021,10.1080/19186444.2021.1908791,1,3,False,
1637,"Disentangling the relationship between internationalization, incremental and radical innovation, and firm performance","Freixanet, Joan; Rialp, Josep",2022,10.1002/gsj.1412,0,3,False,
1638,"Risk management, legitimacy, and the overseas subsidiary performance of emerging market MNEs","Han, Xia",2021,10.1016/j.ibusrev.2020.101732,0,3,False,
1640,Validating multidimensional entrepreneurial orientation in emerging economies,"Saha, Kaustav; Kumar, Rohit; Dutta, Swarup Kumar; Tiwari, Preeti",2021,10.1108/ebr-07-2020-0184,0,3,False,
1646,The contribution of the external director for Brazilian private family business: a generational approach,"da Silva Campos, Susana Sales; Machado Filho, Claudio Antonio Pinheiro; Costa, Raquel Sales da Silva; dos Santos-Costa, Lucas",2022,10.1108/jfbm-05-2021-0042,2,3,False,
1647,"International competitive strategies, organizational learning and export performance: a match and mis-match conceptualization","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2021,10.1108/ejm-04-2019-0309,1,3,False,
1650,The relationship between cross-border acquisitions and R&D investments by Indian firms - substituting or complementing,"Singal, Ajay Kumar; Ahsan, Faisal Mohammad",2023,10.1108/ijoem-08-2020-0913,3,3,False,
1654,Riding the storm out: the short- and long-term effects of export promotion on firm performance during an economic downturn,"Freixanet, Joan; Churakova, Iya; Rialp, Josep; Lin, Hsin-Chen",2021,10.1504/ejim.2021.116703,1,3,False,
1675,Testing critical levels in product and geographic diversification: a structural threshold approach,"Prada, Pablo Garrido; Delgado Rodriguez, Maria Jesus; Romero Jordan, Desiderio",2021,10.1504/ejim.2021.117522,1,3,False,
1679,Environmental commitment and innovation as catalysts for export performance in family firms,"Haddoud, Mohamed Yacine; Onjewu, Adah-Kole Emmanuel; Nowinski, Witold",2021,10.1016/j.techfore.2021.121085,0,3,False,
1680,Intangible resources and firms' innovation performance: empirical evidence from Chinese firms,"Fang, Xiuyuan; Jiang, Marshall S.; Li, Yugang",2023,10.1108/ejim-04-2021-0197,2,3,False,
1686,The use and knowledge of export promotion programs in the early internationalization of Brazilian SMEs,"Machado, Marcelo Andre; Bischoff, Viviane",2023,10.1108/ijoem-09-2020-1114,2,3,False,
1688,"Top management team heterogeneity, corporate social responsibility and firm risk: an emerging country perspective","Shakil, Mohammad Hassan; Wahab, Nor Shaipah Abdul",2023,10.1108/jfra-02-2021-0036,2,3,False,
1697,"Investments, export entry and export intensity in small manufacturing firms","Esaku, Stephen",2020,10.1007/s40812-020-00156-9,0,3,False,
1700,The Degree of Internationalization and Firm Productivity: Empirical Evidence from Large Multinationals,"Tsionas, Mike G.; Tzeremes, Nickolaos G.",2022,10.1111/1467-8551.12560,1,3,False,
1705,"Role of educational, regional and religious attributes of CEOs in performance of Indian family firms","DasGupta, Ranjan; Pathak, Rajesh",2022,10.1108/ijmf-06-2021-0268,3,3,False,
1709,Degree of Internationalization and Performance of High-tech Small and Medium-sized Enterprises: Evidence from Korea,"Shin, Joon-Ho; Kim, Chang-Bong",2021,10.35611/jkt.2021.25.7.1,1,3,False,
1710,The synergistic impact between internationalization and supply-and-demand interaction on firm performance: a study of environmental responsibility in social networking service,"Kim, YooJung; Seo, Yejung",2022,10.1108/ijchm-05-2021-0679,0,3,False,
1714,Benefitting from Investment Abroad? Evidence from Indian Manufacturing,"Chawla, Isha",2022,10.1016/j.aglobe.2021.100022,3,3,False,
1719,Home-market economic development as a moderator of the self-selection and learning-by-exporting effects,"Vendrell-Herrero, Ferran; Darko, Christian K.; Gomes, Emanuel; Lehman, David W.",2022,10.1057/s41267-021-00481-8,0,3,False,
1720,"Gender, talent management and firm performance: MNCs' female-focused talent management practices in Russia","Latukha, Marina; Michailova, Snejina; Ott, Dana L.; Khasieva, Daria; Kostyuk, Daria",2022,10.1108/er-04-2021-0132,2,3,False,
1725,Does internationalization encourage state-owned enterprises to utilize subsidies to innovate? Evidence from high-tech and automobile manufacturing industries of Chinese listed companies,"Xie, Yu; Boadu, Francis; Tang, Hongjuan",2022,10.1108/cms-06-2021-0250,2,3,False,
1727,Promoting organizational diversity and preserving socioemotional wealth: can family businesses balance the two?,"Das, Arindam",2022,10.1108/jfbm-06-2021-0060,3,3,False,
1738,"Internationalization motives, location advantages and performance: the case of Indian firms from knowledge-intensive industries","Ahsan, Faisal Mohammad; Sinha, Ashutosh Kumar",2022,10.1108/ccsm-07-2021-0119,3,3,False,
1740,Multinational enterprises' internationalization and adoption of sustainable development goals,"DasGupta, Ranjan; Kumar, Satish; Pathak, Rajesh",2022,10.1108/ijmf-09-2021-0416,0,3,False,
1744,"The complex interplay of firm innovation, internationalization and learning capability in driving firm performance: a configurational analysis","Freixanet, Joan; Federo, Ryan",2022,10.1108/jsma-11-2021-0220,0,3,False,
1747,The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,"Pastelakos, Evangelos; Theodoraki, Christina; Catanzaro, Alexis",2023,10.1111/emre.12513,0,3,False,
1748,The innovation and exports interplay across Africa: Does business environment matter?,"Tandrayen-Ragoobur, Verena",2022,10.1080/09638199.2022.2051588,0,3,False,
1760,Impact of sourcing from the informal economy on the export likelihood and performance of emerging economy firms,"Escobar, Octavio; Lamotte, Olivier; Colovic, Ana; Meschi, Pierre-Xavier",2022,10.1093/icc/dtab068,0,3,False,
1770,Examining the evolution of emerging market multinational enterprises? competitive advantages: Evidence from India,"Munjal, Surender; Bhasin, Niti; Nandrajog, Divya; Kundu, Sumit",2022,10.1016/j.jbusres.2022.03.027,3,3,False,
1776,When does export customer responsiveness strategy contribute to export market competitive advantage?,"Miocevic, Dario; Gnizy, Itzhak; Cadogan, John W.",2023,10.1108/imr-02-2022-0043,0,3,False,
1777,Role of international strategic alliances in internationalization of business group affiliated firms-A system dynamics approach,"Mishra, Divya; Mital, Amita; Srivastava, Samir K.",2023,10.1002/sres.2856,0,3,False,
1794,Internet and firms' exports and imports: Firm level evidence from China,"Li, Bing; Li, Linyue; Li, Rou; Yue, Yunsong",2023,10.1111/twec.13310,2,3,False,
1808,Performance from building smart factories of small- and medium-sized enterprises: the moderating effects of product complexity and company size,"Kim, Hyunjung",2022,10.1108/ijopm-10-2021-0654,1,3,False,
1816,The effects of home country political risk and uncertainty on the financial performance of firms,"Grellmann, Glaucia; Amal, Mohamed; de Vasconcellos, Silvio Luis",2022,10.1504/ejim.2022.124908,0,3,False,
1817,Is there ?productivity paradox? in Chinese producer-service enterprises' OFDI?,"Dai, Yixin; Zhang, Ruijia; Hu, Hanqing; Hou, Keqiang",2022,10.1016/j.irfa.2022.102318,2,3,False,
1821,From ambiguity to transparency: influence of environmental information disclosure on financial performance in the context of internationalization,"Wang, Ge; Du, Qi'ang; Li, Xiaodong; Deng, Xiaopeng; Niu, Yanliang",2023,10.1007/s11356-022-22664-y,0,3,False,
1823,The More the Merrier? Evidence from Firm-Level Exports and Environmental Performance in China,"Lin, Xi; He, Ling-Yun",2023,10.1007/s10640-022-00717-7,2,3,False,
1826,Impact of export intensity on energy intensity in manufacturing plants: Evidence from India,"Goldar, Bishwanath; Goldar, Amrita",2023,10.1080/09638199.2022.2125552,3,3,False,
1830,A vicarious learning perspective on the relationship between home-peer performance and export intensity among SMEs,"Baum, Matthias; Sui, Sui; Malhotra, Shavin",2023,10.1108/imr-01-2022-0026,0,3,False,
1834,Agglomeration and firm performance in times of economic turmoil: Evidence from Tunisian firm-level data,"Amara, Mohamed",2023,10.1111/grow.12657,2,3,False,
1860,"Examining the nonlinear relationships of corporate social responsibility, innovation and construction firm performance: the moderating role of construction firms' competitive position","Zheng, Xian; Deng, Jiawei; Song, Xiangnan; Ye, Meng; Luo, Lan",2024,10.1108/ecam-03-2022-0286,2,3,False,
1863,MNCs' orchestration capability of the 3Ds and financial performance,"Abdelzaher, Dina; de la Torre, Jose; Rolf, Skylar",2023,10.1108/ribs-12-2021-0172,0,3,False,
1876,"When in Rome, do as the Romans do: can international marketing adaptation improve the association between servitization and profitability?","Guedes, Maria Joao; Fernandes Crespo, Nuno; Patel, Pankaj C.",2023,10.1108/jbim-03-2022-0145,1,3,False,
1882,Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,"Sadeghi, Arash; Aliasghar, Omid; Bouguerra, Abderaouf",2023,10.1016/j.intman.2022.100982,0,3,False,
1883,Internationalization of Emerging Economy SMEs: A Tripod Approach,"Tajeddin, Mahdi; Farashahi, Mehdi; Moghaddam, Kaveh; Simba, Amon; Edwards, Gwyneth",2023,10.1016/j.intman.2022.100991,3,3,False,
1887,Immigrant and native's export benefiting from business collaborations: a global study,"Ashourizadeh, Shayegheh; Saeedikiya, Mehrzad",2023,10.1504/ejim.2023.128812,0,3,False,
1895,Strategic orientation and its role in linking human capital with the performance of small and medium enterprises in Indonesia,"Iqbal, Mohammad; Mawardi, Mukhammad Kholid; Sanawiri, Brillyanes; Alfisyahr, Rizal; Syarifah, Ina",2023,10.1108/jrme-11-2021-0150,3,3,False,
1905,Spillover effects of foreign direct investment on manufacturing exports and imports in Indonesia,"Yasin, Mohammad Zeqi; Esquivias, Miguel Angel",2023,10.1108/sef-12-2022-0551,3,3,False,
1911,Do international resources configure SMEs' sustainable performance in the digital era? Evidence from Pakistan,"Xin, Yongrong; Khan, Rizwan Ullah; Dagar, Vishal; Qian, Fang",2023,10.1016/j.resourpol.2022.103169,3,3,False,
1922,"ICT Investment, Adoption of ISO 14000 Certification, and Export Performance in Indian Manufacturing Plants","Goldar, Bishwanath",2023,10.1007/s40953-023-00350-1,3,3,False,
1925,Are formal institutions ineffective for firm performance? Evidence from the economic community of West African States,"Haini, Hazwan; Baha, Roslee; Wei Loon, Pang",2023,10.1108/ijssp-04-2023-0089,0,3,False,
1935,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages","Bhandari, Krishna Raj; Zamborsky, Peter; Ranta, Mikko; Salo, Jari",2023,10.1016/j.ibusrev.2023.102135,0,3,False,
1942,Technological knowledge intensity and entry modes in the European automotive industry,"Buigues, Pierre-Andre; Lacoste, Denis",2023,10.1504/ejim.2023.131703,1,3,False,
1957,In search of markets and technology: the role of cross-border knowledge for domestic productivity,"Arvanitis, Spyros; Seliger, Florian; Woerter, Martin",2023,10.1093/icc/dtad045,1,3,False,
1962,Strategic divestment of emerging market firms: the influence of returnee managers and CEO characteristics,"Kalasin, Kiattichai",2024,10.1108/jgm-04-2023-0029,0,3,False,
1966,"Firm certification and export performance: the case of the ""SME Leader"" label","Pacheco, Luis",2023,10.1108/arla-05-2023-0073,0,3,False,
1967,Multinational enterprises and local firms' export market entry: A panel data analysis of Vietnam's food processing industry,"Nguyen, Dao T. H.; Kokko, Ari; Nguyen, Thong T.",2024,10.1002/agr.21872,3,3,False,
1981,Euro adoption and intra-European Union exporters' productivity: Differences between family and non-family firms,"Rodrigo, Basco; Thomas, Bassetti; Fernando, Munoz-Bullon; Maria, J. Sanchez-Bueno",2023,10.1016/j.iedeen.2023.100226,0,3,False,
1982,A clean road to international trade: Environmental regulations and the cleanliness of export enterprises,"Du, Weijian; Fan, Yuhuan; Li, Mengjie",2023,10.2139/ssrn.4484472,0,3,False,
2000,Exploratory Search and International Performance: When Do Local Alliances Matter?,"Abdi, Majid; Aulakh, Preet S.; Ma, Zicheng",2024,10.1177/1069031x231216409,0,3,False,
2005,ADL relational global leadership: a leadership approach to accelerate the internationalization of Islamic higher education in Indonesia,"El Junusi, Rahman; Fachrunnisa, Olivia; Wikaningrum, Tri",2024,10.1080/13603124.2023.2276352,0,3,False,
2015,The effect of R&D expenditures on firm value with firm size moderation in an Indonesia palm oil company,"Hutauruk, Martinus Robert",2024,10.1080/23311975.2024.2317448,3,3,False,
2028,"Effect of Demonetization on Advertising, Research & Development and Human Resource Intensities and its Impact on Firm's Performance","Bhattacharyya, Som Sekhar; Nemana, Praveen",2024,10.1177/09722629211042437,3,3,False,
2046,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,"Panicker, Vidya Sukumara; Georgiadou, Elena; Hodgkinson, Ian R.",2024,10.1016/j.intman.2024.101142,3,3,False,
2056,The impact of liability of foreignness on performance in hybrid organizations,"Sommeno, Tigist Woldetsadik; Mersland, Roy; Randoy, Trond",2024,10.1016/j.intman.2024.101133,0,3,False,
2060,A novel model linking UN SDGs with international experience and firm performance,"Shen, Suqin; Venaik, Sunil; Liesch, Peter",2024,10.1016/j.ibusrev.2023.102170,0,3,False,
2065,Trade policy revisited: how government support initiatives affect international performance in SMEs?,"Jalali, Hossein S.",2024,10.1108/ribs-02-2024-0015,0,3,False,
2066,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,"Ding, Sasa; Liu, Yajun; Huang, Yi",2024,10.1108/bjm-02-2024-0058,2,3,False,
2068,Rethinking board structures in the age of multinational corporations: A global investigation,"Kuzey, Cemil; Gerged, Ali Meftah; Uyar, Ali; Karaman, Abdullah S.",2024,10.1016/j.intman.2024.101175,0,3,False,
2074,"The effect of standardized advertising, managerial ties and born global orientation on export performance","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2024,10.1108/jbim-12-2023-0761,0,3,False,
