id,title,authors,year,journal,doi,screen_decision,screen_reason,round2_decision,round2_reason
S0378,The role of international institutional complexity on emerging market multinational companies' innovation,"Wu, Jie; Park, Seung Ho",2019,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1166,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0379,Shareholder wealth effects of cultural diversity among blockholders: Evidence from cross-border acquisitions by US-listed companies,"Chen, Victor Zitian",2019,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,10.1111/corg.12273,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0380,Antecedents of strategic ambidexterity in the context of internationalisation: a panel study of Taiwan Small and median-sized enterprises,"Tsai, Huei-Ting; Ren, Shengce",2019,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,10.1080/09537325.2019.1582764,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0383,Cross-border acquisitions and family businesses,"Ossorio, Mario",2019,EUROMED JOURNAL OF BUSINESS,10.1108/emjb-05-2018-0033,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0402,Founder non-international experience and venture internationalization,"Domurath, Anne; Patzelt, Holger",2019,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00249-0,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0404,"From domestic to exporter, what happens? Evidence for Spanish manufacturing firms","Serrano, Javier; Myro, Rafael",2019,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,10.1016/j.strueco.2019.01.005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0405,How internationalization affects firms' growth in the MENA region? A quantile regression approach,"Ben Slimane, Mehdi; Baghdadi, Leila",2019,ECONOMICS BULLETIN,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0407,'Misfits' DO try to fit: Deviations from firm-specific optimal multinationality and subsequent market entry or exit in US law firms,"Powell, K. Skylar; Lim, Eunah",2018,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2017.09.023,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0409,"Innovation, environmental commitment, internationalization and sustainability: A survival analysis of Spanish marine aquaculture firms","Cordon Lagares, Encarnacion; Garcia Ordaz, Felix; Garcia del Hoyo, Juan Jose",2018,OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2017.10.024,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0411,"CAPITAL STRUCTURE DETERMINANTS INSIDE MULTINATIONAL AND DOMESTIC COMPANIES, EVIDENCE FROM IRAN","Fatemian, Farhad; Rezaei, Farzin",2018,HUMANIDADES & INOVACAO,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0424,FIRM HETEROGENEITY AND EXPORT ACTIVITY OF EUROPEAN FIRMS: A QUANTILE ANALYSIS,"Orts, Vicente; Marti, Josep",2018,REVISTA DE ECONOMIA MUNDIAL,10.33776/rem.v0i49.3893,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0425,THE ORGANIZATION OF KNOWLEDGE IN MULTINATIONAL FIRMS,"Gumpert, Anna",2018,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0428,Credit constraints and firm market entry decision: Firm-level evidence from internationalizing Chinese multinationals,"Qi, Jianhong; Zhang, Zhaoyong; Liu, Hui",2018,NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,10.1016/j.najef.2018.04.012,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0436,"Internationalization and the growth of Vietnamese micro, small, and medium sized enterprises: Evidence from panel quantile regressions",Long Quang Trinh; Ha Thi Thanh Doan,2018,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2018.01.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0438,Diffusion of internationalization in business group networks: evidence from India,"Shukla, Dhirendra Mani; Akbar, M.",2018,MANAGEMENT DECISION,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0440,Business group reputation and affiliates' internationalization strategies,"Mukherjee, Debmalya; Makarius, Erin E.; Stevens, Charles E.",2018,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2017.12.003,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0441,Innovation activities and learning processes in the crisis: evidence from Italian export in manufacturing and services,"Brancati, Raffaele; Marrocu, Emanuela; Romagnoli, Manuel; Usai, Stefano",2018,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtx022,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0446,"Strategic goal accomplishment in export ventures: the role of capabilities, knowledge, and environment","Spyropoulou, Stavroula; Katsikeas, Constantine S.; Skarmeas, Dionysis; Morgan, Neil A.",2018,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,10.1007/s11747-017-0519-8,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0447,Multinationals and sustainable development: Does internationalization develop corporate sustainability of emerging market multinationals?,"Park, Sang-Bum",2018,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2209,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0448,Exploring the Strategic Motivation of Internationalisation: Indonesian Contractors' Perspectives,"Utama, Wahyudi; Chan, Albert; Zahoor, Hafiz; Gao, Ran; Peli, Martalius",2018,CONSTRUCTION ECONOMICS AND BUILDING,10.5130/ajceb.v18i4.5899,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0454,Transition in-and-out of exporting and its impact on employment growth,"Lafuente, Esteban; Vaillant, Yancy; Moreno-Gomez, Jorge",2018,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0456,Traces of foreign retailers - local knowledge-spillovers and strategy adaption within retail internationalization,"Gersch, Inka",2018,INTERNATIONAL REVIEW OF RETAIL DISTRIBUTION AND CONSUMER RESEARCH,10.1080/09593969.2018.1525756,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0461,Motivators of SME initial export choice and the European Union regional effect in manufacturing,"Stouraitis, Vassilios; Harun, Mior Harris Mior; Kyritsis, Markos",2017,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-05-2015-0120,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0465,Commercialization strategy and internationalization outcomes in technology-based new ventures,"Symeonidou, Noni; Bruneel, Johan; Autio, Erkko",2017,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2017.02.004,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0470,Where to Seek Strategic Assets for Competitive Catch-up? A configurational study of emerging multinational enterprises expanding into foreign strategic factor markets,"Cui, Lin; Fan, Di; Liu, Xiaohui; Li, Yi",2017,ORGANIZATION STUDIES,10.1177/0170840616670441,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0471,Internationalisation and Innovation Intensities of Polish Manufacturing Firms: A Close Nexus?,"Brodzicki, Tomasz",2017,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2017.050106,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0474,Emerging Market Multinational Companies and Internationalization: The Role of Home Country Urbanization,"Estrin, Saul; Nielsen, Bo B.; Nielsen, Sabina",2017,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0475,CO<sub>2</sub> emission intensity and exporting: Evidence from firm-level data,"Richter, Philipp M.; Schiersch, Alexander",2017,EUROPEAN ECONOMIC REVIEW,10.1016/j.euroecorev.2017.07.011,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0483,"MNE internationalization patterns, the roles of knowledge stocks, and the portfolio of MNE subsidiaries","Hutzschenreuter, Thomas; Matt, Tanja",2017,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-017-0105-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0487,Productivity Gap: A Chance or an Obstacle in Absorbing Benefits from FDI in a Host Country,"Wojciechowski, Liwiusz",2017,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2017.050407,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0489,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS AN SME DEVELOPMENT DRIVER,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2017,MANAGING ALLIANCE PORTFOLIOS AND NETWORKS,10.1108/978-1-68123-181-520251003,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0492,Does transitioning from family to non-family controlled firm influence internationalization?,"Monreal-Perez, Joaquin; Sanchez-Marin, Gregorio",2017,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,10.1108/jsbed-02-2017-0029,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0493,"Internationalization, dynamic environments and new product development An empirical investigation of Korean companies","Lee, Keon Bong; Choi, Suk Bong",2017,JOURNAL OF KOREA TRADE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0494,Family entrepreneurship and internationalization strategies,"Ratten, Vanessa; Ramadani, Veland; Dana, Leo-Paul; Hoy, Frank; Ferreira, Joao",2017,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0499,"Multinationals, technology and regional linkages in Myanmar's clothing industry","Naing, Tin Htoo; Yap, Su-Fei",2016,ASIA PACIFIC BUSINESS REVIEW,10.1080/13602381.2014.990211,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0501,Innovation management of internationalised IT companies in Brazil and Portugal,"Galina, Simone; Carvalho, Luisa; Costa, Teresa",2016,INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0503,Internationalisation of family-owned businesses in a geographically remote area,"Moini, Hamid; Kuada, John; Decker, Arnim",2016,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,10.1504/ijev.2016.077621,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0505,"Better at home, abroad, or both? How Chinese firms use ambidextrous internationalization strategies to drive innovation","Prange, Christiane; Bruyaka, Olga",2016,CROSS CULTURAL & STRATEGIC MANAGEMENT,10.1108/ccsm-07-2014-0079,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0515,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,"Dikova, Desislava; Jaklic, Andreja; Burger, Anze; Kuncic, Aljaz",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.05.001,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0522,The Corporate Social Performance of Developing Country Multinationals,"Zyglidopoulos, Stelios; Williamson, Peter; Symeou, Pavlos",2016,BUSINESS ETHICS QUARTERLY,10.1017/beq.2016.41,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0524,Perspectives on strategic internationalization: Developing capabilities for renewal,"Riviere, Monica; Suder, Gabriele",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.10.004,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0528,Capital structure and internationalization: The case of Portuguese industrial SMEs,"Pacheco, Luis",2016,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2016.07.014,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0530,Does policy reform promote FDI in developing economies? a firm-level simulation approach,"Tanaka, Kiyoyasu; Arita, Shawn",2016,JOURNAL OF ECONOMIC POLICY REFORM,10.1080/17487870.2015.1100083,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0531,The Institutional Influence on the Location Strategies of Multinational Enterprises from Emerging Economies: Evidence from China's Cross-border Mergers and Acquisitions,"Buckley, Peter J.; Yu, Pei; Liu, Qing; Munjal, Surender; Tao, Pan",2016,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2016.21,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0533,Exports and Participation in CDM in Technology Intensive Industries in India,"Sahu, Santosh Kumar; Narayanan, K.",2016,"GLOBALIZATION OF INDIAN INDUSTRIES: PRODUCTIVITY, EXPORTS AND INVESTMENT",10.1007/978-981-10-0083-6_6,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0538,Institutional effect on born global firms in China: the role of Sun Tzu's <i>The Art of War</i> strategies,"Zhang, Man; Gao, Qian; Wheeler, Jane V.; Kwon, Jungsook",2016,JOURNAL OF ASIA BUSINESS STUDIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0545,Colliding Employer-Employee Perspectives of Employee Turnover: Evidence from a Born-Global Industry,"Pereira, Vijay; Malik, Ashish; Sharma, Kajal",2016,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21751,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0548,The diversity of the top management team and the survival and success of international companies: The case of Spanish companies with foreign direct investment in China,"Ninerola, Angels; Beatriz Hernandez-Lara, Ana; Victoria Sanchez-Rebull, Maria",2016,REVISTA INTERNACIONAL DE ORGANIZACIONES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0549,INTERNATIONALIZATION STRATEGIES IN OLIGOPOLY WITH HETEROGENEOUS FIRMS,"Barac, Maja; Moner-Colonques, Rafael",2016,BULLETIN OF ECONOMIC RESEARCH,10.1111/boer.12076,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0550,Multilocalisation and the Growth of Knowledge Assets in Medium-Sized Multinationals (MSMs),"Marcone, Maria Rosaria",2016,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-015-0256-5,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0551,"Innovation, Internationalization, and the Transnational Corporation","Ietto-Gillies, Grazia",2015,"HANDBOOK OF GLOBAL SCIENCE, TECHNOLOGY, AND INNOVATION",10.1002/9781118739044.ch6,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0556,Entrepreneurial Orientation and Business Internationalisation Process: The Theoretical Foundations of International Entrepreneurship,"Wach, Krzysztof",2015,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2015.030202,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0561,Foreign direct investment in R&D and domestic entrepreneurship in China's manufacturing industries,"Anwar, Sajid; Sun, Sizhong",2015,APPLIED ECONOMICS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0565,Foreign multinationals and domestic innovation: Intra-industry effects and firm heterogeneity,"Crescenzi, Riccardo; Gagliardi, Luisa; Iammarino, Simona",2015,RESEARCH POLICY,10.1016/j.respol.2014.12.009,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0568,Globalization and diversification strategy: A managerial perspective,"Bowen, Harry P.; Baker, H. Kent; Powell, Gary E.",2015,SCANDINAVIAN JOURNAL OF MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0570,The Effects of Internationalization on Innovation: Firm-Level Evidence for Transition Economies,"Boermans, Martijn Adriaan; Roelfsema, Hein",2015,OPEN ECONOMIES REVIEW,10.1007/s11079-014-9334-8,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0573,Efficiency and exports: Evidence from Southern European companies,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",2015,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0579,Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,"Schmid, Stefan; Wurster, Dennis J.",2015,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.070232,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0583,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries","Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas",2015,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0588,When over internationalized companies reduce their international footprint,"Buigues, Pierre-Andre; Lacoste, Denis; Lavigne, Stephanie",2015,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.04.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0591,Performance of unlisted Italian companies acquired by multinationals from emerging markets The case of Indian acquisitions,"Aureli, Selena",2015,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,10.1108/jocm-12-2014-0233,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0592,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS A SME DEVELOPMENT DRIVER,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2015,STRATEGIC ALLIANCES FOR SME DEVELOPMENT,10.1108/978-1-68123-906-420251006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0596,"Policy effectiveness and ""misalignment"" with firms' strategies A study of pro-internationalization incentives","Torres, Miguel M.; Clegg, L. Jeremy",2014,MULTINATIONAL BUSINESS REVIEW,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0599,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidence from Italy","Cainelli, Giulio; Di Maria, Eleonora; Ganau, Roberto",2014,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,10.1068/a4690,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0601,"Facing global economic crisis: Foreign sales, ownership groups, and corporate value","Ma, Xufei; Yiu, Daphne W.; Zhou, Nan",2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.02.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0603,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0611,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,"Sanchez-Sellero, Pedro; Rosell-Martinez, Jorge; Manuel Garcia-Vazquez, Jose",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0613,Internationalisation of Family Business: The Effect of Ownership and Generation Involvement,"Huang, Kai-Ping; Lo, Sheng Chung; Liu, Chu-Mei; Tung, Jane",2014,ANTHROPOLOGIST,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0618,The influence of political risk on the scope of internationalization of regulated companies: Insights from a Spanish sample,"Jimenez, Alfredo; Luis-Rico, Isabel; Benito-Osorio, Diana",2014,JOURNAL OF WORLD BUSINESS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0620,"EMPLOYEE PRODUCTIVITY, EMPLOYMENT GROWTH, AND THE CROSS-BORDER ACQUISITIONS BY EMERGING MARKET FIRMS","Ataullah, Ali; Le, Hang; Sahota, Amandeep S.",2014,HUMAN RESOURCE MANAGEMENT,10.1002/hrm.21619,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0621,"Innovativeness, offshoring and black economy decisions. Evidence from Italian manufacturing firms","Amendolagine, Vito; Capolupo, Rosa; Ferri, Giovanni",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.03.011,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0622,"How do business groups' small world networks effect diversification, innovation, and internationalization?","Chen, Ying-Yu; Jaw, Yi-Long",2014,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-014-9385-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0625,"Innovation, Exports and Technical Efficiency in Spain","Angeles Diaz-Mayans, M.; Sanchez-Perez, Rosario",2014,"DESIGN A PATTERN OF SUSTAINABLE GROWTH: INNOVATION, EDUCATION, ENERGY AND ENVIRONMENT",,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0629,Business group attributes and internationalization strategy in China,"Yiu, Daphne W.; Ng, Frank W.; Ma, Xufei",2013,ASIAN BUSINESS & MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0631,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,"Franco, Chiara",2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.02.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0632,Network analysis to detect common strategies in Italian foreign direct investment,"De Masi, G.; Giovannetti, G.; Ricchiuti, G.",2013,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,10.1016/j.physa.2012.10.033,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0638,Global cities and multinational enterprise location strategy,"Goerzen, Anthony; Asmussen, Christian Geisler; Nielsen, Bo Bernhard",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/9781137472311.0008,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0644,The role of corporations in economic development: Albania on its way to internationalisation,"Prasnikar, Janez; Memaj, Fatmir; Redek, Tjasa; Voje, Damjan",2013,POST-COMMUNIST ECONOMIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0646,Born local: toward a theory of new venture's choice of internationalization,"Acs, Zoltan J.; Terjesen, Siri",2013,SMALL BUSINESS ECONOMICS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0653,Which manufacturing firms learn by exporting?,"Silva, Armando; Afonso, Oscar; Africano, Ana Paula",2012,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0660,Is the effect really so large? Firm-level evidence on the role of FDI in a transition economy,"Hagemejer, Jan; Tyrowicz, Joanna",2012,ECONOMICS OF TRANSITION,10.1111/j.1468-0351.2012.00433.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0669,Capability creation and internationalization with business group embeddedness - the case of Tata Motors in passenger cars,"Becker-Ritterspach, Florian; Bruche, Gert",2012,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2012.03.009,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0671,PRO-MARKET REFORMS AND DEVELOPING COUNTRY MULTINATIONAL CORPORATIONS,"Dau, Luis Alfonso",2012,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01033.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0683,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,"Borda-Reyes, Armando",2012,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0684,"Innovation, internationalization and entrepreneurship: A new venture research perspective","Yu, Xiaoyu; Si, Steven",2012,INNOVATION-ORGANIZATION & MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0689,Internationalization of new ventures: tests of growth and survival,"Schueffel, Patrick; Amann, Wolfgang; Herbolzheimer, Emilio",2011,MULTINATIONAL BUSINESS REVIEW,10.1108/15253831111190199,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0690,"Internationalization, Innovativeness, and Proactive Environmental Strategy among Small and Medium Enterprises","Aguilera-Caracuel, Javier; Angeles Escudero-Torres, M.; Cordon-Pozo, Eulogio; Esther Hurtado-Torres, Nuria",2011,CROSS-SECTOR LEADERSHIP FOR THE GREEN ECONOMY: INTEGRATING RESEARCH AND PRACTICE ON SUSTAINABLE ENTERPRISE,10.1057/9781137015891_13,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0699,"Multinationals, R&D, and productivity: evidence for UK manufacturing firms","Anon Higon, Dolores; Manjon Antolin, Miguel; Manez, Juan A.",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr007,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0700,Drivers and impacts in the globalization of corporate R&D: an introduction based on the European experience,"Moncada-Paterno-Castello, Pietro; Vivarelli, Marco; Voigt, Peter",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0702,"Size, innovation and internationalization: a survival analysis of Italian firms","Giovannetti, Giorgia; Ricchiuti, Giorgio; Velucchi, Margherita",2011,APPLIED ECONOMICS,10.1080/00036840802600566,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0703,"MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES","Li, Sali; Tallman, Stephen",2011,STRATEGIC MANAGEMENT JOURNAL,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0706,Innovation and internationalization as growth strategies: The role of technological capabilities and appropriability,"Kylaheiko, Kalevi; Jantunen, Ari; Puumalainen, Kaisu; Saarenketo, Sami; Tuppura, Anni",2011,INTERNATIONAL BUSINESS REVIEW,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
