id,title,authors,year,journal,doi,screen_decision,screen_reason,round2_decision,round2_reason,round3_decision,round3_reason
S0522,The Corporate Social Performance of Developing Country Multinationals,"Zyglidopoulos, Stelios; Williamson, Peter; Symeou, Pavlos",2016,BUSINESS ETHICS QUARTERLY,10.1017/beq.2016.41,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0528,Capital structure and internationalization: The case of Portuguese industrial SMEs,"Pacheco, Luis",2016,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2016.07.014,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0531,The Institutional Influence on the Location Strategies of Multinational Enterprises from Emerging Economies: Evidence from China's Cross-border Mergers and Acquisitions,"Buckley, Peter J.; Yu, Pei; Liu, Qing; Munjal, Surender; Tao, Pan",2016,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2016.21,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0533,Exports and Participation in CDM in Technology Intensive Industries in India,"Sahu, Santosh Kumar; Narayanan, K.",2016,"GLOBALIZATION OF INDIAN INDUSTRIES: PRODUCTIVITY, EXPORTS AND INVESTMENT",10.1007/978-981-10-0083-6_6,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0538,Institutional effect on born global firms in China: the role of Sun Tzu's <i>The Art of War</i> strategies,"Zhang, Man; Gao, Qian; Wheeler, Jane V.; Kwon, Jungsook",2016,JOURNAL OF ASIA BUSINESS STUDIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0545,Colliding Employer-Employee Perspectives of Employee Turnover: Evidence from a Born-Global Industry,"Pereira, Vijay; Malik, Ashish; Sharma, Kajal",2016,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21751,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0550,Multilocalisation and the Growth of Knowledge Assets in Medium-Sized Multinationals (MSMs),"Marcone, Maria Rosaria",2016,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-015-0256-5,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0551,"Innovation, Internationalization, and the Transnational Corporation","Ietto-Gillies, Grazia",2015,"HANDBOOK OF GLOBAL SCIENCE, TECHNOLOGY, AND INNOVATION",10.1002/9781118739044.ch6,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0561,Foreign direct investment in R&D and domestic entrepreneurship in China's manufacturing industries,"Anwar, Sajid; Sun, Sizhong",2015,APPLIED ECONOMICS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0565,Foreign multinationals and domestic innovation: Intra-industry effects and firm heterogeneity,"Crescenzi, Riccardo; Gagliardi, Luisa; Iammarino, Simona",2015,RESEARCH POLICY,10.1016/j.respol.2014.12.009,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0568,Globalization and diversification strategy: A managerial perspective,"Bowen, Harry P.; Baker, H. Kent; Powell, Gary E.",2015,SCANDINAVIAN JOURNAL OF MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0570,The Effects of Internationalization on Innovation: Firm-Level Evidence for Transition Economies,"Boermans, Martijn Adriaan; Roelfsema, Hein",2015,OPEN ECONOMIES REVIEW,10.1007/s11079-014-9334-8,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0573,Efficiency and exports: Evidence from Southern European companies,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",2015,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0579,Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,"Schmid, Stefan; Wurster, Dennis J.",2015,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.070232,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0583,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries","Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas",2015,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0588,When over internationalized companies reduce their international footprint,"Buigues, Pierre-Andre; Lacoste, Denis; Lavigne, Stephanie",2015,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.04.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0591,Performance of unlisted Italian companies acquired by multinationals from emerging markets The case of Indian acquisitions,"Aureli, Selena",2015,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,10.1108/jocm-12-2014-0233,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0592,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS A SME DEVELOPMENT DRIVER,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2015,STRATEGIC ALLIANCES FOR SME DEVELOPMENT,10.1108/978-1-68123-906-420251006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0599,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidence from Italy","Cainelli, Giulio; Di Maria, Eleonora; Ganau, Roberto",2014,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,10.1068/a4690,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0603,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0611,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,"Sanchez-Sellero, Pedro; Rosell-Martinez, Jorge; Manuel Garcia-Vazquez, Jose",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0613,Internationalisation of Family Business: The Effect of Ownership and Generation Involvement,"Huang, Kai-Ping; Lo, Sheng Chung; Liu, Chu-Mei; Tung, Jane",2014,ANTHROPOLOGIST,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0618,The influence of political risk on the scope of internationalization of regulated companies: Insights from a Spanish sample,"Jimenez, Alfredo; Luis-Rico, Isabel; Benito-Osorio, Diana",2014,JOURNAL OF WORLD BUSINESS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0621,"Innovativeness, offshoring and black economy decisions. Evidence from Italian manufacturing firms","Amendolagine, Vito; Capolupo, Rosa; Ferri, Giovanni",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.03.011,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0622,"How do business groups' small world networks effect diversification, innovation, and internationalization?","Chen, Ying-Yu; Jaw, Yi-Long",2014,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-014-9385-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0631,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,"Franco, Chiara",2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.02.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0632,Network analysis to detect common strategies in Italian foreign direct investment,"De Masi, G.; Giovannetti, G.; Ricchiuti, G.",2013,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,10.1016/j.physa.2012.10.033,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0638,Global cities and multinational enterprise location strategy,"Goerzen, Anthony; Asmussen, Christian Geisler; Nielsen, Bo Bernhard",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/9781137472311.0008,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0644,The role of corporations in economic development: Albania on its way to internationalisation,"Prasnikar, Janez; Memaj, Fatmir; Redek, Tjasa; Voje, Damjan",2013,POST-COMMUNIST ECONOMIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0653,Which manufacturing firms learn by exporting?,"Silva, Armando; Afonso, Oscar; Africano, Ana Paula",2012,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0669,Capability creation and internationalization with business group embeddedness - the case of Tata Motors in passenger cars,"Becker-Ritterspach, Florian; Bruche, Gert",2012,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2012.03.009,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0683,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,"Borda-Reyes, Armando",2012,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0684,"Innovation, internationalization and entrepreneurship: A new venture research perspective","Yu, Xiaoyu; Si, Steven",2012,INNOVATION-ORGANIZATION & MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0690,"Internationalization, Innovativeness, and Proactive Environmental Strategy among Small and Medium Enterprises","Aguilera-Caracuel, Javier; Angeles Escudero-Torres, M.; Cordon-Pozo, Eulogio; Esther Hurtado-Torres, Nuria",2011,CROSS-SECTOR LEADERSHIP FOR THE GREEN ECONOMY: INTEGRATING RESEARCH AND PRACTICE ON SUSTAINABLE ENTERPRISE,10.1057/9781137015891_13,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0699,"Multinationals, R&D, and productivity: evidence for UK manufacturing firms","Anon Higon, Dolores; Manjon Antolin, Miguel; Manez, Juan A.",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr007,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0700,Drivers and impacts in the globalization of corporate R&D: an introduction based on the European experience,"Moncada-Paterno-Castello, Pietro; Vivarelli, Marco; Voigt, Peter",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0703,"MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES","Li, Sali; Tallman, Stephen",2011,STRATEGIC MANAGEMENT JOURNAL,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0716,The local/global integration of MNC subsidiaries and their technological behaviour: Argentina in the late 1990s,"Marin, Anabel; Bell, Martin",2010,RESEARCH POLICY,10.1016/j.respol.2010.04.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0722,Export-oriented small and medium industry clusters in Indonesia,"Tambunan, Tulus",2009,JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,10.1108/17506200910943661,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0723,R&D intensity for innovative and adaptive purposes in overseas subsidiaries: Evidence from Japanese multinational enterprises,"Todo, Yasuyuki; Shimizutani, Satoshi",2009,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2008.03.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0728,Modeling the diffusion of strategies: an application to exporting,"Clerides, Sofronis; Kassinis, George",2009,INDUSTRIAL AND CORPORATE CHANGE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0729,On the Internationalization of the Wireless Telecommunications Industry: A Market-Based Analysis of Six European Service Providers,"Powell, Steven R.",2009,INTERNATIONAL JOURNAL OF INTERDISCIPLINARY TELECOMMUNICATIONS AND NETWORKING,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0739,"Corporate diversification: The impact of foreign competition, industry globalization, and product diversification","Wiersema, Margarethe F.; Bowen, Harry P.",2008,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.653,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0743,Network embeddedness and new-venture internationalization: Analyzing international linkages in the German biotech industry,"Al-Laham, Andreas; Souitaris, Vangelis",2008,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2007.09.001,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0745,Is quality management a prime requisite for globalization? Some facts from the sports industry,"Abdi, Syed N. A.; Awan, Hayat M.; Bhatti, M. Ishaq",2008,QUALITY & QUANTITY,10.1007/s11135-007-9135-x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0747,The agricultural machinery industry in Argentina: from restructuring to internationalization?,"Garcia, Graciela M. C.",2008,CEPAL REVIEW,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0749,A Study on the Born Global Venture Corporation's Characteristics and Performance,"Kim, Hyung Jun; Jung, Duk Hwa",2007,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0754,Real options in multinational corporations: organizational challenges and risk implications,"Tong, Tony W.; Reuer, Jeffrey J.",2007,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400260,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0765,"Globalisation, international configurations and strategic implications: The case of retailing","Leknes, HM; Carr, C",2004,LONG RANGE PLANNING,10.1016/j.lrp.2003.11.005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0768,Internationalization of private firms: environmental turbulence and organizational strategies and resources,"Westhead, P; Wright, M; Ucbasaran, D",2004,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,10.1080/0898562042000231929,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0770,"The changing Japanese multinational: Application, adaptation and learning in car manufacturing and financial services","Whitley, R; Morgan, G; Kelly, W; Sharpe, D",2003,JOURNAL OF MANAGEMENT STUDIES,10.1111/1467-6486.00355,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0776,Information acquisition activities: A study of global start-up exporting companies,"Yeoh, PL",2000,JOURNAL OF INTERNATIONAL MARKETING,10.1509/jimk.8.3.36.19636,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0778,"Technological convergence, globalisation and ownership in the UK computer industry","Athreye, S; Keeble, D",2000,TECHNOVATION,10.1016/s0166-4972(99)00135-2,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
S0779,Foreign direct investment strategies and firms' capabilities,"Siotis, G",1999,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,10.1111/j.1430-9134.1999.00251.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous
