seq,extraction_priority,doi,title,year,journal,is_oa,oa_status,pdf_url,repo_url,version,license,host_type,error
2118,1_DOI_FIRST,10.21272/mmi.2024.4-08,Diverse Leadership and Firm Success: The Role of Top Management Socialisation,2024,MARKETING AND MANAGEMENT OF INNOVATIONS,True,gold,https://mmi.sumdu.edu.ua/wp-content/uploads/2025/01/08_A800-2024_Pham-et-al-2.pdf,https://mmi.sumdu.edu.ua/wp-content/uploads/2025/01/08_A800-2024_Pham-et-al-2.pdf,publishedVersion,cc-by,publisher,
2122,1_DOI_FIRST,10.3390/su17031022,Effects and Determinants of Implementing Digital Customer Service Tools in Polish SMEs,2025,SUSTAINABILITY,True,gold,https://www.mdpi.com/2071-1050/17/3/1022/pdf?version=1737961672,https://www.mdpi.com/2071-1050/17/3/1022/pdf?version=1737961672,publishedVersion,cc-by,publisher,
2124,1_DOI_FIRST,10.1093/ser/mwaf006,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,2025,SOCIO-ECONOMIC REVIEW,False,closed,,,,,,
2146,1_DOI_FIRST,10.30798/makuiibf.1510554,The Importance of Resource-based View Related Abilities and Financial Performance of SMEs for Their Sustainable Practices,2024,JOURNAL OF MEHMET AKIF ERSOY UNIVERSITY ECONOMICS AND ADMINISTRATIVE SCIENCES FACULTY,True,gold,https://dergipark.org.tr/en/download/article-file/4045695,https://dergipark.org.tr/en/download/article-file/4045695,publishedVersion,cc-by,publisher,
2183,1_DOI_FIRST,10.1002/tie.70005,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,2025,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
2199,1_DOI_FIRST,10.1108/jaee-01-2025-0028,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,2025,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,True,green,https://discovery.dundee.ac.uk/ws/files/155599640/Manuscript.pdf,https://discovery.dundee.ac.uk/ws/files/155599640/Manuscript.pdf,submittedVersion,cc-by,repository,
2221,1_DOI_FIRST,10.1080/23311975.2025.2576281,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,2025,COGENT BUSINESS & MANAGEMENT,True,gold,,https://doi.org/10.1080/23311975.2025.2576281,publishedVersion,cc-by,publisher,
2236,1_DOI_FIRST,10.1108/ijopm-06-2025-0556,Spillover effects of customers' geographic diversification on suppliers' operational performance: impacts and mechanisms,2026,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,False,closed,,,,,,
2260,1_DOI_FIRST,10.1371/journal.pone.0340731,"The data-driven decision-making, sustainable value creation, and international firm performance: Micro-level evidence based on AI language models",2026,PLOS ONE,True,gold,,https://doi.org/10.1371/journal.pone.0340731,publishedVersion,cc-by,publisher,
2281,1_DOI_FIRST,10.1016/j.indmarman.2026.05.002,International network-oriented behavior as a strategic mechanism driving financial performance and the moderating role of absorptive capacity,2026,Industrial Marketing Management,True,hybrid,,https://doi.org/10.1016/j.indmarman.2026.05.002,publishedVersion,cc-by,publisher,
2308,1_DOI_FIRST,10.2478/amns-2024-1203,Analysis of Executive Compensation Management Strategies of Multinational Enterprises in the Context of RMB Internationalization,2024,Applied Mathematics and Nonlinear Sciences,True,gold,https://amns.sciendo.com/pdf/10.2478/amns-2024-1203,https://amns.sciendo.com/pdf/10.2478/amns-2024-1203,publishedVersion,cc-by,publisher,
2374,1_DOI_FIRST,10.33094/8.2017.2019.51.31.38,Influence of Companies’ Governance Process on Sustainability Reporting in Nigeria,2019,International Journal of Applied Economics Finance and Accounting,True,gold,http://onlineacademicpress.com/index.php/IJAEFA/article/download/109/149,http://onlineacademicpress.com/index.php/IJAEFA/article/download/109/149,publishedVersion,,publisher,
2393,1_DOI_FIRST,10.1504/aajfa.2018.095239,Influence of financial distress on exchange rate exposure: Evidence from India,2018,Afro Asian Journal of Finance and Accounting,False,closed,,,,,,
2413,1_DOI_FIRST,10.1504/ijgsb.2016.081420,International expansion of family firms: The moderating role of successors and external managers,2016,International Journal of Globalisation and Small Business,True,green,,http://hdl.handle.net/11572/148779,submittedVersion,other-oa,repository,
2447,1_DOI_FIRST,10.4000/rei.5613,The impact of foreign R&D activities on the Mnc'S performance at home: Evidence from the case of swiss manufacturing firms,2013,Revue D Economie Industrielle,True,bronze,https://journals.openedition.org/rei/pdf/5613,https://journals.openedition.org/rei/pdf/5613,publishedVersion,,publisher,
2486,1_DOI_FIRST,10.1002/jid.1455,Internalisation and firm performance: Evidence from estimates of efficiency in banking in Namibia and Tanzania,2008,Journal of International Development,False,closed,,,,,,
2530,1_DOI_FIRST,10.1108/03074350110767051,Empirical validation of a general model of growth opportunities,2001,Managerial Finance,False,closed,,,,,,
2564,1_DOI_FIRST,10.1111/j.1467-6435.1984.tb00738.x,An Analysis of the Growth and Profitability of the World's Largest Firms 1972 to 1977,1984,Kyklos,False,closed,,,,,,
44,1_DOI_FIRST,10.1007/s10490-021-09751-3,Do internationalizing business group affiliates perform better after promarket reforms? Evidence from Korean SMEs,2022,ASIA PACIFIC JOURNAL OF MANAGEMENT,False,closed,,,,,,
279,1_DOI_FIRST,10.1016/j.forpol.2018.09.013,A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,2018,FOREST POLICY AND ECONOMICS,False,closed,,,,,,
350,1_DOI_FIRST,10.1504/ijtm.2005.006007,The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,2005,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,False,closed,,,,,,
351,1_DOI_FIRST,10.1016/j.telpol.2005.06.003,The degree of internationalization and the financial performance of European mobile network operators,2005,TELECOMMUNICATIONS POLICY,False,closed,,,,,,
45,1_DOI_FIRST,10.1108/cms-12-2019-0441,Multinationality and performance effects: an integrated theory of new patterns of multinationality and home political influence,2021,CHINESE MANAGEMENT STUDIES,False,closed,,,,,,
87,1_DOI_FIRST,10.1016/j.ibusrev.2014.12.006,"Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China",2016,INTERNATIONAL BUSINESS REVIEW,True,bronze,https://www.sciencedirect.com/science/article/pii/S0969593115000050,https://www.sciencedirect.com/science/article/pii/S0969593115000050,publishedVersion,,publisher,
188,1_DOI_FIRST,10.1108/ijoem-08-2021-1299,Firm internationalization approaches and performance: the moderating role of the home country's formal institutions,2024,INTERNATIONAL JOURNAL OF EMERGING MARKETS,False,closed,,,,,,
212,1_DOI_FIRST,10.1108/ijoem-02-2021-0236,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,True,green,,https://figshare.com/articles/journal_contribution/Dynamic_Capability_of_the_Firm_analysis_of_the_impact_of_Internationalisation_on_SME_performance_in_an_emerging_economy/24392227,submittedVersion,cc-by,repository,
234,1_DOI_FIRST,10.1371/journal.pone.0263674,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,2022,PLOS ONE,True,gold,,https://doi.org/10.1371/journal.pone.0263674,publishedVersion,cc-by,publisher,
253,1_DOI_FIRST,10.1061/(asce)me.1943-5479.0000736,Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,2020,JOURNAL OF MANAGEMENT IN ENGINEERING,False,closed,,,,,,
48,1_DOI_FIRST,10.1177/1069031x20988260,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,2021,JOURNAL OF INTERNATIONAL MARKETING,True,green,https://figshare.com/articles/journal_contribution/Internationalizing_the_coopetition_construct_Quadratic_effects_on_financial_performance_under_different_degrees_of_export_intensity_and_an_export_geographical_scope/13483611,https://figshare.com/articles/journal_contribution/Internationalizing_the_coopetition_construct_Quadratic_effects_on_financial_performance_under_different_degrees_of_export_intensity_and_an_export_geographical_scope/13483611,submittedVersion,,repository,
90,1_DOI_FIRST,10.1016/j.ibusrev.2016.03.011,How does the geographic export diversification-performance relationship vary at different levels of export intensity?,2016,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
123,1_DOI_FIRST,10.1057/jibs.2012.16,"Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team",2012,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,True,green,https://publications.aston.ac.uk/id/eprint/19046/1/Export_propensity_export_intensity_and_firm_performance.pdf,https://publications.aston.ac.uk/id/eprint/19046/1/Export_propensity_export_intensity_and_firm_performance.pdf,submittedVersion,,repository,
130,1_DOI_FIRST,10.1002/tie.20386,Do Export Status and Export Intensity Increase Firm Performance?,2011,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
300,1_DOI_FIRST,10.1016/j.ibusrev.2015.12.003,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",2016,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
316,1_DOI_FIRST,10.1002/tie.21597,"Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",2014,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
322,1_DOI_FIRST,10.1016/j.jwb.2013.02.002,"Facing global economic crisis: Foreign sales, ownership groups, and corporate value",2014,JOURNAL OF WORLD BUSINESS,True,green,,https://ink.library.smu.edu.sg/lkcsb_research/7329,submittedVersion,other-oa,repository,
324,1_DOI_FIRST,10.1016/j.jwb.2012.06.001,Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,2013,JOURNAL OF WORLD BUSINESS,False,closed,,,,,,
30,1_DOI_FIRST,10.1080/09638199.2022.2098527,The inefficiency of exporting SMEs: Evidence from manufacturing industry,2023,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,False,closed,,,,,,
36,1_DOI_FIRST,10.1007/s11575-022-00473-2,Economies of Scale: The Rationale Behind the Multinationality-Performance Enigma,2022,MANAGEMENT INTERNATIONAL REVIEW,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11575-022-00473-2.pdf,https://link.springer.com/content/pdf/10.1007/s11575-022-00473-2.pdf,publishedVersion,cc-by,publisher,
47,1_DOI_FIRST,10.1108/imr-05-2020-0094,"Resource indivisibility, lumpy costs and the multinationality-performance relationship",2021,INTERNATIONAL MARKETING REVIEW,False,closed,,,,,,
54,1_DOI_FIRST,10.1002/smj.3087,"Does it pay to be a multinational? A large-sample, cross-national replication assessing the multinationality-performance relationship",2020,STRATEGIC MANAGEMENT JOURNAL,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smj.3087,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smj.3087,publishedVersion,,publisher,
55,1_DOI_FIRST,10.1111/twec.12887,"Global sourcing, productivity and export intensity",2020,WORLD ECONOMY,False,closed,,,,,,
78,1_DOI_FIRST,10.1016/j.ibusrev.2017.02.005,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,2017,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
91,1_DOI_FIRST,10.1016/j.intman.2016.06.001,Home Country Institutional Effects on the Multinationality-Performance Relationship: A Comparison Between Emerging and Developed Market Multinationals,2016,JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
108,1_DOI_FIRST,10.1016/j.dss.2013.11.001,The impact of multinationality on firm value: A comparative analysis of machine learning techniques,2014,DECISION SUPPORT SYSTEMS,False,closed,,,,,,
115,1_DOI_FIRST,10.1108/mbr-04-2013-0021,Performance implications of multinationality: moderating role of foreign market entry mode,2013,MULTINATIONAL BUSINESS REVIEW,False,closed,,,,,,
134,1_DOI_FIRST,10.1016/j.ibusrev.2009.02.012,Does the regional nature of multinationals affect the multinationality and performance relationship?,2010,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
136,1_DOI_FIRST,10.1007/s11575-008-0027-7,Internationalization of retail banks: A micro-level study of the multinationality-performance relationship,2008,MANAGEMENT INTERNATIONAL REVIEW,False,closed,,,,,,
163,1_DOI_FIRST,10.1007/s10668-026-07324-2,Internationalization channels and firm financial performance among Asia-Pacific Corporations. Does ESG integration in business matter?,2026,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10668-026-07324-2.pdf,https://link.springer.com/content/pdf/10.1007/s10668-026-07324-2.pdf,publishedVersion,cc-by,publisher,
167,1_DOI_FIRST,10.1108/jfbm-08-2025-0226,Navigating global waters: performance outcomes of internationalization in family businesses,2026,JOURNAL OF FAMILY BUSINESS MANAGEMENT,True,hybrid,https://www.emerald.com/jfbm/article-pdf/doi/10.1108/JFBM-08-2025-0226/11319306/jfbm-08-2025-0226en.pdf,https://www.emerald.com/jfbm/article-pdf/doi/10.1108/JFBM-08-2025-0226/11319306/jfbm-08-2025-0226en.pdf,publishedVersion,cc-by,publisher,
191,1_DOI_FIRST,10.1007/s10843-023-00345-2,The internationalization and performance of INVs: Liability or learning advantages of newness?,2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,False,closed,,,,,,
218,1_DOI_FIRST,10.3390/su15032003,"Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance",2023,SUSTAINABILITY,True,gold,https://www.mdpi.com/2071-1050/15/3/2003/pdf?version=1674207475,https://www.mdpi.com/2071-1050/15/3/2003/pdf?version=1674207475,publishedVersion,cc-by,publisher,
220,1_DOI_FIRST,10.1016/j.jretai.2023.07.005,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,2023,JOURNAL OF RETAILING,True,hybrid,https://ars.els-cdn.com/content/image/1-s2.0-S0022435923000337-ga1_lrg.jpg,https://ars.els-cdn.com/content/image/1-s2.0-S0022435923000337-ga1_lrg.jpg,publishedVersion,cc-by,publisher,
229,1_DOI_FIRST,10.1504/ijesb.2022.124453,Internationalisation and performance in family businesses: influence of the internationalisation path followed,2022,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,False,closed,,,,,,
245,1_DOI_FIRST,10.37725/mgmt.v24i1.4507,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,2021,MANAGEMENT,True,gold,https://management-aims.com/index.php/mgmt/article/download/4507/13402,https://management-aims.com/index.php/mgmt/article/download/4507/13402,publishedVersion,cc-by-nc,publisher,
248,1_DOI_FIRST,10.1002/jae.2837,Productivity effects of internationalisation through the domestic supply chain,2021,JOURNAL OF APPLIED ECONOMETRICS,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jae.2837,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jae.2837,publishedVersion,,publisher,
249,1_DOI_FIRST,10.1504/ejim.2021.113232,Globalisation: blessing or curse? Evidence from the insurance industry,2021,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
258,1_DOI_FIRST,10.1007/s10843-020-00281-5,"Founder ethnic composition, early internationalization, and new venture performance",2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,False,closed,,,,,,
261,1_DOI_FIRST,10.1016/j.jbusres.2020.03.018,Host country institutional diversity and MNE performance persistence,2020,JOURNAL OF BUSINESS RESEARCH,False,closed,,,,,,
264,1_DOI_FIRST,10.1108/md-11-2017-1105,Internationalization of exploitation alliance portfolios and firm performance,2019,MANAGEMENT DECISION,False,closed,,,,,,
272,1_DOI_FIRST,10.1016/j.ijhm.2019.03.007,Internationalization and hotel performance: Agglomeration-related moderators,2019,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,True,bronze,https://www.sciencedirect.com/science/article/pii/S0278431918305097,https://www.sciencedirect.com/science/article/pii/S0278431918305097,publishedVersion,,publisher,
273,1_DOI_FIRST,10.1108/jes-04-2019-0152,Does persistence in internationalization and innovation influence firms' performance?,2019,JOURNAL OF ECONOMIC STUDIES,False,closed,,,,,,
284,1_DOI_FIRST,10.1016/j.jclepro.2017.10.111,Internationalization and economic performance: The mediating role of eco-innovation,2018,JOURNAL OF CLEANER PRODUCTION,False,closed,,,,,,
291,1_DOI_FIRST,10.1016/j.lrp.2016.06.001,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",2017,LONG RANGE PLANNING,False,closed,,,,,,
294,1_DOI_FIRST,10.1002/gsj.1160,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,2017,GLOBAL STRATEGY JOURNAL,False,closed,,,,,,
307,1_DOI_FIRST,10.5771/0935-9915-2015-2-83,Service innovation and internationalization in SMEs: Implications for growth and performance,2015,MANAGEMENT REVUE,False,closed,,,,,,
310,1_DOI_FIRST,10.3846/16111699.2012.720600,"Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",2015,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,True,gold,https://journals.vilniustech.lt/index.php/JBEM/article/download/2666/2179,https://journals.vilniustech.lt/index.php/JBEM/article/download/2666/2179,publishedVersion,cc-by,publisher,
311,1_DOI_FIRST,10.1007/s10843-015-0148-6,The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,2015,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,True,green,,http://hdl.handle.net/2434/276083,submittedVersion,other-oa,repository,
317,1_DOI_FIRST,10.1108/md-10-2013-0527,How do resources and diversification strategy explain the performance consequences of internationalization?,2014,MANAGEMENT DECISION,False,closed,,,,,,
326,1_DOI_FIRST,10.1111/j.2042-5805.2013.01060.x,"BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",2013,GLOBAL STRATEGY JOURNAL,False,closed,,,,,,
330,1_DOI_FIRST,10.1016/j.jbusres.2011.05.007,Internationalization and the IPO performance of new ventures,2012,JOURNAL OF BUSINESS RESEARCH,False,closed,,,,,,
331,1_DOI_FIRST,10.1111/j.1467-9701.2011.01415.x,The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,2012,WORLD ECONOMY,False,closed,,,,,,
332,1_DOI_FIRST,10.1108/02651331211260377,"Early internationalization and performance of small high-tech ""born-globals""",2012,INTERNATIONAL MARKETING REVIEW,False,closed,,,,,,
346,1_DOI_FIRST,10.2139/ssrn.989931,Exports and Productivity Growth: First Evidence from a Continuous Treatment Approach,2008,REVIEW OF WORLD ECONOMICS,True,green,,https://doi.org/10.2139/ssrn.989931,publishedVersion,,repository,
349,1_DOI_FIRST,10.1007/s11187-005-5604-6,"Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",2006,SMALL BUSINESS ECONOMICS,False,closed,,,,,,
354,1_DOI_FIRST,10.1080/1350485042000254890,Firms' productivity and internationalization: a statistical dominance test,2004,APPLIED ECONOMICS LETTERS,False,closed,,,,,,
355,1_DOI_FIRST,10.1002/smj.243,"Pace, rhythm, and scope: Process dependence in building a profitable multinational corporation",2002,STRATEGIC MANAGEMENT JOURNAL,False,closed,,,,,,
488,1_DOI_FIRST,10.1057/jibs.2013.5,"Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,False,closed,,,,,,
209,1_DOI_FIRST,10.1177/21582440241229561,Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,2024,SAGE OPEN,True,gold,https://journals.sagepub.com/doi/pdf/10.1177/21582440241229561,https://journals.sagepub.com/doi/pdf/10.1177/21582440241229561,publishedVersion,cc-by,publisher,
343,1_DOI_FIRST,10.2139/ssrn.900545,The export-growth relationship: estimating a dose-response function,2009,APPLIED ECONOMICS LETTERS,True,green,,https://doi.org/10.2139/ssrn.900545,publishedVersion,,repository,
596,1_DOI_FIRST,10.1016/j.jbusvent.2005.02.002,Partnering strategies and performance of SMEs' international joint ventures,2006,JOURNAL OF BUSINESS VENTURING,False,closed,,,,,,
741,1_DOI_FIRST,10.1016/j.intman.2011.01.004,Do firms benefit from multinationality through production shifting?,2011,JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
794,1_DOI_FIRST,10.1016/j.ibusrev.2011.11.003,The performance of small and medium-sized technology-based enterprises: Do product diversity and international diversity matter?,2012,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
802,1_DOI_FIRST,10.1007/s10997-010-9166-x,"The internationalization of small and medium-sized enterprises: the effect of family management, human capital and foreign ownership",2012,JOURNAL OF MANAGEMENT AND GOVERNANCE,False,closed,,,,,,
821,1_DOI_FIRST,10.1016/j.ibusrev.2012.04.006,Performance effects of international expansion processes: The moderating role of top management team experiences,2013,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
1022,1_DOI_FIRST,10.1080/14783363.2015.1075873,Offshore R&D and Taiwan-based firm's productivity - does subsidiary mandate matter?,2016,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,False,closed,,,,,,
1429,1_DOI_FIRST,10.1016/j.heliyon.2019.e02664,"Geographical diversification, firm size and profitability in Malaysia: A quantile regression approach",2019,HELIYON,True,gold,http://www.cell.com/article/S2405844019363248/pdf,http://www.cell.com/article/S2405844019363248/pdf,publishedVersion,cc-by-nc-nd,publisher,
1435,1_DOI_FIRST,10.1016/j.gfj.2018.02.001,Foreign acquisitions and firm performance: The moderating role of prior foreign experience,2019,GLOBAL FINANCE JOURNAL,True,green,https://eprints.soton.ac.uk/434318/1/Foreign_acquisitions_and_firm_performance.pdf,https://eprints.soton.ac.uk/434318/1/Foreign_acquisitions_and_firm_performance.pdf,submittedVersion,,repository,
1770,1_DOI_FIRST,10.1016/j.jbusres.2022.03.027,Examining the evolution of emerging market multinational enterprises? competitive advantages: Evidence from India,2022,JOURNAL OF BUSINESS RESEARCH,False,closed,,,,,,
1883,1_DOI_FIRST,10.1016/j.intman.2022.100991,Internationalization of Emerging Economy SMEs: A Tripod Approach,2023,JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
2134,1_DOI_FIRST,10.1080/08961530.2025.2475439,Foreign Market Expansion Commitment and SMEs Financial Performance,2025,JOURNAL OF INTERNATIONAL CONSUMER MARKETING,False,closed,,,,,,
2186,1_DOI_FIRST,10.1016/j.jbusres.2025.115519,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diversification,2025,JOURNAL OF BUSINESS RESEARCH,True,hybrid,,https://doi.org/10.1016/j.jbusres.2025.115519,publishedVersion,cc-by-nc-nd,publisher,
2267,1_DOI_FIRST,10.1016/j.jwb.2026.101726,"The path to SME global performance: Entrepreneurial self-efficacy, perceived institutional support, and international entrepreneurial orientation",2026,JOURNAL OF WORLD BUSINESS,True,hybrid,,https://doi.org/10.1016/j.jwb.2026.101726,publishedVersion,cc-by-nc-nd,publisher,
2409,1_DOI_FIRST,10.1007/s10368-014-0310-y,"Small firm internationalization, innovation, and growth",2016,International Economics and Economic Policy,False,closed,,,,,,
2493,1_DOI_FIRST,10.1300/j042v20n04_02,"Product diversification, multinationality, and country involvement: What is the optimal combination?",2007,Journal of Global Marketing,False,closed,,,,,,
2496,1_DOI_FIRST,10.1016/j.intman.2007.01.001,"Intra-regional sales, product diversity, and the performance of merchandising multinationals",2007,Journal of International Management,False,closed,,,,,,
