seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
1052,1_DOI_FIRST,,,2016,The interactive effect of time and host country location on Chinese MNCs' performance: An empirical investigation,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.11.006,https://doi.org/10.1016/j.jwb.2015.11.006,,,,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2015.11.006,https://openalex.org/works?search=The%20interactive%20effect%20of%20time%20and%20host%20country%20location%20on%20Chinese%20MNCs%27%20performance%3A%20An%20empirical%20investigation,https://scholar.google.com/scholar?q=The%20interactive%20effect%20of%20time%20and%20host%20country%20location%20on%20Chinese%20MNCs%27%20performance%3A%20An%20empirical%20investigation,,,,,source:wos,,,,,
1058,1_DOI_FIRST,0,3,2016,Short- and long-run effects of internationalization and R&D intensity on firm performance,JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,10.1016/j.mulfin.2015.12.001,https://doi.org/10.1016/j.mulfin.2015.12.001,,,,https://api.unpaywall.org/v2/10.1016%2Fj.mulfin.2015.12.001,https://openalex.org/works?search=Short-%20and%20long-run%20effects%20of%20internationalization%20and%20R%26D%20intensity%20on%20firm%20performance,https://scholar.google.com/scholar?q=Short-%20and%20long-run%20effects%20of%20internationalization%20and%20R%26D%20intensity%20on%20firm%20performance,,,,,source:multi,,,,,0
1061,1_DOI_FIRST,2,3,2016,"Interrelationship among foreign presence, domestic sales and export intensity in Chinese manufacturing industries",APPLIED ECONOMICS,10.1080/00036846.2015.1122733,https://doi.org/10.1080/00036846.2015.1122733,https://researchonline.jcu.edu.au/44055/11/44055%20Sun%20et%20al%202016.pdf,URL,,https://api.unpaywall.org/v2/10.1080%2F00036846.2015.1122733,https://openalex.org/works?search=Interrelationship%20among%20foreign%20presence%2C%20domestic%20sales%20and%20export%20intensity%20in%20Chinese%20manufacturing%20industries,https://scholar.google.com/scholar?q=Interrelationship%20among%20foreign%20presence%2C%20domestic%20sales%20and%20export%20intensity%20in%20Chinese%20manufacturing%20industries,,,,fsts,source:wos,,,,,0
1064,1_DOI_FIRST,0,3,2016,THE EFFECTS OF HOME COUNTRY POLITICAL AND LEGAL INSTITUTIONS ON FIRMS' GEOGRAPHIC DIVERSIFICATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1117,https://doi.org/10.1002/gsj.1117,,,,https://api.unpaywall.org/v2/10.1002%2Fgsj.1117,https://openalex.org/works?search=THE%20EFFECTS%20OF%20HOME%20COUNTRY%20POLITICAL%20AND%20LEGAL%20INSTITUTIONS%20ON%20FIRMS%27%20GEOGRAPHIC%20DIVERSIFICATION%20PERFORMANCE,https://scholar.google.com/scholar?q=THE%20EFFECTS%20OF%20HOME%20COUNTRY%20POLITICAL%20AND%20LEGAL%20INSTITUTIONS%20ON%20FIRMS%27%20GEOGRAPHIC%20DIVERSIFICATION%20PERFORMANCE,,,,,source:wos,,,,,0
1073,1_DOI_FIRST,0,3,2016,A reversal theory in internationalization: case of Korean jewelry inside China,CHINESE MANAGEMENT STUDIES,10.1108/cms-12-2015-0297,https://doi.org/10.1108/cms-12-2015-0297,,,,https://api.unpaywall.org/v2/10.1108%2Fcms-12-2015-0297,https://openalex.org/works?search=A%20reversal%20theory%20in%20internationalization%3A%20case%20of%20Korean%20jewelry%20inside%20China,https://scholar.google.com/scholar?q=A%20reversal%20theory%20in%20internationalization%3A%20case%20of%20Korean%20jewelry%20inside%20China,,,,,source:multi,,,,,
1091,1_DOI_FIRST,0,3,2016,"Capital investment, internationalization, and firm performance: Evidence from Southeast Asian countries",RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.2139/ssrn.2703930,https://doi.org/10.2139/ssrn.2703930,https://doi.org/10.2139/ssrn.2703930,URL,,https://api.unpaywall.org/v2/10.2139%2Fssrn.2703930,https://openalex.org/works?search=Capital%20investment%2C%20internationalization%2C%20and%20firm%20performance%3A%20Evidence%20from%20Southeast%20Asian%20countries,https://scholar.google.com/scholar?q=Capital%20investment%2C%20internationalization%2C%20and%20firm%20performance%3A%20Evidence%20from%20Southeast%20Asian%20countries,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1093,1_DOI_FIRST,,,2016,Does policy reform promote FDI in developing economies? a firm-level simulation approach,JOURNAL OF ECONOMIC POLICY REFORM,10.1080/17487870.2015.1100083,https://doi.org/10.1080/17487870.2015.1100083,,,,https://api.unpaywall.org/v2/10.1080%2F17487870.2015.1100083,https://openalex.org/works?search=Does%20policy%20reform%20promote%20FDI%20in%20developing%20economies%3F%20a%20firm-level%20simulation%20approach,https://scholar.google.com/scholar?q=Does%20policy%20reform%20promote%20FDI%20in%20developing%20economies%3F%20a%20firm-level%20simulation%20approach,,,,,source:multi,,,,,
1110,1_DOI_FIRST,3,3,2016,Resource based view of internationalization: evidence from Indian commercial banks,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-10-2014-0082,https://doi.org/10.1108/jabs-10-2014-0082,,,,https://api.unpaywall.org/v2/10.1108%2Fjabs-10-2014-0082,https://openalex.org/works?search=Resource%20based%20view%20of%20internationalization%3A%20evidence%20from%20Indian%20commercial%20banks,https://scholar.google.com/scholar?q=Resource%20based%20view%20of%20internationalization%3A%20evidence%20from%20Indian%20commercial%20banks,,,,,source:wos,,,,,
1115,1_DOI_FIRST,1,3,2016,The effects of top management team composition on SME export performance: an upper echelons perspective,CENTRAL EUROPEAN JOURNAL OF OPERATIONS RESEARCH,10.1007/s10100-015-0408-5,https://doi.org/10.1007/s10100-015-0408-5,,,,https://api.unpaywall.org/v2/10.1007%2Fs10100-015-0408-5,https://openalex.org/works?search=The%20effects%20of%20top%20management%20team%20composition%20on%20SME%20export%20performance%3A%20an%20upper%20echelons%20perspective,https://scholar.google.com/scholar?q=The%20effects%20of%20top%20management%20team%20composition%20on%20SME%20export%20performance%3A%20an%20upper%20echelons%20perspective,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1135,1_DOI_FIRST,0,3,2017,"Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms",PACIFIC ECONOMIC REVIEW,10.1111/1468-0106.12206,https://doi.org/10.1111/1468-0106.12206,,,,https://api.unpaywall.org/v2/10.1111%2F1468-0106.12206,https://openalex.org/works?search=Market%20Efficiency%2C%20Heterogeneous%20Trade%20Costs%20and%20Export-Only%20Firms,https://scholar.google.com/scholar?q=Market%20Efficiency%2C%20Heterogeneous%20Trade%20Costs%20and%20Export-Only%20Firms,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1147,1_DOI_FIRST,2,3,2016,International diversification and firm's value: evidence from developing nations,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-01-2014-0016,https://doi.org/10.1108/ribs-01-2014-0016,http://psasir.upm.edu.my/id/eprint/34238/1/International%20diversification%20and%20firm%27s%20value%20evidence%20from%20developing%20nations.pdf,URL,,https://api.unpaywall.org/v2/10.1108%2Fribs-01-2014-0016,https://openalex.org/works?search=International%20diversification%20and%20firm%27s%20value%3A%20evidence%20from%20developing%20nations,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%27s%20value%3A%20evidence%20from%20developing%20nations,,,,,source:multi,,,,,0
1148,1_DOI_FIRST,0,3,2017,Financial dimension of internationalization: serving two masters,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-05-2016-0110,https://doi.org/10.1108/cg-05-2016-0110,,,,https://api.unpaywall.org/v2/10.1108%2Fcg-05-2016-0110,https://openalex.org/works?search=Financial%20dimension%20of%20internationalization%3A%20serving%20two%20masters,https://scholar.google.com/scholar?q=Financial%20dimension%20of%20internationalization%3A%20serving%20two%20masters,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1160,1_DOI_FIRST,2,3,2017,Innovation strategy and export intensity of Chinese SMEs: the moderating role of the home-country business environment,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-017-0018-2,https://doi.org/10.1057/s41291-017-0018-2,,,,https://api.unpaywall.org/v2/10.1057%2Fs41291-017-0018-2,https://openalex.org/works?search=Innovation%20strategy%20and%20export%20intensity%20of%20Chinese%20SMEs%3A%20the%20moderating%20role%20of%20the%20home-country%20business%20environment,https://scholar.google.com/scholar?q=Innovation%20strategy%20and%20export%20intensity%20of%20Chinese%20SMEs%3A%20the%20moderating%20role%20of%20the%20home-country%20business%20environment,,,,fsts,source:wos,,,,,0
1184,1_DOI_FIRST,1,3,2017,Failure processes of exporting firms: evidence from France,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2017-0020,https://doi.org/10.1108/ribs-03-2017-0020,,,,https://api.unpaywall.org/v2/10.1108%2Fribs-03-2017-0020,https://openalex.org/works?search=Failure%20processes%20of%20exporting%20firms%3A%20evidence%20from%20France,https://scholar.google.com/scholar?q=Failure%20processes%20of%20exporting%20firms%3A%20evidence%20from%20France,,,,,source:multi,,,,,0
1189,1_DOI_FIRST,0,3,2017,How personal and organizational drivers impact on SME international performance: The mediating role of organizational innovation,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2017.04.004,https://doi.org/10.1016/j.ibusrev.2017.04.004,,,,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2017.04.004,https://openalex.org/works?search=How%20personal%20and%20organizational%20drivers%20impact%20on%20SME%20international%20performance%3A%20The%20mediating%20role%20of%20organizational%20in,https://scholar.google.com/scholar?q=How%20personal%20and%20organizational%20drivers%20impact%20on%20SME%20international%20performance%3A%20The%20mediating%20role%20of%20organizational%20in,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1191,1_DOI_FIRST,0,3,2017,NEW FACTS ABOUT BRIC MULTINATIONALS: FROM MACRO TO MICRO EVIDENCE,CHALLENGE OF BRIC MULTINATIONALS,10.1108/s1745-886220160000011007,https://doi.org/10.1108/s1745-886220160000011007,,,,https://api.unpaywall.org/v2/10.1108%2Fs1745-886220160000011007,https://openalex.org/works?search=NEW%20FACTS%20ABOUT%20BRIC%20MULTINATIONALS%3A%20FROM%20MACRO%20TO%20MICRO%20EVIDENCE,https://scholar.google.com/scholar?q=NEW%20FACTS%20ABOUT%20BRIC%20MULTINATIONALS%3A%20FROM%20MACRO%20TO%20MICRO%20EVIDENCE,,,,,source:wos,,,,,0
1199,1_DOI_FIRST,0,3,2017,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,HELIX,10.29042/2017-2141-2149,https://doi.org/10.29042/2017-2141-2149,https://doi.org/10.29042/2017-2141-2149,URL,,https://api.unpaywall.org/v2/10.29042%2F2017-2141-2149,https://openalex.org/works?search=Examining%20drivers%20of%20e-commerce%20marketing%20capabilities%20and%20their%20impact%20on%20export%20venture%20e-commerce%20performance%20and%20exp,https://scholar.google.com/scholar?q=Examining%20drivers%20of%20e-commerce%20marketing%20capabilities%20and%20their%20impact%20on%20export%20venture%20e-commerce%20performance%20and%20exp,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1210,1_DOI_FIRST,0,3,2018,Export promotion programmes for assisting SMEs,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-06-2017-0050,https://doi.org/10.1108/ribs-06-2017-0050,,,,https://api.unpaywall.org/v2/10.1108%2Fribs-06-2017-0050,https://openalex.org/works?search=Export%20promotion%20programmes%20for%20assisting%20SMEs,https://scholar.google.com/scholar?q=Export%20promotion%20programmes%20for%20assisting%20SMEs,,,,export_dummy,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1219,1_DOI_FIRST,0,3,2018,Foreign subsidiaries' status: Distinctive determinants and implications for subsidiary performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21956,https://doi.org/10.1002/tie.21956,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.21956,https://openalex.org/works?search=Foreign%20subsidiaries%27%20status%3A%20Distinctive%20determinants%20and%20implications%20for%20subsidiary%20performance,https://scholar.google.com/scholar?q=Foreign%20subsidiaries%27%20status%3A%20Distinctive%20determinants%20and%20implications%20for%20subsidiary%20performance,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1226,1_DOI_FIRST,0,3,2018,"Export Intensity, Geographic Diversification and the Role of Public Support: The Evidence from Old and New Europe SMEs",ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2018.060203,https://doi.org/10.15678/eber.2018.060203,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/473293/2013_Extensive_Intensive_margins_FINAL_03_Dec_13.pdf,Y,,https://api.unpaywall.org/v2/10.15678%2Feber.2018.060203,https://openalex.org/works?search=Export%20Intensity%2C%20Geographic%20Diversification%20and%20the%20Role%20of%20Public%20Support%3A%20The%20Evidence%20from%20Old%20and%20New%20Europe%20SMEs,https://scholar.google.com/scholar?q=Export%20Intensity%2C%20Geographic%20Diversification%20and%20the%20Role%20of%20Public%20Support%3A%20The%20Evidence%20from%20Old%20and%20New%20Europe%20SMEs,,,,fsts,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1233,1_DOI_FIRST,2,3,2018,Does guanxi influence product performance and customer loyalty?,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-06-2016-0082,https://doi.org/10.1108/jabs-06-2016-0082,,,,https://api.unpaywall.org/v2/10.1108%2Fjabs-06-2016-0082,https://openalex.org/works?search=Does%20guanxi%20influence%20product%20performance%20and%20customer%20loyalty%3F,https://scholar.google.com/scholar?q=Does%20guanxi%20influence%20product%20performance%20and%20customer%20loyalty%3F,,,,,source:wos,,,,,0
1238,1_DOI_FIRST,3,3,2018,SMEs' marketing performance: the mediating role of market entry capability,JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,10.1108/jrme-03-2016-0005,https://doi.org/10.1108/jrme-03-2016-0005,,,,https://api.unpaywall.org/v2/10.1108%2Fjrme-03-2016-0005,https://openalex.org/works?search=SMEs%27%20marketing%20performance%3A%20the%20mediating%20role%20of%20market%20entry%20capability,https://scholar.google.com/scholar?q=SMEs%27%20marketing%20performance%3A%20the%20mediating%20role%20of%20market%20entry%20capability,,,,,source:wos,,,,,0
1239,1_DOI_FIRST,3,3,2018,International new ventures and firm performance: evidence from India,EUROPEAN BUSINESS REVIEW,10.1108/ebr-07-2016-0099,https://doi.org/10.1108/ebr-07-2016-0099,,,,https://api.unpaywall.org/v2/10.1108%2Febr-07-2016-0099,https://openalex.org/works?search=International%20new%20ventures%20and%20firm%20performance%3A%20evidence%20from%20India,https://scholar.google.com/scholar?q=International%20new%20ventures%20and%20firm%20performance%3A%20evidence%20from%20India,,,,,source:multi,,,,,0
1242,1_DOI_FIRST,6,3,2017,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"MANAGEMENT CHALLENGES IN DIFFERENT TYPES OF AFRICAN FIRMS: PROCESSES, PRACTICES AND PERFORMANCE",10.1007/978-981-10-4536-3_12,https://doi.org/10.1007/978-981-10-4536-3_12,,,,https://api.unpaywall.org/v2/10.1007%2F978-981-10-4536-3_12,https://openalex.org/works?search=Export%20Performance%20of%20SMEs%20in%20the%20Rwandan%20Mining%20Sector%3A%20Challenges%20and%20Prospects,https://scholar.google.com/scholar?q=Export%20Performance%20of%20SMEs%20in%20the%20Rwandan%20Mining%20Sector%3A%20Challenges%20and%20Prospects,,,,,source:wos,,,,,0
1255,1_DOI_FIRST,2,3,2018,Signaling good by doing good: How does environmental corporate social responsibility affect international expansion?,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2044,https://doi.org/10.1002/bse.2044,,,,https://api.unpaywall.org/v2/10.1002%2Fbse.2044,https://openalex.org/works?search=Signaling%20good%20by%20doing%20good%3A%20How%20does%20environmental%20corporate%20social%20responsibility%20affect%20international%20expansion%3F,https://scholar.google.com/scholar?q=Signaling%20good%20by%20doing%20good%3A%20How%20does%20environmental%20corporate%20social%20responsibility%20affect%20international%20expansion%3F,,,,,source:wos,,,,,0
1258,1_DOI_FIRST,0,3,2018,Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242618775169,https://doi.org/10.1177/0266242618775169,https://publications.aston.ac.uk/id/eprint/37452/1/Manuscript.pdf,Y,,https://api.unpaywall.org/v2/10.1177%2F0266242618775169,https://openalex.org/works?search=Disentangling%20the%20effects%20of%20post-entry%20speed%20of%20internationalisation%20on%20export%20performance%20of%20INVs,https://scholar.google.com/scholar?q=Disentangling%20the%20effects%20of%20post-entry%20speed%20of%20internationalisation%20on%20export%20performance%20of%20INVs,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1260,1_DOI_FIRST,0,3,2018,International diversification and firm performance in the post-acquisition period: A resource dependence perspective,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.02.025,https://doi.org/10.1016/j.jbusres.2018.02.025,http://repository.essex.ac.uk/21647/1/JBR%20paper%202nd%20RR%20final-proofread-13-2-18.pdf,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2018.02.025,https://openalex.org/works?search=International%20diversification%20and%20firm%20performance%20in%20the%20post-acquisition%20period%3A%20A%20resource%20dependence%20perspective,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%20performance%20in%20the%20post-acquisition%20period%3A%20A%20resource%20dependence%20perspective,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1275,1_DOI_FIRST,0,3,2018,The Impact of Managers' Global Orientation on SME Export and Economic Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-018-0358-y,https://doi.org/10.1007/s11575-018-0358-y,,,,https://api.unpaywall.org/v2/10.1007%2Fs11575-018-0358-y,https://openalex.org/works?search=The%20Impact%20of%20Managers%27%20Global%20Orientation%20on%20SME%20Export%20and%20Economic%20Performance,https://scholar.google.com/scholar?q=The%20Impact%20of%20Managers%27%20Global%20Orientation%20on%20SME%20Export%20and%20Economic%20Performance,,,,,source:multi,,,,,0
1280,1_DOI_FIRST,3,3,2018,Corporate diversification and firm performance: an empirical investigation of causality,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,10.1108/ijoa-04-2017-1149,https://doi.org/10.1108/ijoa-04-2017-1149,,,,https://api.unpaywall.org/v2/10.1108%2Fijoa-04-2017-1149,https://openalex.org/works?search=Corporate%20diversification%20and%20firm%20performance%3A%20an%20empirical%20investigation%20of%20causality,https://scholar.google.com/scholar?q=Corporate%20diversification%20and%20firm%20performance%3A%20an%20empirical%20investigation%20of%20causality,,,,fsts,source:multi,,,,,0
1287,1_DOI_FIRST,0,3,2018,Board Gender Diversity in the STEM&F Sectors: The Critical Mass Required to Drive Firm Performance,JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,10.1177/1548051817750535,https://doi.org/10.1177/1548051817750535,,,,https://api.unpaywall.org/v2/10.1177%2F1548051817750535,https://openalex.org/works?search=Board%20Gender%20Diversity%20in%20the%20STEM%26F%20Sectors%3A%20The%20Critical%20Mass%20Required%20to%20Drive%20Firm%20Performance,https://scholar.google.com/scholar?q=Board%20Gender%20Diversity%20in%20the%20STEM%26F%20Sectors%3A%20The%20Critical%20Mass%20Required%20to%20Drive%20Firm%20Performance,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
1288,1_DOI_FIRST,0,3,2018,Key drivers of SMEs export performance: the mediating effect of competitive advantage,JOURNAL OF KNOWLEDGE MANAGEMENT,10.1108/jkm-07-2017-0267,https://doi.org/10.1108/jkm-07-2017-0267,,,,https://api.unpaywall.org/v2/10.1108%2Fjkm-07-2017-0267,https://openalex.org/works?search=Key%20drivers%20of%20SMEs%20export%20performance%3A%20the%20mediating%20effect%20of%20competitive%20advantage,https://scholar.google.com/scholar?q=Key%20drivers%20of%20SMEs%20export%20performance%3A%20the%20mediating%20effect%20of%20competitive%20advantage,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1294,1_DOI_FIRST,0,3,2018,"Slack, Innovation, and Export Intensity: Implications for Small- and Medium-Sized Enterprises",ENTREPRENEURSHIP THEORY AND PRACTICE,10.1177/1042258718795318,https://doi.org/10.1177/1042258718795318,,,,https://api.unpaywall.org/v2/10.1177%2F1042258718795318,https://openalex.org/works?search=Slack%2C%20Innovation%2C%20and%20Export%20Intensity%3A%20Implications%20for%20Small-%20and%20Medium-Sized%20Enterprises,https://scholar.google.com/scholar?q=Slack%2C%20Innovation%2C%20and%20Export%20Intensity%3A%20Implications%20for%20Small-%20and%20Medium-Sized%20Enterprises,,,,fsts,source:wos,,,,,0
1299,1_DOI_FIRST,2,3,2017,Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprises,JOURNAL OF CONTEMPORARY ASIA,10.1080/00472336.2017.1346697,https://doi.org/10.1080/00472336.2017.1346697,,,,https://api.unpaywall.org/v2/10.1080%2F00472336.2017.1346697,https://openalex.org/works?search=Huawei%20and%20ZTE%20in%20Malaysia%3A%20The%20Localisation%20of%20Chinese%20Transnational%20Enterprises,https://scholar.google.com/scholar?q=Huawei%20and%20ZTE%20in%20Malaysia%3A%20The%20Localisation%20of%20Chinese%20Transnational%20Enterprises,,,,,source:multi,,,,,0
1328,1_DOI_FIRST,0,3,2019,Geographic export diversification: Determinants and their link with export performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21991,https://doi.org/10.1002/tie.21991,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.21991,https://openalex.org/works?search=Geographic%20export%20diversification%3A%20Determinants%20and%20their%20link%20with%20export%20performance,https://scholar.google.com/scholar?q=Geographic%20export%20diversification%3A%20Determinants%20and%20their%20link%20with%20export%20performance,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1333,1_DOI_FIRST,1,3,2019,Role of resource slack in rapid international expansion of restaurant companies,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2017-0415,https://doi.org/10.1108/ijchm-07-2017-0415,,,,https://api.unpaywall.org/v2/10.1108%2Fijchm-07-2017-0415,https://openalex.org/works?search=Role%20of%20resource%20slack%20in%20rapid%20international%20expansion%20of%20restaurant%20companies,https://scholar.google.com/scholar?q=Role%20of%20resource%20slack%20in%20rapid%20international%20expansion%20of%20restaurant%20companies,,,,,source:wos,,,,,
1350,1_DOI_FIRST,0,3,2019,Human capital and exports: A micro-level analysis of transition countries,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2019.1603319,https://doi.org/10.1080/09638199.2019.1603319,https://pureportal.coventry.ac.uk/en/publications/c33741c0-b5b1-4ff5-aa87-07ab0a9d8b7c,URL,,https://api.unpaywall.org/v2/10.1080%2F09638199.2019.1603319,https://openalex.org/works?search=Human%20capital%20and%20exports%3A%20A%20micro-level%20analysis%20of%20transition%20countries,https://scholar.google.com/scholar?q=Human%20capital%20and%20exports%3A%20A%20micro-level%20analysis%20of%20transition%20countries,,,,fsts,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1358,1_DOI_FIRST,3,3,2019,International Trade and Productivity Growth in Indian Industry: Evidence from the Organized Manufacturing Sector,JOURNAL OF SOUTH ASIAN DEVELOPMENT,10.1177/0973174119839878,https://doi.org/10.1177/0973174119839878,https://journals.sagepub.com/doi/pdf/10.1177/0973174119839878,Y,,https://api.unpaywall.org/v2/10.1177%2F0973174119839878,https://openalex.org/works?search=International%20Trade%20and%20Productivity%20Growth%20in%20Indian%20Industry%3A%20Evidence%20from%20the%20Organized%20Manufacturing%20Sector,https://scholar.google.com/scholar?q=International%20Trade%20and%20Productivity%20Growth%20in%20Indian%20Industry%3A%20Evidence%20from%20the%20Organized%20Manufacturing%20Sector,,,,fsts,source:wos,,,,,0
1379,1_DOI_FIRST,0,3,2019,Some twins are not alike: FDI premia in the former Soviet states,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.2139/ssrn.2795139,https://doi.org/10.2139/ssrn.2795139,,,,https://api.unpaywall.org/v2/10.2139%2Fssrn.2795139,https://openalex.org/works?search=Some%20twins%20are%20not%20alike%3A%20FDI%20premia%20in%20the%20former%20Soviet%20states,https://scholar.google.com/scholar?q=Some%20twins%20are%20not%20alike%3A%20FDI%20premia%20in%20the%20former%20Soviet%20states,,,,,source:wos,,,,,
1383,1_DOI_FIRST,2,3,2019,Internationalization of Chinese banking and financial institutions: a fuzzy-set analysis of the leader-TMT dynamics,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2017.1359793,https://doi.org/10.1080/09585192.2017.1359793,https://figshare.com/articles/journal_contribution/Internationalization_of_Chinese_banking_and_financial_institutions_a_fuzzy-set_analysis_of_the_leader-TMT_dynamics/27569856,URL,,https://api.unpaywall.org/v2/10.1080%2F09585192.2017.1359793,https://openalex.org/works?search=Internationalization%20of%20Chinese%20banking%20and%20financial%20institutions%3A%20a%20fuzzy-set%20analysis%20of%20the%20leader-TMT%20dynamics,https://scholar.google.com/scholar?q=Internationalization%20of%20Chinese%20banking%20and%20financial%20institutions%3A%20a%20fuzzy-set%20analysis%20of%20the%20leader-TMT%20dynamics,,,,,source:wos,,,,,0
1391,1_DOI_FIRST,0,3,2019,Relationship between international experience and innovation performance: The importance of organizational learning for EMNEs,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1183,https://doi.org/10.1002/gsj.1183,,,,https://api.unpaywall.org/v2/10.1002%2Fgsj.1183,https://openalex.org/works?search=Relationship%20between%20international%20experience%20and%20innovation%20performance%3A%20The%20importance%20of%20organizational%20learning%20for%20,https://scholar.google.com/scholar?q=Relationship%20between%20international%20experience%20and%20innovation%20performance%3A%20The%20importance%20of%20organizational%20learning%20for%20,,,,,source:wos,,,,,0
1397,1_DOI_FIRST,3,3,2019,"PERFORMANCE OF INDIAN CEMENT INDUSTRY: DRIVERS, MODELS AND EMPIRICS",GLOBAL ECONOMY JOURNAL,10.1142/s219456591950009x,https://doi.org/10.1142/s219456591950009x,,,,https://api.unpaywall.org/v2/10.1142%2Fs219456591950009x,https://openalex.org/works?search=PERFORMANCE%20OF%20INDIAN%20CEMENT%20INDUSTRY%3A%20DRIVERS%2C%20MODELS%20AND%20EMPIRICS,https://scholar.google.com/scholar?q=PERFORMANCE%20OF%20INDIAN%20CEMENT%20INDUSTRY%3A%20DRIVERS%2C%20MODELS%20AND%20EMPIRICS,,,,fsts,source:multi,,,,,0
1401,1_DOI_FIRST,0,3,2019,African Business Groups: How Does Group Affiliation Improve SMEs' Export Intensity?,ENTREPRENEURSHIP THEORY AND PRACTICE,10.1177/1042258718779586,https://doi.org/10.1177/1042258718779586,,,,https://api.unpaywall.org/v2/10.1177%2F1042258718779586,https://openalex.org/works?search=African%20Business%20Groups%3A%20How%20Does%20Group%20Affiliation%20Improve%20SMEs%27%20Export%20Intensity%3F,https://scholar.google.com/scholar?q=African%20Business%20Groups%3A%20How%20Does%20Group%20Affiliation%20Improve%20SMEs%27%20Export%20Intensity%3F,,,,fsts,source:wos,,,,,0
