seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type,l2_deep_flag,l2_deep_reason,priority,dedup_status,dedup_key
423,A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2018,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2018.09.013,crossref_score=87,Hosseini_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hosseini_2018
427,Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,"Sadeghi, Arash; Rose, Elizabeth L.; Chetty, Sylvie",2018,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242618775169,crossref_score=74,Sadeghi_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,sadeghi_2018
429,"Location choice, ownership structure and multinational performance","Gu, Jinlong; Yang, Yong; Strange, Roger",2018,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Gu_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,gu_2018
433,"Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom","Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John",2018,REVIEW OF WORLD ECONOMICS,10.1007/s10290-018-0313-9,crossref_score=68,Peters_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,peters_2018
439,Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",2018,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-017-0457-4,crossref_score=66,Jin_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,jin_2018
442,"The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business","Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina",2018,REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,10.1016/j.rcsar.2017.09.002,crossref_score=92,PerezLopez_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,perezlopez_2018
443,Internationalization and economic performance: The mediating role of eco-innovation,"Hojnik, Jana; Ruzzier, Mitja; Manolova, Tatiana S.",2018,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.10.111,crossref_score=62,Hojnik_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hojnik_2018
445,Internationalization as a driver of the corporate social performance of extractive industry firms,"Symeou, Pavlos C.; Zyglidopoulos, Stelios; Williamson, Peter",2018,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2017.07.004,crossref_score=69,Symeou_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,symeou_2018
449,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,"Hien Thi Ngoc Huynh; Nguyen, Phuong V.; Tran, Khoa T.",2018,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,crossref_score=98,Huynh_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,huynh_2018
452,SMEs Performance and Internationalization: A Traditional Industry Approach,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",2018,ANNALS OF ECONOMICS AND FINANCE,,crossref_no_match,Madaleno_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,madaleno_2018
453,Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,"Purkayastha, Anish",2018,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,crossref_title_mismatch,Purkayastha_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,purkayastha_2018
455,Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,"Nikolchenko, Natalia; Zenkevich, Nikolay; Lebedeva, Anastasia",2018,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2018.1467842,crossref_score=76,Nikolchenko_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,nikolchenko_2018
457,Alphabet soup: the relationship between multinationality and firm performance,"Mullen, Cormac; Luff, Martha O'Hagan",2018,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2018.1556519,crossref_score=72,Mullen_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,mullen_2018
458,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance","Yang, Jing Yu; Lu, Jane; Jiang, Ruihua",2017,LONG RANGE PLANNING,10.1016/j.lrp.2016.06.001,crossref_score=86,Yang_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:FDI|firm-performance,,FDI,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Medium,new_unique,yang_2017
459,The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,"Upadhyayula, Rajesh S.; Dhandapani, Karthik; Karna, Amit",2017,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.004,crossref_score=71,Upadhyayula_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,upadhyayula_2017
460,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms","Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.",2017,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.11.006,crossref_score=84,Borda_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,borda_2017
463,Internationalization choices and Italian firm performance during the crisis,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",2017,SMALL BUSINESS ECONOMICS,,crossref_no_match,Costa_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,costa_2017
464,Internationalization Speed and Firm Performance: A Study of the Market-Seeking Expansion of Retail MNEs,"Mohr, Alexander; Batsakis, Georgios",2017,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-016-0284-9,crossref_score=75,Mohr_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,mohr_2017
466,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide","Castellani, Davide; Montresor, Sandro; Schubert, Torben; Vezzani, Antonio",2017,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Castellani_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,castellani_2017
467,A critical perspective on the measurement of performance in the empirical multinationality and performance literature,"Richter, Nicole Franziska; Schmidt, Robert; Ladwig, Tina Jessica; Wulhorst, Fabian",2017,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,crossref_no_match,Richter_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,richter_2017
469,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,"Chang, Sea-Jin; Chung, Jaiho",2017,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Chang_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|exporter,,other,,Y,L2:title-I+P-confirmed,High,new_unique,chang_2017
472,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach","Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon",2017,CROSS CULTURAL & STRATEGIC MANAGEMENT,,crossref_title_mismatch,Dikova_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|subsidiaries,,subsidiaries,,Y,L2:title-I+P-confirmed,Medium,new_unique,dikova_2017
476,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",2017,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,crossref_score=71,Tse_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:exporter+fp-confirmed,Low,new_unique,tse_2017
477,A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",2017,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,crossref_no_match,Li_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,li_2017
479,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,"Shin, Joonho; Mendoza, Xavier; Hawkins, Matthew A.; Choi, Changbum",2017,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2017.02.005,crossref_score=91,Shin_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,shin_2017
480,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",2017,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1160,crossref_score=66,Popli_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,popli_2017
481,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,"Xu, Xin; Xia, Yun; Li, Chuntao",2017,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,crossref_score=77,Xu_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,xu_2017
488,"Distances, multinational organisational learning, and firm performance: a new perspective","Metz, Philipp",2017,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,crossref_score=69,Metz_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Low,new_unique,metz_2017
491,A research note on multinationality and firm performance Nonparametric frontier analysis,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzeremes, Nickolaos G.",2017,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,crossref_no_match,Grant_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,grant_2017
497,Performance effects of multinationality: evidence from European companies,"Ral-Trebacz, Arkadiusz",2017,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2016.079528,crossref_score=86,RalTrebacz_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,raltrebacz_2017
498,Rapid internationalization and long-term performance: The knowledge link,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",2017,JOURNAL OF WORLD BUSINESS,,crossref_no_match,GarciaGarcia_2017,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,garciagarcia_2017
500,"R&D investments, financing constraints, exporting and productivity","Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea",2016,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,crossref_no_match,Altomonte_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:exporter+fp-confirmed,Low,new_unique,altomonte_2016
502,Types of foreign networks and internationalization performance of Korean SMEs,"Jeong, So Won",2016,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Jeong_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,jeong_2016
504,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",2016,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,crossref_no_match,Horta_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,horta_2016
506,"Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case","de Jorge Moreno, Justo; Rojas Carrasco, Oscar",2016,INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,10.1108/ijrdm-04-2015-0064,crossref_score=76,Moreno_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,moreno_2016
508,The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",2016,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,crossref_score=65,Brida_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|DOI,,DOI,,Y,L2:title-I+P-confirmed,Medium,new_unique,brida_2016
510,"Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China","Bhaumik, Sumon Kumar; Driffield, Nigel; Zhou, Ying",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.12.006,crossref_score=117,Bhaumik_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,2,other,,Y,L2:title-I+P-confirmed,High,new_unique,bhaumik_2016
511,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.09.002,crossref_score=67,Wu_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,wu_2016
514,Speed of SME Internationalization and Performance,"Hilmersson, Mikael; Johanson, Martin",2016,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Hilmersson_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hilmersson_2016
516,Measuring productivity premia with many modes of internationalization,"Bekes, Gabor; Murakoezy, Balazs",2016,ECONOMICS LETTERS,,crossref_no_match,Bekes_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,bekes_2016
517,Internationalisation and performance in Spanish family SMES: The W-curve,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",2016,BRQ-BUSINESS RESEARCH QUARTERLY,,crossref_no_match,FernandezOlmos_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,fernandezolmos_2016
518,The effect of social networks and dynamic internationalization capabilities on international performance,"Pinho, Jose Carlos; Prange, Christiane",2016,JOURNAL OF WORLD BUSINESS,,crossref_no_match,Pinho_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,pinho_2016
521,An empirical analysis and extension of internalization theory in emerging markets: The role of firm-specific assets and asset dispersion in the multinationality-performance relationship,"Kirca, Ahmet H.; Fernandez, Whitney Dougla; Kundu, Sumit K.",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2016.03.003,crossref_score=88,Kirca_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,2,other,,Y,L2:title-I+P-confirmed,High,new_unique,kirca_2016
523,Internationalization and hotel performance: The missing pieces,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",2016,TOURISM ECONOMICS,,crossref_no_match,Assaf_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,assaf_2016
525,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",2016,MANAGEMENT AND ORGANIZATION REVIEW,,crossref_no_match,Rugman_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,2,other,,Y,L2:title-I+P-confirmed,Low,new_unique,rugman_2016
526,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship","Miller, Stewart R.; Lavie, Dovev; Delios, Andrew",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.12.003,crossref_score=64,Miller_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,miller_2016
527,The OFDI patterns and firm performance of Chinese firms: The moderating effects of multinationality strategy and external factors,"Clegg, Jeremy; Lin, Hsin Mei; Voss, Hinrich; Yen, I-Fan; Shih, Yi Tien",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.01.010,crossref_score=78,Clegg_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,clegg_2016
534,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,"Chin, Tachia; Tsai, Sang-Bing; Fang, Kai; Zhu, Wenzhong; Yang, Dongjin; Liu, Ren-huai; Tsuei, Richard Ting Chang",2016,PLOS ONE,10.1371/journal.pone.0162175,crossref_score=89,Chin_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,chin_2016
535,How does the geographic export diversification-performance relationship vary at different levels of export intensity?,"Boehe, Dirk Michael; Jimenez, Alfredo",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.03.011,crossref_score=96,Boehe_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,boehe_2016
537,The negative synergistic effect of internationalization and corporate social responsibility on US restaurant firms' value performance,"Jung, SoYeon; Lee, Seoki; Dalbor, Michael",2016,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2014-0361,crossref_score=75,Jung_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,jung_2016
539,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises","Zhao, Hongxin (John); Ma, Jieqiong (Jeccy)",2016,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,crossref_score=80,Zhao_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,zhao_2016
541,Internationalization of corporate R&D activities and innovation performance,"Rahko, Jaana",2016,INDUSTRIAL AND CORPORATE CHANGE,,crossref_no_match,Rahko_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,rahko_2016
542,Home Country Institutional Effects on the Multinationality-Performance Relationship: A Comparison Between Emerging and Developed Market Multinationals,"Geleilate, Jose-Mauricio G.; Magnusson, Peter; Parente, Ronaldo C.; Alvarado-Vargas, Marcelo J.",2016,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.06.001,crossref_score=87,Geleilate_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,geleilate_2016
543,"The human factor: Investments in employee human capital, productivity, and SME internationalization","Onkelinx, Jonas; Manolova, Tatiana S.; Edelman, Linda F.",2016,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.05.002,crossref_score=79,Onkelinx_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,onkelinx_2016
547,Spatial relativism in multinationality and performance research,"Kelley, Keith J.",2016,AMERICAN JOURNAL OF BUSINESS,,crossref_no_match,Kelley_2016,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,kelley_2016
552,Service innovation and internationalization in SMEs: Implications for growth and performance,"Kunttu, Anna; Torkkeli, Lasse",2015,MANAGEMENT REVUE,10.5771/0935-9915-2015-2-83,crossref_score=63,Kunttu_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,kunttu_2015
554,Performance implications of internationalization strategies for Chinese MNCs,"Yuan, Lin; Pangarkar, Nitin",2015,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,crossref_no_match,Yuan_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,yuan_2015
555,Internationalisation of firms and their innovation and productivity,"Siedschlag, Iulia; Zhang, Xiaoheng",2015,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,crossref_no_match,Siedschlag_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,siedschlag_2015
557,Export marketing assistance and early internationalizing firm performance Does export commitment matter?,"Faroque, Anisur R.; Takahashi, Yoshi",2015,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,crossref_score=84,Faroque_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,faroque_2015
558,THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,"Urban, Boris; Sefalafala, Mpho R.",2015,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,crossref_no_match,Urban_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,urban_2015
560,Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,"Childs, Michelle L.; Jin, Byoungho",2015,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,crossref_score=75,Childs_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,childs_2015
562,"Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance","Majocchi, Antonio; Dalla Valle, Luciana; D'Angelo, Alfredo",2015,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.720600,crossref_score=77,Majocchi_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,majocchi_2015
563,Does Exporting Spur Firm Productivity? Evidence from Vietnam,Thi Thu Tra Pham,2015,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,crossref_score=108,Pham_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,2,,,Y,L2:exporter+fp-confirmed,Low,new_unique,pham_2015
566,R&D internationalization and innovation performance,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",2015,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Hsu_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hsu_2015
