seq,extraction_priority,icrv,dpl,fp_type,internationalization_measure_guess,model_type,title,authors,year,journal,doi,doi_link,google_scholar,fulltext_screening_decision,sample_size_n,reported_coefficient,t_value,df_for_t,p_value,converted_r,conversion_formula,performance_measure_guess,country_guess,region_guess,study_period_start,study_period_end,curve_type,ready_for_r,notes_for_extractor,extracted_by,is_oa,oa_status,pdf_url,best_url
1830,1_DOI_FIRST,,3,composite,fsts,,A vicarious learning perspective on the relationship between home-peer performance and export intensity among SMEs,"Baum, Matthias; Sui, Sui; Malhotra, Shavin",2023,INTERNATIONAL MARKETING REVIEW,10.1108/imr-01-2022-0026,https://doi.org/10.1108/imr-01-2022-0026,https://scholar.google.com/scholar?q=A%20vicarious%20learning%20perspective%20on%20the%20relationship%20between%20home-peer%20performance%20and%20export%20intensity%20among%20SMEs,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1834,1_DOI_FIRST,,3,composite,,,Agglomeration and firm performance in times of economic turmoil: Evidence from Tunisian firm-level data,"Amara, Mohamed",2023,GROWTH AND CHANGE,10.1111/grow.12657,https://doi.org/10.1111/grow.12657,https://scholar.google.com/scholar?q=Agglomeration%20and%20firm%20performance%20in%20times%20of%20economic%20turmoil%3A%20Evidence%20from%20Tunisian%20firm-level%20data,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1863,1_DOI_FIRST,,3,composite,,,MNCs' orchestration capability of the 3Ds and financial performance,"Abdelzaher, Dina; de la Torre, Jose; Rolf, Skylar",2023,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-12-2021-0172,https://doi.org/10.1108/ribs-12-2021-0172,https://scholar.google.com/scholar?q=MNCs%27%20orchestration%20capability%20of%20the%203Ds%20and%20financial%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1882,1_DOI_FIRST,,3,composite,,,Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,"Sadeghi, Arash; Aliasghar, Omid; Bouguerra, Abderaouf",2023,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2022.100982,https://doi.org/10.1016/j.intman.2022.100982,https://scholar.google.com/scholar?q=Unpacking%20the%20relationship%20between%20post-entry%20speed%20of%20internationalization%20and%20export%20performance%20of%20SMEs%3A%20A%20capability,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,,https://doi.org/10.1016/j.intman.2022.100982
1887,1_DOI_FIRST,,3,composite,,,Immigrant and native's export benefiting from business collaborations: a global study,"Ashourizadeh, Shayegheh; Saeedikiya, Mehrzad",2023,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2023.128812,https://doi.org/10.1504/ejim.2023.128812,https://scholar.google.com/scholar?q=Immigrant%20and%20native%27s%20export%20benefiting%20from%20business%20collaborations%3A%20a%20global%20study,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,https://research.wur.nl/en/publications/immigrant-and-natives-export-benefiting-from-business-collaborati
1888,1_DOI_FIRST,,3,composite,,,The Relationship Between Export Market Orientation and Firm Performance: A Meta-Analysis of Main and Moderator Effects,"Abdul-Talib, Asmat-Nizam; Zamani, Siti Norhasmaedayu Mohd; Abd Razak, Ili Salsabila",2023,GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,10.22146/gamaijb.65565,https://doi.org/10.22146/gamaijb.65565,https://scholar.google.com/scholar?q=The%20Relationship%20Between%20Export%20Market%20Orientation%20and%20Firm%20Performance%3A%20A%20Meta-Analysis%20of%20Main%20and%20Moderator%20Effects,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://jurnal.ugm.ac.id/gamaijb/article/download/65565/35809,https://jurnal.ugm.ac.id/gamaijb/article/download/65565/35809
1892,1_DOI_FIRST,3,3,,fsts,panel,Slack Resources and Export Intensity: New Empirical Evidence from Vietnam,"Dinh, Thi Thanh Binh; Tu, Thuy Anh; Chu, Thi Mai Phuong",2023,ECONOMIES,10.3390/economies11020068,https://doi.org/10.3390/economies11020068,https://scholar.google.com/scholar?q=Slack%20Resources%20and%20Export%20Intensity%3A%20New%20Empirical%20Evidence%20from%20Vietnam,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.mdpi.com/2227-7099/11/2/68/pdf?version=1676599854,https://www.mdpi.com/2227-7099/11/2/68/pdf?version=1676599854
1894,1_DOI_FIRST,,3,composite,fsts,,How Organizational Resources and Managerial Features Affect Business Performance: An Analysis in the Greek Wine Industry,"Crescimanno, Maria; Mirabella, Claudio; Borsellino, Valeria; Schimmenti, Emanuele; Vrontis, Demetris; Tinervia, Salvatore; Galati, Antonino",2023,SUSTAINABILITY,10.3390/su15043522,https://doi.org/10.3390/su15043522,https://scholar.google.com/scholar?q=How%20Organizational%20Resources%20and%20Managerial%20Features%20Affect%20Business%20Performance%3A%20An%20Analysis%20in%20the%20Greek%20Wine%20Industry,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.mdpi.com/2071-1050/15/4/3522/pdf?version=1676382979,https://www.mdpi.com/2071-1050/15/4/3522/pdf?version=1676382979
1905,1_DOI_FIRST,3,3,,fsts,,Spillover effects of foreign direct investment on manufacturing exports and imports in Indonesia,"Yasin, Mohammad Zeqi; Esquivias, Miguel Angel",2023,STUDIES IN ECONOMICS AND FINANCE,10.1108/sef-12-2022-0551,https://doi.org/10.1108/sef-12-2022-0551,https://scholar.google.com/scholar?q=Spillover%20effects%20of%20foreign%20direct%20investment%20on%20manufacturing%20exports%20and%20imports%20in%20Indonesia,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1911,1_DOI_FIRST,3,3,composite,,,Do international resources configure SMEs' sustainable performance in the digital era? Evidence from Pakistan,"Xin, Yongrong; Khan, Rizwan Ullah; Dagar, Vishal; Qian, Fang",2023,RESOURCES POLICY,10.1016/j.resourpol.2022.103169,https://doi.org/10.1016/j.resourpol.2022.103169,https://scholar.google.com/scholar?q=Do%20international%20resources%20configure%20SMEs%27%20sustainable%20performance%20in%20the%20digital%20era%3F%20Evidence%20from%20Pakistan,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1922,1_DOI_FIRST,3,3,composite,,,"ICT Investment, Adoption of ISO 14000 Certification, and Export Performance in Indian Manufacturing Plants","Goldar, Bishwanath",2023,JOURNAL OF QUANTITATIVE ECONOMICS,10.1007/s40953-023-00350-1,https://doi.org/10.1007/s40953-023-00350-1,https://scholar.google.com/scholar?q=ICT%20Investment%2C%20Adoption%20of%20ISO%2014000%20Certification%2C%20and%20Export%20Performance%20in%20Indian%20Manufacturing%20Plants,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1925,1_DOI_FIRST,,3,composite,fsts,,Are formal institutions ineffective for firm performance? Evidence from the economic community of West African States,"Haini, Hazwan; Baha, Roslee; Wei Loon, Pang",2023,INTERNATIONAL JOURNAL OF SOCIOLOGY AND SOCIAL POLICY,10.1108/ijssp-04-2023-0089,https://doi.org/10.1108/ijssp-04-2023-0089,https://scholar.google.com/scholar?q=Are%20formal%20institutions%20ineffective%20for%20firm%20performance%3F%20Evidence%20from%20the%20economic%20community%20of%20West%20African%20States,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1935,1_DOI_FIRST,,3,composite,,,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages","Bhandari, Krishna Raj; Zamborsky, Peter; Ranta, Mikko; Salo, Jari",2023,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102135,https://doi.org/10.1016/j.ibusrev.2023.102135,https://scholar.google.com/scholar?q=Digitalization%2C%20internationalization%2C%20and%20firm%20performance%3A%20A%20resource-orchestration%20perspective%20on%20new%20OLI%20advantages,Y,,,,,,,,,,,,,,0,source:multi,,True,hybrid,,https://doi.org/10.1016/j.ibusrev.2023.102135
1936,1_DOI_FIRST,3,3,,,,Do National Export Promotion Programs in Indonesia support export competitiveness?,"Heriqbaldi, Unggul; Esquivias, Miguel Angel; Samudro, Bhimo Rizky; Widodo, Wahyu",2023,HELIYON,10.1016/j.heliyon.2023.e16918,https://doi.org/10.1016/j.heliyon.2023.e16918,https://scholar.google.com/scholar?q=Do%20National%20Export%20Promotion%20Programs%20in%20Indonesia%20support%20export%20competitiveness%3F,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,http://www.cell.com/article/S2405844023041257/pdf,http://www.cell.com/article/S2405844023041257/pdf
1942,1_DOI_FIRST,,3,market_return,fsts,,Technological knowledge intensity and entry modes in the European automotive industry,"Buigues, Pierre-Andre; Lacoste, Denis",2023,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2023.131703,https://doi.org/10.1504/ejim.2023.131703,https://scholar.google.com/scholar?q=Technological%20knowledge%20intensity%20and%20entry%20modes%20in%20the%20European%20automotive%20industry,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1957,1_DOI_FIRST,1,3,composite,,,In search of markets and technology: the role of cross-border knowledge for domestic productivity,"Arvanitis, Spyros; Seliger, Florian; Woerter, Martin",2023,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtad045,https://doi.org/10.1093/icc/dtad045,https://scholar.google.com/scholar?q=In%20search%20of%20markets%20and%20technology%3A%20the%20role%20of%20cross-border%20knowledge%20for%20domestic%20productivity,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1966,1_DOI_FIRST,,3,composite,,,"Firm certification and export performance: the case of the ""SME Leader"" label","Pacheco, Luis",2023,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,10.1108/arla-05-2023-0073,https://doi.org/10.1108/arla-05-2023-0073,https://scholar.google.com/scholar?q=Firm%20certification%20and%20export%20performance%3A%20the%20case%20of%20the%20%22SME%20Leader%22%20label,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,https://hdl.handle.net/11328/5197
1981,1_DOI_FIRST,,3,,,,Euro adoption and intra-European Union exporters' productivity: Differences between family and non-family firms,"Rodrigo, Basco; Thomas, Bassetti; Fernando, Munoz-Bullon; Maria, J. Sanchez-Bueno",2023,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,10.1016/j.iedeen.2023.100226,https://doi.org/10.1016/j.iedeen.2023.100226,https://scholar.google.com/scholar?q=Euro%20adoption%20and%20intra-European%20Union%20exporters%27%20productivity%3A%20Differences%20between%20family%20and%20non-family%20firms,Y,,,,,,,,,,,,,,0,source:multi,,True,gold,,https://doi.org/10.1016/j.iedeen.2023.100226
1982,1_DOI_FIRST,,3,,fsts,,A clean road to international trade: Environmental regulations and the cleanliness of export enterprises,"Du, Weijian; Fan, Yuhuan; Li, Mengjie",2023,HELIYON,10.2139/ssrn.4484472,https://doi.org/10.2139/ssrn.4484472,https://scholar.google.com/scholar?q=A%20clean%20road%20to%20international%20trade%3A%20Environmental%20regulations%20and%20the%20cleanliness%20of%20export%20enterprises,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,http://dx.doi.org/10.2139/ssrn.4484472
1996,1_DOI_FIRST,,3,roa,fsts,panel,FINANCIAL PERFORMANCE DETERMINANTS OF UKRAINIAN AGRICULTURAL COMPANIES IN THE PRE-WAR PERIOD,"Lehenchuk, Serhii; Raboshuk, Alina; Zhyhlei, Iryna; Zakharov, Dmytro; Fedoryshyna, Lidiia",2023,AGRICULTURAL AND RESOURCE ECONOMICS-INTERNATIONAL SCIENTIFIC E-JOURNAL,10.51599/are.2023.09.04.05,https://doi.org/10.51599/are.2023.09.04.05,https://scholar.google.com/scholar?q=FINANCIAL%20PERFORMANCE%20DETERMINANTS%20OF%20UKRAINIAN%20AGRICULTURAL%20COMPANIES%20IN%20THE%20PRE-WAR%20PERIOD,Y,,,,,,,,,,,,,,0,source:multi,,True,gold,https://are-journal.com/are/article/download/755/415,https://are-journal.com/are/article/download/755/415
2025,1_DOI_FIRST,,3,composite,,,Does industry experience positively moderate the quadratic relationship between coopetition and financial performance? Evidence from the New Zealand wine sector,"Crick, James M.; Crick, Dave; Peixinho, Jessica M.",2023,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,10.1504/ijesb.2020.10032033,https://doi.org/10.1504/ijesb.2020.10032033,https://scholar.google.com/scholar?q=Does%20industry%20experience%20positively%20moderate%20the%20quadratic%20relationship%20between%20coopetition%20and%20financial%20performance%3F%20E,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
2316,1_DOI_FIRST,,3,,,,How does Internationalisation affect the productivity of R&D activities in large innovative firms? A conditional nonparametric investigation,Laurens P.,2023,Quality and Quantity,10.1007/s11135-022-01391-z,https://doi.org/10.1007/s11135-022-01391-z,https://scholar.google.com/scholar?q=How%20does%20Internationalisation%20affect%20the%20productivity%20of%20R%26D%20activities%20in%20large%20innovative%20firms%3F%20A%20conditional%20nonpara,Y,,,,,,,,,,,,,,0,source:scopus,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11135-022-01391-z.pdf,https://link.springer.com/content/pdf/10.1007/s11135-022-01391-z.pdf
470,1_DOI_FIRST,1,3,Efficiency,Degree of internationalization/multinationality,,Intellectual capital and firm efficiency of US multinational software firms,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",2022,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,https://doi.org/10.1108/jic-02-2021-0041,https://scholar.google.com/scholar?q=Intellectual%20capital%20and%20firm%20efficiency%20of%20US%20multinational%20software%20firms,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
526,1_DOI_FIRST,,3,TBD,Degree of internationalization/multinationality,,"Disaggregating Multinationality: An Empirical Examination of Aggregation, Adaptation, and Arbitrage Activities by U.S. Multinational Corporations","Berry, Heather; Kaul, Aseem",2022,STRATEGY SCIENCE,10.1287/stsc.2022.0158,https://doi.org/10.1287/stsc.2022.0158,https://scholar.google.com/scholar?q=Disaggregating%20Multinationality%3A%20An%20Empirical%20Examination%20of%20Aggregation%2C%20Adaptation%2C%20and%20Arbitrage%20Activities%20by%20U.S.%20Multinational%20Corporations,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
1595,1_DOI_FIRST,,3,composite,,,Making better foreign friendships: the effects of increased cultural diversity in alliance portfolios and portfolio configuration decisions on firm performance,"Li, Ning; Murphy, William Hoggan",2022,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-08-2020-0396,https://doi.org/10.1108/jbim-08-2020-0396,https://scholar.google.com/scholar?q=Making%20better%20foreign%20friendships%3A%20the%20effects%20of%20increased%20cultural%20diversity%20in%20alliance%20portfolios%20and%20portfolio%20conf,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1637,1_DOI_FIRST,,3,composite,,,"Disentangling the relationship between internationalization, incremental and radical innovation, and firm performance","Freixanet, Joan; Rialp, Josep",2022,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1412,https://doi.org/10.1002/gsj.1412,https://scholar.google.com/scholar?q=Disentangling%20the%20relationship%20between%20internationalization%2C%20incremental%20and%20radical%20innovation%2C%20and%20firm%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1653,1_DOI_FIRST,,3,composite,,,"Founders' Prior Shared International Experience, Time to First Foreign Market Entry, and New Venture Performance","Criaco, Giuseppe; Naldi, Lucia; Zahra, Shaker A.",2022,JOURNAL OF MANAGEMENT,10.1177/01492063211029701,https://doi.org/10.1177/01492063211029701,https://scholar.google.com/scholar?q=Founders%27%20Prior%20Shared%20International%20Experience%2C%20Time%20to%20First%20Foreign%20Market%20Entry%2C%20and%20New%20Venture%20Performance,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://journals.sagepub.com/doi/pdf/10.1177/01492063211029701,https://journals.sagepub.com/doi/pdf/10.1177/01492063211029701
1655,1_DOI_FIRST,,3,composite,,,Speed of institutional change and subsidiary performance: The moderating impact of home and host country learning,"Fuentelsaz, Lucio; Garrido, Elisabet; Gonzalez, Minerva",2022,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1416,https://doi.org/10.1002/gsj.1416,https://scholar.google.com/scholar?q=Speed%20of%20institutional%20change%20and%20subsidiary%20performance%3A%20The%20moderating%20impact%20of%20home%20and%20host%20country%20learning,Y,,,,,,,,,,,,,,0,source:wos,,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/gsj.1416,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/gsj.1416
1700,1_DOI_FIRST,,3,,,,The Degree of Internationalization and Firm Productivity: Empirical Evidence from Large Multinationals,"Tsionas, Mike G.; Tzeremes, Nickolaos G.",2022,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12560,https://doi.org/10.1111/1467-8551.12560,https://scholar.google.com/scholar?q=The%20Degree%20of%20Internationalization%20and%20Firm%20Productivity%3A%20Empirical%20Evidence%20from%20Large%20Multinationals,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1706,1_DOI_FIRST,,3,sales_growth,fsts,,Exporting by Private Equity-Backed Portfolio Companies,"Wilson, Nick; Uddin, Moshfique; Wright, Mike",2022,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12566,https://doi.org/10.1111/1467-8551.12566,https://scholar.google.com/scholar?q=Exporting%20by%20Private%20Equity-Backed%20Portfolio%20Companies,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1710,1_DOI_FIRST,,3,composite,,,The synergistic impact between internationalization and supply-and-demand interaction on firm performance: a study of environmental responsibility in social networking service,"Kim, YooJung; Seo, Yejung",2022,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-05-2021-0679,https://doi.org/10.1108/ijchm-05-2021-0679,https://scholar.google.com/scholar?q=The%20synergistic%20impact%20between%20internationalization%20and%20supply-and-demand%20interaction%20on%20firm%20performance%3A%20a%20study%20of%20en,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1714,1_DOI_FIRST,3,3,sales_growth,fsts,,Benefitting from Investment Abroad? Evidence from Indian Manufacturing,"Chawla, Isha",2022,ASIA AND THE GLOBAL ECONOMY,10.1016/j.aglobe.2021.100022,https://doi.org/10.1016/j.aglobe.2021.100022,https://scholar.google.com/scholar?q=Benefitting%20from%20Investment%20Abroad%3F%20Evidence%20from%20Indian%20Manufacturing,Y,,,,,,,,,,,,,,0,source:multi,,True,gold,,https://doi.org/10.1016/j.aglobe.2021.100022
1719,1_DOI_FIRST,,3,,,,Home-market economic development as a moderator of the self-selection and learning-by-exporting effects,"Vendrell-Herrero, Ferran; Darko, Christian K.; Gomes, Emanuel; Lehman, David W.",2022,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-021-00481-8,https://doi.org/10.1057/s41267-021-00481-8,https://scholar.google.com/scholar?q=Home-market%20economic%20development%20as%20a%20moderator%20of%20the%20self-selection%20and%20learning-by-exporting%20effects,Y,,,,,,,,,,,,,,0,source:multi,,True,green,,https://research.birmingham.ac.uk/en/publications/c5ffabba-ec7c-4ef1-94d9-4ba99961335b
1720,1_DOI_FIRST,2,3,composite,,,"Gender, talent management and firm performance: MNCs' female-focused talent management practices in Russia","Latukha, Marina; Michailova, Snejina; Ott, Dana L.; Khasieva, Daria; Kostyuk, Daria",2022,EMPLOYEE RELATIONS,10.1108/er-04-2021-0132,https://doi.org/10.1108/er-04-2021-0132,https://scholar.google.com/scholar?q=Gender%2C%20talent%20management%20and%20firm%20performance%3A%20MNCs%27%20female-focused%20talent%20management%20practices%20in%20Russia,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1721,1_DOI_FIRST,3,3,composite,,ols,Eyes open and hands on: market knowledge and marketing capabilities in export markets,"Hoque, Mohammad Tayeenul; Ahammad, Mohammad Faisal; Tzokas, Nikolaos; Tarba, Shlomo; Nath, Prithwiraj",2022,INTERNATIONAL MARKETING REVIEW,10.1108/imr-01-2021-0003,https://doi.org/10.1108/imr-01-2021-0003,https://scholar.google.com/scholar?q=Eyes%20open%20and%20hands%20on%3A%20market%20knowledge%20and%20marketing%20capabilities%20in%20export%20markets,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1727,1_DOI_FIRST,3,3,composite,fsts,,Promoting organizational diversity and preserving socioemotional wealth: can family businesses balance the two?,"Das, Arindam",2022,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-06-2021-0060,https://doi.org/10.1108/jfbm-06-2021-0060,https://scholar.google.com/scholar?q=Promoting%20organizational%20diversity%20and%20preserving%20socioemotional%20wealth%3A%20can%20family%20businesses%20balance%20the%20two%3F,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1733,1_DOI_FIRST,,3,composite,fsts,,'R&D and export performance: exploring heterogeneity along the export intensity distribution',"Benfratello, L.; Bottasso, A.; Piccardo, C.",2022,JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS,10.1007/s40812-022-00209-1,https://doi.org/10.1007/s40812-022-00209-1,https://scholar.google.com/scholar?q=%27R%26D%20and%20export%20performance%3A%20exploring%20heterogeneity%20along%20the%20export%20intensity%20distribution%27,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s40812-022-00209-1.pdf,https://link.springer.com/content/pdf/10.1007/s40812-022-00209-1.pdf
1738,1_DOI_FIRST,3,3,composite,,,"Internationalization motives, location advantages and performance: the case of Indian firms from knowledge-intensive industries","Ahsan, Faisal Mohammad; Sinha, Ashutosh Kumar",2022,CROSS CULTURAL & STRATEGIC MANAGEMENT,10.1108/ccsm-07-2021-0119,https://doi.org/10.1108/ccsm-07-2021-0119,https://scholar.google.com/scholar?q=Internationalization%20motives%2C%20location%20advantages%20and%20performance%3A%20the%20case%20of%20Indian%20firms%20from%20knowledge-intensive%20ind,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1744,1_DOI_FIRST,,3,composite,,,"The complex interplay of firm innovation, internationalization and learning capability in driving firm performance: a configurational analysis","Freixanet, Joan; Federo, Ryan",2022,JOURNAL OF STRATEGY AND MANAGEMENT,10.1108/jsma-11-2021-0220,https://doi.org/10.1108/jsma-11-2021-0220,https://scholar.google.com/scholar?q=The%20complex%20interplay%20of%20firm%20innovation%2C%20internationalization%20and%20learning%20capability%20in%20driving%20firm%20performance%3A%20a%20co,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1748,1_DOI_FIRST,,3,composite,,logit_probit,The innovation and exports interplay across Africa: Does business environment matter?,"Tandrayen-Ragoobur, Verena",2022,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2022.2051588,https://doi.org/10.1080/09638199.2022.2051588,https://scholar.google.com/scholar?q=The%20innovation%20and%20exports%20interplay%20across%20Africa%3A%20Does%20business%20environment%20matter%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1753,1_DOI_FIRST,,3,composite,,,Turning the Tables: The Relationship Between Performance and Multinationality,"Schmuck, Alice; Lagerstrom, Katarina; Sallis, James",2022,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-022-00464-3,https://doi.org/10.1007/s11575-022-00464-3,https://scholar.google.com/scholar?q=Turning%20the%20Tables%3A%20The%20Relationship%20Between%20Performance%20and%20Multinationality,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11575-022-00464-3.pdf,https://link.springer.com/content/pdf/10.1007/s11575-022-00464-3.pdf
1760,1_DOI_FIRST,0,3,composite,,,Impact of sourcing from the informal economy on the export likelihood and performance of emerging economy firms,"Escobar, Octavio; Lamotte, Olivier; Colovic, Ana; Meschi, Pierre-Xavier",2022,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtab068,https://doi.org/10.1093/icc/dtab068,https://scholar.google.com/scholar?q=Impact%20of%20sourcing%20from%20the%20informal%20economy%20on%20the%20export%20likelihood%20and%20performance%20of%20emerging%20economy%20firms,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1765,1_DOI_FIRST,2,3,composite,,,CSR and Long-Term Corporate Performance: The Moderating Effects of Government Subsidies and Peer Firm's CSR,"Zhao, Wenli; Ye, Guangyu; Xu, Guangyi; Liu, Chong; Deng, Dandan; Huang, Ming",2022,SUSTAINABILITY,10.3390/su14095543,https://doi.org/10.3390/su14095543,https://scholar.google.com/scholar?q=CSR%20and%20Long-Term%20Corporate%20Performance%3A%20The%20Moderating%20Effects%20of%20Government%20Subsidies%20and%20Peer%20Firm%27s%20CSR,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.mdpi.com/2071-1050/14/9/5543/pdf?version=1651745957,https://www.mdpi.com/2071-1050/14/9/5543/pdf?version=1651745957
1771,1_DOI_FIRST,,3,composite,,,The Impact of Breakthrough Innovations on the Export Performance of SMEs in Developing Countries: The Moderating Role of Institutional Factors,"Hashmi, Hammad Bin Azam; Voinea, Cosmina L.; Ooms, Ward; Caniels, Marjolein C. J.",2022,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2022.888697,https://doi.org/10.3389/fpsyg.2022.888697,https://scholar.google.com/scholar?q=The%20Impact%20of%20Breakthrough%20Innovations%20on%20the%20Export%20Performance%20of%20SMEs%20in%20Developing%20Countries%3A%20The%20Moderating%20Role%20of,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.888697/pdf,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.888697/pdf
1790,1_DOI_FIRST,,3,composite,,,"The Relationship Between Timing, Speed, and Performance in Foreign Market Network Entry","Hilmersson, Mikael; Schweizer, Roger; Chetty, Sylvie",2022,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-022-00470-5,https://doi.org/10.1007/s11575-022-00470-5,https://scholar.google.com/scholar?q=The%20Relationship%20Between%20Timing%2C%20Speed%2C%20and%20Performance%20in%20Foreign%20Market%20Network%20Entry,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11575-022-00470-5.pdf,https://link.springer.com/content/pdf/10.1007/s11575-022-00470-5.pdf
1808,1_DOI_FIRST,1,3,composite,,sem,Performance from building smart factories of small- and medium-sized enterprises: the moderating effects of product complexity and company size,"Kim, Hyunjung",2022,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,10.1108/ijopm-10-2021-0654,https://doi.org/10.1108/ijopm-10-2021-0654,https://scholar.google.com/scholar?q=Performance%20from%20building%20smart%20factories%20of%20small-%20and%20medium-sized%20enterprises%3A%20the%20moderating%20effects%20of%20product%20comp,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1817,1_DOI_FIRST,2,3,,,,Is there ?productivity paradox? in Chinese producer-service enterprises' OFDI?,"Dai, Yixin; Zhang, Ruijia; Hu, Hanqing; Hou, Keqiang",2022,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,10.1016/j.irfa.2022.102318,https://doi.org/10.1016/j.irfa.2022.102318,https://scholar.google.com/scholar?q=Is%20there%20%3Fproductivity%20paradox%3F%20in%20Chinese%20producer-service%20enterprises%27%20OFDI%3F,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
