source,source_id,authors,year,title,journal,doi,abstract
scopus,2-s2.0-105038193102,Zhang X.,2026,Corporate performance effects of digital empowerment under the Belt and Road Initiative: Evidence from M&A performance and green performance,International Review of Economics and Finance,10.1016/j.iref.2026.105315,
scopus,2-s2.0-105031942869,Chen H.,2026,"Supply chain finance participation and outward FDI: The roles of productivity, financial frictions, and information asymmetry",Economic Modelling,10.1016/j.econmod.2026.107559,
scopus,2-s2.0-105026401753,Song H.J.,2026,Non-Home-Base Internationalization and Firm Performance in the Hospitality Industry: The Moderating Role of Board Capital,Cornell Hospitality Quarterly,10.1177/19389655251405170,
scopus,2-s2.0-105038119555,Gabrielsson M.,2026,International network-oriented behavior as a strategic mechanism driving financial performance and the moderating role of absorptive capacity,Industrial Marketing Management,10.1016/j.indmarman.2026.05.002,
scopus,2-s2.0-105023975743,Cooper R.,2026,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",International Economic Review,10.1111/iere.70042,
scopus,2-s2.0-105029360717,Lan M.,2026,Can industrial technology convergence facilitate firms' international expansion? Firm-level empirical evidence from China,Economic Modelling,10.1016/j.econmod.2026.107524,
scopus,2-s2.0-105029272363,Arneja N.,2026,Imported intermediates and firm performance: A difference-in-differences analysis of matched Indian manufacturing firms,Technological Forecasting and Social Change,10.1016/j.techfore.2026.124571,
scopus,2-s2.0-105035663695,Yu X.,2026,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbon emissions in China's light industry,Energy Strategy Reviews,10.1016/j.esr.2026.102215,
scopus,2-s2.0-105033397279,Torrent-Sellens J.,2026,"Digital Transformation, Internationalization and Productivity in Small and Medium-Sized Enterprises: Unravelling Effects from Spain",Journal of the Knowledge Economy,10.1007/s13132-026-03199-w,
scopus,2-s2.0-105009704692,Anh D.L.T.,2026,Global Climate Risks and Agricultural Firm Performance in Vietnam,Agribusiness,10.1002/agr.70007,
scopus,2-s2.0-105029759842,Adem A.,2026,Choice versus necessity: understanding service diversification and firm performance in manufacturing,Journal of Business Research,10.1016/j.jbusres.2025.115949,
scopus,2-s2.0-105028257155,Yang Z.,2026,Artificial intelligence technology and firms’ OFDI: Evidence from China,International Review of Economics and Finance,10.1016/j.iref.2026.104920,
scopus,2-s2.0-105002644917,Grover C.,2026,Analyzing energy efficiency decisions in India’s energy-intensive industries,International Journal of Energy Sector Management,10.1108/ijesm-12-2024-0013,
scopus,2-s2.0-105029627375,Xu M.,2026,"The data-driven decision-making, sustainable value creation, and international firm performance: Micro-level evidence based on AI language models",Plos One,10.1371/journal.pone.0340731,
scopus,2-s2.0-85211128043,Wang M.,2026,New market entry of Chinese mobile e-commerce platforms in context of growth desperation–a case study based on Pinduoduo’s internationalization strategy,Kybernetes,10.1108/k-01-2024-0027,
scopus,2-s2.0-105026777923,Satchachai P.,2026,Estimating Outward FDI Flows under the Heterogeneous Firm Model: A Case Study of Selected Asian Economies,Thailand and the World Economy,,
scopus,2-s2.0-105035400897,Kaur N.,2026,Non-linear Effects of Advertising Spending on Firm Performance: A Fixed-effects Panel Analysis of the Moderating Role of Internationalization,Global Business Review,10.1177/09721509261437526,
scopus,2-s2.0-105033477620,Kagere B.R.,2026,Product innovation strategy and firm performance: Novelty and internationalization as mediators,Journal of Small Business Management,10.1080/00472778.2026.2640356,
scopus,2-s2.0-105029700976,Hussain W.,2026,Internationalization channels and firm financial performance among Asia-Pacific Corporations. Does ESG integration in business matter?,Environment Development and Sustainability,10.1007/s10668-026-07324-2,
scopus,2-s2.0-105028874309,Guimarães A.,2026,Digital maturity and business performance in industry 4.0: evidence from industrial firms in Portugal's Dão Lafões region,International Journal of Productivity and Performance Management,10.1108/ijppm-08-2025-0839,
scopus,2-s2.0-105030719112,Lu W.M.,2026,"ESG as a Context-Contingent Capability: Competitive Intensity, Internationalization, and Efficiency in the Global Clothing Industry",Corporate Social Responsibility and Environmental Management,10.1002/csr.70460,
scopus,2-s2.0-105031001700,Bootvong P.,2026,Classifying Thai agro-food SMEs by internationalisation potential: a Self-Organising Map analysis,Cogent Business and Management,10.1080/23311975.2026.2630437,
scopus,2-s2.0-105038175139,Liu R.R.,2026,Early Internationalization in Family and Non-family Firms: Performance Implications and the Role of Non-family Managers,Management International Review,10.1007/s11575-026-00618-7,
scopus,2-s2.0-105028473672,Li J.,2026,Digital industry agglomeration and internationalization of enterprises - evidence from the stability of China’s firm embedding in global value chains,Journal of Applied Economics,10.1080/15140326.2026.2617752,
scopus,2-s2.0-105024702009,Belloc F.,2026,"Subsidies, new firms, and productivity in global manufacturing",International Journal of Industrial Organization,10.1016/j.ijindorg.2025.103238,
scopus,2-s2.0-105035397763,Cattaruzzo S.,2026,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity and Exports",Journal of the Knowledge Economy,10.1007/s13132-026-03261-7,
scopus,2-s2.0-105024440968,Kwon N.,2026,Is the pursuit of a competition-friendly industrial policy desirable? Evidence from Korea's post-Asian Financial Crisis policy shift,International Journal of Industrial Organization,10.1016/j.ijindorg.2025.103233,
scopus,2-s2.0-105025944450,Murhadi W.R.,2025,Governance and internationalisation on firm performance: A case study in Indonesia and Malaysia,Revista De Metodos Cuantitativos Para La Economia Y La Empresa,10.46661/rev.metodoscuant.econ.empresa.10865,
scopus,2-s2.0-105013571318,Le M.H.,2025,"The Moderating Effect of Multinationality on Environmental, Social, and Governance and Efficiency: A Strategic Analysis of Multinational Enterprises",Business Strategy and the Environment,10.1002/bse.70126,
scopus,2-s2.0-105018505164,Cheng C.,2025,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,Journal of International Management,10.1016/j.intman.2025.101308,
scopus,2-s2.0-105037344569,Novinc F.,2025,IS COST COMPETITIVENESS A SUFFICIENT DRIVING FORCE FOR CROATIAN EXPORTS?,South East European Journal of Economics and Business,10.2478/jeb-2025-0016,
scopus,2-s2.0-105024489569,Nguyen N.M.,2025,Effects of internationalization on supply chain agility and business performance of manufacturing firms in Vietnam,Journal of Global Operations and Strategic Sourcing,10.1108/jgoss-10-2024-0102,
scopus,2-s2.0-85197717515,Shershunovich Y.,2025,"Clean, competitive, and productive? The impact of environment-friendly technologies on exporting and productivity of the manufacturing companies in Belarus",Natural Resources Forum,10.1111/1477-8947.12525,
scopus,2-s2.0-105025249057,Goel R.,2025,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,Margin,10.1177/00252921251401022,
scopus,2-s2.0-105011377392,Lin B.,2025,Navigating trade barriers: How anti-dumping and countervailing policies affect outward foreign direct investment of Chinese solar photovoltaic firms,Energy Policy,10.1016/j.enpol.2025.114793,
scopus,2-s2.0-105014295144,Kim E.,2025,Political visits and foreign direct investment,Journal of Business Research,10.1016/j.jbusres.2025.115657,
scopus,2-s2.0-105034031280,Reddy K.,2025,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",Asia Pacific Sustainable Development Journal,10.18356/26178419-32-2-5,
scopus,2-s2.0-85210519944,Afrifa G.A.,2025,Beyond Labels: Unveiling the Interplay Between Identity and Name Changes in Firm Performance,International Journal of Finance and Economics,10.1002/ijfe.3084,
scopus,2-s2.0-105009304388,Kim Y.A.,2025,"Women's representation on boards, diversity practices, and internationalization: Evidence from greenfield investment",International Business Review,10.1016/j.ibusrev.2025.102481,
scopus,2-s2.0-105026059637,Pedrazzoli A.,2025,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,Socio Economic Review,10.1093/ser/mwaf006,
scopus,2-s2.0-105009272737,Lee J.M.,2025,Rethinking the performance implication of regional diversification: The interplay between intra- and inter-regional diversification,Journal of Business Research,10.1016/j.jbusres.2025.115519,
scopus,2-s2.0-85120490693,Rashid A.,2025,"Effects of Export Orientation, Exchange Rates and Leverage on Firm Productivity: Evidence from Pakistan",Global Business Review,10.1177/09721509211056480,
scopus,2-s2.0-105018066905,Widyastuti A.,2025,Political Connections and M&As Outcomes: Bibliometric Analysis and Research Agenda,Scientific Annals of Economics and Business,10.47743/saeb-2025-0030,
scopus,2-s2.0-85201809063,Forcadell F.J.,2025,The effect of restructuring internationalized companies on performance: Evidence from European firms,European Management Review,10.1111/emre.12672,
scopus,2-s2.0-105011497345,Roesch M.,2025,Do workers or firms drive the foreign acquisition wage gap?,European Economic Review,10.1016/j.euroecorev.2025.105105,
scopus,2-s2.0-105009912134,Matuszczak L.,2025,Determinants of Exports of Services Firm-Level Analysis Combined With the Gravity Model Framework,World Economy,10.1111/twec.13724,
scopus,2-s2.0-105007690168,Mansouri S.,2025,"Linking Dynamic Capabilities to Export Performance in Africa: The Moderating Roles of Institutional Support, Sociopolitical Context, and Perceived Corruption",Thunderbird International Business Review,10.1002/tie.70001,
scopus,2-s2.0-85210748820,Frey R.,2025,Internationalisation as a boost for many firms: evidence from Germany,Review of World Economics,10.1007/s10290-024-00567-z,
scopus,2-s2.0-105007100978,He H.,2025,The impact of national centralized drug procurement policy on firm performance: Evidence from Chinese pharmaceutical firms,Transportation Research Part E Logistics and Transportation Review,10.1016/j.tre.2025.104225,
scopus,2-s2.0-105011954295,Berlingieri G.,2025,Service Offshoring and Export Experience,Economic Journal,10.1093/ej/ueaf020,
scopus,2-s2.0-105002787741,Martos-Pedrero A.,2025,"Internationalization, innovation, and resilience: Financial performance of agricultural cooperatives in southeastern Spain's rural economy",Journal of Rural Studies,10.1016/j.jrurstud.2025.103682,
scopus,2-s2.0-85189010466,Fuertes-Callén Y.,2025,The role of organisational factors and environmental conditions on the success of newly founded firms,Journal of Management and Organization,10.1017/jmo.2023.13,
scopus,2-s2.0-105011630301,Lukason O.,2025,Being (Not) Successful in Internationalisation After Receiving Export Support: Which Predictors Are Able to Forecast It and How Accurately?,Information Switzerland,10.3390/info16070544,
scopus,2-s2.0-105004346031,Zhu Q.,2025,The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,Finance Research Letters,10.1016/j.frl.2025.107515,
scopus,2-s2.0-105020799861,Sun K.,2025,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,European Review of Agricultural Economics,10.1093/erae/jbae024,
scopus,2-s2.0-105010321863,Bukalska E.,2025,The Impact of Internationalization on Firm Performance of High-Tech Companies in Poland in the Context of Covid-19,Engineering Economics,10.5755/j01.ee.36.3.31403,
scopus,2-s2.0-105011961510,Galvis Ciro J.C.,2025,Internationalization and financial performance in Colombian firms,Revista De Metodos Cuantitativos Para La Economia Y La Empresa,10.46661/rev.metodoscuant.econ.empresa.10640,
scopus,2-s2.0-105008004543,Radović Marković M.M.,2025,Gender Perspectives on SME International Trade and Revenue in the Digital Era: Evidence from Serbia,Journal of Women S Entrepreneurship and Education,10.28934/jwee25.12.pp198-216,
scopus,2-s2.0-105008955365,Rózański J.,2025,Internationalisation and the Financial Performance of Companies,Folia Oeconomica Stetinensia,10.2478/foli-2025-0013,
scopus,2-s2.0-105008990745,Geldres-Weiss V.V.,2025,"Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",Sustainability Switzerland,10.3390/su17125381,
scopus,2-s2.0-105001852904,Edeh J.,2025,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capabilities",Technological Forecasting and Social Change,10.1016/j.techfore.2025.124123,
scopus,2-s2.0-85197178486,Jiang F.,2025,Foreign corporations as large shareholders,Journal of Financial Research,10.1111/jfir.12421,
scopus,2-s2.0-105002155150,Andreu R.,2025,The role of intellectual capital and women managers in the internationalization-performance relationship: An analysis of Spanish hotel firms,Journal of Business Research,10.1016/j.jbusres.2025.115378,
scopus,2-s2.0-105005609030,Csurilla G.,2025,"Wine, markups, and export behavior: Evidence from Hungary",Journal of Wine Economics,10.1017/jwe.2025.7,
scopus,2-s2.0-105001960537,Yu P.,2025,Overcoming the ESG Voids at Home: Supplier ESG Performance and the Internationalization of Emerging Market Multinational Enterprises,Management International Review,10.1007/s11575-025-00573-9,
scopus,2-s2.0-85217768635,Yang Y.,2025,Including A-shares in the MSCI index and enterprises’ Total factor productivity—impact on China's micro-enterprises,Finance Research Letters,10.1016/j.frl.2025.106925,
scopus,2-s2.0-105000318476,Wang X.,2025,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,International Review of Economics and Finance,10.1016/j.iref.2025.103973,
scopus,2-s2.0-105005527910,Zhang D.,2025,"Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",Studies in Business and Economics,10.2478/sbe-2025-0016,
scopus,2-s2.0-105000976123,Chen S.H.,2025,The Joint Effects of Firm’s Globalization and ESG Rating on Financial Performance: Evidence from Food Industry in Taiwan,Sustainability Switzerland,10.3390/su17062580,
scopus,2-s2.0-85215366056,Heriqbaldi U.,2025,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100479,
scopus,2-s2.0-85219188517,Anggara A.A.,2025,"Does Maintaining Resources, Diversification, and Internationalization Matter for Achieving High Firm Performance? A Sustainable Competitiveness Strategy for China Taipei Firms",Sustainability Switzerland,10.3390/su17041576,
scopus,2-s2.0-85205850878,Khasanov S.,2025,Firm productivity and manufacturing exports in transition economies: An institutional and trade geography perspective,International Economics and Economic Policy,10.1007/s10368-024-00629-5,
scopus,2-s2.0-85214410642,Garrab M.Y.,2025,"Dynamic capabilities, ordinary capabilities and international intensity contributions to performance",Review of International Business and Strategy,10.1108/ribs-09-2023-0102,
scopus,2-s2.0-105026605158,Lima P.G.,2025,"Female CEOs, SMEs performance and internationalization: empirical evidence from European peripheral and Nordic countries",Management Research Review,10.1108/mrr-12-2024-0924,
scopus,2-s2.0-105023844316,Chang Y.,2025,RMB internationalization and firms’ total factor productivity—micro-analysis based on the dual circulation perspective,Asia Pacific Journal of Accounting and Economics,10.1080/16081625.2025.2596994,
scopus,2-s2.0-105007092137,Zhong X.,2025,"Financial performance shortfalls, innovation performance shortfalls and returnee executives: does the internationalization of firms matter?",International Marketing Review,10.1108/imr-02-2024-0045,
scopus,2-s2.0-105016407867,Huang J.,2025,The Impact of Digital Technology Adoption and Internationalization on Manufacturing Firms’ Performance in China,International Journal of Economics and Management,10.47836/ijeam.19.2.03,
scopus,2-s2.0-105013588149,Liu B.,2025,The effects of ceos’ personality traits on firm’s internationalization rhythm,Asia Pacific Journal of Management,10.1007/s10490-025-10054-0,
scopus,2-s2.0-105004431172,Ahmed M.M.M.,2025,The management accounting system design in family firms: the role of leadership and entrepreneurial orientation,Journal of Financial Reporting and Accounting,10.1108/jfra-10-2024-0756,
scopus,2-s2.0-105030694767,Mataveli M.,2025,The relationship between internationalisation strategies and human capital in Brazilian companies,Journal for Global Business Advancement,10.1504/jgba.2025.151729,
scopus,2-s2.0-105000201118,Akhgari M.,2025,Foreign Market Expansion Commitment and SMEs Financial Performance,Journal of International Consumer Marketing,10.1080/08961530.2025.2475439,
scopus,2-s2.0-105021131635,Li G.,2025,How Can Enterprise Digital Transformation Facilitate Internationalization?,Sage Open,10.1177/21582440251346204,
scopus,2-s2.0-105017986968,Zhang Y.,2025,Does internationalization trigger digital innovation?,Review of World Economics,10.1007/s10290-025-00613-4,
scopus,2-s2.0-105020733887,Rehman S.,2025,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,Cogent Business and Management,10.1080/23311975.2025.2576281,
scopus,2-s2.0-85209988795,Liu C.,2025,Exploring the determinants of systematic risk through machine learning: evidence from Chinese listed companies,Applied Economics,10.1080/00036846.2024.2431170,
scopus,2-s2.0-105005863974,Kostiuchenko N.,2025,Beyond resource intensity: unveiling the determinants of Russian MNEs’ integration into global value chains,Post Communist Economies,10.1080/14631377.2025.2503036,
scopus,2-s2.0-85208357520,Askarzadeh A.,2025,The effect of international diversification on investment efficiency,Research in International Business and Finance,10.1016/j.ribaf.2024.102641,
scopus,2-s2.0-105007305973,Singh A.,2025,Understanding the link between philanthropy and performance: the role of international strategies,International Marketing Review,10.1108/imr-08-2024-0299,
scopus,2-s2.0-105014798970,Alsahlawi R.,2025,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,Journal of Accounting in Emerging Economies,10.1108/jaee-01-2025-0028,
scopus,2-s2.0-105000746806,Krenz A.,2025,Does gender matter for export behavior? Evidence for German companies,International Journal of Gender and Entrepreneurship,10.1108/ijge-05-2024-0179,
scopus,2-s2.0-105000673313,Maurseth P.B.,2025,FDI and trade for foreign market entry: theory and evidence from Estonia,Baltic Journal of Economics,10.1080/1406099x.2025.2463863,
scopus,2-s2.0-105018681511,Carbonell Garcia D.,2025,The moderating effect of digital transformation on environmental turbulence in emerging economies-advancing business model innovation research,Benchmarking,10.1108/bij-03-2025-0216,
scopus,2-s2.0-105025749884,Audretsch D.B.,2025,Knowledge spillovers and public investment in innovation: empirical evidence from the United Kingdom,Economics of Innovation and New Technology,10.1080/10438599.2025.2608039,
scopus,2-s2.0-85211201764,Saripalle M.,2025,Driving productivity: a comparison of the Indian automobile manufacturers and component suppliers,Asian Journal of Technology Innovation,10.1080/19761597.2024.2434068,
scopus,2-s2.0-105021443977,Kalubandi S.C.,2025,Role of foreign market knowledge and home country institutions in international entrepreneurship-performance relationship: a meta-analysis,Asia Pacific Journal of Management,10.1007/s10490-025-10076-8,
scopus,2-s2.0-105009910090,Anuvinda A.,2025,The nexus between total factor productivity and the backsourcing decision: evidence from India’s manufacturing sector,Applied Economics,10.1080/00036846.2025.2527986,
scopus,2-s2.0-105014877228,Teixeira J.F.,2025,Unlocking compliance: assets impairment disclosure,International Journal of Accounting and Information Management,10.1108/ijaim-11-2024-0425,
scopus,2-s2.0-105024888237,Danta S.,2025,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,Global Business Review,10.1177/09721509251399758,
scopus,2-s2.0-105019958276,Anurakti S.,2025,Determinants of Anti-dumping Petition in the Chemical and Pharmaceutical Sectors in India,South Asia Economic Journal,10.1177/13915614251375809,
scopus,2-s2.0-105024452283,Shahbazi K.,2025,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,Competitiveness Review,10.1108/cr-04-2024-0074,
scopus,2-s2.0-85150646148,Raju S.,2024,Impact of imports from China on Indian manufacturing performance: an analysis of trade competitiveness,International Journal of Emerging Markets,10.1108/ijoem-02-2022-0223,
scopus,2-s2.0-85194773158,Arbelo A.,2024,Internationalization and individual firm performance: a resource-based view,Eurasian Business Review,10.1007/s40821-024-00276-5,
scopus,2-s2.0-85181949214,Khatua A.,2024,The internationalization and performance of INVs: Liability or learning advantages of newness?,Journal of International Entrepreneurship,10.1007/s10843-023-00345-2,
scopus,2-s2.0-85204432314,Hosseini M.,2024,"When market leads innovation: The interplay of internationalisation, innovation and productivity among Swedish wood manufacturing SMEs",World Economy,10.1111/twec.13639,
scopus,2-s2.0-85213447415,Werbik A.,2024,Coming Home in the Age of Industry 4.0? The Effects of Offshoring and Backshoring on Manufacturing Companies’ Success,Sci,10.3390/sci6040058,
scopus,2-s2.0-85147421349,Correa da Cunha H.,2024,Firm internationalization approaches and performance: the moderating role of the home country's formal institutions,International Journal of Emerging Markets,10.1108/ijoem-08-2021-1299,
scopus,2-s2.0-85204926530,Chung H.F.L.,2024,"The effect of standardized advertising, managerial ties and born global orientation on export performance",Journal of Business and Industrial Marketing,10.1108/jbim-12-2023-0761,
scopus,2-s2.0-85202025283,Jalali H.S.,2024,Trade policy revisited: how government support initiatives affect international performance in SMEs?,Review of International Business and Strategy,10.1108/ribs-02-2024-0015,
scopus,2-s2.0-85197551979,Carchano M.,2024,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,Corporate Social Responsibility and Environmental Management,10.1002/csr.2894,
scopus,2-s2.0-85183024939,Song S.,2024,What skills do hospitality executives need for better financial outcomes from internationalization?,Tourism Economics,10.1177/13548166241228879,
scopus,2-s2.0-85211135921,Soesetio Y.,2024,"Entrepreneurial Orientation, Innovation, Competitiveness, and Performance of Ultra-Micro and Micro Enterprises in Indonesia",Global Business and Finance Review,10.17549/gbfr.2024.29.10.55,
scopus,2-s2.0-85195298656,Labella R.C.,2024,The ISO 14001 standard's effect on agrifood small- and medium-sized enterprises' performance: Literature review and empirical evidence,Business Strategy and the Environment,10.1002/bse.3818,
scopus,2-s2.0-85192498318,Amin A.,2024,Effects of female CEO and female CFO on internationalization and firm performance,Corporate Governance Bingley,10.1108/cg-12-2022-0512,
scopus,2-s2.0-85206829151,Wudu A.,2024,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,Heliyon,10.1016/j.heliyon.2024.e39486,
scopus,2-s2.0-85169803340,Shen S.,2024,A novel model linking UN SDGs with international experience and firm performance,International Business Review,10.1016/j.ibusrev.2023.102170,
scopus,2-s2.0-85179687462,Batsakis G.,2024,The Effect of Foreign Divestment on Subsequent Firm Performance: The Moderating Role of Spatial and Temporal Dispersion of Prior Divestment Experience,British Journal of Management,10.1111/1467-8551.12786,
scopus,2-s2.0-85203185755,Ding S.,2024,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,Baltic Journal of Management,10.1108/bjm-02-2024-0058,
scopus,2-s2.0-85163636344,Li Z.,2024,Digital resilience and firm internationalization: a study of Chinese listed companies,Journal of Enterprise Information Management,10.1108/jeim-02-2023-0095,
scopus,2-s2.0-85196362902,Fu Y.,2024,"Enterprises’ internationalization, R&D investment and enterprise performance",Finance Research Letters,10.1016/j.frl.2024.105721,
scopus,2-s2.0-85203305961,Wisudanto ,2024,How Does Internationalization Affect The Performance Of Indonesian Family Firms With CEOs’ Demographics As Moderators?,Thailand and the World Economy,,
scopus,2-s2.0-85204034156,Srividhya M.,2024,Internationalization at Inception: Insights from the Indian Textile Industry's Born Globals,Journal of Economic Integration,10.11130/jei.2024033,
scopus,2-s2.0-85207025944,Soesetio Y.,2024,The role of internationalisation in moderating the impact of ESG disclosure on financial performance,Economics and Business Review,10.18559/ebr.2024.3.1217,
scopus,2-s2.0-85203987993,Wu R.,2024,"Impact of Environmental, Social, and Governance on Innovation in Chinese Listed Firms",Sustainability Switzerland,10.3390/su16177482,
scopus,2-s2.0-85188552474,Liu H.,2024,Foreign bank entry and the outward foreign direct investment of companies: evidence from China,Journal of International Business Studies,10.1057/s41267-024-00693-8,
scopus,2-s2.0-85186468956,Sainam P.,2024,Emerging Market Firms’ Internationalization Pricing Strategies: The Role of Country of Origin and Organizational Learning,Journal of International Marketing,10.1177/1069031x241226668,
scopus,2-s2.0-105019082907,Petersen N.H.,2024,"Digital and International Growth Hacking Business Models: Born Globals, Born Digitals, and Synergies",Digital Technologies Research and Applications,10.54963/dtra.v3i2.247,
scopus,2-s2.0-85187333191,Fu Y.,2024,"Internationalization rhythm and innovation performance: The effects of internationalization speed, organizational slack, and competitive intensity",International Business Review,10.1016/j.ibusrev.2024.102274,
scopus,2-s2.0-85190463150,Kind A.,2024,Locally-rooted directors,Review of Quantitative Finance and Accounting,10.1007/s11156-024-01266-4,
scopus,2-s2.0-85201665738,Suwanprasert W.,2024,Pure-Exporter Premiums,Southeast Asian Journal of Economics,,
scopus,2-s2.0-85198849348,Lages L.F.,2024,"Balancing people, planet and profit: export strategies for sustainable value creation",Sustainability Accounting Management and Policy Journal,10.1108/sampj-09-2023-0687,
scopus,2-s2.0-85197536744,Wang S.,2024,"Environmental, social and governance performance: Can and how it improve internationalization of Chinese A-share listed enterprises",Heliyon,10.1016/j.heliyon.2024.e33492,
scopus,2-s2.0-85180177110,Idris B.,2024,Exporting is a team sport: the link between management training and performance in SMEs,International Journal of Manpower,10.1108/ijm-03-2023-0150,
scopus,2-s2.0-85130584511,Forte R.P.,2024,Do domestic market characteristics influence firms' export intensity?,Euromed Journal of Business,10.1108/emjb-09-2021-0129,
scopus,2-s2.0-85190477904,Godbole M.,2024,Does internationalization and board diversity affect family firms' sustainable performance? Empirical evidence from an emerging economy,Business Strategy and Development,10.1002/bsd2.365,
scopus,2-s2.0-85186428706,Amutabi C.,2024,Total factor productivity in Kenyan manufacturing firms: The role of ISO certification and direct vs indirect export intensity,South African Journal of Economics,10.1111/saje.12372,
scopus,2-s2.0-85197606950,Gargan E.,2024,A Cross-Country Perspective on Irish Enterprise Investment: Do Fundamentals or Constraints Matter?,Economic and Social Review,,
scopus,2-s2.0-85163946740,Alexopoulos C.,2024,Architecture and Evaluation of an Advanced Legal Information Platform—Enhancing Productivity of Modern Legal Work,Journal of the Knowledge Economy,10.1007/s13132-023-01415-5,
scopus,2-s2.0-85190108753,Wu F.,2024,Export contraction and input switching in an aging China,China Economic Review,10.1016/j.chieco.2024.102165,
scopus,2-s2.0-105028758803,Rubio N.P.,2024,Entrepreneurial Teams’ Firms’ Performance: The Contingent Role of EconomicFreedom,Cuadernos De Administracion,10.11144/javeriana.cao37.etfpcr,
scopus,2-s2.0-85184866153,Santos L.N.D.,2024,Assets of foreignness in a regulated industry,Rausp Management Journal,10.1108/rausp-04-2022-0123,
scopus,2-s2.0-85190667749,Valero Camino M.I.,2024,Productivity and economic growth of manufacturing SMEs in an Ecuadorian locality,Sapienza,10.51798/sijis.v5i2.749,
scopus,2-s2.0-85173964469,Bonilla S.,2024,The impact of foreign demand shocks on organisational hierarchies,World Economy,10.1111/twec.13512,
scopus,2-s2.0-85193413938,Civelek M.,2024,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,Journal of Competitiveness,10.7441/joc.2024.01.01,
scopus,2-s2.0-85176402163,Garg S.,2024,Reflecting Theoretical Perspective on De-internationalization Strategies: A Cross-Case Analysis Using Flowing Stream Strategy Framework,Global Journal of Flexible Systems Management,10.1007/s40171-023-00361-0,
scopus,2-s2.0-85178291345,Liu H.Y.,2024,Global value chain embeddedness and Chinese firms’ cross-border mergers &acquisitions,Structural Change and Economic Dynamics,10.1016/j.strueco.2023.11.004,
scopus,2-s2.0-85134589814,Lim S.G.,2024,Meta-analytically linking the marketing mix to hospitality organizations’ performance,Journal of Hospitality and Tourism Research,10.1177/10963480221112052,
scopus,2-s2.0-85180589252,Du H.S.,2024,The impact of global city location intensity on MNE performance: Leveraging learning and connectivity,Long Range Planning,10.1016/j.lrp.2023.102409,
scopus,2-s2.0-85162936058,Kim M.,2024,Colocation as network: Types and performance implications of structural positions in colocation network,Journal of International Business Studies,10.1057/s41267-023-00629-8,
scopus,2-s2.0-85178424792,Chaudhuri R.,2024,External environment and internal dynamics of “born global”: strategic and operational firm performance,Management Decision,10.1108/md-02-2023-0168,
scopus,2-s2.0-85181771421,Choi J.,2024,The pitfalls of corporate social irresponsibility: Hypocrisy of family firms in South Korea,Journal of Cleaner Production,10.1016/j.jclepro.2024.140557,
scopus,2-s2.0-85162977715,Jain S.,2024,Performance of cross-border acquirers from India and China: its sustainability in the long-run?,Review of International Business and Strategy,10.1108/ribs-01-2023-0002,
scopus,2-s2.0-85184387499,Soesetio Y.,2024,Mediating role of competitiveness between process innovation and financial performance: Internationalization moderation,International Journal of Applied Economics Finance and Accounting,10.33094/ijaefa.v18i1.1362,
scopus,2-s2.0-85219028257,Huimin C.,2024,Impact of Specific Intangible Assets on Firm Internationalization and Performance,Journal of Management and Business Research,10.6504/jmbr.202412_41(4).0004,
scopus,2-s2.0-85205799663,Fayyaz U.E.R.,2024,Role of technology director in boosting internationalisation and performance: an evidence from EU sustainable firms,International Journal of Business Governance and Ethics,10.1504/ijbge.2024.141806,
scopus,2-s2.0-85199759529,Hussain W.,2024,"ESG disclosure, firm internationalization, and firm financial performance: Evidence from Asia-Pacific",Journal of International Studies,10.14254/2071-8330.2024/17-2/13,
scopus,2-s2.0-85175323836,Zhou C.,2024,Home country digital finance development and post-entry internationalization speed of emerging market SMEs: Empirical evidence from China,International Review of Financial Analysis,10.1016/j.irfa.2023.103016,
