seq,priority,icrv,dpl,year,title,journal,doi,doi_url,unpaywall_url,pdf_url,is_oa,oa_status,extraction_status,notes
1147,1_DOI_FIRST,2,3,2016,International diversification and firm's value: evidence from developing nations,REVIEW OF INTERNATIONAL BUSINESS AND STR,10.1108/ribs-01-2014-0016,https://doi.org/10.1108/ribs-01-2014-0016,https://api.unpaywall.org/v2/10.1108/ribs-01-2014-0016?email=huongdt@vlute.edu.vn,http://psasir.upm.edu.my/id/eprint/34238/1/International%20diversification%20and%20firm%27s%20value%20evidence%20from%20developing%20nations.pdf,True,closed,,source:multi
1160,1_DOI_FIRST,2,3,2017,Innovation strategy and export intensity of Chinese SMEs: the moderating role of,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-017-0018-2,https://doi.org/10.1057/s41291-017-0018-2,https://api.unpaywall.org/v2/10.1057/s41291-017-0018-2?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1161,1_DOI_FIRST,1,3,2017,"Information Technology, Revenues, and Profits: Exploring the Role of Foreign and",INFORMATION SYSTEMS RESEARCH,10.1287/isre.2017.0689,https://doi.org/10.1287/isre.2017.0689,https://api.unpaywall.org/v2/10.1287/isre.2017.0689?email=huongdt@vlute.edu.vn,https://figshare.com/articles/journal_contribution/Information_technology_revenues_and_profits_Exploring_the_role_of_foreign_and_domestic_operations/10753292/1/files/19264415.pdf,True,closed,,source:multi
1177,1_DOI_FIRST,1,3,2017,The impact of within-country and within-firm factors on Japanese foreign subsidi,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINIS,10.1108/apjba-12-2016-0113,https://doi.org/10.1108/apjba-12-2016-0113,https://api.unpaywall.org/v2/10.1108/apjba-12-2016-0113?email=huongdt@vlute.edu.vn,,True,green,,source:multi
1184,1_DOI_FIRST,1,3,2017,Failure processes of exporting firms: evidence from France,REVIEW OF INTERNATIONAL BUSINESS AND STR,10.1108/ribs-03-2017-0020,https://doi.org/10.1108/ribs-03-2017-0020,https://api.unpaywall.org/v2/10.1108/ribs-03-2017-0020?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1204,1_DOI_FIRST,1,3,2018,The great trade collapse and the Spanish export miracle: Firm-level evidence fro,WORLD ECONOMY,10.1111/twec.12530,https://doi.org/10.1111/twec.12530,https://api.unpaywall.org/v2/10.1111/twec.12530?email=huongdt@vlute.edu.vn,https://www.econstor.eu/bitstream/10419/118601/1/826814786.pdf,True,closed,,source:multi
1206,1_DOI_FIRST,2,3,2017,Analysis on the factors of Chinese manufacturing enterprises' direct investment ,JOURNAL OF INTERDISCIPLINARY MATHEMATICS,10.1080/09720502.2017.1382199,https://doi.org/10.1080/09720502.2017.1382199,https://api.unpaywall.org/v2/10.1080/09720502.2017.1382199?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1211,1_DOI_FIRST,1,3,2018,Internationalization and performance of Korean SMEs: the moderating role of comp,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-018-0036-8,https://doi.org/10.1057/s41291-018-0036-8,https://api.unpaywall.org/v2/10.1057/s41291-018-0036-8?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1233,1_DOI_FIRST,2,3,2018,Does guanxi influence product performance and customer loyalty?,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-06-2016-0082,https://doi.org/10.1108/jabs-06-2016-0082,https://api.unpaywall.org/v2/10.1108/jabs-06-2016-0082?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1236,1_DOI_FIRST,1,3,2018,Firm Heterogeneity and Performance in a Turbulent Economic Environment: Evidence,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12144,https://doi.org/10.1111/emre.12144,https://api.unpaywall.org/v2/10.1111/emre.12144?email=huongdt@vlute.edu.vn,http://eprints.whiterose.ac.uk/124794/7/EMR%202FULL.pdf,True,closed,,source:multi
1238,1_DOI_FIRST,3,3,2018,SMEs' marketing performance: the mediating role of market entry capability,JOURNAL OF RESEARCH IN MARKETING AND ENT,10.1108/jrme-03-2016-0005,https://doi.org/10.1108/jrme-03-2016-0005,https://api.unpaywall.org/v2/10.1108/jrme-03-2016-0005?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1239,1_DOI_FIRST,3,3,2018,International new ventures and firm performance: evidence from India,EUROPEAN BUSINESS REVIEW,10.1108/ebr-07-2016-0099,https://doi.org/10.1108/ebr-07-2016-0099,https://api.unpaywall.org/v2/10.1108/ebr-07-2016-0099?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1242,1_DOI_FIRST,6,3,2017,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospect,MANAGEMENT CHALLENGES IN DIFFERENT TYPES,10.1007/978-981-10-4536-3_12,https://doi.org/10.1007/978-981-10-4536-3_12,https://api.unpaywall.org/v2/10.1007/978-981-10-4536-3_12?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1255,1_DOI_FIRST,2,3,2018,Signaling good by doing good: How does environmental corporate social responsibi,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2044,https://doi.org/10.1002/bse.2044,https://api.unpaywall.org/v2/10.1002/bse.2044?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1280,1_DOI_FIRST,3,3,2018,Corporate diversification and firm performance: an empirical investigation of ca,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ,10.1108/ijoa-04-2017-1149,https://doi.org/10.1108/ijoa-04-2017-1149,https://api.unpaywall.org/v2/10.1108/ijoa-04-2017-1149?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1299,1_DOI_FIRST,2,3,2017,Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprise,JOURNAL OF CONTEMPORARY ASIA,10.1080/00472336.2017.1346697,https://doi.org/10.1080/00472336.2017.1346697,https://api.unpaywall.org/v2/10.1080/00472336.2017.1346697?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1318,1_DOI_FIRST,1,3,2018,Environmental innovation inertia: Analyzing the business circumstances for envir,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2228,https://doi.org/10.1002/bse.2228,https://api.unpaywall.org/v2/10.1002/bse.2228?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1333,1_DOI_FIRST,1,3,2019,Role of resource slack in rapid international expansion of restaurant companies,INTERNATIONAL JOURNAL OF CONTEMPORARY HO,10.1108/ijchm-07-2017-0415,https://doi.org/10.1108/ijchm-07-2017-0415,https://api.unpaywall.org/v2/10.1108/ijchm-07-2017-0415?email=huongdt@vlute.edu.vn,,,,,source:wos
1341,1_DOI_FIRST,1,3,2019,INTER-RELATIONSHIP BETWEEN FIRM GROWTH AND PROFITABILITY IN A CONTEXT OF ECONOMI,JOURNAL OF BUSINESS ECONOMICS AND MANAGE,10.3846/jbem.2019.6928,https://doi.org/10.3846/jbem.2019.6928,https://api.unpaywall.org/v2/10.3846/jbem.2019.6928?email=huongdt@vlute.edu.vn,https://journals.vgtu.lt/index.php/JBEM/article/download/6928/6993,True,gold,,source:multi
1358,1_DOI_FIRST,3,3,2019,International Trade and Productivity Growth in Indian Industry: Evidence from th,JOURNAL OF SOUTH ASIAN DEVELOPMENT,10.1177/0973174119839878,https://doi.org/10.1177/0973174119839878,https://api.unpaywall.org/v2/10.1177/0973174119839878?email=huongdt@vlute.edu.vn,https://journals.sagepub.com/doi/pdf/10.1177/0973174119839878,True,bronze,,source:wos
1364,1_DOI_FIRST,2,3,2019,Financial Support and Growth of Township and Village Enterprises in China: Fresh,SAGE OPEN,10.1177/2158244019858444,https://doi.org/10.1177/2158244019858444,https://api.unpaywall.org/v2/10.1177/2158244019858444?email=huongdt@vlute.edu.vn,https://journals.sagepub.com/doi/pdf/10.1177/2158244019858444,True,gold,,source:wos
1383,1_DOI_FIRST,2,3,2019,Internationalization of Chinese banking and financial institutions: a fuzzy-set ,INTERNATIONAL JOURNAL OF HUMAN RESOURCE ,10.1080/09585192.2017.1359793,https://doi.org/10.1080/09585192.2017.1359793,https://api.unpaywall.org/v2/10.1080/09585192.2017.1359793?email=huongdt@vlute.edu.vn,,True,green,,source:wos
1397,1_DOI_FIRST,3,3,2019,"PERFORMANCE OF INDIAN CEMENT INDUSTRY: DRIVERS, MODELS AND EMPIRICS",GLOBAL ECONOMY JOURNAL,10.1142/s219456591950009x,https://doi.org/10.1142/s219456591950009x,https://api.unpaywall.org/v2/10.1142/s219456591950009x?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1402,1_DOI_FIRST,2,3,2020,The impact of OFDI on the performance of Chinese firms along the 'Belt and Road',APPLIED ECONOMICS,10.1080/00036846.2019.1659501,https://doi.org/10.1080/00036846.2019.1659501,https://api.unpaywall.org/v2/10.1080/00036846.2019.1659501?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1408,1_DOI_FIRST,1,3,2019,Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in G,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.3.1,https://doi.org/10.35611/jkt.2019.23.3.1,https://api.unpaywall.org/v2/10.35611/jkt.2019.23.3.1?email=huongdt@vlute.edu.vn,,,,,source:multi
1425,1_DOI_FIRST,3,3,2019,Impacts of dynamic managerial capability and international opportunity identific,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2018-0061,https://doi.org/10.1108/mbr-09-2018-0061,https://api.unpaywall.org/v2/10.1108/mbr-09-2018-0061?email=huongdt@vlute.edu.vn,http://shura.shu.ac.uk/25047/9/Mostafiz-ImpactsDynamicManagerial%28AM%29.pdf,True,closed,,source:multi
1428,1_DOI_FIRST,1,3,2019,The effects of international diversification on the link between product diversi,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2019.100687,https://doi.org/10.1016/j.intman.2019.100687,https://api.unpaywall.org/v2/10.1016/j.intman.2019.100687?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1433,1_DOI_FIRST,1,3,2020,"Trading activities, productivity and markups: Evidence for Spanish manufacturing",WORLD ECONOMY,10.1111/twec.12892,https://doi.org/10.1111/twec.12892,https://api.unpaywall.org/v2/10.1111/twec.12892?email=huongdt@vlute.edu.vn,https://roderic.uv.es/bitstreams/c2c597b0-342e-4d8b-8c3c-b0510bc080b6/download,True,green,,source:multi
1434,1_DOI_FIRST,3,3,2019,Export Performance and Stock Return: A Case of Fishery Firms Listing in Vietnam ,JOURNAL OF ASIAN FINANCE ECONOMICS AND B,10.13106/jafeb.2019.vol6.no4.37,https://doi.org/10.13106/jafeb.2019.vol6.no4.37,https://api.unpaywall.org/v2/10.13106/jafeb.2019.vol6.no4.37?email=huongdt@vlute.edu.vn,http://koreascience.or.kr:80/article/JAKO201915658234165.pdf,True,gold,,source:multi
1440,1_DOI_FIRST,2,3,2019,Effect of Internationalisation on Balanced Scorecard among Malaysian Small and M,ASIAN JOURNAL OF ACCOUNTING AND GOVERNAN,10.5267/j.msl.2019.5.025,https://doi.org/10.5267/j.msl.2019.5.025,https://api.unpaywall.org/v2/10.5267/j.msl.2019.5.025?email=huongdt@vlute.edu.vn,,,,,source:wos
1446,1_DOI_FIRST,1,3,2020,Do foreign investments increase firm value and firm performance? Evidence from J,RESEARCH IN INTERNATIONAL BUSINESS AND F,10.1016/j.ribaf.2019.101099,https://doi.org/10.1016/j.ribaf.2019.101099,https://api.unpaywall.org/v2/10.1016/j.ribaf.2019.101099?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1454,1_DOI_FIRST,1,3,2020,The effect of inter- and intra-regional geographic diversification strategies on,MANAGEMENT DECISION,10.1108/md-01-2018-0104,https://doi.org/10.1108/md-01-2018-0104,https://api.unpaywall.org/v2/10.1108/md-01-2018-0104?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1462,1_DOI_FIRST,2,3,2020,"Impact of Innovation Culture, Organization Size and Technological Capability on ",SUSTAINABILITY,10.3390/su12041355,https://doi.org/10.3390/su12041355,https://api.unpaywall.org/v2/10.3390/su12041355?email=huongdt@vlute.edu.vn,,,,,source:wos
1469,1_DOI_FIRST,1,3,2020,Foreign venture capital firms and internationalization of ventures,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2019-0104,https://doi.org/10.1108/mbr-09-2019-0104,https://api.unpaywall.org/v2/10.1108/mbr-09-2019-0104?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1474,1_DOI_FIRST,1,3,2019,The Effects of International Entrepreneurial Orientation and Entrepreneurial Act,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.7.156,https://doi.org/10.35611/jkt.2019.23.7.156,https://api.unpaywall.org/v2/10.35611/jkt.2019.23.7.156?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1478,1_DOI_FIRST,1,3,2020,"Family involvement, internationalisation and performance: An empirical study of ",JOURNAL OF HOSPITALITY AND TOURISM MANAG,10.1016/j.jhtm.2020.01.002,https://doi.org/10.1016/j.jhtm.2020.01.002,https://api.unpaywall.org/v2/10.1016/j.jhtm.2020.01.002?email=huongdt@vlute.edu.vn,https://rua.ua.es/dspace/bitstream/10045/102150/5/2020_Rienda_etal_JHospitalityTourManag_revised.pdf,True,closed,,source:wos
1501,1_DOI_FIRST,3,3,2019,Trade liberalization and productivity of Indian manufacturing firms,INDIAN GROWTH AND DEVELOPMENT REVIEW,10.1108/igdr-10-2018-0108,https://doi.org/10.1108/igdr-10-2018-0108,https://api.unpaywall.org/v2/10.1108/igdr-10-2018-0108?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1506,1_DOI_FIRST,3,3,2020,Human capital and export performance of small and medium enterprises in Pakistan,INTERNATIONAL JOURNAL OF SOCIAL ECONOMIC,10.1108/ijse-03-2019-0198,https://doi.org/10.1108/ijse-03-2019-0198,https://api.unpaywall.org/v2/10.1108/ijse-03-2019-0198?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1527,1_DOI_FIRST,2,3,2021,Product diversification and large construction firm productivity: the effect of ,ENGINEERING CONSTRUCTION AND ARCHITECTUR,10.1108/ecam-05-2020-0288,https://doi.org/10.1108/ecam-05-2020-0288,https://api.unpaywall.org/v2/10.1108/ecam-05-2020-0288?email=huongdt@vlute.edu.vn,,,,,source:wos
1548,1_DOI_FIRST,1,3,2021,Understanding the connection between SMEs' competitiveness and cash flow generat,COMPETITIVENESS REVIEW,10.1108/cr-01-2020-0019,https://doi.org/10.1108/cr-01-2020-0019,https://api.unpaywall.org/v2/10.1108/cr-01-2020-0019?email=huongdt@vlute.edu.vn,,,,,source:wos
1554,1_DOI_FIRST,6,3,2020,The S-Shaped Relationship Between internationalization and Performance: Empirica,JOURNAL OF ASIAN FINANCE ECONOMICS AND B,10.13106/jafeb.2020.vol7.no11.357,https://doi.org/10.13106/jafeb.2020.vol7.no11.357,https://api.unpaywall.org/v2/10.13106/jafeb.2020.vol7.no11.357?email=huongdt@vlute.edu.vn,http://koreascience.or.kr:80/article/JAKO202032462596978.pdf,True,gold,,source:wos
1558,1_DOI_FIRST,3,3,2021,Innovation and firm growth in agricultural inputs industry: empirical evidence f,JOURNAL OF AGRIBUSINESS IN DEVELOPING AN,10.1108/jadee-07-2020-0156,https://doi.org/10.1108/jadee-07-2020-0156,https://api.unpaywall.org/v2/10.1108/jadee-07-2020-0156?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1563,1_DOI_FIRST,2,3,2021,Environmental policies and financial performance: stock market reaction to firms,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2693,https://doi.org/10.1002/bse.2693,https://api.unpaywall.org/v2/10.1002/bse.2693?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1579,1_DOI_FIRST,1,3,2023,Performance implications of combining innovation and internationalization for Ko,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-020-00144-w,https://doi.org/10.1057/s41291-020-00144-w,https://api.unpaywall.org/v2/10.1057/s41291-020-00144-w?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1585,1_DOI_FIRST,2,3,2021,Measuring competitiveness through the global competitiveness project framework: ,COMPETITIVENESS REVIEW,10.1108/cr-12-2019-0164,https://doi.org/10.1108/cr-12-2019-0164,https://api.unpaywall.org/v2/10.1108/cr-12-2019-0164?email=huongdt@vlute.edu.vn,,,,,source:multi
1603,1_DOI_FIRST,3,3,2021,Does investment in innovation impact firm performance in emerging economies? An ,INTERNATIONAL JOURNAL OF INNOVATION SCIE,10.1108/ijis-07-2020-0104,https://doi.org/10.1108/ijis-07-2020-0104,https://api.unpaywall.org/v2/10.1108/ijis-07-2020-0104?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1604,1_DOI_FIRST,2,3,2021,"International diversification, ownership structure and performance in an emergin",ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,10.1080/1331677x.2020.1820359,https://doi.org/10.1080/1331677x.2020.1820359,https://api.unpaywall.org/v2/10.1080/1331677x.2020.1820359?email=huongdt@vlute.edu.vn,https://www.tandfonline.com/doi/pdf/10.1080/1331677X.2020.1820359?needAccess=true,True,hybrid,,source:wos
1610,1_DOI_FIRST,2,3,2021,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2021.101298,https://doi.org/10.1016/j.asieco.2021.101298,https://api.unpaywall.org/v2/10.1016/j.asieco.2021.101298?email=huongdt@vlute.edu.vn,https://kar.kent.ac.uk/88610/9/Outward%20FDI%20and%20Efficiency%20in%20Within-firm%20Resource%20Allocation%20%E2%80%93Evidence%20from%20the%20Firm%20Level%20Data%20of%20China%28updated%20version%29_SG_130221.pdf,True,green,,source:wos
1626,1_DOI_FIRST,1,3,2021,Modelling two-way relationship between innovation and internationalisation: does,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2021.1908791,https://doi.org/10.1080/19186444.2021.1908791,https://api.unpaywall.org/v2/10.1080/19186444.2021.1908791?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1629,1_DOI_FIRST,3,3,2020,Automotive Components Industry and Profitability Factors: Evidence from India,VISION-THE JOURNAL OF BUSINESS PERSPECTI,10.1177/0972262920955007,https://doi.org/10.1177/0972262920955007,https://api.unpaywall.org/v2/10.1177/0972262920955007?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1635,1_DOI_FIRST,1,3,2021,The Relationship between Extent of Internationalization and Firm Performance (Ta,MATHEMATICAL PROBLEMS IN ENGINEERING,10.1155/2021/5528972,https://doi.org/10.1155/2021/5528972,https://api.unpaywall.org/v2/10.1155/2021/5528972?email=huongdt@vlute.edu.vn,https://downloads.hindawi.com/journals/mpe/2021/5528972.pdf,True,hybrid,,source:multi
1644,1_DOI_FIRST,1,3,2021,International activities and innovation: Evidence from Italy with a special regr,WORLD ECONOMY,10.1111/twec.13153,https://doi.org/10.1111/twec.13153,https://api.unpaywall.org/v2/10.1111/twec.13153?email=huongdt@vlute.edu.vn,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/twec.13153,True,hybrid,,source:wos
1646,1_DOI_FIRST,2,3,2022,The contribution of the external director for Brazilian private family business:,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-05-2021-0042,https://doi.org/10.1108/jfbm-05-2021-0042,https://api.unpaywall.org/v2/10.1108/jfbm-05-2021-0042?email=huongdt@vlute.edu.vn,,,,,source:wos
1647,1_DOI_FIRST,1,3,2021,"International competitive strategies, organizational learning and export perform",EUROPEAN JOURNAL OF MARKETING,10.1108/ejm-04-2019-0309,https://doi.org/10.1108/ejm-04-2019-0309,https://api.unpaywall.org/v2/10.1108/ejm-04-2019-0309?email=huongdt@vlute.edu.vn,,False,closed,,source:wos | ICRV=0 auto-default; verify from full text
1650,1_DOI_FIRST,3,3,2023,The relationship between cross-border acquisitions and R&D investments by Indian,INTERNATIONAL JOURNAL OF EMERGING MARKET,10.1108/ijoem-08-2020-0913,https://doi.org/10.1108/ijoem-08-2020-0913,https://api.unpaywall.org/v2/10.1108/ijoem-08-2020-0913?email=huongdt@vlute.edu.vn,,,,,source:wos
1654,1_DOI_FIRST,1,3,2021,Riding the storm out: the short- and long-term effects of export promotion on fi,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,10.1504/ejim.2021.116703,https://doi.org/10.1504/ejim.2021.116703,https://api.unpaywall.org/v2/10.1504/ejim.2021.116703?email=huongdt@vlute.edu.vn,,False,closed,,source:wos | ICRV=0 auto-default; verify from full text
1675,1_DOI_FIRST,1,3,2021,Testing critical levels in product and geographic diversification: a structural ,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,10.1504/ejim.2021.117522,https://doi.org/10.1504/ejim.2021.117522,https://api.unpaywall.org/v2/10.1504/ejim.2021.117522?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1680,1_DOI_FIRST,2,3,2023,Intangible resources and firms' innovation performance: empirical evidence from ,EUROPEAN JOURNAL OF INNOVATION MANAGEMEN,10.1108/ejim-04-2021-0197,https://doi.org/10.1108/ejim-04-2021-0197,https://api.unpaywall.org/v2/10.1108/ejim-04-2021-0197?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1686,1_DOI_FIRST,2,3,2023,The use and knowledge of export promotion programs in the early internationaliza,INTERNATIONAL JOURNAL OF EMERGING MARKET,10.1108/ijoem-09-2020-1114,https://doi.org/10.1108/ijoem-09-2020-1114,https://api.unpaywall.org/v2/10.1108/ijoem-09-2020-1114?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1688,1_DOI_FIRST,2,3,2023,"Top management team heterogeneity, corporate social responsibility and firm risk",JOURNAL OF FINANCIAL REPORTING AND ACCOU,10.1108/jfra-02-2021-0036,https://doi.org/10.1108/jfra-02-2021-0036,https://api.unpaywall.org/v2/10.1108/jfra-02-2021-0036?email=huongdt@vlute.edu.vn,,,,,source:wos
1700,1_DOI_FIRST,1,3,2022,The Degree of Internationalization and Firm Productivity: Empirical Evidence fro,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12560,https://doi.org/10.1111/1467-8551.12560,https://api.unpaywall.org/v2/10.1111/1467-8551.12560?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1705,1_DOI_FIRST,3,3,2022,"Role of educational, regional and religious attributes of CEOs in performance of",INTERNATIONAL JOURNAL OF MANAGERIAL FINA,10.1108/ijmf-06-2021-0268,https://doi.org/10.1108/ijmf-06-2021-0268,https://api.unpaywall.org/v2/10.1108/ijmf-06-2021-0268?email=huongdt@vlute.edu.vn,,,,,source:wos
1706,1_DOI_FIRST,1,3,2022,Exporting by Private Equity-Backed Portfolio Companies,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12566,https://doi.org/10.1111/1467-8551.12566,https://api.unpaywall.org/v2/10.1111/1467-8551.12566?email=huongdt@vlute.edu.vn,https://eprints.whiterose.ac.uk/179658/3/R%26R4_Manuscript_finala.pdf,True,closed,,source:wos
1709,1_DOI_FIRST,1,3,2021,Degree of Internationalization and Performance of High-tech Small and Medium-siz,JOURNAL OF KOREA TRADE,10.35611/jkt.2021.25.7.1,https://doi.org/10.35611/jkt.2021.25.7.1,https://api.unpaywall.org/v2/10.35611/jkt.2021.25.7.1?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1714,1_DOI_FIRST,3,3,2022,Benefitting from Investment Abroad? Evidence from Indian Manufacturing,ASIA AND THE GLOBAL ECONOMY,10.1016/j.aglobe.2021.100022,https://doi.org/10.1016/j.aglobe.2021.100022,https://api.unpaywall.org/v2/10.1016/j.aglobe.2021.100022?email=huongdt@vlute.edu.vn,,True,gold,,source:multi
1720,1_DOI_FIRST,2,3,2022,"Gender, talent management and firm performance: MNCs' female-focused talent mana",EMPLOYEE RELATIONS,10.1108/er-04-2021-0132,https://doi.org/10.1108/er-04-2021-0132,https://api.unpaywall.org/v2/10.1108/er-04-2021-0132?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1721,1_DOI_FIRST,3,3,2022,Eyes open and hands on: market knowledge and marketing capabilities in export ma,INTERNATIONAL MARKETING REVIEW,10.1108/imr-01-2021-0003,https://doi.org/10.1108/imr-01-2021-0003,https://api.unpaywall.org/v2/10.1108/imr-01-2021-0003?email=huongdt@vlute.edu.vn,http://nrl.northumbria.ac.uk/id/eprint/48154/1/Full%20Paper_October-11-2021%20IMR%20Revised.pdf,True,closed,,source:wos
1722,1_DOI_FIRST,1,3,2023,Markups and export behavior: Firm-level evidence from the French food processing,AMERICAN JOURNAL OF AGRICULTURAL ECONOMI,10.1111/ajae.12292,https://doi.org/10.1111/ajae.12292,https://api.unpaywall.org/v2/10.1111/ajae.12292?email=huongdt@vlute.edu.vn,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajae.12292,True,hybrid,,source:multi
1724,1_DOI_FIRST,2,3,2021,Does Psychic Distance Still Matter? Empirical Evidence from Poland,CENTRAL EUROPEAN MANAGEMENT JOURNAL,10.7206/cemj.2658-0845.59,https://doi.org/10.7206/cemj.2658-0845.59,https://api.unpaywall.org/v2/10.7206/cemj.2658-0845.59?email=huongdt@vlute.edu.vn,https://journals.kozminski.edu.pl/system/files/Hauke%20Lopes_0.pdf,True,gold,,source:multi
1725,1_DOI_FIRST,2,3,2022,Does internationalization encourage state-owned enterprises to utilize subsidies,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2021-0250,https://doi.org/10.1108/cms-06-2021-0250,https://api.unpaywall.org/v2/10.1108/cms-06-2021-0250?email=huongdt@vlute.edu.vn,,,,,source:wos
1727,1_DOI_FIRST,3,3,2022,Promoting organizational diversity and preserving socioemotional wealth: can fam,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-06-2021-0060,https://doi.org/10.1108/jfbm-06-2021-0060,https://api.unpaywall.org/v2/10.1108/jfbm-06-2021-0060?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1738,1_DOI_FIRST,3,3,2022,"Internationalization motives, location advantages and performance: the case of I",CROSS CULTURAL & STRATEGIC MANAGEMENT,10.1108/ccsm-07-2021-0119,https://doi.org/10.1108/ccsm-07-2021-0119,https://api.unpaywall.org/v2/10.1108/ccsm-07-2021-0119?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1765,1_DOI_FIRST,2,3,2022,CSR and Long-Term Corporate Performance: The Moderating Effects of Government Su,SUSTAINABILITY,10.3390/su14095543,https://doi.org/10.3390/su14095543,https://api.unpaywall.org/v2/10.3390/su14095543?email=huongdt@vlute.edu.vn,https://www.mdpi.com/2071-1050/14/9/5543/pdf?version=1651745957,True,gold,,source:wos
1794,1_DOI_FIRST,2,3,2023,Internet and firms' exports and imports: Firm level evidence from China,WORLD ECONOMY,10.1111/twec.13310,https://doi.org/10.1111/twec.13310,https://api.unpaywall.org/v2/10.1111/twec.13310?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1808,1_DOI_FIRST,1,3,2022,Performance from building smart factories of small- and medium-sized enterprises,INTERNATIONAL JOURNAL OF OPERATIONS & PR,10.1108/ijopm-10-2021-0654,https://doi.org/10.1108/ijopm-10-2021-0654,https://api.unpaywall.org/v2/10.1108/ijopm-10-2021-0654?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1817,1_DOI_FIRST,2,3,2022,Is there ?productivity paradox? in Chinese producer-service enterprises' OFDI?,INTERNATIONAL REVIEW OF FINANCIAL ANALYS,10.1016/j.irfa.2022.102318,https://doi.org/10.1016/j.irfa.2022.102318,https://api.unpaywall.org/v2/10.1016/j.irfa.2022.102318?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
