seq,doi,abstract,source,s2_year,s2_venue,affiliations
1273,10.1016/j.emj.2017.11.001,,S2_FAIL,,,
1281,10.1111/pirs.12261,,S2_FAIL,,,
1286,10.5465/ambpp.2017.10027abstract,,S2_FAIL,,,
1290,10.1016/j.jbusres.2017.07.019,,S2_FAIL,,,
1292,10.1016/j.jwb.2017.12.003,,S2_FAIL,,,
1293,10.1093/icc/dtx022,,S2_FAIL,,,
1295,10.1016/j.ibusrev.2017.06.004,,S2_FAIL,,,
1296,10.1057/s41267-017-0089-5,,S2_FAIL,,,
1297,10.1007/s11747-017-0519-8,,S2_FAIL,,,
1311,10.1016/j.tmp.2016.12.001,,S2_FAIL,,,
1313,10.2139/ssrn.3854925,,S2_FAIL,,,
1315,10.1007/978-3-030-03931-8_6,,S2_FAIL,,,
1317,10.1016/j.ibusrev.2018.07.004,,S2_FAIL,,,
1319,10.1016/j.ibusrev.2018.06.003,,S2_FAIL,,,
1321,10.1016/j.respol.2018.08.021,,S2_FAIL,,,
1323,10.5771/0949-6181-2018-4-642,,S2_FAIL,,,
1331,10.1007/s10490-017-9549-5,,S2_FAIL,,,
1334,10.1007/s11575-018-0360-4,,S2_FAIL,,,
1336,10.1016/j.intman.2018.08.002,,S2_FAIL,,,
1337,10.1016/j.intman.2018.09.001,,S2_FAIL,,,
1338,10.1016/j.jwb.2018.11.006,,S2_FAIL,,,
1344,10.1016/j.ibusrev.2018.09.002,,S2_FAIL,,,
1346,10.1057/s41267-018-0179-z,,S2_FAIL,,,
1347,10.1016/j.jbusres.2018.10.014,,S2_FAIL,,,
1348,10.1109/tem.2018.2798922,,S2_FAIL,,,
1351,10.1007/978-3-319-70220-9_15,,S2_FAIL,,,
1353,10.1016/j.econmod.2018.09.023,,S2_FAIL,,,
1354,10.1016/j.ibusrev.2018.11.003,,S2_FAIL,,,
1362,10.1016/j.jwb.2018.03.003,,S2_FAIL,,,
1366,10.1016/j.jbusres.2019.04.005,,S2_FAIL,,,
1372,10.2139/ssrn.3078601,,S2_FAIL,,,
1374,10.1016/j.jbusres.2019.05.026,,S2_FAIL,,,
1375,10.1080/14765284.2019.1615243,,S2_FAIL,,,
1376,10.1016/j.pursup.2018.12.003,,S2_FAIL,,,
1381,10.1057/s41267-018-00210-8,,S2_FAIL,,,
1385,10.1080/08985626.2019.1640459,,S2_FAIL,,,
1386,10.1007/s11575-019-00391-w,,S2_FAIL,,,
1399,10.1080/0965254x.2018.1464048,,S2_FAIL,,,
1400,10.1016/j.jbusres.2018.01.014,,S2_FAIL,,,
1407,10.1016/j.ibusrev.2019.05.003,,S2_FAIL,,,
1409,10.1016/j.econmod.2019.04.005,,S2_FAIL,,,
1412,10.1007/s11575-019-00398-3,,S2_FAIL,,,
1426,10.1016/j.bar.2019.02.003,,S2_FAIL,,,
1429,10.1016/j.heliyon.2019.e02664,,S2_FAIL,,,
1430,10.1016/j.jbusres.2018.03.022,,S2_FAIL,,,
1435,10.1016/j.gfj.2018.02.001,,S2_FAIL,,,
1437,10.1007/s40888-019-00170-8,,S2_FAIL,,,
1438,10.1007/s10843-019-00249-0,,S2_FAIL,,,
1441,10.1016/j.ibusrev.2019.101602,,S2_FAIL,,,
1448,10.1016/j.techfore.2019.119714,,S2_FAIL,,,
1450,10.1504/ijlic.2020.113148,,S2_FAIL,,,
1451,10.1007/978-3-030-27285-2_4,,S2_FAIL,,,
1452,10.1007/s10843-019-00264-1,,S2_FAIL,,,
1460,10.1007/s10843-020-00268-2,,S2_FAIL,,,
1463,10.1016/j.jbusres.2018.11.039,,S2_FAIL,,,
1464,10.1016/j.seps.2019.04.004,,S2_FAIL,,,
1465,10.1016/j.econmod.2019.05.012,,S2_FAIL,,,
1479,10.1007/s10490-020-09712-2,,S2_FAIL,,,
1485,10.1016/j.jbusres.2019.11.017,,S2_FAIL,,,
1486,10.1007/s10843-019-00257-0,,S2_FAIL,,,
1490,10.1016/j.jclepro.2019.119949,,S2_FAIL,,,
1497,10.1016/j.econmod.2019.09.012,,S2_FAIL,,,
1504,10.1016/j.pursup.2020.100609,,S2_FAIL,,,
1507,10.1007/s11365-019-00580-x,,S2_FAIL,,,
1510,10.1016/j.jbusres.2020.04.037,,S2_FAIL,,,
1514,10.1016/j.ibusrev.2020.101703,,S2_FAIL,,,
1515,10.1016/j.jedc.2020.103871,,S2_FAIL,,,
1519,10.1007/s11575-020-00426-7,,S2_FAIL,,,
1528,10.1080/10438599.2020.1799141,,S2_FAIL,,,
1533,10.13106/jafeb.2020.vol7.no9.527,,S2_FAIL,,,
1553,10.1016/j.jclepro.2020.122507,,S2_FAIL,,,
1556,10.1016/j.strueco.2020.08.007,,S2_FAIL,,,
1562,10.1057/s41278-019-00130-w,,S2_FAIL,,,
1566,10.1016/j.jbusres.2020.08.011,,S2_FAIL,,,
1570,10.1016/j.ijpe.2020.107870,,S2_FAIL,,,
1571,10.1016/j.techfore.2020.120332,,S2_FAIL,,,
1573,10.1016/j.ijpe.2020.107817,,S2_FAIL,,,
1582,10.1016/j.jbusres.2020.11.039,,S2_FAIL,,,
1596,10.1057/s41267-021-00402-9,,S2_FAIL,,,
1602,10.1016/j.jclepro.2021.126652,,S2_FAIL,,,
1605,10.1007/s11846-021-00452-1,,S2_FAIL,,,
1608,10.1016/j.jbusres.2019.05.021,,S2_FAIL,,,
1612,10.1016/j.respol.2021.104263,,S2_FAIL,,,
1614,10.1016/j.jwb.2020.101175,,S2_FAIL,,,
1616,10.1016/j.intman.2021.100838,,S2_FAIL,,,
1617,10.1016/j.jbusres.2021.04.010,,S2_FAIL,,,
1619,10.1016/j.iref.2021.04.011,,S2_FAIL,,,
1621,10.1016/j.jbusres.2020.03.034,,S2_FAIL,,,
1622,10.1007/s13132-021-00786-x,,S2_FAIL,,,
1624,10.1016/j.jclepro.2021.126637,,S2_FAIL,,,
1627,10.1007/s10961-021-09861-6,,S2_FAIL,,,
1628,10.1016/j.jbusres.2021.05.038,,S2_FAIL,,,
1633,10.1016/j.lrp.2020.102026,,S2_FAIL,,,
1634,10.1504/ijbe.2021.115085,,S2_FAIL,,,
1651,10.1504/ijkms.2021.116405,,S2_FAIL,,,
1663,10.1016/j.ibusrev.2021.101864,,S2_FAIL,,,
1664,10.1016/j.ibusrev.2020.101789,,S2_FAIL,,,
1667,10.1080/14778238.2021.1967215,,S2_FAIL,,,
1671,10.35611/jkt.2021.25.5.74,,S2_FAIL,,,
1673,10.2139/ssrn.3385346,,S2_FAIL,,,
1682,10.1016/j.chieco.2021.101672,,S2_FAIL,,,
1684,10.1016/j.ibusrev.2021.101861,,S2_FAIL,,,
1685,10.1016/j.spc.2021.08.013,,S2_FAIL,,,
1687,10.1016/j.techfore.2021.121176,,S2_FAIL,,,
1689,10.1007/s11575-021-00452-z,,S2_FAIL,,,
1691,10.7819/rbgn.v23i2.4104,,S2_FAIL,,,
1695,10.1016/j.jbusres.2021.09.071,,S2_FAIL,,,
1701,10.1016/j.respol.2021.104407,,S2_FAIL,,,
1707,10.1016/j.jwb.2021.101285,,S2_FAIL,,,
1711,10.1016/j.jik.2020.08.002,,S2_FAIL,,,
1713,10.1109/tem.2021.3080115,,S2_FAIL,,,
1716,10.1080/14765284.2021.2021489,,S2_FAIL,,,
1717,10.1016/j.jbusres.2021.12.003,,S2_FAIL,,,
1726,10.1016/j.iedeen.2021.100169,,S2_FAIL,,,
1729,10.1016/j.intman.2021.100835,,S2_FAIL,,,
1730,10.1016/j.intman.2020.100781,,S2_FAIL,,,
1741,10.1080/00472778.2020.1711635,,S2_FAIL,,,
1743,10.1016/j.tncr.2023.100003,,S2_FAIL,,,
1745,10.1016/j.indmarman.2021.12.013,,S2_FAIL,,,
1746,10.1016/j.intfin.2021.101491,,S2_FAIL,,,
1755,10.1016/j.iref.2022.02.041,,S2_FAIL,,,
1758,10.1016/j.intman.2021.100889,,S2_FAIL,,,
1759,10.1016/j.eap.2021.12.012,,S2_FAIL,,,
1764,10.1016/j.jclepro.2022.131243,,S2_FAIL,,,
1766,10.1016/j.intman.2022.100938,,S2_FAIL,,,
1770,10.1016/j.jbusres.2022.03.027,,S2_FAIL,,,
1781,10.1016/j.jbusres.2022.04.033,,S2_FAIL,,,
1782,10.1016/j.jwb.2022.101308,,S2_FAIL,,,
1784,10.2139/ssrn.3738074,,S2_FAIL,,,
1785,10.1016/j.worlddev.2021.105770,,S2_FAIL,,,
1786,10.1016/j.jwb.2022.101345,,S2_FAIL,,,
1799,10.1080/13547860.2022.2097372,,S2_FAIL,,,
1800,10.4324/9781003008606-6,,S2_FAIL,,,
1813,10.1016/j.ibusrev.2022.102008,,S2_FAIL,,,
1819,10.1080/13215906.2022.2113742,,S2_FAIL,,,
1822,10.1016/j.jbusres.2022.07.018,,S2_FAIL,,,
1831,10.1016/j.compind.2022.103744,,S2_FAIL,,,
1835,10.1016/j.jbusres.2022.08.018,,S2_FAIL,,,
1838,10.1016/j.tranpol.2022.09.010,,S2_FAIL,,,
1840,10.1016/j.jbusres.2022.113319,,S2_FAIL,,,
1848,10.1007/s11575-022-00496-9,,S2_FAIL,,,
1851,10.1016/j.ibusrev.2021.101953,,S2_FAIL,,,
1852,10.1080/00036846.2022.2141458,,S2_FAIL,,,
1859,10.1016/j.ibusrev.2022.102032,,S2_FAIL,,,
1862,10.1016/j.ijresmar.2021.09.003,,S2_FAIL,,,
1866,10.1016/j.jbusres.2022.113374,,S2_FAIL,,,
1867,10.1016/j.apmrv.2021.10.001,,S2_FAIL,,,
1869,10.1016/j.egyr.2022.11.203,,S2_FAIL,,,
1872,10.1016/j.strueco.2022.08.001,,S2_FAIL,,,
1875,10.1007/s40953-022-00334-7,,S2_FAIL,,,
1880,10.1016/j.jbusres.2023.113660,,S2_FAIL,,,
1883,10.1016/j.intman.2022.100991,,S2_FAIL,,,
1889,10.1016/j.ibusrev.2022.102074,,S2_FAIL,,,
1891,10.1080/20932685.2023.2176337,,S2_FAIL,,,
1897,10.1016/j.frl.2022.103386,,S2_FAIL,,,
1898,10.1007/s11575-023-00509-1,,S2_FAIL,,,
1899,10.1016/j.jinteco.2023.103735,,S2_FAIL,,,
1900,10.1080/00472778.2020.1816431,,S2_FAIL,,,
1901,10.1080/00472778.2020.1800337,,S2_FAIL,,,
1908,10.1016/j.ibusrev.2022.102099,,S2_FAIL,,,
1912,10.1016/j.jclepro.2023.136938,,S2_FAIL,,,
1927,10.1016/j.irfa.2023.102525,,S2_FAIL,,,
1928,10.1109/tem.2023.3281722,,S2_FAIL,,,
1929,10.1007/s10490-023-09895-4,,S2_FAIL,,,
1937,10.1057/s41267-023-00629-8,,S2_FAIL,,,
1939,10.1016/j.frl.2023.103893,,S2_FAIL,,,
1944,10.1504/ejim.2023.132434,,S2_FAIL,,,
1945,10.1016/j.techfore.2022.122181,,S2_FAIL,,,
1948,10.1080/17449480.2023.2241871,,S2_FAIL,,,
1953,10.1016/j.frl.2023.104266,,S2_FAIL,,,
1954,10.1007/s10490-023-09915-3,,S2_FAIL,,,
1960,10.1080/09654313.2023.2264335,,S2_FAIL,,,
1970,10.1016/j.intfin.2023.101848,,S2_FAIL,,,
1971,10.1016/j.ijis.2022.09.001,,S2_FAIL,,,
1976,10.1016/j.irfa.2023.102998,,S2_FAIL,,,
1980,10.1016/j.ribaf.2023.102167,,S2_FAIL,,,
1983,10.1016/j.jbusres.2023.114384,,S2_FAIL,,,
1991,10.1016/j.intman.2023.101119,,S2_FAIL,,,
1999,10.1080/09537325.2024.2310623,,S2_FAIL,,,
2005,10.1080/13603124.2023.2276352,,S2_FAIL,,,
2006,10.1016/j.jclepro.2024.140557,,S2_FAIL,,,
2009,10.1016/j.intman.2023.101115,,S2_FAIL,,,
2016,10.1057/s41267-024-00693-8,,S2_FAIL,,,
2029,10.1016/j.techfore.2024.123379,,S2_FAIL,,,
2036,10.1016/j.ijhm.2024.103797,,S2_FAIL,,,
2050,10.1016/j.intman.2024.101154,,S2_FAIL,,,
2052,10.1007/s13132-024-02211-5,,S2_FAIL,,,
2058,10.1016/j.intman.2024.101130,,S2_FAIL,,,
2061,10.1016/j.pirs.2024.100045,,S2_FAIL,,,
2069,10.1007/s10843-024-00363-8,,S2_FAIL,,,
2071,10.1080/23322039.2024.2399957,,S2_FAIL,,,
2077,10.2139/ssrn.5238522,,S2_FAIL,,,
2078,10.2139/ssrn.4901536,,S2_FAIL,,,
2092,10.1080/00036846.2024.2431170,,S2_FAIL,,,
2099,10.1080/19761597.2024.2434068,,S2_FAIL,,,
2100,10.1016/j.ribaf.2024.102651,,S2_FAIL,,,
2105,10.1080/17520843.2024.2426864,,S2_FAIL,,,
2112,10.2139/ssrn.5089290,,S2_FAIL,,,
2120,10.1016/j.eap.2025.01.023,,S2_FAIL,,,
2126,10.1016/j.frl.2025.106925,,S2_FAIL,,,
2134,10.1080/08961530.2025.2475439,,S2_FAIL,,,
2135,10.2139/ssrn.4914446,,S2_FAIL,,,
2150,10.1016/j.eap.2025.04.032,,S2_FAIL,,,
2157,10.1080/14631377.2025.2503036,,S2_FAIL,,,
2160,10.1080/00036846.2025.2505801,,S2_FAIL,,,
2168,10.1080/00343404.2025.2503967,,S2_FAIL,,,
2169,10.1016/j.irfa.2025.104355,,S2_FAIL,,,
2176,10.1007/s11846-025-00913-x,,S2_FAIL,,,
2180,10.1080/00036846.2025.2527986,,S2_FAIL,,,
2186,10.1016/j.jbusres.2025.115519,,S2_FAIL,,,
2190,10.1016/j.eap.2025.07.018,,S2_FAIL,,,
2193,10.1016/j.ibusrev.2025.102481,,S2_FAIL,,,
2195,10.1016/j.eap.2025.07.020,,S2_FAIL,,,
2196,10.1080/03585522.2025.2541344,,S2_FAIL,,,
2197,10.1016/j.enpol.2025.114793,,S2_FAIL,,,
2205,10.1080/13662716.2025.2542901,,S2_FAIL,,,
2207,10.1007/s10961-025-10269-9,,S2_FAIL,,,
2231,10.2139/ssrn.4630801,,S2_FAIL,,,
2232,10.1080/10696679.2025.2602445,,S2_FAIL,,,
2233,10.2139/ssrn.5238646,,S2_FAIL,,,
2238,10.1016/j.ijindorg.2025.103238,,S2_FAIL,,,
2239,10.1016/j.japwor.2025.101343,,S2_FAIL,,,
2247,10.1007/s11573-025-01236-9,,S2_FAIL,,,
2254,10.1016/j.jbusres.2026.115984,,S2_FAIL,,,
2257,10.1016/j.econmod.2026.107524,,S2_FAIL,,,
2258,10.1016/j.techfore.2026.124571,,S2_FAIL,,,
2266,10.1016/j.seps.2026.102450,,S2_FAIL,,,
2267,10.1016/j.jwb.2026.101726,,S2_FAIL,,,
2272,10.1080/10168737.2026.2647749,,S2_FAIL,,,
2275,10.1016/j.jbusres.2026.116194,,S2_FAIL,,,
2278,10.1016/j.ibusrev.2026.102599,,S2_FAIL,,,
2281,10.1016/j.indmarman.2026.05.002,,S2_FAIL,,,
2293,10.1007/s10490-025-10054-0,,S2_FAIL,,,
2296,10.17549/gbfr.2024.29.10.55,,S2_FAIL,,,
2303,10.1007/s40171-023-00361-0,,S2_FAIL,,,
2317,10.1016/j.jbusres.2022.113599,,S2_FAIL,,,
2318,10.1007/s43546-023-00423-6,,S2_FAIL,,,
2328,10.1016/j.inteco.2022.05.005,,S2_FAIL,,,
2329,10.1007/s43546-022-00315-1,,S2_FAIL,,,
2339,10.1080/08276331.2022.2045169,,S2_FAIL,,,
2343,10.1016/j.ibusrev.2021.101859,,S2_FAIL,,,
2348,10.1007/s41775-020-00104-3,,S2_FAIL,,,
2351,10.1504/ijebr.2021.114395,,S2_FAIL,,,
2359,10.15728/bbr.2020.17.5.5,,S2_FAIL,,,
2369,10.1093/cje/bez013,,S2_FAIL,,,
2371,10.1016/j.jhtm.2019.11.001,,S2_FAIL,,,
2373,10.1109/tem.2018.2841803,,S2_FAIL,,,
2377,10.1016/j.kjss.2017.09.002,,S2_FAIL,,,
2391,10.1504/ijaape.2018.089418,,S2_FAIL,,,
2397,10.1080/10978526.2017.1354705,,S2_FAIL,,,
2402,10.1080/08276331.2016.1248056,,S2_FAIL,,,
2403,10.1166/asl.2017.7691,,S2_FAIL,,,
2407,10.1093/jae/ejw025,,S2_FAIL,,,
2408,10.1504/ijbg.2017.081029,,S2_FAIL,,,
2409,10.1007/s10368-014-0310-y,,S2_FAIL,,,
2416,10.1504/jgba.2016.079854,,S2_FAIL,,,
2421,10.1007/978-3-319-02696-1_3,,S2_FAIL,,,
2435,10.1016/j.jcae.2013.06.002,,S2_FAIL,,,
2437,10.3280/poli2013-004002,,S2_FAIL,,,
2439,10.1007/s11575-012-0159-7,,S2_FAIL,,,
2442,10.1007/s10290-012-0142-1,,S2_FAIL,,,
2443,10.1080/02692171.2013.785664,,S2_FAIL,,,
2445,10.3280/poli2013-002003,,S2_FAIL,,,
2452,10.1504/ijesb.2012.044587,,S2_FAIL,,,
2455,10.1504/ijtg.2012.050965,,S2_FAIL,,,
2456,10.1080/19761597.2011.630504,,S2_FAIL,,,
2460,10.1080/15228916.2011.588912,,S2_FAIL,,,
2463,10.1504/ijaape.2011.040836,,S2_FAIL,,,
2464,10.1504/ijeim.2011.039826,,S2_FAIL,,,
2465,10.11118/actaun201159020221,,S2_FAIL,,,
2467,10.1080/02642060802629893,,S2_FAIL,,,
2471,10.3923/ajit.2010.45.53,,S2_FAIL,,,
2472,10.18848/1833-1882/cgp/v05i09/51865,,S2_FAIL,,,
2473,10.1504/ijeim.2010.034418,,S2_FAIL,,,
2480,10.1080/08985620802176104,,S2_FAIL,,,
2481,10.1080/08276331.2009.10593461,,S2_FAIL,,,
2484,10.2457/srs.39.823,,S2_FAIL,,,
2485,10.1504/ijstl.2009.027683,,S2_FAIL,,,
2488,10.1080/10168730802079805,,S2_FAIL,,,
2493,10.1300/j042v20n04_02,,S2_FAIL,,,
2496,10.1016/j.intman.2007.01.001,,S2_FAIL,,,
2501,10.1007/s11575-007-0047-8,,S2_FAIL,,,
2509,10.1016/j.respol.2005.03.006,,S2_FAIL,,,
2510,10.1007/s10490-005-6419-3,,S2_FAIL,,,
2516,10.1016/j.emj.2004.04.016,,S2_FAIL,,,
2519,10.1007/bf02665983,,S2_FAIL,,,
2524,10.1080/13608740808539649,,S2_FAIL,,,
2531,10.1023/a:1008100206266,,S2_FAIL,,,
2536,10.1300/j047v10n01_03,,S2_FAIL,,,
2540,10.1016/s0969-5931(99)00007-4,,S2_FAIL,,,
2542,10.1016/s1075-4253(98)00011-8,,S2_FAIL,,,
2546,10.1080/095851998341152,,S2_FAIL,,,
2548,10.1109/17.491273,,S2_FAIL,,,
2549,10.1016/0278-4319(95)00053-4,,S2_FAIL,,,
2550,10.2307/144266,,S2_FAIL,,,
2551,10.1007/bf02073162,,S2_FAIL,,,
2555,10.1016/0263-2373(89)90082-0,,S2_FAIL,,,
2557,10.1016/0024-6301(88)90013-1,,S2_FAIL,,,
2558,10.1007/bf02708577,,S2_FAIL,,,
2560,10.1016/0167-5419(87)90005-6,,S2_FAIL,,,
