seq,title,decision,reason,has_abstract
563,Institutional ownership differences and international diversification: The effec,UNSURE,auto:insufficient_evidence,N
564,"Policy uncertainty and the sequence of entry by Japanese firms, 1980-1998",UNSURE,auto:insufficient_evidence,N
566,International expansion of US manufacturing family businesses: the effect of own,UNSURE,auto:insufficient_evidence,N
570,"Explaining firms' export behaviour:: R&D, spillovers and the destination market",UNSURE,auto:insufficient_evidence,N
572,Profitability of small- and medium-sized enterprises in high-tech industries: Th,UNSURE,auto:insufficient_evidence,Y
574,"Globalisation, international configurations and strategic implications: The case",UNSURE,auto:insufficient_evidence,N
580,Firm-Specific Determinants of Corporate Lobbying Participation and Intensity,UNSURE,auto:insufficient_evidence,Y
583,ASPEM as the New Topographic Analysis Tool for Small and Medium-Sized Enterprise,UNSURE,auto:insufficient_evidence,N
586,What matters about internationalization: a market-based assessment,UNSURE,auto:insufficient_evidence,N
588,"Convergence in the UK service sector: Firm level evidence, 1988-1998",UNSURE,auto:insufficient_evidence,Y
589,"Ownership, technological intensities, and economic performance in South Africa",UNSURE,auto:insufficient_evidence,N
594,Small-firm performance: Modeling the role of product and process improvements,UNSURE,auto:insufficient_evidence,Y
596,Partnering strategies and performance of SMEs' international joint ventures,UNSURE,auto:insufficient_evidence,N
597,"Top team diversity, internationalization and the mediating effect of internation",UNSURE,auto:insufficient_evidence,N
598,Foreign ownership and productivity in Polish industry - The case of Polish manuf,UNSURE,auto:insufficient_evidence,N
601,The importance of resources in the internationalization of professional service ,UNSURE,auto:insufficient_evidence,N
602,The long-run performance of UK IPOs: can it be predicted?,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
607,Benchmarking the Slovenian competitiveness by system of indicators,UNSURE,auto:insufficient_evidence,Y
608,"Gazelle in elephant's clothing, an integrated model of outsourcing",UNSURE,auto:insufficient_evidence,N
611,Real options in multinational corporations: organizational challenges and risk i,UNSURE,auto:insufficient_evidence,N
613,Performance impact of business group affiliation: An analysis of the diversifica,UNSURE,auto:insufficient_evidence,N
620,A MULTIVARIATE FRAMEWORK TO EXPLORE FIRMS' INTERNATIONALIZATION PATTERNS: THE RO,UNSURE,auto:insufficient_evidence,N
622,Resource accumulation and overseas expansion by Japanese multinationals,UNSURE,auto:insufficient_evidence,N
623,"Corporate diversification: The impact of foreign competition, industry globaliza",UNSURE,auto:insufficient_evidence,Y
625,Strategic orientations of born globals - Do they really matter?,UNSURE,auto:insufficient_evidence,N
626,Regional diversification and firm performance,UNSURE,auto:insufficient_evidence,N
627,The preparedness of companies to adopt International Financial Reporting Standar,UNSURE,auto:insufficient_evidence,N
628,Analysis of productivity differences among foreign and domestic firms:: Evidence,UNSURE,auto:insufficient_evidence,N
632,Human capital and wages in exporting firms,UNSURE,auto:insufficient_evidence,N
633,The innovative performance of foreign-owned enterprises in small open economies,UNSURE,auto:insufficient_evidence,N
634,The impact of R&D on value added for domestic and foreign firms in a newly indus,UNSURE,auto:insufficient_evidence,N
639,Optimal geographic diversification and firm performance: evidence from the UK,UNSURE,auto:insufficient_evidence,N
643,Internationalization of US multinational hotel companies: Expansion to Asia vers,UNSURE,auto:insufficient_evidence,N
644,Partnership or self-reliance entry modes: Large and small technology-based enter,UNSURE,auto:insufficient_evidence,N
645,The agricultural machinery industry in Argentina: from restructuring to internat,UNSURE,auto:insufficient_evidence,Y
646,OVERSEAS R&D ACTIVITIES AND HOME PRODUCTIVITY GROWTH: EVIDENCE FROM JAPANESE FIR,UNSURE,auto:insufficient_evidence,Y
647,Positive management of marketing-operations relationships: the case of an intern,UNSURE,auto:insufficient_evidence,Y
649,GEOGRAPHIC MARKET DIVERSIFICATION: A PREMIUM OR DISCOUNT IN FIRM'S VALUE,UNSURE,auto:insufficient_evidence,Y
651,''Rushing in where angels fear to tread''? The early internationalization of ind,UNSURE,auto:insufficient_evidence,Y
652,Export-oriented small and medium industry clusters in Indonesia,UNSURE,auto:insufficient_evidence,Y
653,SME opportunity for growth or profit: what is the role of product and process im,UNSURE,auto:insufficient_evidence,Y
656,NARRATIVES AND THE FINANCIALISED FIRM,UNSURE,auto:insufficient_evidence,Y
658,"Exporting, RD, and absorptive capacity in UK establishments",UNSURE,auto:insufficient_evidence,N
659,The financial structure of the Spanish hotel industry: evidence from cluster ana,UNSURE,auto:insufficient_evidence,Y
660,R&D subsidiary isolation in knowledge-intensive industries: evidence from Austri,UNSURE,auto:insufficient_evidence,Y
665,Why do top management teams look the way they do? A multilevel exploration of th,UNSURE,auto:insufficient_evidence,Y
667,On the Internationalization of the Wireless Telecommunications Industry: A Marke,UNSURE,auto:insufficient_evidence,N
668,The Internationalisation of Retail Banking: Banco Santander's Journey towards Gl,UNSURE,auto:insufficient_evidence,N
669,The evolution of the productivity dispersion of firms: a reevaluation of its det,UNSURE,auto:insufficient_evidence,N
671,"R&D, internationalization and growth of newly listed firms: European evidence",UNSURE,auto:insufficient_evidence,N
672,"How do new ventures grow? Firm capabilities, growth strategies and performance",UNSURE,auto:insufficient_evidence,N
673,Innovation and internationalization: the case of Italy,UNSURE,auto:insufficient_evidence,N
676,The M Curve: The Performance of Born-Regional Firms From Korea,UNSURE,auto:insufficient_evidence,Y
677,Exchange Rate Pass-Through and Exposure in the Turkish Economy,UNSURE,auto:insufficient_evidence,N
679,Location factors of international R&D activities: an econometric approach,UNSURE,auto:insufficient_evidence,Y
680,ALLIANCE PORTFOLIO INTERNATIONALIZATION,UNSURE,auto:insufficient_evidence,N
681,Small Firm Growth,UNSURE,auto:insufficient_evidence,Y
682,Important export skills comparison in different export stage An empirical study ,UNSURE,auto:insufficient_evidence,N
683,The role of size in firms' training: evidence from Spain,UNSURE,auto:insufficient_evidence,Y
685,How much does home country matter to corporate profitability?,UNSURE,auto:insufficient_evidence,N
687,Organizational entrainment and international new ventures from emerging markets,UNSURE,auto:insufficient_evidence,N
688,"Corporate Diversification, TMT Experience, and Performance",UNSURE,auto:insufficient_evidence,N
690,What drives cross-segment diversity in returns and risks? Evidence from Japanese,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
693,The impact of the 2004 EU enlargement on the performance of service enterprises ,UNSURE,auto:insufficient_evidence,N
695,IS INTERNATIONALIZATION ASSOCIATED WITH INVESTMENTS IN HRM? A STUDY OF ENTREPREN,UNSURE,auto:insufficient_evidence,Y
696,Exploring the Impact of Legal Systems and Financial Structure on Corporate Respo,UNSURE,auto:insufficient_evidence,N
697,Distribution system choice in a service industry: An analysis of international i,UNSURE,auto:insufficient_evidence,N
698,Internationalisation drivers of Indian firms,UNSURE,auto:insufficient_evidence,N
700,The local/global integration of MNC subsidiaries and their technological behavio,UNSURE,auto:insufficient_evidence,N
702,The effect of foreign ownership on SMEs performance: An efficiency analysis pers,UNSURE,auto:insufficient_evidence,N
703,DO FOREIGN FIRMS CROWD OUT DOMESTIC FIRMS? EVIDENCE FROM THE CZECH REPUBLIC,UNSURE,auto:insufficient_evidence,Y
704,The impact of knowledge management on SME growth and profitability: A structural,UNSURE,auto:insufficient_evidence,Y
705,"Performance, diversity, and multiplicity of foreign cross-listing portfolios",UNSURE,auto:insufficient_evidence,N
706,Interdependence between Overseas and Domestic R&D Activities: Evidence from Taiw,UNSURE,auto:insufficient_evidence,Y
708,DETERMINANTS OF THE ITALIAN LABOR PRODUCTIVITY: A QUANTILE REGRESSION APPROACH,UNSURE,auto:insufficient_evidence,N
709,The Response of MNCs to Radical Systemic Change in a Transition Environment,UNSURE,auto:insufficient_evidence,Y
711,Economic Liberalisation and Financing Pattern of Indian Acquiring Firms Abroad,UNSURE,auto:insufficient_evidence,N
713,"Internationalization, Innovativeness, and Proactive Environmental Strategy among",UNSURE,auto:insufficient_evidence,N
715,The role of multi-ethnic workforces in the internationalisation of SMEs,UNSURE,auto:insufficient_evidence,Y
719,"The Link between Born Global Growth, Network Evolution and Firm Performance: A T",UNSURE,auto:insufficient_evidence,N
720,Developing and testing a multi-dimensional knowledge management model on Sloveni,UNSURE,auto:insufficient_evidence,Y
722,AWAKENING DRAGONS: AN EXPLORATION OF THE INTERNATIONALISATION OF CHINESE SMES FR,UNSURE,auto:insufficient_evidence,Y
724,Innovation and internationalization through exports,UNSURE,auto:insufficient_evidence,N
726,"Capital Endowment, Credit Constraint and FDI: Analysis Based on Heterogeneous Fi",UNSURE,auto:insufficient_evidence,N
727,Credit constraints and firm export: Microeconomic evidence from Italy,Y,auto_title:ip_explicit,N
729,"Firm, industry and corporation effects revisited: a mixed multilevel analysis fo",UNSURE,auto:insufficient_evidence,N
731,Demonstration or congestion? Export spillovers in Sweden,UNSURE,auto:insufficient_evidence,N
732,"R&D, product innovation, and exporting: evidence from UK new technology based fi",UNSURE,auto:insufficient_evidence,N
733,"EFFECTS OF ALLIANCES, TIME, AND NETWORK COHESION ON THE INITIATION OF FOREIGN SA",UNSURE,auto:insufficient_evidence,Y
734,"International business and economic geography: knowledge, time and transactions ",UNSURE,auto:insufficient_evidence,N
735,The Impact of China's Labor Contract Law on Firm Performance: Empirical Evidence,UNSURE,auto:insufficient_evidence,Y
737,Organizational Learning and Capabilities for Onshore and Offshore Business Proce,UNSURE,auto:insufficient_evidence,Y
740,Learning about foreign markets: A study of Czech SMEs,UNSURE,auto:insufficient_evidence,N
741,Do firms benefit from multinationality through production shifting?,UNSURE,auto:insufficient_evidence,N
742,International scientist mobility and the locus of knowledge and technology trans,UNSURE,auto:insufficient_evidence,N
743,Human resource management and early internationalization: is there a leap-froggi,UNSURE,auto:insufficient_evidence,Y
745,Not All That Glitters The Direct Effects of Privatization Through Foreign Invest,UNSURE,auto:insufficient_evidence,N
747,Venturing Abroad by Emerging Market Enterprises A Test of Dual Strategic Intents,UNSURE,auto:insufficient_evidence,N
751,Environment-quality management coalignment across industrial contexts: An empiri,UNSURE,auto:insufficient_evidence,N
752,The influence of operating strategies and firm's characteristics on factor produ,UNSURE,auto:insufficient_evidence,N
755,Country and firm level factors in international retail expansion,Y,"auto_abstract:quantitative_stat,ip_performance",Y
756,Is Canadian intellectual property leaving Canada? A study of nanotechnology pate,UNSURE,auto:insufficient_evidence,N
758,Can strong home country institutions foster the internationalization of MNEs?,UNSURE,auto:insufficient_evidence,Y
759,The international performance of standardizing and customizing Spanish firms: Th,UNSURE,auto:insufficient_evidence,N
760,R&D offshoring in multinational enterprises Relevance of transaction cost and in,UNSURE,auto:insufficient_evidence,N
761,Which manufacturing firms learn by exporting?,UNSURE,auto:insufficient_evidence,N
762,Playing around an oxymoron: international business with a human face,UNSURE,auto:insufficient_evidence,Y
768,"Size, productivity, and international banking",UNSURE,auto:insufficient_evidence,N
770,Cross-border relocations of headquarters in Europe,UNSURE,auto:insufficient_evidence,N
771,Time-varying risk and long-term reversals: A re-examination of the international,UNSURE,auto:insufficient_evidence,N
772,Impact of Growth Opportunities and Competition on Firm-Level Capability Developm,UNSURE,auto:insufficient_evidence,Y
773,"Entrepreneurial Orientation, Social Capital, and the Inter-national-ization of S",UNSURE,auto:insufficient_evidence,N
775,Foreign Investors in The Netherlands: Heterogeneous Employment and Productivity ,UNSURE,auto:insufficient_evidence,N
777,Disentangling barriers to internationalization,UNSURE,auto:insufficient_evidence,Y
778,"Geographic market access and the effects of trade on length of production run, p",UNSURE,auto:insufficient_evidence,N
779,"International new ventures as ""small multinationals"": The importance of marketin",UNSURE,auto:insufficient_evidence,N
782,Co-opting the environment: an empirical test of resource-dependence theory,UNSURE,auto:insufficient_evidence,N
783,The internationalization of science and its influence on academic entrepreneursh,UNSURE,auto:insufficient_evidence,N
785,The productivity payoff of information technology in multimarket SMEs,UNSURE,auto:insufficient_evidence,N
786,MNCs' offshore R&D networks in host country's regional innovation system: The ca,UNSURE,auto:insufficient_evidence,N
787,Capability creation and internationalization with business group embeddedness - ,UNSURE,auto:insufficient_evidence,N
789,THE COMPETITIVENESS OF EXPORTERS FROM CROATIAN MANUFACTURING INDUSTRY,Y,auto_title:ip_explicit,N
791,Sequential exporting,UNSURE,auto:insufficient_evidence,N
792,Exploring the role of government involvement in outward FDI from emerging econom,UNSURE,auto:insufficient_evidence,N
794,The performance of small and medium-sized technology-based enterprises: Do produ,UNSURE,auto:insufficient_evidence,N
796,An AHP-multicriteria suitability evaluation of technological diversification in ,UNSURE,auto:insufficient_evidence,Y
797,Export behavior of Italian food firms: Does product quality matter?,UNSURE,auto:insufficient_evidence,N
798,THE DETERMINANTS OF ENTERPRISE PROFITABILITY DURING REDUCED ECONOMIC ACTIVITY,UNSURE,auto:insufficient_evidence,Y
799,Firms' Internationalisation Strategies: The Evidence,UNSURE,auto:insufficient_evidence,N
801,The diversification effects of a firm's political connection and its performance,UNSURE,auto:insufficient_evidence,N
802,The internationalization of small and medium-sized enterprises: the effect of fa,UNSURE,auto:insufficient_evidence,N
803,UNRAVELING THE RELATIONSHIPS BETWEEN INTERNATIONALIZATION AND PRODUCT DIVERSIFIC,UNSURE,auto:insufficient_evidence,Y
807,Internationalization of an Islamic investment bank: opportunities and challenges,UNSURE,auto:insufficient_evidence,Y
809,Regionalization strategy and performance The moderating role of industry dynamis,UNSURE,auto:insufficient_evidence,N
811,Graduating to globalisation: a study of Southern multinationals,UNSURE,auto:insufficient_evidence,Y
814,Does firm heterogeneity affect foreign market entry and exit symmetrically? Empi,UNSURE,auto:insufficient_evidence,N
815,"Sub-national institutions, firm strategies, and firm performance: A multilevel s",UNSURE,auto:insufficient_evidence,N
816,"Environmental Innovations, Local Networks and Internationalization",UNSURE,auto:insufficient_evidence,N
819,Business group attributes and internationalization strategy in China,UNSURE,auto:insufficient_evidence,N
821,Performance effects of international expansion processes: The moderating role of,UNSURE,auto:insufficient_evidence,N
822,The influence of ownership structure on internationalization,UNSURE,auto:insufficient_evidence,N
823,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,UNSURE,auto:insufficient_evidence,N
825,Internationalization of the Polish economy and its susceptibility to the global ,UNSURE,auto:insufficient_evidence,N
827,Performance drivers in the casino industry: Evidence from Slovenia,UNSURE,auto:insufficient_evidence,N
829,"Innovation, internationalization and entrepreneurship: A new venture research pe",UNSURE,auto:insufficient_evidence,N
830,"Technology transfer, specific local knowledge and entrepreneurial partner contro",UNSURE,auto:insufficient_evidence,N
833,Domestic transport infrastructure and firms' export market participation,UNSURE,auto:insufficient_evidence,N
836,The role of human mobility in promoting Chinese outward FDI: A neglected factor?,UNSURE,auto:insufficient_evidence,N
837,The determinants of foreign giving: An exploratory empirical investigation of US,UNSURE,auto:insufficient_evidence,N
841,Firms' exporting and importing activities: is there a two-way relationship?,UNSURE,auto:insufficient_evidence,N
843,The dynamics of exports and R&D in SMEs,UNSURE,auto:insufficient_evidence,N
844,Top management teams and the performance of entrepreneurial firms,UNSURE,auto:insufficient_evidence,Y
848,Ownership and technical efficiency in Malaysia's automotive industry: A stochast,UNSURE,auto:insufficient_evidence,N
851,Does board social capital influence chief executive officers' investment decisio,UNSURE,auto:insufficient_evidence,Y
852,The determinants of innovation in green supply chains: evidence from an Italian ,UNSURE,auto:insufficient_evidence,Y
853,Emerging market characteristics and supply network adjustments in internationali,UNSURE,auto:insufficient_evidence,N
855,The income elasticity of demand and firm performance of US restaurant companies ,UNSURE,auto:insufficient_evidence,Y
856,Do indigenous firms incur a liability of localness when operating in their home ,UNSURE,auto:insufficient_evidence,N
857,Internationalization and innovation of firms: evidence and policy,UNSURE,auto:insufficient_evidence,Y
858,Anti-dumping Duties and their Impact on Exporters: Firm Level Evidence from Chin,UNSURE,auto:insufficient_evidence,N
859,Born local: toward a theory of new venture's choice of internationalization,UNSURE,auto:insufficient_evidence,N
860,Does Trade Foster Employment Growth in Emerging Markets? Evidence from Turkey,UNSURE,auto:insufficient_evidence,N
861,Determinants of involuntary cross-listing: US restaurant companies' perspective,Y,"auto_abstract:quantitative_stat,ip_performance",Y
862,Internationalization of the postdoctorate in the United States: analyzing the de,UNSURE,auto:insufficient_evidence,N
863,How global is R&D? Firm-level determinants of home-country bias in R&D,UNSURE,auto:insufficient_evidence,N
864,Firm capabilities and the performance in regional polarization,UNSURE,auto:insufficient_evidence,Y
865,R&D offshoring and the productivity growth of European regions,UNSURE,auto:insufficient_evidence,N
867,"International commitment, post-entry growth and survival of international new ve",UNSURE,auto:insufficient_evidence,N
868,Modes of international activities and the innovativeness of firms: an empirical ,UNSURE,auto:insufficient_evidence,Y
870,Host-Country Related Risk Factors in International Construction: Meta-Analysis,N,auto_title:meta-analysis_paper,Y
871,INTERNET MARKETING BENEFITS FOR SOUTH AFRICAN SME OWNER-MANAGERS,UNSURE,auto:insufficient_evidence,Y
872,ITALIAN MANUFACTURING AND SERVICE FIRMS LABOR PRODUCTIVITY: A LONGITUDINAL QUANT,UNSURE,auto:insufficient_evidence,N
875,Moderating influence of internal resources on cluster externalities,UNSURE,auto:insufficient_evidence,Y
876,"Policy effectiveness and ""misalignment"" with firms' strategies A study of pro-in",UNSURE,auto:insufficient_evidence,N
877,Analysis of the profitability of the Spanish business sector with investment pre,UNSURE,auto:insufficient_evidence,Y
879,"Electronic commerce adoption, entrepreneurial orientation and small- and medium-",Y,"auto_abstract:quantitative_stat,ip_performance",Y
880,"An explanation of firms' internationalisation modes, blending firm heterogeneity",UNSURE,auto:insufficient_evidence,Y
881,The alchemy of family enterprises' internationalisation: dexterous movers or pro,UNSURE,auto:insufficient_evidence,Y
883,AN EXPOSITION OF RESOURCE CAPABILITIES FOR SMES IN THE EMERGING MARKETS,UNSURE,auto:insufficient_evidence,Y
884,Determinants of engaging in business combinations through partial acquisitions,UNSURE,auto:insufficient_evidence,Y
885,The Impact of Public Support on SMEs' Outward FDI: Evidence from Italy*,UNSURE,auto:insufficient_evidence,N
887,"Founder-key leaders, group-level decision teams, and the international expansion",UNSURE,auto:insufficient_evidence,Y
888,Does internationalization make a difference? Stock market reaction to announceme,UNSURE,auto:insufficient_evidence,N
894,Foreign ownership and firm performance in German services,UNSURE,auto:insufficient_evidence,N
895,International Experience in International Business Research: A Conceptualization,N,auto_abstract:review_statement,Y
897,Profitability and Speed of Foreign Market Entry,UNSURE,auto:insufficient_evidence,N
898,Export behaviour of SMEs in transition countries,UNSURE,auto:insufficient_evidence,N
899,The role of services for manufacturing firm exports,UNSURE,auto:insufficient_evidence,N
901,A national competitiveness-based portfolio approach for international strategic ,UNSURE,auto:insufficient_evidence,Y
902,Strategy in family business: Recent findings and future challenges,UNSURE,auto:insufficient_evidence,Y
903,CEO Tenure and R&D Investment: The Moderating Effect of Board Capital,UNSURE,auto:insufficient_evidence,N
904,How do firms combine different internationalisation modes? A multivariate probit,UNSURE,auto:insufficient_evidence,N
907,Differential empirical innovation factors for Spain and the UK,UNSURE,auto:insufficient_evidence,N
908,Information Costs in International Business: Analyzing the Effects of Economies ,UNSURE,auto:insufficient_evidence,N
909,Absorptive capacity from foreign direct investment in Spanish manufacturing firm,UNSURE,auto:insufficient_evidence,N
911,Revisiting the entrepreneur gender-performance relationship: a firm perspective,UNSURE,auto:insufficient_evidence,N
912,Internationalisation of Family Business: The Effect of Ownership and Generation ,UNSURE,auto:insufficient_evidence,Y
916,International network management for the purpose of host market expansion: The m,UNSURE,auto:insufficient_evidence,N
917,FDI SPILLOVERS OVER TIME IN AN EMERGING MARKET: THE ROLES OF ENTRY TENURE AND BA,UNSURE,auto:insufficient_evidence,N
919,Moderators on international diversification of advanced emerging market firms,UNSURE,auto:insufficient_evidence,N
922,Internationalisation of R&D: A Brief Survey of the Literature,UNSURE,auto:insufficient_evidence,Y
925,Contextualization and the advancement of entrepreneurship research,UNSURE,auto:insufficient_evidence,Y
926,The influence of political risk on the scope of internationalization of regulate,UNSURE,auto:insufficient_evidence,N
928,The moderating role of brand diversification on the relationship between geograp,UNSURE,auto:insufficient_evidence,N
931,How can emerging market small and medium-sized enterprises maximise internationa,UNSURE,auto:insufficient_evidence,Y
932,"Family Ownership, Institutional Ownership, and Internationalization of SMEs",UNSURE,auto:insufficient_evidence,N
933,"Psychic Distance, Innovation, and Firm Performance",UNSURE,auto:insufficient_evidence,N
934,"Innovation, quality and exports: The case of Italian SMEs",UNSURE,auto:insufficient_evidence,N
935,"Antecedents of firm performance in emerging economies: Business groups, strategy",UNSURE,auto:insufficient_evidence,N
936,Antecedents of SCM practices in ASEAN automotive industry Corporate entrepreneur,UNSURE,auto:insufficient_evidence,N
937,"Innovativeness, offshoring and black economy decisions. Evidence from Italian ma",UNSURE,auto:insufficient_evidence,N
938,Resilience: Lessons from banks that have braved the economic crisis-And from tho,UNSURE,auto:insufficient_evidence,N
940,"How do business groups' small world networks effect diversification, innovation,",UNSURE,auto:insufficient_evidence,N
941,Learning through foreign market participation: the relative benefits of exportin,UNSURE,auto:insufficient_evidence,N
942,The roles of political and business ties in new ventures: Evidence from China,UNSURE,auto:insufficient_evidence,N
943,"Knowledge acquisition, learning, and the initial pace of internationalization",UNSURE,auto:insufficient_evidence,N
944,"Innovation, Internationalization, and the Transnational Corporation",UNSURE,auto:insufficient_evidence,N
946,The dynamics of regional and global expansion,UNSURE,auto:insufficient_evidence,Y
947,Paradise lost? The case of technology-based small firms in New Zealand in the po,UNSURE,auto:insufficient_evidence,N
949,Decision-maker characteristics and international decisions for SMEs,UNSURE,auto:insufficient_evidence,Y
950,The impact of gender diversity in foreign subsidiaries' innovation outputs,UNSURE,auto:insufficient_evidence,Y
951,"Open innovation in services: knowledge sources, intellectual property rights and",UNSURE,auto:insufficient_evidence,N
953,The effects of entrepreneurs' socioeconomic status and political characteristics,UNSURE,auto:insufficient_evidence,Y
957,The moderating effects of a board of directors on FDI's international diversific,UNSURE,auto:insufficient_evidence,N
958,The Role of the State in Explaining the Internationalization of Emerging Market ,UNSURE,auto:insufficient_evidence,N
959,Re-thinking research on born globals,UNSURE,auto:insufficient_evidence,N
960,Examining the Drivers for Franchised Chains Performance through the Lens of the ,UNSURE,auto:insufficient_evidence,N
961,Effects of presidents' characteristics on internationalization of small and medi,UNSURE,auto:insufficient_evidence,N
962,The Importance of Strategic Fit Between Host-Home Country Similarity and Explora,UNSURE,auto:insufficient_evidence,Y
964,Transnational activities of immigrant-owned firms and their performances in the ,UNSURE,auto:insufficient_evidence,N
965,Institutional open access at home and outward internationalization,UNSURE,auto:insufficient_evidence,N
967,Dynamic capabilities and performance in foreign markets: Developments within int,UNSURE,auto:insufficient_evidence,N
968,The role of the market sub-system and the socio-technical sub-system in innovati,UNSURE,auto:insufficient_evidence,N
969,Comparative Analysis of Firms' Participation in National and International Progr,UNSURE,auto:insufficient_evidence,Y
970,Food security amidst water scarcity: Insights on sustainable food production fro,UNSURE,auto:insufficient_evidence,N
971,International Diversification of Emerging Market Firms: The Role of Ownership St,UNSURE,auto:insufficient_evidence,N
973,When does absorptive capacity matter for international performance of firms? Evi,UNSURE,auto:insufficient_evidence,N
974,New insights into dynamic efficiency: the effects of firm factors,UNSURE,auto:insufficient_evidence,Y
975,Creative destruction and export patterns,UNSURE,auto:insufficient_evidence,N
976,A Strategic Approach to Network Value in Network Industries,UNSURE,auto:insufficient_evidence,N
977,Globalization and diversification strategy: A managerial perspective,UNSURE,auto:insufficient_evidence,N
979,The effect of leverage on performance: Domestically-oriented versus internationa,UNSURE,auto:insufficient_evidence,N
981,The Distribution of Monopolistic Markups in the Polish Economy,UNSURE,auto:insufficient_evidence,Y
982,The Effects of Internationalization on Innovation: Firm-Level Evidence for Trans,UNSURE,auto:insufficient_evidence,N
983,The returns to foreign R&D,UNSURE,auto:insufficient_evidence,Y
985,Does agglomeration promote internationalization of Chinese firms?,UNSURE,auto:insufficient_evidence,N
986,"The impact of knowledge management, brand orientation and global marketing strat",UNSURE,auto:insufficient_evidence,N
987,Beyond financial indicators: An assessment of the measurement of performance for,UNSURE,auto:insufficient_evidence,N
988,Factors That Foster Export Commitment: an Empirical Study in Small and Medium-Si,UNSURE,auto:insufficient_evidence,Y
991,Business networks and the competitiveness of small manufacturing firms in Sweden,UNSURE,auto:insufficient_evidence,Y
992,Effects of diversification strategies on US restaurant firms' performance,UNSURE,auto:insufficient_evidence,N
993,"Learning, firm age and performance: An investigation of returnee entrepreneurs i",UNSURE,auto:insufficient_evidence,Y
995,Being Good When Being International in an Emerging Economy: The Case of China,UNSURE,auto:insufficient_evidence,N
996,When do international human capital enhancing practices benefit the bottom line?,UNSURE,auto:insufficient_evidence,N
997,Nascent entrepreneurs' personality attributes and the international dimension of,UNSURE,auto:insufficient_evidence,N
998,International Analysis of Venture Capital Programs of Large Corporations and Fin,UNSURE,auto:insufficient_evidence,Y
999,Developing Absorptive Capacity through e-Business: The Case of International SME,UNSURE,auto:insufficient_evidence,Y
1000,Foreign executive appointments: A multilevel examination,UNSURE,auto:insufficient_evidence,N
1003,The drivers of domestic acquisitions in People's Republic of China: a resource-b,UNSURE,auto:insufficient_evidence,N
1004,Family SMEs' Internationalization: Disentangling the Influence of Familiness on ,UNSURE,auto:insufficient_evidence,N
1006,"Multinationals, technology and regional linkages in Myanmar's clothing industry",UNSURE,auto:insufficient_evidence,N
1007,"The garment industry in Laos: technological capabilities, global production chai",UNSURE,auto:insufficient_evidence,N
1009,DOES THE GENDER OF TOP MANAGERS AND OWNERS MATTER FOR FIRM EXPORTS?,UNSURE,auto:insufficient_evidence,N
1015,Exploring the Link between Innovation and Firm Performance,UNSURE,auto:insufficient_evidence,N
1016,The effect of internal capabilities and external environment on small- and mediu,UNSURE,auto:insufficient_evidence,N
1017,The Effect of Global Orientation on the Performance of International New Venture,UNSURE,auto:insufficient_evidence,N
1019,"Diversification, family involvement and firm performance Empirical evidence from",UNSURE,auto:insufficient_evidence,N
1020,Innovation management of internationalised IT companies in Brazil and Portugal,UNSURE,auto:insufficient_evidence,Y
1021,Training practices and organisational performance: A comparative analysis of dom,UNSURE,auto:insufficient_evidence,Y
1022,Offshore R&D and Taiwan-based firm's productivity - does subsidiary mandate matt,UNSURE,auto:insufficient_evidence,N
1023,"OWNERSHIP CONCENTRATION, LOCATION, AND INTERNALIZATION ADVANTAGE IN FINANCIAL PE",UNSURE,auto:insufficient_evidence,N
1024,Internationalisation of family-owned businesses in a geographically remote area,UNSURE,auto:insufficient_evidence,Y
1025,Internet-enabled internationalisation: a review of the empirical literature and ,UNSURE,auto:insufficient_evidence,Y
1026,Knowledge will set you free Enhancing the firm's responsiveness to institutional,UNSURE,auto:insufficient_evidence,N
1027,Towards building internal social network architecture that drives innovation: a ,UNSURE,auto:insufficient_evidence,Y
1028,"Better at home, abroad, or both? How Chinese firms use ambidextrous internationa",UNSURE,auto:insufficient_evidence,Y
1029,Antecedents and consequences of firm's export marketing strategy An empirical st,UNSURE,auto:insufficient_evidence,N
1030,The impacts of entrepreneurship on export orientation and internationalisation: ,UNSURE,auto:insufficient_evidence,N
1031,Linking Processes and Dynamic Capabilities of International SMEs: The Mediating ,UNSURE,auto:insufficient_evidence,N
1032,Imported Inputs and Egyptian Exports: Exploring the Links,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1034,The determinants of efficiency and productivity in the Swiss insurance industry,UNSURE,auto:insufficient_evidence,N
1035,The integration of quality and safety concerns in the wine industry: the role of,UNSURE,auto:insufficient_evidence,N
1036,Are Firms in Developing Countries in Spider Webs or Iron Cages? Geographic Traps,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
1037,Assembling capabilities for innovation: Evidence from New Zealand SMEs,UNSURE,auto:insufficient_evidence,Y
1038,"Organizational learning, entrepreneurial orientation, and the role of university",UNSURE,auto:insufficient_evidence,Y
1039,Food exporters in global value chains: Evidence from Italy,UNSURE,auto:insufficient_evidence,N
1042,Understanding Export Market Success: Evidence from Manufacturing Firms,UNSURE,auto:insufficient_evidence,N
1043,International knowledge spillovers through high-tech imports and R&D of foreign-,UNSURE,auto:insufficient_evidence,Y
1045,SMEs and social capital: exploring the Brazilian context,UNSURE,auto:insufficient_evidence,N
