seq,doi,title,abstract_snippet,auto_decision,auto_reason
258,10.1007/s10843-020-00281-5,"Founder ethnic composition, early internationalization, and new venture performance",,UNSURE,S2 fetch failed
259,10.1177/2340944420916334,Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,,UNSURE,S2 fetch failed
260,10.1111/1468-0106.12287,Reaching up and reaching out: The impact of competition on firms' productivity and export decisions,,UNSURE,S2 fetch failed
261,10.1016/j.jbusres.2020.03.018,Host country institutional diversity and MNE performance persistence,,UNSURE,S2 fetch failed
262,10.1504/ijtm.2020.112156,The interplay between exports and technological collaborations: effects on SME growth,,UNSURE,S2 fetch failed
264,10.1108/md-11-2017-1105,Internationalization of exploitation alliance portfolios and firm performance,,UNSURE,S2 fetch failed
271,10.1111/jsbm.12489,Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,,UNSURE,S2 fetch failed
272,10.1016/j.ijhm.2019.03.007,Internationalization and hotel performance: Agglomeration-related moderators,,UNSURE,S2 fetch failed
278,10.3390/admsci8030031,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",,UNSURE,S2 fetch failed
284,10.1016/j.jclepro.2017.10.111,Internationalization and economic performance: The mediating role of eco-innovation,,UNSURE,S2 fetch failed
287,10.1080/10669868.2018.1467842,Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,,UNSURE,S2 fetch failed
288,10.1016/j.labeco.2018.05.004,"Labor market imperfections, markups and productivity in multinationals and exporters",,UNSURE,S2 fetch failed
290,10.1016/j.jbusres.2017.09.023,'Misfits' DO try to fit: Deviations from firm-specific optimal multinationality and subsequent market entry or exit in US law firms,,UNSURE,S2 fetch failed
291,10.1016/j.lrp.2016.06.001,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",,UNSURE,S2 fetch failed
292,10.1016/j.intman.2016.11.004,The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,,UNSURE,S2 fetch failed
294,10.1002/gsj.1160,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,,UNSURE,S2 fetch failed
296,10.1177/0170840616670441,Where to Seek Strategic Assets for Competitive Catch-up? A configurational study of emerging multinational enterprises expanding into foreign strategic factor markets,,UNSURE,S2 fetch failed
297,10.1108/ijrdm-04-2015-0064,"Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case",,UNSURE,S2 fetch failed
304,10.1016/j.intman.2016.05.002,"The human factor: Investments in employee human capital, productivity, and SME internationalization",,UNSURE,S2 fetch failed
306,10.1007/s13132-015-0256-5,Multilocalisation and the Growth of Knowledge Assets in Medium-Sized Multinationals (MSMs),,UNSURE,S2 fetch failed
307,10.5771/0935-9915-2015-2-83,Service innovation and internationalization in SMEs: Implications for growth and performance,,UNSURE,S2 fetch failed
310,10.3846/16111699.2012.720600,"Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",,UNSURE,S2 fetch failed
311,10.1007/s10843-015-0148-6,The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,,UNSURE,S2 fetch failed
317,10.1108/md-10-2013-0527,How do resources and diversification strategy explain the performance consequences of internationalization?,,UNSURE,S2 fetch failed
318,10.1016/j.jbankfin.2014.02.003,Should I stay or should I go? Bank productivity and internationalization decisions,,UNSURE,S2 fetch failed
321,10.1007/s11123-012-0315-x,"Globalisation, industrial diversification and productivity growth in large European R&D companies",,UNSURE,S2 fetch failed
323,10.1002/hrm.21619,"EMPLOYEE PRODUCTIVITY, EMPLOYMENT GROWTH, AND THE CROSS-BORDER ACQUISITIONS BY EMERGING MARKET FIRMS",,UNSURE,S2 fetch failed
326,10.1111/j.2042-5805.2013.01060.x,"BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",,UNSURE,S2 fetch failed
330,10.1016/j.jbusres.2011.05.007,Internationalization and the IPO performance of new ventures,,UNSURE,S2 fetch failed
331,10.1111/j.1467-9701.2011.01415.x,The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,,UNSURE,S2 fetch failed
332,10.1108/02651331211260377,"Early internationalization and performance of small high-tech ""born-globals""",,UNSURE,S2 fetch failed
334,10.1111/j.2042-5805.2012.01033.x,PRO-MARKET REFORMS AND DEVELOPING COUNTRY MULTINATIONAL CORPORATIONS,,UNSURE,S2 fetch failed
338,10.1108/15253831111190199,Internationalization of new ventures: tests of growth and survival,,UNSURE,S2 fetch failed
341,10.1007/s10693-010-0090-7,"Internationalization, Performance and Volatility: The World Largest Financial Groups",,UNSURE,S2 fetch failed
346,10.2139/ssrn.989931,Exports and Productivity Growth: First Evidence from a Continuous Treatment Approach,,UNSURE,S2 fetch failed
347,10.1016/s1064-4857(07)13008-4,INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,,UNSURE,S2 fetch failed
349,10.1007/s11187-005-5604-6,"Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",,UNSURE,S2 fetch failed
353,10.1108/02651330410547171,International learning: antecedents and performance implications among newly internationalizing companies in an exporting context,,UNSURE,S2 fetch failed
354,10.1080/1350485042000254890,Firms' productivity and internationalization: a statistical dominance test,,UNSURE,S2 fetch failed
355,10.1002/smj.243,"Pace, rhythm, and scope: Process dependence in building a profitable multinational corporation",,UNSURE,S2 fetch failed
478,10.1016/j.jclepro.2019.06.135,Take your time: Examining when green innovation affects financial performance in multinationals,,UNSURE,S2 fetch failed
532,10.1016/j.jwb.2015.03.002,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries",,UNSURE,S2 fetch failed
209,10.1177/21582440241229561,Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,,UNSURE,S2 fetch failed
223,10.1177/21582440231210119,Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,,UNSURE,S2 fetch failed
238,10.1016/j.irfa.2022.102334,"Internationalization, foreign exchange exposure and firm risk",,UNSURE,S2 fetch failed
274,10.1111/corg.12273,Shareholder wealth effects of cultural diversity among blockholders: Evidence from cross-border acquisitions by US-listed companies,,UNSURE,S2 fetch failed
315,10.1016/j.jbusres.2015.01.042,Efficiency and exports: Evidence from Southern European companies,,UNSURE,S2 fetch failed
343,10.2139/ssrn.900545,The export-growth relationship: estimating a dose-response function,,UNSURE,S2 fetch failed
534,10.1016/j.lrp.2022.102220,Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,,UNSURE,S2 fetch failed
540,10.1016/s0148-2963(96)00113-0,The internationalization of Latin American enterprises and market liberalization in the Americas: A vital linkage,,UNSURE,S2 fetch failed
541,10.1016/s0925-5273(97)00029-7,"Development of international competitiveness in industries and individual firms in developing countries: The case of the Chilean forest-based industry and the Chilean engineering firm Arze, Recine and Asociados",,UNSURE,S2 fetch failed
547,10.1002/(sici)1097-0266(199908)20:8<711::aid-smj41>3.0.co;2-8,"Geographic scope, product diversification, and the corporate performance of Japanese firms",,UNSURE,S2 fetch failed
550,10.1016/s0166-4972(99)00135-2,"Technological convergence, globalisation and ownership in the UK computer industry",,UNSURE,S2 fetch failed
562,10.1023/a:1020244404241,Toward a contingency framework of export entrepreneurship: Conceptualisations and empirical evidence,,UNSURE,S2 fetch failed
563,10.2307/30040614,Institutional ownership differences and international diversification: The effects of boards of directors and technological opportunity,,UNSURE,S2 fetch failed
564,10.1057/palgrave.jibs.8400031,"Policy uncertainty and the sequence of entry by Japanese firms, 1980-1998",,UNSURE,S2 fetch failed
566,10.1016/s0883-9026(03)00057-0,International expansion of US manufacturing family businesses: the effect of ownership and involvement,,UNSURE,S2 fetch failed
574,10.1016/j.lrp.2003.11.005,"Globalisation, international configurations and strategic implications: The case of retailing",,UNSURE,S2 fetch failed
583,10.1007/s10843-005-0305-4,ASPEM as the New Topographic Analysis Tool for Small and Medium-Sized Enterprises (SMEs) Performance Models Utilization,,UNSURE,S2 fetch failed
589,10.1504/ijtm.2006.009967,"Ownership, technological intensities, and economic performance in South Africa",,UNSURE,S2 fetch failed
596,10.1016/j.jbusvent.2005.02.002,Partnering strategies and performance of SMEs' international joint ventures,,UNSURE,S2 fetch failed
598,10.2753/eee0012-8775440502,"Foreign ownership and productivity in Polish industry - The case of Polish manufacturing, 1993-2002",,UNSURE,S2 fetch failed
601,10.5465/amj.2006.23478217,"The importance of resources in the internationalization of professional service firms: The good, the bad, and the ugly",,UNSURE,S2 fetch failed
611,10.1057/palgrave.jibs.8400260,Real options in multinational corporations: organizational challenges and risk implications,,UNSURE,S2 fetch failed
613,10.1016/j.jbusres.2006.10.024,Performance impact of business group affiliation: An analysis of the diversification-performance link in a developing economy,,UNSURE,S2 fetch failed
622,10.1016/j.jebo.2005.07.007,Resource accumulation and overseas expansion by Japanese multinationals,,UNSURE,S2 fetch failed
625,10.1016/j.jwb.2007.11.015,Strategic orientations of born globals - Do they really matter?,,UNSURE,S2 fetch failed
627,10.1016/j.accfor.2007.11.001,The preparedness of companies to adopt International Financial Reporting Standards: Portuguese evidence,,UNSURE,S2 fetch failed
628,10.1007/s10290-008-0136-1,Analysis of productivity differences among foreign and domestic firms:: Evidence from Germany,,UNSURE,S2 fetch failed
633,10.1007/s10961-007-9058-7,The innovative performance of foreign-owned enterprises in small open economies,,UNSURE,S2 fetch failed
639,10.1007/s11123-008-0102-x,Optimal geographic diversification and firm performance: evidence from the UK,,UNSURE,S2 fetch failed
643,10.1016/j.ijhm.2007.09.002,Internationalization of US multinational hotel companies: Expansion to Asia versus Europe,,UNSURE,S2 fetch failed
644,10.1007/s10843-008-0029-3,Partnership or self-reliance entry modes: Large and small technology-based enterprises' strategies in overseas markets,,UNSURE,S2 fetch failed
668,10.1016/j.lrp.2009.09.006,The Internationalisation of Retail Banking: Banco Santander's Journey towards Globalisation,,UNSURE,S2 fetch failed
671,10.1057/jibs.2009.18,"R&D, internationalization and growth of newly listed firms: European evidence",,UNSURE,S2 fetch failed
672,10.1016/j.ijresmar.2009.08.004,"How do new ventures grow? Firm capabilities, growth strategies and performance",,UNSURE,S2 fetch failed
677,10.2139/ssrn.1564507,Exchange Rate Pass-Through and Exposure in the Turkish Economy,,UNSURE,S2 fetch failed
685,10.1057/jibs.2009.69,How much does home country matter to corporate profitability?,,UNSURE,S2 fetch failed
687,10.1016/j.jbusvent.2009.01.008,Organizational entrainment and international new ventures from emerging markets,,UNSURE,S2 fetch failed
693,10.1007/s10290-009-0042-1,The impact of the 2004 EU enlargement on the performance of service enterprises in Germany's eastern border region,,UNSURE,S2 fetch failed
696,10.1007/978-94-007-2926-1_5,Exploring the Impact of Legal Systems and Financial Structure on Corporate Responsibility,,UNSURE,S2 fetch failed
697,10.1016/j.intman.2010.06.006,Distribution system choice in a service industry: An analysis of international insurance firms operating in the United States,,UNSURE,S2 fetch failed
700,10.1016/j.respol.2010.04.002,The local/global integration of MNC subsidiaries and their technological behaviour: Argentina in the late 1990s,,UNSURE,S2 fetch failed
702,10.1007/s11123-010-0174-2,The effect of foreign ownership on SMEs performance: An efficiency analysis perspective,,UNSURE,S2 fetch failed
705,10.1016/j.ibusrev.2010.04.003,"Performance, diversity, and multiplicity of foreign cross-listing portfolios",,UNSURE,S2 fetch failed
711,10.1080/19186444.2011.11658285,Economic Liberalisation and Financing Pattern of Indian Acquiring Firms Abroad,,UNSURE,S2 fetch failed
713,10.1057/9781137015891_13,"Internationalization, Innovativeness, and Proactive Environmental Strategy among Small and Medium Enterprises",,UNSURE,S2 fetch failed
719,10.1057/9780230305106_18,"The Link between Born Global Growth, Network Evolution and Firm Performance: A Theoretical Framework",,UNSURE,S2 fetch failed
726,10.1007/s11459-011-0122-8,"Capital Endowment, Credit Constraint and FDI: Analysis Based on Heterogeneous Firms",,UNSURE,S2 fetch failed
731,10.2139/ssrn.870237,Demonstration or congestion? Export spillovers in Sweden,,UNSURE,S2 fetch failed
732,10.1093/oep/gpq027,"R&D, product innovation, and exporting: evidence from UK new technology based firms",,UNSURE,S2 fetch failed
734,10.1093/jeg/lbq035,"International business and economic geography: knowledge, time and transactions costs",,UNSURE,S2 fetch failed
740,10.1007/s10843-010-0067-5,Learning about foreign markets: A study of Czech SMEs,,UNSURE,S2 fetch failed
741,10.1016/j.intman.2011.01.004,Do firms benefit from multinationality through production shifting?,,UNSURE,S2 fetch failed
751,10.1016/j.indmarman.2011.02.001,Environment-quality management coalignment across industrial contexts: An empirical investigation of performance implications,,UNSURE,S2 fetch failed
756,10.1007/s10961-011-9211-1,Is Canadian intellectual property leaving Canada? A study of nanotechnology patenting,,UNSURE,S2 fetch failed
770,10.1057/jibs.2011.52,Cross-border relocations of headquarters in Europe,,UNSURE,S2 fetch failed
771,10.1057/jibs.2011.41,Time-varying risk and long-term reversals: A re-examination of the international evidence,,UNSURE,S2 fetch failed
775,10.1007/s10645-011-9174-5,Foreign Investors in The Netherlands: Heterogeneous Employment and Productivity Effects,,UNSURE,S2 fetch failed
778,10.1093/jeg/lbq059,"Geographic market access and the effects of trade on length of production run, product diversity and plant scale of Canadian manufacturing plants, 1974-1999",,UNSURE,S2 fetch failed
782,10.1080/09585192.2011.610952,Co-opting the environment: an empirical test of resource-dependence theory,,UNSURE,S2 fetch failed
785,10.1007/s11187-010-9297-0,The productivity payoff of information technology in multimarket SMEs,,UNSURE,S2 fetch failed
786,10.1016/j.respol.2012.03.016,MNCs' offshore R&D networks in host country's regional innovation system: The case of Taiwan-based firms in China,,UNSURE,S2 fetch failed
787,10.1016/j.emj.2012.03.009,Capability creation and internationalization with business group embeddedness - the case of Tata Motors in passenger cars,,UNSURE,S2 fetch failed
792,10.1007/978-3-319-51715-5_5,Exploring the role of government involvement in outward FDI from emerging economies,,UNSURE,S2 fetch failed
794,10.1016/j.ibusrev.2011.11.003,The performance of small and medium-sized technology-based enterprises: Do product diversity and international diversity matter?,,UNSURE,S2 fetch failed
797,10.1016/j.foodpol.2012.05.004,Export behavior of Italian food firms: Does product quality matter?,,UNSURE,S2 fetch failed
802,10.1007/s10997-010-9166-x,"The internationalization of small and medium-sized enterprises: the effect of family management, human capital and foreign ownership",,UNSURE,S2 fetch failed
814,10.1016/j.jebo.2012.10.016,Does firm heterogeneity affect foreign market entry and exit symmetrically? Empirical evidence for French firms,,UNSURE,S2 fetch failed
815,10.1016/j.jwb.2012.06.008,"Sub-national institutions, firm strategies, and firm performance: A multilevel study of private manufacturing firms in Vietnam",,UNSURE,S2 fetch failed
821,10.1016/j.ibusrev.2012.04.006,Performance effects of international expansion processes: The moderating role of top management team experiences,,UNSURE,S2 fetch failed
823,10.1016/j.ibusrev.2012.02.002,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,,UNSURE,S2 fetch failed
827,10.1016/j.ijhm.2012.05.006,Performance drivers in the casino industry: Evidence from Slovenia,,UNSURE,S2 fetch failed
830,10.1007/s11365-012-0244-1,"Technology transfer, specific local knowledge and entrepreneurial partner control in international joint ventures",,UNSURE,S2 fetch failed
833,10.1007/s11187-011-9393-9,Domestic transport infrastructure and firms' export market participation,,UNSURE,S2 fetch failed
836,10.1016/j.ibusrev.2012.06.001,The role of human mobility in promoting Chinese outward FDI: A neglected factor?,,UNSURE,S2 fetch failed
837,10.1016/j.ibusrev.2012.05.005,The determinants of foreign giving: An exploratory empirical investigation of US manufacturing firms,,UNSURE,S2 fetch failed
841,10.1007/s10290-012-0137-y,Firms' exporting and importing activities: is there a two-way relationship?,,UNSURE,S2 fetch failed
848,10.1080/09638199.2011.571702,Ownership and technical efficiency in Malaysia's automotive industry: A stochastic frontier production function analysis,,UNSURE,S2 fetch failed
853,10.1016/j.ijpe.2013.04.038,Emerging market characteristics and supply network adjustments in internationalising food supply chains,,UNSURE,S2 fetch failed
856,10.1016/j.jwb.2012.09.004,Do indigenous firms incur a liability of localness when operating in their home market? The case of China,,UNSURE,S2 fetch failed
858,10.1016/j.worlddev.2013.05.018,Anti-dumping Duties and their Impact on Exporters: Firm Level Evidence from China,,UNSURE,S2 fetch failed
860,10.1016/j.worlddev.2013.06.003,Does Trade Foster Employment Growth in Emerging Markets? Evidence from Turkey,,UNSURE,S2 fetch failed
862,10.1007/s10734-013-9621-0,Internationalization of the postdoctorate in the United States: analyzing the demand for international postdoc labor,,UNSURE,S2 fetch failed
867,10.1016/j.jbusvent.2013.01.001,"International commitment, post-entry growth and survival of international new ventures",,UNSURE,S2 fetch failed
868,10.1080/10438599.2014.904540,Modes of international activities and the innovativeness of firms: an empirical analysis based on the Japanese National Innovation Survey for 2009,,UNSURE,S2 fetch failed
875,10.1108/emjb-04-2013-0014,Moderating influence of internal resources on cluster externalities,,UNSURE,S2 fetch failed
877,10.1108/mbe-05-2013-0032,Analysis of the profitability of the Spanish business sector with investment presence in China,,UNSURE,S2 fetch failed
880,10.1068/a4690,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidence from Italy",,UNSURE,S2 fetch failed
881,10.1504/ejim.2014.064902,The alchemy of family enterprises' internationalisation: dexterous movers or prodigal laggards?,,UNSURE,S2 fetch failed
884,10.1080/02102412.2014.910911,Determinants of engaging in business combinations through partial acquisitions,,UNSURE,S2 fetch failed
887,10.1108/imr-07-2012-0120,"Founder-key leaders, group-level decision teams, and the international expansion of business groups Evidence from Taiwan",,UNSURE,S2 fetch failed
888,10.1016/j.jwb.2012.11.003,Does internationalization make a difference? Stock market reaction to announcements of international top executive appointments,,UNSURE,S2 fetch failed
899,10.1007/s10290-013-0171-4,The role of services for manufacturing firm exports,,UNSURE,S2 fetch failed
901,10.1504/ejim.2014.058494,A national competitiveness-based portfolio approach for international strategic management: illustrated with the case of the TATA industries,,UNSURE,S2 fetch failed
904,10.1007/s10290-013-0162-5,How do firms combine different internationalisation modes? A multivariate probit approach,,UNSURE,S2 fetch failed
907,10.1016/j.respol.2013.10.013,Differential empirical innovation factors for Spain and the UK,,UNSURE,S2 fetch failed
908,10.1007/s11575-013-0187-y,"Information Costs in International Business: Analyzing the Effects of Economies of Scale, Cultural Diversity and Decentralization",,UNSURE,S2 fetch failed
909,10.1016/j.ibusrev.2013.06.006,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,,UNSURE,S2 fetch failed
917,10.5465/amj.2011.0351,FDI SPILLOVERS OVER TIME IN AN EMERGING MARKET: THE ROLES OF ENTRY TENURE AND BARRIERS TO IMITATION,,UNSURE,S2 fetch failed
919,10.1016/j.jbusres.2013.04.006,Moderators on international diversification of advanced emerging market firms,,UNSURE,S2 fetch failed
928,10.1016/j.ijhm.2013.01.001,The moderating role of brand diversification on the relationship between geographic diversification and firm performance in the US lodging industry,,UNSURE,S2 fetch failed
931,10.1177/0266242613503356,How can emerging market small and medium-sized enterprises maximise internationalisation benefits? The moderating effect of organisational flexibility,,UNSURE,S2 fetch failed
932,10.1111/jsbm.12031,"Family Ownership, Institutional Ownership, and Internationalization of SMEs",,UNSURE,S2 fetch failed
935,10.1016/j.jbusres.2014.01.004,"Antecedents of firm performance in emerging economies: Business groups, strategy, industry structure, and state support",,UNSURE,S2 fetch failed
937,10.1016/j.ibusrev.2014.03.011,"Innovativeness, offshoring and black economy decisions. Evidence from Italian manufacturing firms",,UNSURE,S2 fetch failed
938,10.1016/j.ibusrev.2014.06.013,Resilience: Lessons from banks that have braved the economic crisis-And from those that have not,,UNSURE,S2 fetch failed
940,10.1007/s10490-014-9385-9,"How do business groups' small world networks effect diversification, innovation, and internationalization?",,UNSURE,S2 fetch failed
944,10.1002/9781118739044.ch6,"Innovation, Internationalization, and the Transnational Corporation",,UNSURE,S2 fetch failed
947,10.1080/13691066.2015.1021031,Paradise lost? The case of technology-based small firms in New Zealand in the post-global financial crisis economic environment,,UNSURE,S2 fetch failed
951,10.1080/10438599.2014.924745,"Open innovation in services: knowledge sources, intellectual property rights and internationalization",,UNSURE,S2 fetch failed
953,10.1108/cms-05-2013-0078,The effects of entrepreneurs' socioeconomic status and political characteristics on new ventures' establishment of formal political ties in China,,UNSURE,S2 fetch failed
959,10.1057/jibs.2014.59,Re-thinking research on born globals,,UNSURE,S2 fetch failed
960,10.1111/jsbm.12059,Examining the Drivers for Franchised Chains Performance through the Lens of the Dynamic Capabilities Approach,,UNSURE,S2 fetch failed
961,10.1016/j.jjie.2014.08.001,Effects of presidents' characteristics on internationalization of small and medium firms in Japan,,UNSURE,S2 fetch failed
962,10.1509/jim.14.0045,The Importance of Strategic Fit Between Host-Home Country Similarity and Exploration Exploitation Strategies on Small and Medium-Sized Enterprises' Performance: A Contingency Perspective,,UNSURE,S2 fetch failed
967,10.1007/s10843-014-0139-z,Dynamic capabilities and performance in foreign markets: Developments within international new ventures,,UNSURE,S2 fetch failed
968,10.1007/s11747-014-0382-9,The role of the market sub-system and the socio-technical sub-system in innovation and firm performance: a dynamic capabilities approach,,UNSURE,S2 fetch failed
969,10.37610/dyo.v0i55.464,Comparative Analysis of Firms' Participation in National and International Programmes to Support Innovation,,UNSURE,S2 fetch failed
970,10.1016/j.spc.2015.06.002,Food security amidst water scarcity: Insights on sustainable food production from Saudi Arabia,,UNSURE,S2 fetch failed
971,10.1007/s11575-015-0240-0,International Diversification of Emerging Market Firms: The Role of Ownership Structure and Group Affiliation,,UNSURE,S2 fetch failed
973,10.1016/j.ibusrev.2014.08.006,When does absorptive capacity matter for international performance of firms? Evidence from China,,UNSURE,S2 fetch failed
974,10.1108/ijchm-08-2013-0342,New insights into dynamic efficiency: the effects of firm factors,,UNSURE,S2 fetch failed
979,10.1016/j.ribaf.2015.02.016,The effect of leverage on performance: Domestically-oriented versus internationally-oriented firms,,UNSURE,S2 fetch failed
981,10.1080/00128775.2014.1004282,The Distribution of Monopolistic Markups in the Polish Economy,,UNSURE,S2 fetch failed
982,10.1007/s11079-014-9334-8,The Effects of Internationalization on Innovation: Firm-Level Evidence for Transition Economies,,UNSURE,S2 fetch failed
985,10.1016/j.chieco.2015.03.009,Does agglomeration promote internationalization of Chinese firms?,,UNSURE,S2 fetch failed
987,10.1016/j.ibusrev.2014.11.003,Beyond financial indicators: An assessment of the measurement of performance for international new ventures,,UNSURE,S2 fetch failed
988,10.5755/j01.ee.26.3.6456,Factors That Foster Export Commitment: an Empirical Study in Small and Medium-Sized Enterprises,,UNSURE,S2 fetch failed
991,10.1080/00291951.2015.1040444,Business networks and the competitiveness of small manufacturing firms in Sweden's northern periphery,,UNSURE,S2 fetch failed
993,10.1177/0266242613508147,"Learning, firm age and performance: An investigation of returnee entrepreneurs in Chinese high-tech industries",,UNSURE,S2 fetch failed
995,10.1007/s10551-014-2268-7,Being Good When Being International in an Emerging Economy: The Case of China,,UNSURE,S2 fetch failed
996,10.1057/jibs.2015.10,"When do international human capital enhancing practices benefit the bottom line? An ability, motivation, and opportunity perspective",,UNSURE,S2 fetch failed
998,10.1111/etap.12105,International Analysis of Venture Capital Programs of Large Corporations and Financial Institutions,,UNSURE,S2 fetch failed
1003,10.1080/13602381.2014.971639,The drivers of domestic acquisitions in People's Republic of China: a resource-based analysis,,UNSURE,S2 fetch failed
1004,10.1111/jsbm.12111,Family SMEs' Internationalization: Disentangling the Influence of Familiness on Spanish Firms' Export Activity,,UNSURE,S2 fetch failed
1006,10.1080/13602381.2014.990211,"Multinationals, technology and regional linkages in Myanmar's clothing industry",,UNSURE,S2 fetch failed
1007,10.1080/13602381.2014.990209,"The garment industry in Laos: technological capabilities, global production chains and competitiveness",,UNSURE,S2 fetch failed
1009,10.1080/13545701.2015.1029958,DOES THE GENDER OF TOP MANAGERS AND OWNERS MATTER FOR FIRM EXPORTS?,,UNSURE,S2 fetch failed
1015,10.1007/s13132-012-0143-2,Exploring the Link between Innovation and Firm Performance,,UNSURE,S2 fetch failed
1017,10.1007/s11575-015-0255-6,The Effect of Global Orientation on the Performance of International New Ventures: Evidence from Italy,,UNSURE,S2 fetch failed
1021,10.5771/0949-6181-2016-4-406,Training practices and organisational performance: A comparative analysis of domestic and international market oriented Organisations in Central & Eastern Europe,,UNSURE,S2 fetch failed
1022,10.1080/14783363.2015.1075873,Offshore R&D and Taiwan-based firm's productivity - does subsidiary mandate matter?,,UNSURE,S2 fetch failed
1026,10.5465/ambpp.2013.16801abstract,Knowledge will set you free Enhancing the firm's responsiveness to institutional change,,UNSURE,S2 fetch failed
1030,10.1504/ijil.2016.073284,The impacts of entrepreneurship on export orientation and internationalisation: the moderating effects of family ownership and involvement,,UNSURE,S2 fetch failed
1031,10.1111/jsbm.12135,Linking Processes and Dynamic Capabilities of International SMEs: The Mediating Effect of International Entrepreneurial Orientation,,UNSURE,S2 fetch failed
1035,10.1016/j.jclepro.2015.09.026,The integration of quality and safety concerns in the wine industry: the role of third-party voluntary certifications,,UNSURE,S2 fetch failed
1037,10.1177/0266242614548931,Assembling capabilities for innovation: Evidence from New Zealand SMEs,,UNSURE,S2 fetch failed
1039,10.1016/j.foodpol.2015.10.001,Food exporters in global value chains: Evidence from Italy,,UNSURE,S2 fetch failed
1042,10.1007/s11079-015-9368-6,Understanding Export Market Success: Evidence from Manufacturing Firms,,UNSURE,S2 fetch failed
1043,10.1080/09638199.2015.1106575,International knowledge spillovers through high-tech imports and R&D of foreign-owned firms,,UNSURE,S2 fetch failed
1048,10.1007/s10842-015-0207-7,Measuring the Magnitude of Significant Market Power in the Manufacturing and Services Industries: A Cross Country Approach,,UNSURE,S2 fetch failed
1049,10.7202/1036613ar,. Maximizing the Benefits of Internationalization: The Moderating Role of Labour Flexibility,,UNSURE,S2 fetch failed
1050,10.1017/mor.2015.40,"Political Connections, Home Formal Institutions, and Internationalization: Evidence from China",,UNSURE,S2 fetch failed
1051,10.2139/ssrn.2267967,Internationalization choices: an ordered probit analysis at industry level,,UNSURE,S2 fetch failed
1052,10.1016/j.jwb.2015.11.006,The interactive effect of time and host country location on Chinese MNCs' performance: An empirical investigation,,UNSURE,S2 fetch failed
1054,10.1016/j.jwb.2015.05.001,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,,UNSURE,S2 fetch failed
1056,10.1016/j.ibusrev.2015.09.004,The international diversification-performance link in Spain: Does firm size really matter?,,UNSURE,S2 fetch failed
1057,10.1016/j.jwb.2015.11.004,Performance of professional service firms from emerging markets: Role of innovative services and firm capabilities,,UNSURE,S2 fetch failed
1062,10.1016/j.jbusres.2015.10.144,When distance does not matter: Implications for Latin American multinationals,,UNSURE,S2 fetch failed
1066,10.1016/j.jwb.2015.11.008,Too much of a good thing: Does international experience variety accelerate or delay executives' career advancement?,,UNSURE,S2 fetch failed
1068,10.1016/j.jcorpfin.2016.03.004,Multinationality as real option facilitator - Illusion or reality?,,UNSURE,S2 fetch failed
1071,10.1016/j.jbusres.2015.12.027,The interaction of chief executive officer and top management team on organization performance,,UNSURE,S2 fetch failed
1075,10.1016/j.apmrv.2015.12.001,"Which ""green"" is better? An empirical study of the impact of green activities on firm performance",,UNSURE,S2 fetch failed
1078,10.1017/beq.2016.13,Drivers of Global CSR Integration and Local CSR Responsiveness: Evidence from Chinese MNEs,,UNSURE,S2 fetch failed
1080,10.1177/0263774x15619627,Broadening or jumping? An analysis of the first export market of European Union firms,,UNSURE,S2 fetch failed
1082,10.1057/jibs.2016.20,How does regional institutional complexity affect MNE internationalization?,,UNSURE,S2 fetch failed
1084,10.1016/j.ibusrev.2015.10.004,Perspectives on strategic internationalization: Developing capabilities for renewal,,UNSURE,S2 fetch failed
1085,10.1016/j.jbusres.2015.12.057,Geographical diversification as a predictor of MNC reputations in their home nations,,UNSURE,S2 fetch failed
