seq,doi,title,r_found,n_found,formula,source
1425,10.1108/mbr-09-2018-0061,Impacts of dynamic managerial capability and international o,,,,S2_abstract
1428,10.1016/j.intman.2019.100687,The effects of international diversification on the link bet,,,,no_abstract
1433,10.1111/twec.12892,"Trading activities, productivity and markups: Evidence for S",,,,S2_abstract
1434,10.13106/jafeb.2019.vol6.no4.37,Export Performance and Stock Return: A Case of Fishery Firms,,,,no_abstract
1440,10.5267/j.msl.2019.5.025,Effect of Internationalisation on Balanced Scorecard among M,,404,,S2_abstract
1446,10.1016/j.ribaf.2019.101099,Do foreign investments increase firm value and firm performa,,,,no_abstract
1454,10.1108/md-01-2018-0104,The effect of inter- and intra-regional geographic diversifi,,,,S2_abstract
1455,,Human capital and export performance in the Spanish manufact,,,,no_abstract
1462,10.3390/su12041355,"Impact of Innovation Culture, Organization Size and Technolo",,,,S2_abstract
1466,,Internationalization and family firm performance A cross-cul,,,,no_abstract
1469,10.1108/mbr-09-2019-0104,Foreign venture capital firms and internationalization of ve,,,,S2_abstract
1470,,Conventional procedure <i>vis-a-vis</i> bootstrap-based corr,,,,S2_abstract
1472,,Impact of Logistics Capacity on Economic Sustainability of S,,340,,S2_abstract
1474,10.35611/jkt.2019.23.7.156,The Effects of International Entrepreneurial Orientation and,,,,no_abstract
1475,10.1080/19761597.2020.1726781,Dynamic process: international diversification and innovatio,,,,no_abstract
1478,10.1016/j.jhtm.2020.01.002,"Family involvement, internationalisation and performance: An",,,,no_abstract
1480,,Dimensional Impact of Social Capital on Financial Performanc,,,,S2_abstract
1481,,International expansion: mediation of dynamic capabilities,,145,,S2_abstract
1491,,Social media resources and export performance: the role of t,,,,no_abstract
1494,,"Learning by exporting under fast, short-term changes: The mo",,,,no_abstract
1496,,FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,,,,no_abstract
1501,10.1108/igdr-10-2018-0108,Trade liberalization and productivity of Indian manufacturin,,,,S2_abstract
1505,10.1016/j.ijhm.2020.102461,The relationship between board diversity and firm performanc,,,,no_abstract
1506,10.1108/ijse-03-2019-0198,Human capital and export performance of small and medium ent,,,,no_abstract
1527,10.1108/ecam-05-2020-0288,Product diversification and large construction firm producti,,,,S2_abstract
1530,10.1108/ebr-09-2019-0238,Organisational learning as a mediator in the host-home count,,,,S2_abstract
1539,10.1177/1938965520958703,The Effect of Internationalization on Firm Performance: A Mo,,,,no_abstract
1540,10.5267/j.dsl.2020.7.001,The existence of W-shaped relationship between international,,,,no_abstract
1542,10.1177/2340944420916332,The combined effects of product and geographical diversifica,,,,S2_abstract
1544,10.1108/mf-04-2020-0162,Debt-performance relationship and firms' international trade,,,,S2_abstract
1547,,Does Gender Diversity Affect Performance in Agri-Food Cooper,,2489,,S2_abstract
1548,10.1108/cr-01-2020-0019,Understanding the connection between SMEs' competitiveness a,,639,,S2_abstract
1550,10.1007/s10290-020-00398-8,Global value chains and technology transfer: new evidence fr,,18,,S2_abstract
1551,10.1177/0007650318816957,When Does Corporate Social Performance Pay for International,,,,S2_abstract
1554,10.13106/jafeb.2020.vol7.no11.357,The S-Shaped Relationship Between internationalization and P,,,,no_abstract
1558,10.1108/jadee-07-2020-0156,Innovation and firm growth in agricultural inputs industry: ,,,,S2_abstract
1561,,Knowledge integration in international SMEs - The effects on,,,,no_abstract
1563,10.1002/bse.2693,Environmental policies and financial performance: stock mark,,233,,S2_abstract
1564,,Top management team international diversity and the performa,,,,no_abstract
1568,,Export behaviour and innovation: a challenge to be met by co,,,,S2_abstract
1578,,Chinese Service Multinationals: The Degree of Internationali,,,,no_abstract
1579,10.1057/s41291-020-00144-w,Performance implications of combining innovation and interna,,,,no_abstract
1580,,THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM,,,,S2_abstract
1583,,Top management capabilities and performance of halal product,,,,S2_abstract
1585,10.1108/cr-12-2019-0164,Measuring competitiveness through the global competitiveness,,,,S2_abstract
1586,10.1108/jabs-03-2019-0095,Business founders and performance of family firms: evidence ,,134,,S2_abstract
1590,10.1016/j.intman.2020.100779,Modelling the effects of institutional support and internati,,,,no_abstract
1595,10.1108/jbim-08-2020-0396,Making better foreign friendships: the effects of increased ,,,,S2_abstract
1603,10.1108/ijis-07-2020-0104,Does investment in innovation impact firm performance in eme,,,,S2_abstract
1604,10.1080/1331677x.2020.1820359,"International diversification, ownership structure and perfo",,,,no_abstract
1607,10.1016/j.jbusres.2020.04.042,Exploring the role of international R&D activities in the im,,,,no_abstract
1609,,Using the Resource-Based View in Multinational Enterprise Re,,,,S2_abstract
1610,10.1016/j.asieco.2021.101298,Outward FDI and efficiency in within-firm resource allocatio,,,,no_abstract
1625,10.1057/s41267-021-00429-y,The dynamic process of pro-market reforms and foreign affili,,,,no_abstract
1626,10.1080/19186444.2021.1908791,Modelling two-way relationship between innovation and intern,,,,no_abstract
1629,10.1177/0972262920955007,Automotive Components Industry and Profitability Factors: Ev,,,,S2_abstract
1635,10.1155/2021/5528972,The Relationship between Extent of Internationalization and ,,,,no_abstract
1637,10.1002/gsj.1412,"Disentangling the relationship between internationalization,",,,,no_abstract
1638,10.1016/j.ibusrev.2020.101732,"Risk management, legitimacy, and the overseas subsidiary per",,,,no_abstract
1640,10.1108/ebr-07-2020-0184,Validating multidimensional entrepreneurial orientation in e,,,,S2_abstract
1644,10.1111/twec.13153,International activities and innovation: Evidence from Italy,,,,S2_abstract
1646,10.1108/jfbm-05-2021-0042,The contribution of the external director for Brazilian priv,,,,S2_abstract
1647,10.1108/ejm-04-2019-0309,"International competitive strategies, organizational learnin",,,,no_abstract
1650,10.1108/ijoem-08-2020-0913,The relationship between cross-border acquisitions and R&D i,,,,S2_abstract
1653,10.1177/01492063211029701,"Founders' Prior Shared International Experience, Time to Fir",,,,no_abstract
1654,10.1504/ejim.2021.116703,Riding the storm out: the short- and long-term effects of ex,,,,no_abstract
1655,10.1002/gsj.1416,Speed of institutional change and subsidiary performance: Th,,342,,S2_abstract
1669,,Analyzing the Impact of Export Orientations on Export Perfor,,,,no_abstract
1672,,Multinationality and the value of green innovation,,,,no_abstract
1675,10.1504/ejim.2021.117522,Testing critical levels in product and geographic diversific,,,,S2_abstract
1678,,International R&D teams: Performance effects and the moderat,,,,S2_abstract
1679,10.1016/j.techfore.2021.121085,Environmental commitment and innovation as catalysts for exp,,,,no_abstract
1680,10.1108/ejim-04-2021-0197,Intangible resources and firms' innovation performance: empi,,,,S2_abstract
1686,10.1108/ijoem-09-2020-1114,The use and knowledge of export promotion programs in the ea,,540,,S2_abstract
1688,10.1108/jfra-02-2021-0036,"Top management team heterogeneity, corporate social responsi",,,,S2_abstract
1697,10.1007/s40812-020-00156-9,"Investments, export entry and export intensity in small manu",,,,no_abstract
1700,10.1111/1467-8551.12560,The Degree of Internationalization and Firm Productivity: Em,,,,no_abstract
1705,10.1108/ijmf-06-2021-0268,"Role of educational, regional and religious attributes of CE",,,,S2_abstract
1706,10.1111/1467-8551.12566,Exporting by Private Equity-Backed Portfolio Companies,,,,S2_abstract
1709,10.35611/jkt.2021.25.7.1,Degree of Internationalization and Performance of High-tech ,,,,no_abstract
1710,10.1108/ijchm-05-2021-0679,The synergistic impact between internationalization and supp,,,,no_abstract
1714,10.1016/j.aglobe.2021.100022,Benefitting from Investment Abroad? Evidence from Indian Man,,,,S2_abstract
1719,10.1057/s41267-021-00481-8,Home-market economic development as a moderator of the self-,,,,no_abstract
1720,10.1108/er-04-2021-0132,"Gender, talent management and firm performance: MNCs' female",,,,S2_abstract
1721,10.1108/imr-01-2021-0003,Eyes open and hands on: market knowledge and marketing capab,,315,,S2_abstract
1722,10.1111/ajae.12292,Markups and export behavior: Firm-level evidence from the Fr,,,,S2_abstract
1724,10.7206/cemj.2658-0845.59,Does Psychic Distance Still Matter? Empirical Evidence from ,,,,S2_abstract
1725,10.1108/cms-06-2021-0250,Does internationalization encourage state-owned enterprises ,,,,S2_abstract
1727,10.1108/jfbm-06-2021-0060,Promoting organizational diversity and preserving socioemoti,,,,S2_abstract
1733,10.1007/s40812-022-00209-1,'R&D and export performance: exploring heterogeneity along t,,,,no_abstract
1738,10.1108/ccsm-07-2021-0119,"Internationalization motives, location advantages and perfor",,,,no_abstract
1740,10.1108/ijmf-09-2021-0416,Multinational enterprises' internationalization and adoption,,,,S2_abstract
1744,10.1108/jsma-11-2021-0220,"The complex interplay of firm innovation, internationalizati",,,,no_abstract
1747,10.1111/emre.12513,The role of innovation and internationalization support in s,,,,no_abstract
1748,10.1080/09638199.2022.2051588,The innovation and exports interplay across Africa: Does bus,,,,S2_abstract
1751,10.1177/14705958221089192,Toward a more in-depth measurement of cultural distance: A r,,,,S2_abstract
1756,,Information and communication technologies and firms' export,,,,no_abstract
1760,10.1093/icc/dtab068,Impact of sourcing from the informal economy on the export l,,,,no_abstract
1765,10.3390/su14095543,CSR and Long-Term Corporate Performance: The Moderating Effe,,,,S2_abstract
1767,10.1108/emjb-09-2021-0129,Do domestic market characteristics influence firms' export i,,29,,S2_abstract
1771,10.3389/fpsyg.2022.888697,The Impact of Breakthrough Innovations on the Export Perform,,,,no_abstract
1776,10.1108/imr-02-2022-0043,When does export customer responsiveness strategy contribute,,,,S2_abstract
1777,10.1002/sres.2856,Role of international strategic alliances in internationaliz,,,,S2_abstract
1789,,The Twin Peaks of the Export Intensity Distribution,,,,S2_abstract
1790,10.1007/s11575-022-00470-5,"The Relationship Between Timing, Speed, and Performance in F",,,,S2_abstract
1791,10.32920/22647229.v1,The Moderating Effects of Host Country Governance and Trade ,,,,S2_abstract
1794,10.1111/twec.13310,Internet and firms' exports and imports: Firm level evidence,,,,S2_abstract
1805,,International ambidexterity and innovation performance: The ,,,,no_abstract
1808,10.1108/ijopm-10-2021-0654,Performance from building smart factories of small- and medi,,,,S2_abstract
1816,10.1504/ejim.2022.124908,The effects of home country political risk and uncertainty o,,,,S2_abstract
1817,10.1016/j.irfa.2022.102318,Is there ?productivity paradox? in Chinese producer-service ,,,,no_abstract
1821,10.1007/s11356-022-22664-y,From ambiguity to transparency: influence of environmental i,,,,no_abstract
1823,10.1007/s10640-022-00717-7,The More the Merrier? Evidence from Firm-Level Exports and E,,,,no_abstract
1826,10.1080/09638199.2022.2125552,Impact of export intensity on energy intensity in manufactur,,,,no_abstract
1829,,Innovation capabilities and export performance in manufactur,,,,no_abstract
1830,10.1108/imr-01-2022-0026,A vicarious learning perspective on the relationship between,,,,no_abstract
1834,10.1111/grow.12657,Agglomeration and firm performance in times of economic turm,,,,S2_abstract
1842,10.3390/su142012981,Does Corporate ESG Performance Improve Export Intensity? Evi,,,,no_abstract
1845,10.1080/1331677x.2022.2142637,Incubator role of foreign venture capital: evidence from ove,,,,S2_abstract
1850,,Modeling analysis of the correlation between duality innovat,,,,S2_abstract
1860,10.1108/ecam-03-2022-0286,Examining the nonlinear relationships of corporate social re,,,,S2_abstract
1863,10.1108/ribs-12-2021-0172,MNCs' orchestration capability of the 3Ds and financial perf,,,,S2_abstract
1876,10.1108/jbim-03-2022-0145,"When in Rome, do as the Romans do: can international marketi",,,,S2_abstract
1882,10.1016/j.intman.2022.100982,Unpacking the relationship between post-entry speed of inter,,,,no_abstract
1887,10.1504/ejim.2023.128812,Immigrant and native's export benefiting from business colla,,,,S2_abstract
1888,10.22146/gamaijb.65565,The Relationship Between Export Market Orientation and Firm ,,,,no_abstract
1892,10.3390/economies11020068,Slack Resources and Export Intensity: New Empirical Evidence,,,,S2_abstract
1894,10.3390/su15043522,How Organizational Resources and Managerial Features Affect ,,,,S2_abstract
1895,10.1108/jrme-11-2021-0150,Strategic orientation and its role in linking human capital ,,,,S2_abstract
1903,,Exploring the Relationship between R&D Investment and Busine,,,,S2_abstract
1905,10.1108/sef-12-2022-0551,Spillover effects of foreign direct investment on manufactur,,,,S2_abstract
1909,10.1371/journal.pone.0276885,Profitability determinants of the natural stone industry: Ev,,,,S2_abstract
1911,10.1016/j.resourpol.2022.103169,Do international resources configure SMEs' sustainable perfo,,,,no_abstract
1918,10.1080/07421222.2023.2172770,Blood and Water: Information Technology Investment and Contr,,,,S2_abstract
1921,10.1007/s13132-023-01378-7,On the Direct and Indirect Effects of ICT on SMEs Export Per,,,,no_abstract
1922,10.1007/s40953-023-00350-1,"ICT Investment, Adoption of ISO 14000 Certification, and Exp",,,,no_abstract
1925,10.1108/ijssp-04-2023-0089,Are formal institutions ineffective for firm performance? Ev,,,,S2_abstract
1926,10.5755/j01.ee.34.2.29499,Foreign Versus Local Ownership and Performance in Eastern Ve,,,,S2_abstract
1930,10.1002/mde.3936,"Internationalisation, employment generation and wage premia:",,,,S2_abstract
1935,10.1016/j.ibusrev.2023.102135,"Digitalization, internationalization, and firm performance: ",,,,no_abstract
1936,10.1016/j.heliyon.2023.e16918,Do National Export Promotion Programs in Indonesia support e,,,,no_abstract
1942,10.1504/ejim.2023.131703,Technological knowledge intensity and entry modes in the Eur,,,,S2_abstract
1957,10.1093/icc/dtad045,In search of markets and technology: the role of cross-borde,,,,S2_abstract
1962,10.1108/jgm-04-2023-0029,Strategic divestment of emerging market firms: the influence,,,,S2_abstract
1964,10.1016/j.jwb.2023.101500,The interplay of international alliance and subsidiary portf,,,,no_abstract
1966,10.1108/arla-05-2023-0073,"Firm certification and export performance: the case of the """,,,,no_abstract
1967,10.1002/agr.21872,Multinational enterprises and local firms' export market ent,,,,S2_abstract
1981,10.1016/j.iedeen.2023.100226,Euro adoption and intra-European Union exporters' productivi,,,,no_abstract
1982,10.2139/ssrn.4484472,A clean road to international trade: Environmental regulatio,,,,S2_abstract
1985,10.1111/1467-8551.12786,The Effect of Foreign Divestment on Subsequent Firm Performa,,,,S2_abstract
1996,10.51599/are.2023.09.04.05,FINANCIAL PERFORMANCE DETERMINANTS OF UKRAINIAN AGRICULTURAL,,,,S2_abstract
2000,10.1177/1069031x231216409,Exploratory Search and International Performance: When Do Lo,,,,S2_abstract
2007,,Entrepreneurial Attitudes in Firms' Credit Access,,,,S2_abstract
2008,10.1108/cr-02-2023-0017,The comparison of RBV-based competitiveness of Hungarian fam,,,,S2_abstract
2013,10.1080/23311975.2024.2315658,Financial and marketing approach to export performance: the ,,,,no_abstract
2015,10.1080/23311975.2024.2317448,The effect of R&D expenditures on firm value with firm size ,,,,S2_abstract
2020,10.1002/bsd2.365,Does internationalization and board diversity affect family ,,,,no_abstract
2021,,Locally-rooted directors,,,,S2_abstract
2025,10.1504/ijesb.2020.10032033,Does industry experience positively moderate the quadratic r,,,,no_abstract
2027,,Strategic Marketing Communication for Sustainable Growth: Ex,,,,no_abstract
2028,10.1177/09722629211042437,"Effect of Demonetization on Advertising, Research & Developm",,,,S2_abstract
2032,10.1002/agr.21947,Determining the influence of belonging to a wine protected d,,1182,,S2_abstract
2035,,Assets of foreignness in a regulated industry,,,,S2_abstract
2039,10.3390/ijfs12020047,International Diversification and Stock-Price Crash Risk,,,,S2_abstract
2041,10.1002/tie.22396,"Foreign Ownership, Board of Directors, and Environmental Com",,,,S2_abstract
2045,,"Enterprises' internationalization, R&D investment and enterp",,,,no_abstract
2046,10.1016/j.intman.2024.101142,Generous to a fault: Differential impact of CSR investments ,,,,S2_abstract
2049,10.1080/23311975.2024.2375410,The mediating roles of cost leadership and cost focus strate,,,,no_abstract
2053,10.1108/sampj-09-2023-0687,"Balancing people, planet and profit: export strategies for s",,,,no_abstract
2056,10.1016/j.intman.2024.101133,The impact of liability of foreignness on performance in hyb,,,,no_abstract
2060,10.1016/j.ibusrev.2023.102170,A novel model linking UN SDGs with international experience ,,,,no_abstract
2065,10.1108/ribs-02-2024-0015,Trade policy revisited: how government support initiatives a,,,,S2_abstract
2066,10.1108/bjm-02-2024-0058,Is OFDI persistence beneficial for firms' performance? Evide,,,,no_abstract
2068,10.1016/j.intman.2024.101175,Rethinking board structures in the age of multinational corp,,,,S2_abstract
2073,,Learning by exporting: the moderating role of employee human,,,,no_abstract
2074,10.1108/jbim-12-2023-0761,"The effect of standardized advertising, managerial ties and ",,,,no_abstract
2081,10.1108/gm-01-2024-0033,Gender diversity in top management team and corporate social,,,,no_abstract
2082,,Financial performance persistence in serial entrepreneurship,,1599,,S2_abstract
2090,10.1093/erae/jbae024,Productivity and growth decomposition: a novel single-index ,,,,S2_abstract
2093,10.1016/j.ibusrev.2024.102345,Government R&D support's effects on export performance via i,,,,no_abstract
2101,10.1007/s10290-024-00567-z,Internationalisation as a boost for many firms: evidence fro,,,,S2_abstract
2109,10.1108/apjba-11-2024-0621,Reframing government support for SMEs' performance in intern,,,,S2_abstract
2111,10.22146/gamaijb.74896,Learning Orientation and Export Performance in Nigeria: The ,,,,no_abstract
2113,10.1108/ribs-09-2023-0102,"Dynamic capabilities, ordinary capabilities and internationa",,164,,S2_abstract
2115,10.1108/ijoem-06-2024-0944,Navigating international waters: the board's role in enhanci,,,,S2_abstract
2116,10.3390/economies13010005,Can the Succession Plan for Family Business Achieve Social E,,,,S2_abstract
2117,10.1177/09721509241308023,Unveiling Determinants of Resource Allocation to R&D and Adv,,,,S2_abstract
2118,10.21272/mmi.2024.4-08,Diverse Leadership and Firm Success: The Role of Top Managem,,,,S2_abstract
2121,10.1111/1467-8268.70001,'Learning to Export' and 'Learning By Exporting': Revisiting,,,,no_abstract
2122,10.3390/su17031022,Effects and Determinants of Implementing Digital Customer Se,,,,S2_abstract
2124,10.1093/ser/mwaf006,Financial accumulation in non-financial corporations: a firm,,,,S2_abstract
2128,10.1016/j.techfore.2025.124043,The curvilinear relationship between digitalization and expo,,,,no_abstract
2133,10.1016/j.eap.2025.02.028,Balancing export intensity and innovation: Uncovering the in,,,,no_abstract
2141,10.1016/j.iref.2025.103973,Does being embedded in RTA networks promote firm productivit,,,,S2_abstract
2143,,Beyond borders: Unraveling the tapestry of export performanc,,,,no_abstract
2144,10.1016/j.techfore.2025.124123,What drives SME export intensity in transition economies? Th,,,,no_abstract
2146,10.30798/makuiibf.1510554,The Importance of Resource-based View Related Abilities and ,,,,S2_abstract
2147,10.1108/ijesm-12-2024-0013,Analyzing energy efficiency decisions in India's energy-inte,,,,S2_abstract
2149,10.1002/ijfe.3167,"Corporate ESG Performance, Ownership Structure and Export In",,,,no_abstract
2153,10.1017/jwe.2025.7,"Wine, markups, and export behavior: Evidence from Hungary",,,,S2_abstract
2156,,The impact of enhanced intelligent manufacturing capabilitie,,,,no_abstract
2175,10.1002/tie.70001,Linking Dynamic Capabilities to Export Performance in Africa,,,,no_abstract
2177,10.1504/ejim.2025.146843,"Export intensity, intellectual property and technology devel",,,,no_abstract
2179,10.1016/j.tncr.2025.200126,A firm-level analysis of the impact of foreign direct invest,,,,S2_abstract
2181,,The Impact of Lean Inventory Management on Export Intensity,,,,S2_abstract
2182,10.1111/1467-8551.70001,"Speed of Institutional Reforms, Competitive Dynamics, and Cr",,,,S2_abstract
2183,10.1002/tie.70005,Transaction Cost and Performance of Born Globals: The Role o,,,,S2_abstract
2185,10.1111/jpim.12796,Old but Sold? Innovation Through Tradition Strategy for Expo,,134,,S2_abstract
2198,,Earthquakes and market capitalisation: a historical perspect,,,,S2_abstract
2199,10.1108/jaee-01-2025-0028,Determinants of risk reporting practices in Saudi Arabia: an,,104,,S2_abstract
2204,10.1080/10669868.2025.2554992,Innovation Pressure from Domestic and Foreign Competitors an,,,,no_abstract
2217,10.1108/ijebr-06-2024-0578,Navigating family control: U-shaped effects on innovativenes,,,,S2_abstract
2219,10.1108/cms-09-2024-0683,International ambidexterity and innovation performance of EM,,,,no_abstract
2221,10.1080/23311975.2025.2576281,Is the grass greener on the other side? The role of Western ,,14,,S2_abstract
2222,10.1108/imr-11-2024-0446,Export venture sustainability strategies: an exploration of ,,,,no_abstract
2228,10.1108/cr-04-2024-0074,Does financial development contribute to the nonlinear relat,,,,S2_abstract
2234,10.1177/09721509251399758,The Determinants of Information Communication Technology Ado,,,,S2_abstract
2235,10.1177/00252921251401022,Corporate Foreign Exchange Risk in India: Firm-level Evidenc,,,,S2_abstract
2236,10.1108/ijopm-06-2025-0556,Spillover effects of customers' geographic diversification o,,,,S2_abstract
2237,10.1016/j.intman.2025.101308,Profitability and CSR: Inconsistent performance feedback and,,,,no_abstract
2245,,The Impact of Local Services Development on the Export Perfo,,,,no_abstract
2246,10.3390/info17010045,Ceasing Export Activities: A Dynamic Analysis of Pre-Exit Fi,,,,no_abstract
2248,10.1016/j.technovation.2026.103478,Digital orientation and performance in innovative SMEs: expl,,,,S2_abstract
2249,10.1177/1069031x251408340,Juggling Markets and Products: How Does Ambidexterity Impact,,,,no_abstract
2252,10.1002/tie.70093,Technology-Enabled Cross-Border Entrepreneurship: The Role o,,,,S2_abstract
2259,,Corporate nationalism and innovation performance- a perspect,,,,S2_abstract
2260,10.1371/journal.pone.0340731,"The data-driven decision-making, sustainable value creation,",,,,S2_abstract
2263,,Exploring the Factors Influencing the Export Performance of ,,,,no_abstract
2264,10.1080/13662716.2026.2637174,Technological complexity and global capabilities in SMEs. A ,,,,S2_abstract
2268,,Heterogeneous effects of internal and external R&D on export,,,,no_abstract
2276,10.1016/j.esr.2026.102215,The carbon cost of export-oriented growth: Firm-level eviden,,,,no_abstract
2280,10.1016/j.iref.2026.105315,Corporate performance effects of digital empowerment under t,,,,S2_abstract
2282,10.1007/s13132-026-03199-w,"Digital Transformation, Internationalization and Productivit",,,,no_abstract
2284,10.1007/s11575-026-00618-7,Early Internationalization in Family and Non-family Firms: P,,,,no_abstract
2285,10.1007/s13132-026-03261-7,"Robots, Firms, and Regions: Explaining Spanish Manufacturing",,,,no_abstract
2287,10.18356/26178419-32-2-5,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF",,,,no_abstract
2288,10.3390/info16070544,Being (Not) Successful in Internationalisation After Receivi,,,,S2_abstract
2289,10.46661/rev.metodoscuant.econ.empresa.10640,Internationalization and financial performance in Colombian ,,,,no_abstract
2290,10.28934/jwee25.12.pp198-216,Gender Perspectives on SME International Trade and Revenue i,,342,,S2_abstract
2291,10.1016/j.joitmc.2025.100479,Export promotion programs and firm performance: Linking know,,,,no_abstract
2292,10.47836/ijeam.19.2.03,The Impact of Digital Technology Adoption and Internationali,,,,no_abstract
2297,10.1016/j.heliyon.2024.e39486,Industry clusters and firm performance: Evidence from the le,,,,S2_abstract
2298,,How Does Internationalization Affect The Performance Of Indo,,,,no_abstract
2304,10.33094/ijaefa.v18i1.1362,Mediating role of competitiveness between process innovation,,,,no_abstract
2305,10.6504/jmbr.202412_41(4).0004,Impact of Specific Intangible Assets on Firm Internationaliz,,,,no_abstract
2306,10.1504/ijbge.2024.141806,Role of technology director in boosting internationalisation,,,,no_abstract
2307,10.14254/2071-8330.2024/17-2/13,"ESG disclosure, firm internationalization, and firm financia",,,,no_abstract
2308,10.2478/amns-2024-1203,Analysis of Executive Compensation Management Strategies of ,,,,S2_abstract
2316,10.1007/s11135-022-01391-z,How does Internationalisation affect the productivity of R&D,,,,no_abstract
2325,,"Panel vecm approach to examining differences in labour, capi",,,,no_abstract
2330,10.1007/s40171-022-00308-x,Comparing Developed and Emerging Countries Exporting Perform,,,,no_abstract
2331,10.15728/bbr.2022.19.4.1,Effects of Diversification on Profitability and Operating Ri,,,,S2_abstract
2332,10.1016/j.ibusrev.2021.101948,Performance feedback and export intensity of Chinese private,,,,no_abstract
2335,10.1177/00194662211063574,What Determines Profitability in the Indian Automobile Indus,,,,S2_abstract
2336,10.1504/jgba.2022.127205,Internationalisation and the performance of German firms,,,,no_abstract
2340,10.28991/hij-sp2022-03-05,The Importance of Interfirm Networks in Enhancing Innovation,,,,S2_abstract
2342,10.38094/jastt302133,A Strategy for the Growth and Internationalization of Compan,,,,S2_abstract
2344,10.1007/s11573-021-01028-x,Commitment to exporting as an antecedent of organizational s,,,,no_abstract
2347,10.1016/j.jbvi.2020.e00210,Unpacking the age at initial internationalization-performanc,,,,no_abstract
2349,10.1017/mor.2020.39,Performance Effects of Internationalization: Contingency The,,,,no_abstract
2350,10.24310/ejfbejfb.v11i2.10591,The role of family firms' heterogeneity on the international,,,,no_abstract
2353,10.1504/ijbir.2021.116382,The effect of innovation on the financial performance and ex,,,,no_abstract
2355,10.33403/rigeo.800652,Global Trading of Electronic Component in Indonesia Manufact,,,,S2_abstract
2357,,Linkage between enterpreneurial orientation and export perfo,,,,no_abstract
2358,10.1108/jbim-05-2019-0197,"International experience, commitment, distribution adaptatio",,,,no_abstract
2363,10.5267/j.ac.2020.9.006,The moderating effects of managers’ experience and gender on,,,,no_abstract
2364,10.1504/ijgsb.2020.109154,Internationalisation strategies and firms' performance. A co,,,,no_abstract
2368,10.31838/jcr.07.11.94,A region-wise analysis of export performance of msme sector ,,,,no_abstract
2372,,Internationalization effects on financial performance: The c,,,,no_abstract
2374,10.33094/8.2017.2019.51.31.38,Influence of Companies’ Governance Process on Sustainability,,,,S2_abstract
2378,10.1556/204.2019.41.1.4,"Survival, growth, and performance of Hungarian international",,,,S2_abstract
2379,10.15722/jds.17.07.201907.45,Does multinationality matter the firm performance?,,,,no_abstract
2380,,Internationalization effects on performance: The case of the,,,,no_abstract
2386,10.1080/10599231.2018.1525248,International Export Orientation and Firm’s Performance: Evi,,,,no_abstract
2388,10.1016/j.inteco.2017.10.006,Productivity and wage premiums: Evidence from Vietnamese ord,,,,no_abstract
2389,10.12660/joscmv11n1p53-63,Internationalization patterns and their effects on company p,,,,no_abstract
2393,10.1504/aajfa.2018.095239,Influence of financial distress on exchange rate exposure: E,,387,,S2_abstract
2394,10.35808/ersj/1104,"Financial assistance, marketing assistance and export commit",,,,no_abstract
2395,10.1016/j.inteco.2017.06.004,Internationalization modes and productivity of Italian manuf,,,,no_abstract
2401,10.1177/0007650315576133,The Influence of International Scope on the Relationship Bet,,,,no_abstract
2404,10.1504/ijgsb.2017.089900,Financial structure effects on export intensity and diversif,,3164,,S2_abstract
2405,10.1108/ijwbr-10-2016-0034,Internationalization vs family ownership and management: the,,82,,S2_abstract
2410,10.1108/s1571-502720160000029006,The consequences of DE-internationalization: Empirical evide,,13,,S2_abstract
2411,10.1590/0370-44672014690102,Interconnecting financial performance and internationalizati,,,,no_abstract
2413,10.1504/ijgsb.2016.081420,International expansion of family firms: The moderating role,,,,S2_abstract
2414,10.1504/ijbg.2016.078407,Internationalisation and performance of SMEs: Exploring the ,,,,no_abstract
2415,10.1108/s1569-376720160000017020,Do sectoral and locational factors of Foreign Direct Investm,,,,no_abstract
2418,10.1108/jbim-05-2012-0091,Influence of internationalization orientation on export perf,,,,no_abstract
2420,10.1108/s1571-502720150000028013,Sources of competitiveness and multinationality: Emerging ma,,,,no_abstract
2423,10.1002/tie.21649,Do Foreign Firms in China Incur a Liability of Foreignness? ,,,,S2_abstract
2424,10.1162/adev_a_00032,The Dragon is flying west: Micro-level evidence of Chinese o,,,,S2_abstract
2427,10.1504/ijpm.2014.064972,Profitable SME internationalisation: The influence of cross-,,,,no_abstract
2428,,Internationalization and innovation profitability: The case ,,,,no_abstract
2430,10.3280/poli2014-002006,Agglomeration of exporters and productivity spillovers: Firm,,,,no_abstract
2433,10.1016/j.jbusres.2013.05.041,Internationalization and performance: A contextual analysis ,,,,no_abstract
2436,10.1007/s11575-013-0180-5,Multinational Performance and the Geography of FDI: Evidence,,,,no_abstract
2438,10.1108/ijcoma-03-2013-0029,Firm internationalization and IPO firm performance: The mode,,,,no_abstract
2440,10.1080/00036846.2012.665597,"Location, internationalization and performance of firms in I",,,,no_abstract
2444,10.1080/10913211.2013.861229,Financial performance and internationalization in the U.S. r,,,,no_abstract
2447,10.4000/rei.5613,The impact of foreign R&D activities on the Mnc'S performanc,,,,S2_abstract
2448,,"Foreign direct investment, firm-specific resources, and fina",,,,no_abstract
