seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
286,1_DOI_FIRST,2,3,2018,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,https://doi.org/10.3390/admsci8040064,,,,https://api.unpaywall.org/v2/10.3390%2Fadmsci8040064,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,Vietnam,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
295,1_DOI_FIRST,2,3,2017,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,https://doi.org/10.1016/j.cjar.2017.05.001,,,,https://api.unpaywall.org/v2/10.1016%2Fj.cjar.2017.05.001,https://openalex.org/works?search=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,https://scholar.google.com/scholar?q=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,China,Asia,Innovation/strategic outcome,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
301,1_DOI_FIRST,2,3,2016,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,PLOS ONE,10.1371/journal.pone.0162175,https://doi.org/10.1371/journal.pone.0162175,,,,https://api.unpaywall.org/v2/10.1371%2Fjournal.pone.0162175,https://openalex.org/works?search=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,https://scholar.google.com/scholar?q=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
303,1_DOI_FIRST,2,3,2016,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,https://doi.org/10.1080/10669868.2016.1215667,,,,https://api.unpaywall.org/v2/10.1080%2F10669868.2016.1215667,https://openalex.org/works?search=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,https://scholar.google.com/scholar?q=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
308,1_DOI_FIRST,2,3,2015,Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,https://doi.org/10.1108/apjml-03-2014-0045,,,,https://api.unpaywall.org/v2/10.1108%2Fapjml-03-2014-0045,https://openalex.org/works?search=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,https://scholar.google.com/scholar?q=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,TO_EXTRACT,TO_EXTRACT,Market performance,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
313,1_DOI_FIRST,2,3,2015,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,https://doi.org/10.1017/mor.2015.32,,,,https://api.unpaywall.org/v2/10.1017%2Fmor.2015.32,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
320,1_DOI_FIRST,2,3,2014,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,https://doi.org/10.1017/s1740877600004381,,,,https://api.unpaywall.org/v2/10.1017%2Fs1740877600004381,https://openalex.org/works?search=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,https://scholar.google.com/scholar?q=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,China,Asia,Firm performance,OFDI,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
325,1_DOI_FIRST,2,3,2013,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,https://doi.org/10.1016/j.intman.2012.12.003,,,,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2012.12.003,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
344,1_DOI_FIRST,2,2,2008,"Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,https://doi.org/10.1108/02651330810915556,,,,https://api.unpaywall.org/v2/10.1108%2F02651330810915556,https://openalex.org/works?search=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,https://scholar.google.com/scholar?q=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,Emerging markets,Multiple/Emerging,Market performance,Geographic diversification,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
475,1_DOI_FIRST,2,3,2020,A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,https://doi.org/10.3390/su12145508,,,,https://api.unpaywall.org/v2/10.3390%2Fsu12145508,https://openalex.org/works?search=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,https://scholar.google.com/scholar?q=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,China,Asia,Firm performance,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
250,1_DOI_FIRST,II,3,2021,The post-acquisition performance of cross-border mergers and acquisitions conducted by Chinese firms in the high-tech industries: Profitable or innovative?,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22192,https://doi.org/10.1002/tie.22192,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.22192,https://openalex.org/works?search=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,https://scholar.google.com/scholar?q=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,China,Asia,Firm performance,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
53,1_DOI_FIRST,III,3,2021,"Effects of Export Orientation, Exchange Rates and Leverage on Firm Productivity: Evidence from Pakistan",GLOBAL BUSINESS REVIEW,10.1177/09721509211056480,https://doi.org/10.1177/09721509211056480,,,,https://api.unpaywall.org/v2/10.1177%2F09721509211056480,https://openalex.org/works?search=Effects%20of%20Export%20Orientation%2C%20Exchange%20Rates%20and%20Leverage%20on%20Firm%20Productivity%3A%20Evidence%20from%20Pakistan,https://scholar.google.com/scholar?q=Effects%20of%20Export%20Orientation%2C%20Exchange%20Rates%20and%20Leverage%20on%20Firm%20Productivity%3A%20Evidence%20from%20Pakistan,TO_EXTRACT,TO_EXTRACT,Productivity,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
181,1_DOI_FIRST,3,3,2025,The Impact of Internationalization on Firm Performance of High-Tech Companies in Poland in the Context of Covid-19,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,10.5755/j01.ee.36.3.31403,https://doi.org/10.5755/j01.ee.36.3.31403,,,,https://api.unpaywall.org/v2/10.5755%2Fj01.ee.36.3.31403,https://openalex.org/works?search=The%20Impact%20of%20Internationalization%20on%20Firm%20Performance%20of%20High-Tech%20Companies%20in%20Poland%20in%20the%20Context%20of%20Covid-19,https://scholar.google.com/scholar?q=The%20Impact%20of%20Internationalization%20on%20Firm%20Performance%20of%20High-Tech%20Companies%20in%20Poland%20in%20the%20Context%20of%20Covid-19,Poland,Europe,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
71,1_DOI_FIRST,0,3,2018,Alphabet soup: the relationship between multinationality and firm performance,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2018.1556519,https://doi.org/10.1080/19186444.2018.1556519,,,,https://api.unpaywall.org/v2/10.1080%2F19186444.2018.1556519,https://openalex.org/works?search=Alphabet%20soup%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance,https://scholar.google.com/scholar?q=Alphabet%20soup%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance,TO_EXTRACT,TO_EXTRACT,Firm performance,Degree of internationalization/multinationality,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
106,1_DOI_FIRST,0,3,2015,FDI from emerging markets and the productivity gap An analysis on affiliates of BRICS EMNEs in Europe,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.11.005,https://doi.org/10.1016/j.ibusrev.2014.11.005,,,,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2014.11.005,https://openalex.org/works?search=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,https://scholar.google.com/scholar?q=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,Europe,Europe,Productivity,FDI,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
161,1_DOI_FIRST,0,3,2026,Non-Home-Base Internationalization and Firm Performance in the Hospitality Industry: The Moderating Role of Board Capital,CORNELL HOSPITALITY QUARTERLY,10.1177/19389655251405170,https://doi.org/10.1177/19389655251405170,,,,https://api.unpaywall.org/v2/10.1177%2F19389655251405170,https://openalex.org/works?search=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,https://scholar.google.com/scholar?q=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,TO_EXTRACT,TO_EXTRACT,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
168,1_DOI_FIRST,0,3,2026,Product innovation strategy and firm performance: Novelty and internationalization as mediators,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1080/00472778.2026.2640356,https://doi.org/10.1080/00472778.2026.2640356,,,,https://api.unpaywall.org/v2/10.1080%2F00472778.2026.2640356,https://openalex.org/works?search=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,https://scholar.google.com/scholar?q=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,TO_EXTRACT,TO_EXTRACT,Innovation/strategic outcome,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
193,1_DOI_FIRST,0,3,2024,Effects of female CEO and female CFO on internationalization and firm performance,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-12-2022-0512,https://doi.org/10.1108/cg-12-2022-0512,,,,https://api.unpaywall.org/v2/10.1108%2Fcg-12-2022-0512,https://openalex.org/works?search=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,https://scholar.google.com/scholar?q=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,TO_EXTRACT,TO_EXTRACT,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
196,1_DOI_FIRST,0,3,2024,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2894,https://doi.org/10.1002/csr.2894,,,,https://api.unpaywall.org/v2/10.1002%2Fcsr.2894,https://openalex.org/works?search=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,https://scholar.google.com/scholar?q=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,TO_EXTRACT,TO_EXTRACT,Innovation/strategic outcome,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
208,1_DOI_FIRST,0,3,2024,Home country adverse political shocks and cross-border mergers and acquisitions financial performance of politically connected emerging market firms,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102175,https://doi.org/10.1016/j.ibusrev.2023.102175,,,,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2023.102175,https://openalex.org/works?search=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,https://scholar.google.com/scholar?q=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,Emerging markets,Multiple/Emerging,Market performance,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
216,1_DOI_FIRST,0,3,2023,Degree of internationalisation and firm performance: the flattening role of organisational slack resources,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2022-0030,https://doi.org/10.1108/ribs-03-2022-0030,,,,https://api.unpaywall.org/v2/10.1108%2Fribs-03-2022-0030,https://openalex.org/works?search=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,https://scholar.google.com/scholar?q=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,TO_EXTRACT,TO_EXTRACT,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
219,1_DOI_FIRST,0,3,2023,Internationalization and firm performance: moderating role of multi-stakeholder initiatives,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2022-0168,https://doi.org/10.1108/mbr-10-2022-0168,,,,https://api.unpaywall.org/v2/10.1108%2Fmbr-10-2022-0168,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,TO_EXTRACT,TO_EXTRACT,Firm performance,Degree of internationalization/multinationality,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
251,1_DOI_FIRST,0,3,2021,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,JOURNAL OF GENERAL MANAGEMENT,10.1177/0306307020984566,https://doi.org/10.1177/0306307020984566,,,,https://api.unpaywall.org/v2/10.1177%2F0306307020984566,https://openalex.org/works?search=Taking%20social%20responsibilities%20overseas%3F%20The%20learning%20paths%20and%20performance%20consequences%20of%20Chinese%20multinationals,https://scholar.google.com/scholar?q=Taking%20social%20responsibilities%20overseas%3F%20The%20learning%20paths%20and%20performance%20consequences%20of%20Chinese%20multinationals,China,Asia,Firm performance,Degree of internationalization/multinationality,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
309,1_DOI_FIRST,0,3,2015,Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,https://doi.org/10.1108/jstp-09-2013-0204,,,,https://api.unpaywall.org/v2/10.1108%2Fjstp-09-2013-0204,https://openalex.org/works?search=Firm%20factors%20that%20influence%20internationalisation%20and%20subsequent%20financial%20performance%20of%20fashion%20retailers,https://scholar.google.com/scholar?q=Firm%20factors%20that%20influence%20internationalisation%20and%20subsequent%20financial%20performance%20of%20fashion%20retailers,TO_EXTRACT,TO_EXTRACT,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
323,1_DOI_FIRST,0,3,2014,"EMPLOYEE PRODUCTIVITY, EMPLOYMENT GROWTH, AND THE CROSS-BORDER ACQUISITIONS BY EMERGING MARKET FIRMS",HUMAN RESOURCE MANAGEMENT,10.1002/hrm.21619,https://doi.org/10.1002/hrm.21619,,,,https://api.unpaywall.org/v2/10.1002%2Fhrm.21619,https://openalex.org/works?search=EMPLOYEE%20PRODUCTIVITY%2C%20EMPLOYMENT%20GROWTH%2C%20AND%20THE%20CROSS-BORDER%20ACQUISITIONS%20BY%20EMERGING%20MARKET%20FIRMS,https://scholar.google.com/scholar?q=EMPLOYEE%20PRODUCTIVITY%2C%20EMPLOYMENT%20GROWTH%2C%20AND%20THE%20CROSS-BORDER%20ACQUISITIONS%20BY%20EMERGING%20MARKET%20FIRMS,Emerging markets,Multiple/Emerging,Productivity,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
547,1_DOI_FIRST,,,1999,"Geographic scope, product diversification, and the corporate performance of Japanese firms",STRATEGIC MANAGEMENT JOURNAL,10.1002/(sici)1097-0266(199908)20:8<711::aid-smj41>3.0.co;2-8,https://doi.org/10.1002/(sici)1097-0266(199908)20:8<711::aid-smj41>3.0.co;2-8,,,,https://api.unpaywall.org/v2/10.1002%2F%28sici%291097-0266%28199908%2920%3A8%3C711%3A%3Aaid-smj41%3E3.0.co%3B2-8,https://openalex.org/works?search=Geographic%20scope%2C%20product%20diversification%2C%20and%20the%20corporate%20performance%20of%20Japanese%20firms,https://scholar.google.com/scholar?q=Geographic%20scope%2C%20product%20diversification%2C%20and%20the%20corporate%20performance%20of%20Japanese%20firms,,,,,source:multi,,,,,
602,1_DOI_FIRST,1,2,2007,The long-run performance of UK IPOs: can it be predicted?,MANAGERIAL FINANCE,10.1108/03074350710748759,https://doi.org/10.1108/03074350710748759,,,,https://api.unpaywall.org/v2/10.1108%2F03074350710748759,https://openalex.org/works?search=The%20long-run%20performance%20of%20UK%20IPOs%3A%20can%20it%20be%20predicted%3F,https://scholar.google.com/scholar?q=The%20long-run%20performance%20of%20UK%20IPOs%3A%20can%20it%20be%20predicted%3F,,,,,source:multi,,,,,
646,1_DOI_FIRST,1,2,2008,OVERSEAS R&D ACTIVITIES AND HOME PRODUCTIVITY GROWTH: EVIDENCE FROM JAPANESE FIRM-LEVEL DATA,JOURNAL OF INDUSTRIAL ECONOMICS,10.1111/j.1467-6451.2008.00363.x,https://doi.org/10.1111/j.1467-6451.2008.00363.x,,,,https://api.unpaywall.org/v2/10.1111%2Fj.1467-6451.2008.00363.x,https://openalex.org/works?search=OVERSEAS%20R%26D%20ACTIVITIES%20AND%20HOME%20PRODUCTIVITY%20GROWTH%3A%20EVIDENCE%20FROM%20JAPANESE%20FIRM-LEVEL%20DATA,https://scholar.google.com/scholar?q=OVERSEAS%20R%26D%20ACTIVITIES%20AND%20HOME%20PRODUCTIVITY%20GROWTH%3A%20EVIDENCE%20FROM%20JAPANESE%20FIRM-LEVEL%20DATA,,,,,source:wos,,,,,
649,1_DOI_FIRST,0,2,2009,GEOGRAPHIC MARKET DIVERSIFICATION: A PREMIUM OR DISCOUNT IN FIRM'S VALUE,NEW CHALLENGES TO INTERNATIONAL MARKETING,10.1108/s1474-7979(2009)0000020013,https://doi.org/10.1108/s1474-7979(2009)0000020013,,,,https://api.unpaywall.org/v2/10.1108%2Fs1474-7979%282009%290000020013,https://openalex.org/works?search=GEOGRAPHIC%20MARKET%20DIVERSIFICATION%3A%20A%20PREMIUM%20OR%20DISCOUNT%20IN%20FIRM%27S%20VALUE,https://scholar.google.com/scholar?q=GEOGRAPHIC%20MARKET%20DIVERSIFICATION%3A%20A%20PREMIUM%20OR%20DISCOUNT%20IN%20FIRM%27S%20VALUE,,,,,source:wos,,,,,
690,1_DOI_FIRST,1,2,2010,What drives cross-segment diversity in returns and risks? Evidence from Japanese and U.S. firms,INTERNATIONAL JOURNAL OF ACCOUNTING,10.1016/j.intacc.2010.01.003,https://doi.org/10.1016/j.intacc.2010.01.003,,,,https://api.unpaywall.org/v2/10.1016%2Fj.intacc.2010.01.003,https://openalex.org/works?search=What%20drives%20cross-segment%20diversity%20in%20returns%20and%20risks%3F%20Evidence%20from%20Japanese%20and%20U.S.%20firms,https://scholar.google.com/scholar?q=What%20drives%20cross-segment%20diversity%20in%20returns%20and%20risks%3F%20Evidence%20from%20Japanese%20and%20U.S.%20firms,,,,,source:multi,,,,,
727,1_DOI_FIRST,1,2,2011,Credit constraints and firm export: Microeconomic evidence from Italy,JOURNAL OF INTERNATIONAL ECONOMICS,10.1016/j.jinteco.2010.12.004,https://doi.org/10.1016/j.jinteco.2010.12.004,,,,https://api.unpaywall.org/v2/10.1016%2Fj.jinteco.2010.12.004,https://openalex.org/works?search=Credit%20constraints%20and%20firm%20export%3A%20Microeconomic%20evidence%20from%20Italy,https://scholar.google.com/scholar?q=Credit%20constraints%20and%20firm%20export%3A%20Microeconomic%20evidence%20from%20Italy,,,,,source:multi,,,,,
811,1_DOI_FIRST,0,3,2013,Graduating to globalisation: a study of Southern multinationals,INDIAN GROWTH AND DEVELOPMENT REVIEW,10.1108/igdr-12-2012-0050,https://doi.org/10.1108/igdr-12-2012-0050,,,,https://api.unpaywall.org/v2/10.1108%2Figdr-12-2012-0050,https://openalex.org/works?search=Graduating%20to%20globalisation%3A%20a%20study%20of%20Southern%20multinationals,https://scholar.google.com/scholar?q=Graduating%20to%20globalisation%3A%20a%20study%20of%20Southern%20multinationals,,,,,source:multi,,,,,
861,1_DOI_FIRST,1,3,2013,Determinants of involuntary cross-listing: US restaurant companies' perspective,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2012-0185,https://doi.org/10.1108/ijchm-10-2012-0185,,,,https://api.unpaywall.org/v2/10.1108%2Fijchm-10-2012-0185,https://openalex.org/works?search=Determinants%20of%20involuntary%20cross-listing%3A%20US%20restaurant%20companies%27%20perspective,https://scholar.google.com/scholar?q=Determinants%20of%20involuntary%20cross-listing%3A%20US%20restaurant%20companies%27%20perspective,,,,,source:wos,,,,,
879,1_DOI_FIRST,1,3,2014,"Electronic commerce adoption, entrepreneurial orientation and small- and medium-sized enterprise (SME) performance",JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,10.1108/jsbed-10-2013-0145,https://doi.org/10.1108/jsbed-10-2013-0145,,,,https://api.unpaywall.org/v2/10.1108%2Fjsbed-10-2013-0145,https://openalex.org/works?search=Electronic%20commerce%20adoption%2C%20entrepreneurial%20orientation%20and%20small-%20and%20medium-sized%20enterprise%20%28SME%29%20performance,https://scholar.google.com/scholar?q=Electronic%20commerce%20adoption%2C%20entrepreneurial%20orientation%20and%20small-%20and%20medium-sized%20enterprise%20%28SME%29%20performance,,,,,source:wos,,,,,
1032,1_DOI_FIRST,2,3,2015,Imported Inputs and Egyptian Exports: Exploring the Links,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,10.5018/economics-ejournal.ja.2015-38,https://doi.org/10.5018/economics-ejournal.ja.2015-38,,,,https://api.unpaywall.org/v2/10.5018%2Feconomics-ejournal.ja.2015-38,https://openalex.org/works?search=Imported%20Inputs%20and%20Egyptian%20Exports%3A%20Exploring%20the%20Links,https://scholar.google.com/scholar?q=Imported%20Inputs%20and%20Egyptian%20Exports%3A%20Exploring%20the%20Links,,,,,source:multi,,,,,
1036,1_DOI_FIRST,0,3,2015,Are Firms in Developing Countries in Spider Webs or Iron Cages? Geographic Traps and Firm Performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21722,https://doi.org/10.1002/tie.21722,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.21722,https://openalex.org/works?search=Are%20Firms%20in%20Developing%20Countries%20in%20Spider%20Webs%20or%20Iron%20Cages%3F%20Geographic%20Traps%20and%20Firm%20Performance,https://scholar.google.com/scholar?q=Are%20Firms%20in%20Developing%20Countries%20in%20Spider%20Webs%20or%20Iron%20Cages%3F%20Geographic%20Traps%20and%20Firm%20Performance,,,,,source:multi,,,,,
1049,1_DOI_FIRST,,,2016,. Maximizing the Benefits of Internationalization: The Moderating Role of Labour Flexibility,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,10.7202/1036613ar,https://doi.org/10.7202/1036613ar,,,,https://api.unpaywall.org/v2/10.7202%2F1036613ar,https://openalex.org/works?search=.%20Maximizing%20the%20Benefits%20of%20Internationalization%3A%20The%20Moderating%20Role%20of%20Labour%20Flexibility,https://scholar.google.com/scholar?q=.%20Maximizing%20the%20Benefits%20of%20Internationalization%3A%20The%20Moderating%20Role%20of%20Labour%20Flexibility,,,,,source:wos,,,,,
1052,1_DOI_FIRST,,,2016,The interactive effect of time and host country location on Chinese MNCs' performance: An empirical investigation,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.11.006,https://doi.org/10.1016/j.jwb.2015.11.006,,,,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2015.11.006,https://openalex.org/works?search=The%20interactive%20effect%20of%20time%20and%20host%20country%20location%20on%20Chinese%20MNCs%27%20performance%3A%20An%20empirical%20investigation,https://scholar.google.com/scholar?q=The%20interactive%20effect%20of%20time%20and%20host%20country%20location%20on%20Chinese%20MNCs%27%20performance%3A%20An%20empirical%20investigation,,,,,source:wos,,,,,
