dataset,country,year,website,foreign_tech,product_innov,process_innov,rd_spending,quality_cert,epayment_pct,epay_supp_pct,total_sales,employees,ln_labor_prod,ln_empl,export_pct,exporter,firm_age,manager_exp,foreign_own,TCI_thin,TCI_full,DAI_thin,DAI_rich
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,26.0,18.158316479484874,3.258096538021482,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3500000000.0,15.0,19.267978604339568,2.70805020110221,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,10.0,,2.302585092994046,100.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,1500000000.0,12.0,18.643824295266576,2.4849066497880004,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4300000000.0,60.0,18.087536297423828,4.0943445622221,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,97000000000.0,31.0,21.863989610964648,3.4339872044851463,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,18000000000.0,200.0,18.31532022829454,5.298317366548036,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,35.0,17.861064956016943,3.5553480614894135,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2500000000.0,5.0,20.030118656386467,1.6094379124341003,30.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,80000000000.0,60.0,21.01094790939819,4.0943445622221,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,90.0,17.609750527736036,4.499809670330265,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,1500000000.0,3.0,20.030118656386467,1.0986122886681098,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,5000000000.0,15.0,19.624653548278303,2.70805020110221,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,45000000000.0,10.0,22.227343233722685,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,7000000000.0,35.0,19.11382792451231,3.5553480614894135,100.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,5000000000.0,20.0,19.33697147582652,2.995732273553991,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3400000000.0,6.0,20.15528179934047,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3500000000.0,8.0,19.896587263761944,2.0794415416798357,70.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,40.0,18.420680743952367,3.6888794541139363,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3000000000.0,25.0,18.60300230074632,3.2188758248682006,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,5000000000.0,30.0,18.931506367718356,3.4011973816621555,90.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3000000000.0,47.0,17.971730523904462,3.8501476017100584,70.0,1.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,9000000000.0,100.0,18.31532022829454,4.605170185988092,100.0,1.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,1500000000.0,6.0,19.33697147582652,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,2000000000.0,24.0,18.238359187158412,3.1780538303479458,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,4000000000.0,270.0,16.511138239067925,5.598421958998375,70.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,50.0,17.50439001207821,3.912023005428146,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,800000000.0,10.0,18.197537192638155,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,19800000000.0,400.0,17.717483227538917,5.991464547107982,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,4000000000.0,40.0,18.420680743952367,3.6888794541139363,20.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,5000000000.0,20.0,19.33697147582652,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,,,,,1.0,,,1700000000000.0,320.0,22.393328371196947,5.768320995793772,5.0,1.0,2,3,2.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,100000000000.0,120.0,20.540944280152456,4.787491742782046,5.0,1.0,2,3,70.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,48000000000.0,260.0,19.033785216838773,5.560681631015528,20.0,1.0,2,3,25.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,15500000000.0,200.0,18.165788494323575,5.298317366548036,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,42000000000.0,10.0,22.158350362235733,2.302585092994046,90.0,1.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,21000000000.0,500.0,17.553180176247643,6.214608098422191,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4200000000.0,50.0,18.246327356807587,3.912023005428146,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,6.0,19.624653548278303,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,,20.0,,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,30000000000.0,170.0,18.988664781558306,5.135798437050262,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,11000000000.0,15.0,20.413110908642572,2.70805020110221,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,700000000.0,7.0,18.420680743952367,1.9459101490553132,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,12.0,,2.4849066497880004,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1500000000.0,70.0,16.880235703005216,4.248495242049359,100.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,15000000000.0,12.0,20.94640938826062,2.4849066497880004,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,19.0,19.165121218899863,2.9444389791664403,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,8500000000.0,58.0,18.802888989896264,4.060443010546419,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,12000000000.0,70.0,18.959677244685054,4.248495242049359,90.0,1.0,2,1,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,6000000000.0,9.0,20.317800728838247,2.1972245773362196,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,25000000000.0,60.0,19.847797099592512,4.0943445622221,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,700000000.0,10.0,18.064005800013632,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,1700000000.0,20.0,18.258161814454592,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,17000000000.0,20.0,20.560746907448635,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,1.0,,,,0.0,,,2000000000.0,20.0,18.420680743952367,2.995732273553991,0.0,0.0,2,1,0.0,0.5,0.5,0.5,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,6000000000.0,45.0,18.708362816404147,3.8066624897703196,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2500000000.0,15.0,18.931506367718356,2.70805020110221,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4900000000.0,16.0,19.539912319823213,2.772588722239781,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,3700000000.0,14.0,19.39254132698133,2.6390573296152584,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,750000000.0,8.0,18.356142222814793,2.0794415416798357,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,11000000000.0,60.0,19.02681654752268,4.0943445622221,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,1800000000.0,6.0,19.519293032620475,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1300000000.0,20.0,17.98989782785991,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,118000000000.0,106.0,20.83051136730001,4.663439094112067,0.0,0.0,1,1,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,800000000.0,10.0,18.197537192638155,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3400000000.0,50.0,18.03501826314038,3.912023005428146,50.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,396547000000.0,340.0,20.87711479058663,5.8289456176102075,95.0,1.0,2,3,,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,82000000000.0,120.0,20.342493341428618,4.787491742782046,25.0,1.0,2,3,50.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,9375000000.0,30.0,19.560115027140732,3.4011973816621555,30.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,840000000.0,15.0,17.840862248699423,2.70805020110221,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,13500000000.0,200.0,18.02763815584276,5.298317366548036,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1300000000.0,15.0,18.277579900311693,2.70805020110221,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,5000000000.0,165.0,17.22675827547993,5.10594547390058,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,78000000000.0,1300.0,17.909855120186375,7.170119543449628,99.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,14500000000.0,97.0,18.82270350786956,4.574710978503383,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,,10.0,,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,7400000000.0,20.0,19.729013563602543,2.995732273553991,60.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,30.0,18.0152156358442,3.4011973816621555,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,35000000000.0,71.0,20.01593402139451,4.2626798770413155,0.0,0.0,2,2,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,5000000000.0,45.0,18.526041259610192,3.8066624897703196,5.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,724309000.0,9.0,18.203504077542554,2.1972245773362196,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,7000000000.0,10.0,20.36659089300768,2.302585092994046,95.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,7500000000.0,45.0,18.931506367718356,3.8066624897703196,10.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2500000000.0,11.0,19.241661296022194,2.3978952727983707,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,18000000000.0,490.0,17.419232203737902,6.194405391104672,100.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,33.0,18.61305263659982,3.4965075614664802,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,8.0,19.33697147582652,2.0794415416798357,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,15000000000.0,6.0,21.639556568820566,1.791759469228055,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,9000000000.0,22.0,19.829447960924316,3.091042453358316,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,2500000000.0,4.0,20.253262207700676,1.3862943611198906,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,2080000000.0,13.0,18.890684373198102,2.5649493574615367,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,111000000000.0,420.0,19.39254132698133,6.040254711277414,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,10000000000.0,,,,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,50.0,,3.912023005428146,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,5800000000.0,80.0,18.099097119824904,4.382026634673881,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,17000000000.0,11.0,21.158583908204257,2.3978952727983707,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,33948000000.0,40.0,20.559216324939904,3.6888794541139363,100.0,1.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1000000000.0,10.0,18.420680743952367,2.302585092994046,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,2851632000.0,500.0,15.556549200492826,6.214608098422191,100.0,1.0,1,3,100.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,87000000000.0,500.0,18.974565857178803,6.214608098422191,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,54000000000.0,90.0,20.21244021318042,4.499809670330265,99.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,900000000.0,18.0,17.72753356339242,2.8903717578961645,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,1300000000.0,7.0,19.03971995235859,1.9459101490553132,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,720000000.0,6.0,18.60300230074632,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,153000000000.0,155.0,20.7102786414196,5.043425116919247,10.0,1.0,2,3,100.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,5000000000.0,15.0,19.624653548278303,2.70805020110221,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3000000000.0,30.0,18.420680743952367,3.4011973816621555,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,1800000000.0,13.0,18.746103144386993,2.5649493574615367,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,12000000000.0,7.0,21.262262337679097,1.9459101490553132,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3500000000.0,10.0,19.67344371244773,2.302585092994046,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,14000000000.0,12.0,20.87741651677367,2.4849066497880004,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,16000000000.0,25.0,20.276978734317993,3.2188758248682006,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,1200000000.0,6.0,19.11382792451231,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,25000000000.0,21.0,20.89761922409119,3.044522437723423,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,3000000000.0,15.0,19.11382792451231,2.70805020110221,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,222000000000.0,60.0,22.03159865659659,4.0943445622221,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,9000000000.0,16.0,20.14790169204285,2.772588722239781,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,2500000000.0,25.0,18.420680743952367,3.2188758248682006,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,800000000.0,12.0,18.0152156358442,2.4849066497880004,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,180.0,,5.19295685089021,10.0,1.0,2,2,100.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,250000000000.0,140.0,21.303084332199354,4.941642422609304,70.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,30000000000.0,60.0,20.030118656386467,4.0943445622221,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,100000000000.0,35.0,21.77308796144509,3.5553480614894135,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2500000000.0,5.0,20.030118656386467,1.6094379124341003,0.0,0.0,2,1,100.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,643000000.0,10.0,17.97907018920785,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,709515700.0,5.0,18.770655270144783,1.6094379124341003,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3100000000.0,25.0,18.63579212356931,3.2188758248682006,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,180000000.0,5.0,17.399029496420383,1.6094379124341003,0.0,0.0,2,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,56000000000.0,150.0,19.737982233585306,5.0106352940962555,90.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,1500000000.0,58.0,17.068287934508156,4.060443010546419,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,4115000000.0,31.0,18.703917466590298,3.4339872044851463,0.0,0.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,3100000000.0,50.0,17.942644943009366,3.912023005428146,0.0,0.0,2,2,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2800000000.0,7.0,19.806975105072254,1.9459101490553132,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,20000000000.0,100.0,19.11382792451231,4.605170185988092,0.0,0.0,1,1,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,28966000000.0,150.0,19.07875327122882,5.0106352940962555,90.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,7800000000.0,30.0,19.3761921889798,3.4011973816621555,90.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,401000000000.0,80.0,22.3352006295791,4.382026634673881,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,1.0,,,564000000000.0,2000.0,19.457417628902387,7.600902459542082,0.0,0.0,1,2,0.0,1.0,1.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,8500000000.0,8.0,20.783890458762848,2.0794415416798357,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,28000000000.0,42.0,20.317800728838247,3.7376696182833684,0.0,0.0,2,3,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,14000000000.0,150.0,18.351687872465416,5.0106352940962555,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,18739315000.0,180.0,18.46093270937023,5.19295685089021,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,3000000000.0,20.0,18.82614585206053,2.995732273553991,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,1500000000.0,10.0,18.82614585206053,2.302585092994046,0.0,0.0,2,1,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,22146000000.0,104.0,19.176531831080954,4.6443908991413725,0.0,0.0,1,2,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,350000000000.0,100.0,21.97602880544178,4.605170185988092,100.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,1000000000.0,45.0,16.916603347176093,3.8066624897703196,0.0,0.0,2,2,80.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,5600000000.0,37.0,18.83511452204329,3.6109179126442243,0.0,0.0,1,2,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,850000000.0,6.0,18.76898743822058,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2800000000.0,48.0,17.881684243219677,3.871201010907891,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,1.0,,,27000000000.0,300.0,18.31532022829454,5.703782474656201,95.0,1.0,1,3,100.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,18000000000.0,101.0,18.998517078001317,4.61512051684126,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,13000000000.0,200.0,17.98989782785991,5.298317366548036,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,10.0,19.806975105072254,2.302585092994046,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,400000000.0,6.0,18.0152156358442,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
